r,T
8.552563e-01,6.322006e-01
2.391883e+00,3.681904e+00
3.309813e-01,1.099596e-01
1.239338e+00,1.432766e+00
2.497276e+00,4.279302e+00
4.095716e-01,2.535473e-01
1.189369e+00,1.456867e+00
1.634546e-01,3.046460e-02
2.435789e+00,3.612998e+00
2.264766e-01,-7.562071e-02
2.711586e+00,4.430538e+00
2.883953e+00,4.938333e+00
1.035200e+00,9.981129e-01
2.927537e+00,4.929401e+00
2.485065e+00,4.119034e+00
2.529004e+00,4.141558e+00
1.780660e+00,2.279144e+00
5.868664e-01,1.807061e-01
8.224962e-01,8.711705e-01
2.027043e+00,3.177808e+00
6.037645e-01,5.250630e-01
1.680920e-01,2.900251e-01
2.166974e+00,3.072945e+00
2.641008e+00,4.171172e+00
6.298999e-01,4.026497e-01
2.961178e+00,5.087474e+00
2.287988e+00,3.228154e+00
1.695833e+00,2.123168e+00
3.977858e-01,3.516643e-01
2.657226e+00,4.448750e+00
2.090405e+00,2.997572e+00
2.740031e-01,2.936105e-01
9.591946e-01,8.360919e-01
1.253737e+00,1.518988e+00
2.299216e+00,3.518191e+00
1.961377e+00,2.836056e+00
2.475833e+00,3.844018e+00
1.883175e+00,2.708917e+00
2.168841e+00,3.173913e+00
2.577316e+00,4.304850e+00
2.610076e+00,4.556446e+00
1.805367e+00,2.633779e+00
7.855031e-01,6.052049e-01
2.437347e+00,3.852540e+00
7.472519e-01,7.717000e-01
2.855409e+00,4.866809e+00
4.603147e-01,2.789686e-01
2.868389e+00,4.886250e+00
1.747497e+00,2.699523e+00
2.877051e+00,4.863918e+00
2.678527e+00,4.423341e+00
2.147141e+00,3.265424e+00
4.616558e-01,2.689036e-01
9.933409e-01,9.864259e-01
8.195371e-01,1.063414e+00
5.443307e-01,5.072334e-01
2.013952e+00,3.041968e+00
7.447947e-01,5.076565e-01
1.524531e+00,1.967724e+00
2.870080e+00,4.793452e+00
2.878731e-01,2.780424e-01
1.526163e+00,2.066943e+00
1.147276e+00,1.255032e+00
1.953505e+00,2.889063e+00
1.300449e+00,1.390921e+00
7.705194e-01,4.760417e-01
4.607176e-01,2.819730e-01
8.321622e-01,9.811263e-01
3.863598e-01,3.686103e-01
1.316468e-01,3.434333e-02
1.366929e+00,1.367250e+00
7.029343e-01,5.099811e-01
4.938575e-01,2.367100e-02
2.071885e+00,3.072656e+00
3.402094e-01,2.746556e-01
4.131948e-01,1.355336e-01
7.943480e-01,7.071931e-01
2.518077e+00,3.886861e+00
5.999022e-01,7.256258e-01
1.038513e+00,8.763752e-01
2.703990e+00,4.357504e+00
1.535543e+00,2.102991e+00
5.848129e-01,3.624103e-01
1.578316e+00,1.963078e+00
1.910231e+00,2.739011e+00
2.959607e+00,4.968263e+00
2.626321e+00,4.184497e+00
3.064553e-01,2.975300e-01
2.399640e+00,3.798894e+00
4.505540e-01,1.563085e-01
6.800335e-01,8.406941e-01
1.777065e+00,2.154381e+00
1.417253e+00,1.652334e+00
5.377378e-01,3.039219e-01
8.787881e-01,1.131412e+00
2.700889e+00,4.073367e+00
2.981274e+00,5.213656e+00
2.307100e+00,3.545960e+00
1.730128e+00,2.250051e+00
1.630624e-01,1.940141e-01
1.165621e+00,1.304980e+00
2.979041e-01,-7.954021e-02
5.915580e-01,5.112499e-01
2.672551e+00,4.591623e+00
1.686179e+00,2.225211e+00
6.366044e-01,6.856486e-01
2.611077e+00,4.239073e+00
1.260188e+00,1.501130e+00
1.762847e+00,2.196146e+00
1.452502e+00,1.848195e+00
8.367601e-01,5.722881e-01
2.808950e+00,4.790799e+00
2.357288e-01,2.070582e-01
2.681894e+00,4.445631e+00
2.919933e-01,2.152590e-01
2.219881e+00,3.482439e+00
2.808109e+00,4.585867e+00
1.058151e-01,2.433348e-01
2.083150e+00,2.717044e+00
9.554762e-01,1.077801e+00
1.487757e+00,1.541815e+00
1.068424e+00,1.258301e+00
2.310893e+00,3.456339e+00
8.197356e-01,7.441973e-01
2.244919e+00,3.274835e+00
1.643521e+00,2.404838e+00
5.983978e-01,5.142160e-01
2.326639e+00,3.398753e+00
2.857752e-01,1.549832e-01
4.204193e-01,3.436768e-01
2.345466e+00,3.463822e+00
1.515356e+00,1.992768e+00
4.862632e-01,2.469093e-01
2.956038e+00,5.118956e+00
1.494276e+00,1.444353e+00
6.632336e-01,7.308525e-01
2.589971e+00,3.901592e+00
1.224208e+00,1.262960e+00
3.061318e-01,2.875640e-01
4.756144e-01,1.621362e-01
2.070986e+00,2.953434e+00
5.520984e-01,4.784269e-01
9.264768e-01,7.423324e-01
2.914100e+00,4.982356e+00
2.072702e+00,3.219284e+00
2.662261e+00,4.331026e+00
1.128210e+00,1.288765e+00
1.019766e+00,9.196472e-01
2.972328e+00,5.203602e+00
7.401094e-01,8.543467e-01
1.411216e+00,1.724338e+00
8.332154e-01,5.722172e-01
2.884674e+00,4.855374e+00
2.469395e+00,3.819078e+00
2.575580e+00,4.017286e+00
5.467350e-01,7.420485e-01
1.047639e+00,1.261570e+00
2.315859e+00,3.596591e+00
1.711127e+00,2.256177e+00
1.472300e+00,1.701807e+00
2.382486e+00,3.768221e+00
1.910601e+00,2.868271e+00
2.611838e+00,4.259579e+00
2.866863e+00,4.945191e+00
3.416487e-01,1.057298e-01
7.137677e-01,4.324743e-01
2.571561e+00,4.221061e+00
2.328006e+00,3.821709e+00
1.617766e+00,1.886598e+00
9.984563e-01,1.060971e+00
2.028273e+00,2.725727e+00
5.707794e-01,4.324345e-01
2.703992e+00,4.521856e+00
2.948816e+00,5.013638e+00
5.774563e-01,4.709667e-01
1.692065e+00,2.271360e+00
1.605207e+00,1.999770e+00
1.443963e+00,1.938236e+00
4.711717e-01,4.033129e-01
1.210564e-01,9.655155e-02
2.053255e-01,8.951689e-02
9.947072e-01,9.988868e-01
1.209814e+00,1.247552e+00
3.392985e-01,1.587550e-01
9.589679e-01,8.990224e-01
1.864128e+00,2.456739e+00
1.931398e-01,-1.640412e-01
7.022922e-01,7.236521e-01
2.271473e+00,3.416853e+00
2.357695e+00,3.836483e+00
2.477920e+00,4.156786e+00
2.068911e-01,1.056516e-01
2.641664e+00,4.541416e+00
1.618790e+00,1.815945e+00
1.701822e-01,-9.468579e-02
1.572510e+00,2.332666e+00
5.267321e-01,4.380935e-01
3.534494e-01,2.843240e-01
6.121888e-01,4.835286e-01
1.211091e+00,1.703387e+00
1.650750e+00,2.284279e+00
1.819506e+00,2.313498e+00
4.700601e-01,5.110552e-02
2.865341e+00,4.564773e+00
1.734532e+00,2.544696e+00
2.324191e+00,3.616539e+00
2.284735e+00,3.492344e+00
1.752458e+00,2.363407e+00
1.131072e+00,1.331048e+00
1.919645e+00,2.281436e+00
2.286393e+00,3.564397e+00
1.341613e+00,1.227050e+00
8.395302e-01,8.312589e-01
1.722092e+00,2.301260e+00
2.077930e+00,2.857348e+00
2.189008e+00,3.094535e+00
3.560244e-01,2.207013e-01
7.651495e-01,7.638366e-01
8.913527e-01,1.073304e+00
1.662645e+00,2.124774e+00
1.506996e+00,1.872740e+00
3.911686e-01,2.874694e-01
1.044759e+00,1.294701e+00
1.645481e+00,2.212038e+00
1.441251e+00,1.749745e+00
3.378155e-01,2.747770e-01
5.766274e-01,3.499078e-01
2.305583e+00,3.582311e+00
2.686239e+00,4.373201e+00
2.972338e+00,5.149382e+00
1.909858e+00,2.571714e+00
1.525755e-01,-1.514743e-01
5.597199e-01,6.696979e-01
1.031898e+00,1.161006e+00
8.374277e-01,8.592682e-01
2.227637e+00,3.239934e+00
2.654557e+00,4.255057e+00
2.187469e+00,3.181881e+00
6.179694e-01,4.484298e-01
1.738145e+00,2.241037e+00
4.439582e-01,8.668730e-02
1.528187e-01,-1.701277e-01
1.824625e+00,2.541797e+00
2.549274e+00,3.912396e+00
5.733825e-01,4.708802e-01
5.464492e-01,4.562819e-01
4.680118e-01,5.008236e-01
2.168398e+00,3.262286e+00
2.828199e+00,4.860398e+00
5.677048e-01,3.553386e-01
2.856069e+00,4.991123e+00
2.450144e+00,3.741422e+00
2.746876e+00,4.714902e+00
1.789350e+00,2.258978e+00
2.853773e+00,4.874472e+00
2.240657e-01,1.854286e-01
1.197050e-01,-3.810743e-01
1.377681e+00,1.493828e+00
1.701080e+00,2.014412e+00
9.481713e-01,1.141725e+00
2.848521e-01,1.289418e-01
2.599750e+00,4.162704e+00
4.783089e-01,-8.782843e-02
1.585428e+00,1.969451e+00
1.373069e+00,1.111101e+00
5.364734e-01,3.876612e-01
7.902054e-01,5.437459e-01
2.811291e+00,4.553703e+00
2.431979e+00,3.933836e+00
6.191213e-01,3.757858e-01
1.666551e+00,2.422555e+00
2.808627e+00,4.759425e+00
1.338314e-01,-1.159510e-01
1.528558e-01,-2.999414e-01
5.414641e-01,1.793026e-01
1.545635e+00,1.818957e+00
2.583429e+00,4.183872e+00
8.822568e-01,1.039826e+00
2.941063e+00,4.981947e+00
1.358434e-01,5.351481e-02
1.470573e+00,1.858061e+00
9.736475e-01,1.054679e+00
1.119528e-01,-1.247221e-01
1.176094e+00,1.036104e+00
6.774408e-01,5.576519e-01
2.067243e+00,2.628826e+00
6.144698e-01,4.619752e-01
2.176321e+00,3.160553e+00
1.673427e+00,2.187007e+00
2.997336e+00,5.374477e+00
8.538610e-01,6.216968e-01
2.754490e+00,4.588092e+00
2.450832e+00,3.827667e+00
9.490458e-01,1.002670e+00
1.143884e+00,1.132010e+00
2.318702e+00,3.858415e+00
1.430790e+00,1.569605e+00
2.187260e+00,3.061623e+00
2.709483e+00,4.607128e+00
1.231014e+00,1.425819e+00
7.270488e-01,7.253911e-01
1.980003e+00,2.649162e+00
1.490083e+00,1.777714e+00
1.547887e+00,1.738143e+00
1.693949e+00,2.243416e+00
5.988608e-01,2.811828e-01
7.118728e-01,5.661021e-01
4.144757e-01,3.830852e-01
2.704245e+00,4.281515e+00
1.150611e+00,1.242422e+00
2.064791e+00,3.055541e+00
2.362847e+00,3.577770e+00
4.420839e-01,1.540526e-01
2.754848e+00,4.510583e+00
6.891820e-01,4.237007e-01
1.859276e+00,2.575840e+00
2.580654e+00,4.100643e+00
2.997410e+00,5.065388e+00
1.579858e+00,2.053521e+00
9.003534e-01,1.031593e+00
2.841015e+00,4.549400e+00
8.275364e-01,9.672825e-01
1.877924e-01,9.587695e-02
1.619418e-01,9.136385e-02
1.274622e+00,1.551077e+00
2.179797e+00,3.340692e+00
1.401482e+00,1.692007e+00
1.508780e+00,2.047328e+00
1.103361e-01,3.211243e-01
3.665610e-01,5.608410e-02
1.684872e+00,2.343966e+00
2.303614e+00,3.456425e+00
1.850705e+00,2.539408e+00
1.309610e+00,1.522034e+00
2.611304e+00,3.970154e+00
2.566244e+00,4.048918e+00
1.293005e+00,1.345428e+00
1.357329e+00,1.515246e+00
1.597781e+00,2.115323e+00
1.231043e+00,1.645644e+00
1.257602e+00,1.623073e+00
1.479594e+00,1.969599e+00
1.191220e+00,1.166335e+00
6.477754e-01,1.874843e-01
1.624054e+00,2.087840e+00
7.080166e-01,4.912487e-01
1.150054e+00,1.365438e+00
2.615925e+00,4.294506e+00
4.132592e-01,5.238768e-01
2.564850e+00,4.192756e+00
3.715368e-01,1.718536e-01
1.997408e+00,2.766552e+00
1.615261e+00,1.966384e+00
1.937508e+00,2.880800e+00
8.044258e-01,5.987664e-01
1.955125e+00,2.766472e+00
4.880824e-01,1.579756e-01
3.593412e-01,3.850920e-01
1.352451e+00,1.669274e+00
3.433753e-01,-4.720674e-04
7.905980e-01,7.126228e-01
2.847038e+00,4.570877e+00
8.535268e-01,9.360289e-01
2.312213e+00,3.597303e+00
2.034052e+00,3.109888e+00
1.578998e+00,1.939269e+00
7.656344e-01,5.576923e-01
2.450741e+00,3.803204e+00
3.551146e-01,-1.814911e-01
2.259606e+00,3.586469e+00
1.843359e-01,-6.130324e-02
2.741703e+00,4.956917e+00
1.931859e+00,2.640758e+00
2.570068e-01,-2.591795e-03
2.448691e+00,3.871661e+00
9.154830e-01,7.714968e-01
1.716039e-01,1.062120e-01
1.639361e+00,2.281409e+00
1.002582e+00,9.124617e-01
1.336037e+00,1.608867e+00
7.971403e-01,5.167579e-01
1.136475e+00,1.181551e+00
2.052591e+00,2.940992e+00
5.395318e-01,2.733704e-01
1.569838e-01,7.009915e-02
2.981880e+00,5.070878e+00
3.544439e-01,3.731967e-01
1.338506e+00,1.587700e+00
2.967263e+00,5.472642e+00
1.155548e+00,1.157921e+00
1.721485e+00,2.585643e+00
1.642190e+00,2.300500e+00
9.981766e-01,9.033123e-01
1.208421e+00,1.432780e+00
2.798074e+00,4.933859e+00
2.990804e+00,5.291490e+00
8.888487e-01,4.859690e-01
4.780394e-01,3.859979e-01
2.585284e+00,4.141974e+00
1.602979e+00,1.907242e+00
4.843499e-01,2.432850e-01
4.732246e-01,2.934156e-01
2.142431e+00,3.173387e+00
3.085481e-01,3.260382e-01
2.657171e+00,4.355894e+00
2.326201e+00,3.749461e+00
7.373581e-01,8.091092e-01
1.233746e-01,3.405000e-01
3.823357e-01,5.023280e-02
1.756426e-01,2.253797e-02
2.569901e+00,4.212743e+00
5.862906e-01,3.209335e-01
1.264046e+00,1.389022e+00
2.870593e+00,5.035668e+00
4.434135e-01,4.390781e-01
1.783227e+00,2.415488e+00
1.934964e+00,2.515242e+00
2.972870e+00,5.037392e+00
1.482023e+00,1.534472e+00
4.378744e-01,4.503467e-01
1.289666e+00,1.225628e+00
7.098477e-01,6.412913e-01
3.831202e-01,4.173526e-01
2.381724e+00,3.598803e+00
2.028828e+00,2.813283e+00
2.645267e+00,4.240397e+00
2.590629e+00,4.112769e+00
1.288520e+00,1.522868e+00
1.695844e+00,2.314827e+00
1.947088e+00,2.433100e+00
9.748970e-01,1.291500e+00
1.825738e+00,2.499412e+00
4.586554e-01,2.158276e-01
2.527561e+00,4.084776e+00
2.437288e+00,3.753487e+00
2.131921e+00,3.037371e+00
1.105052e+00,8.756031e-01
1.775745e+00,2.460401e+00
1.346796e+00,1.423091e+00
1.603695e+00,2.074167e+00
2.568523e+00,4.395651e+00
1.791383e+00,2.224759e+00
1.718015e+00,2.170787e+00
1.962659e+00,2.633055e+00
1.447061e-01,-1.202207e-01
2.937447e+00,5.035671e+00
2.495767e+00,3.753139e+00
1.857952e+00,2.494505e+00
2.942363e+00,5.018898e+00
1.371260e+00,1.616028e+00
1.273793e+00,1.470328e+00
1.742286e+00,2.336303e+00
2.038934e+00,2.734475e+00
2.632595e-01,9.314545e-02
1.848800e+00,2.518836e+00
1.015173e+00,8.798957e-01
1.412355e+00,1.646903e+00
7.719471e-01,6.958344e-01
1.095932e-01,-7.312949e-02
1.735657e+00,2.339558e+00
2.242020e+00,3.279114e+00
9.448575e-01,7.711321e-01
1.919317e-01,1.821331e-01
4.582095e-01,4.987791e-01
1.231457e-01,-7.202596e-02
2.629532e+00,4.219663e+00
2.716177e+00,4.521739e+00
4.078529e-01,4.809389e-01
2.051862e+00,3.026190e+00
9.389933e-01,8.237431e-01
2.352547e+00,3.638936e+00
1.601502e+00,1.915223e+00
1.968520e+00,2.608948e+00
6.929680e-01,3.775853e-01
5.146666e-01,3.369055e-01
2.346042e+00,3.546785e+00
4.030112e-01,2.420267e-01
1.363002e-01,-5.188213e-02
2.873180e+00,4.671370e+00
9.280070e-01,8.695565e-01
1.611956e+00,2.010924e+00
1.710463e+00,2.041941e+00
1.347320e+00,1.522977e+00
2.016221e+00,2.969571e+00
4.021634e-01,1.829041e-01
1.776677e+00,2.473715e+00
2.484750e+00,3.917183e+00
2.071165e+00,2.982395e+00
2.573419e+00,4.461163e+00
2.142990e+00,3.099692e+00
7.905720e-01,6.781660e-01
1.978833e+00,2.812823e+00
2.199413e+00,2.969978e+00
2.241088e+00,3.233377e+00
1.034799e+00,1.075571e+00
2.286360e+00,3.729070e+00
1.859722e+00,2.461617e+00
1.751299e+00,2.400637e+00
5.752221e-01,3.571149e-01
1.387254e+00,1.780262e+00
9.547801e-01,9.593156e-01
1.907550e+00,2.543597e+00
1.169928e+00,1.166315e+00
6.813587e-01,5.975199e-01
1.683481e+00,1.980529e+00
2.813574e-01,2.373887e-01
1.610374e-01,3.836772e-02
2.327169e+00,3.569664e+00
2.990990e-01,4.385636e-01
1.898971e+00,2.514675e+00
2.720730e+00,4.421324e+00
1.441198e+00,1.676327e+00
2.123893e-01,5.759825e-02
1.030266e+00,1.057718e+00
1.083168e+00,1.202583e+00
6.826995e-01,8.072386e-01
4.566616e-01,5.424636e-01
7.536049e-01,6.749977e-01
2.745846e+00,4.554283e+00
2.277438e+00,3.388182e+00
1.983211e+00,2.858362e+00
1.534935e+00,1.938532e+00
6.136570e-01,6.040702e-01
7.195468e-01,6.175450e-01
2.293776e+00,3.488547e+00
4.497670e-01,4.943527e-01
2.780251e+00,4.628261e+00
1.239075e+00,1.287053e+00
8.195938e-01,7.129990e-01
5.163348e-01,1.703812e-01
1.343950e+00,1.400786e+00
1.800242e+00,2.479193e+00
4.128475e-01,5.381521e-01
1.132399e+00,1.524670e+00
1.205943e+00,1.627400e+00
2.586741e+00,4.056082e+00
1.534347e+00,1.973586e+00
2.352040e+00,3.484654e+00
1.442299e-01,9.919033e-02
2.396115e+00,3.756831e+00
2.345387e+00,3.615780e+00
1.470918e+00,1.628154e+00
1.290858e+00,1.588391e+00
1.425260e+00,1.539652e+00
8.423737e-01,1.026940e+00
1.794623e+00,2.448923e+00
2.623743e+00,4.382759e+00
2.652628e+00,4.371178e+00
9.995838e-01,9.324878e-01
1.910014e+00,2.499788e+00
1.970640e+00,2.549075e+00
8.151618e-01,9.064215e-01
1.043414e+00,1.213375e+00
2.263680e+00,3.483757e+00
1.659789e+00,1.907862e+00
2.482480e+00,3.798132e+00
2.351510e+00,3.681514e+00
2.040779e+00,3.036359e+00
8.579931e-01,5.791221e-01
2.540370e+00,3.997835e+00
8.218565e-01,8.555805e-01
7.284044e-01,7.120303e-01
1.672231e+00,1.946653e+00
2.732183e+00,4.717570e+00
2.003210e+00,3.019122e+00
5.522726e-01,1.996027e-01
1.524701e+00,1.904537e+00
1.395826e+00,1.481678e+00
2.877393e+00,4.809999e+00
2.798104e+00,4.682034e+00
1.870501e+00,2.819465e+00
9.817519e-01,7.716432e-01
2.201016e+00,3.105610e+00
7.901707e-01,6.419671e-01
1.847900e+00,2.491530e+00
2.916924e+00,5.069474e+00
1.690684e+00,2.490054e+00
2.297131e+00,3.116544e+00
7.096853e-01,6.944357e-01
2.299476e+00,3.464430e+00
1.330685e-01,-2.094491e-01
4.071190e-01,2.136956e-01
5.455191e-01,4.997722e-01
2.538415e+00,4.151349e+00
6.066197e-01,5.529436e-01
1.694944e+00,2.069677e+00
3.441805e-01,1.921815e-01
2.479639e+00,3.814378e+00
1.521065e+00,1.726412e+00
1.095889e+00,1.209539e+00
2.427581e+00,3.809886e+00
1.389286e+00,1.857481e+00
1.676635e+00,2.088242e+00
2.758845e+00,4.893965e+00
9.820470e-01,1.063042e+00
5.312209e-01,6.123938e-01
2.797427e+00,4.588187e+00
2.849390e+00,4.709967e+00
2.614868e+00,3.820067e+00
1.803874e+00,2.550686e+00
1.243274e+00,1.360404e+00
8.511010e-01,7.351137e-01
1.138477e+00,1.199667e+00
1.552149e+00,2.087333e+00
2.520905e+00,3.869164e+00
2.146646e+00,3.130169e+00
2.624639e+00,4.349056e+00
1.471622e+00,1.553047e+00
1.456715e+00,1.770090e+00
1.466604e+00,1.807311e+00
2.187924e+00,2.905778e+00
9.534318e-01,9.707774e-01
2.235475e+00,3.340599e+00
1.546783e+00,1.915772e+00
1.427663e+00,1.556253e+00
5.979337e-01,7.118231e-01
3.924045e-01,3.583748e-01
2.126409e-01,1.686598e-01
2.280562e-01,8.599318e-02
1.927922e+00,2.768807e+00
6.312600e-01,4.681034e-01
2.267163e+00,3.285689e+00
6.936770e-01,6.208179e-01
1.149071e+00,1.184015e+00
1.774595e+00,2.441442e+00
2.473847e-01,-7.483064e-02
9.684110e-01,1.171600e+00
5.223974e-01,2.371623e-01
9.356217e-01,9.675018e-01
2.804846e+00,4.705117e+00
2.161781e+00,3.162880e+00
1.504757e+00,1.791086e+00
1.009334e+00,1.178267e+00
1.035152e+00,7.047055e-01
4.213792e-01,8.337009e-02
2.341077e+00,3.840103e+00
1.811554e+00,2.443274e+00
8.010693e-01,8.026246e-01
1.717941e-01,2.816198e-01
1.277382e+00,1.501034e+00
1.517190e+00,2.052665e+00
1.901804e+00,2.657002e+00
1.773000e+00,2.411229e+00
1.426943e+00,1.679430e+00
1.156071e+00,1.389724e+00
1.011389e-01,1.398542e-01
1.842009e+00,2.318752e+00
3.982180e-01,4.398152e-01
1.212216e+00,1.436567e+00
1.860837e+00,2.464748e+00
2.849666e+00,4.760658e+00
8.943207e-01,7.895165e-01
2.030691e+00,2.813917e+00
1.285890e+00,1.569685e+00
9.588121e-01,1.088565e+00
2.841958e+00,4.903085e+00
6.536151e-01,6.067190e-01
7.834011e-01,6.629245e-01
1.610874e+00,2.094545e+00
2.940820e+00,4.926581e+00
1.372132e+00,1.697724e+00
2.321648e-01,-1.952343e-03
1.126233e-01,-2.414369e-01
1.668073e-01,-1.149525e-02
2.376872e+00,3.615910e+00
6.024733e-01,5.573505e-01
2.993569e-01,8.275014e-02
9.634981e-01,9.862185e-01
1.088227e+00,1.034547e+00
4.547414e-01,2.601859e-01
2.244153e+00,3.512520e+00
2.949352e+00,5.110956e+00
4.575197e-01,1.651418e-01
2.156365e+00,2.953789e+00
9.361926e-01,8.321415e-01
2.512751e+00,3.842726e+00
2.438218e+00,3.959599e+00
1.293408e+00,1.319294e+00
2.112675e+00,2.995466e+00
1.567683e+00,1.934438e+00
2.032431e+00,2.907002e+00
2.513342e+00,4.221000e+00
5.731617e-01,3.444403e-01
1.729122e+00,2.203200e+00
2.588324e+00,4.076760e+00
8.195868e-01,8.092731e-01
1.503320e+00,1.833606e+00
3.504834e-01,2.371369e-01
1.205685e+00,1.364186e+00
1.066017e+00,1.124823e+00
2.305193e+00,3.609322e+00
1.039431e+00,8.789767e-01
6.572715e-01,6.172584e-01
1.250478e+00,1.473723e+00
1.477376e+00,1.837246e+00
2.539802e-01,7.182598e-02
5.957821e-01,3.211151e-01
9.070780e-01,7.656592e-01
8.978684e-01,8.044286e-01
8.062523e-01,6.535301e-01
2.899262e+00,4.981798e+00
1.223606e+00,1.407531e+00
2.116959e+00,2.977866e+00
1.198189e+00,1.315018e+00
2.119401e+00,3.004006e+00
2.457635e+00,3.794816e+00
9.509762e-01,8.122790e-01
1.101278e+00,1.210713e+00
1.143579e+00,1.163590e+00
2.938884e+00,5.183476e+00
2.246696e+00,3.271664e+00
1.173765e+00,1.391369e+00
6.192871e-01,9.349579e-01
1.723194e+00,2.000398e+00
