omega,S
2.627171e+00,9.659075e-01
2.997156e+00,1.097664e+00
7.121812e+00,1.963162e+00
1.220634e+00,1.993701e-01
6.524303e+00,1.875534e+00
4.567307e+00,1.518924e+00
6.822349e+00,1.920204e+00
1.072711e+00,7.018941e-02
1.110675e+00,1.049680e-01
9.133367e+00,2.211934e+00
8.403187e+00,2.128611e+00
6.009738e+00,1.793381e+00
1.295102e+00,2.585894e-01
4.938029e+00,1.596966e+00
7.494745e+00,2.014202e+00
5.673592e+00,1.735822e+00
9.147230e+00,2.213451e+00
1.152969e+00,1.423403e-01
7.401030e+00,2.001619e+00
4.621219e+00,1.530659e+00
2.042123e+00,7.139898e-01
2.662614e+00,9.793083e-01
4.876280e+00,1.584383e+00
5.738495e+00,1.747197e+00
9.915205e+00,2.294069e+00
2.196316e+00,7.867814e-01
5.868361e+00,1.769575e+00
6.292514e+00,1.839361e+00
8.225682e+00,2.107261e+00
5.728930e+00,1.745529e+00
9.671258e+00,2.269158e+00
2.184993e+00,7.816125e-01
8.768584e+00,2.171175e+00
4.116523e+00,1.415009e+00
3.330993e+00,1.203270e+00
2.994236e+00,1.096689e+00
6.939330e+00,1.937205e+00
6.827607e+00,1.920974e+00
1.183706e+00,1.686502e-01
4.581504e+00,1.522027e+00
6.043873e+00,1.799045e+00
4.156687e+00,1.424718e+00
3.265623e+00,1.183451e+00
4.045682e+00,1.397650e+00
5.052228e+00,1.619829e+00
9.231007e+00,2.222568e+00
7.198016e+00,1.973805e+00
2.186103e+00,7.821207e-01
3.246727e+00,1.177647e+00
7.279268e+00,1.985030e+00
8.164265e+00,2.099767e+00
6.351149e+00,1.848636e+00
7.938316e+00,2.071701e+00
3.704837e+00,1.309639e+00
6.543058e+00,1.878405e+00
9.733107e+00,2.275533e+00
6.591312e+00,1.885752e+00
6.483538e+00,1.869266e+00
4.496970e+00,1.503404e+00
7.872633e+00,2.063393e+00
6.721083e+00,1.905249e+00
1.539523e+00,4.314725e-01
5.665228e+00,1.734347e+00
3.316645e+00,1.198954e+00
6.655497e+00,1.895443e+00
8.618015e+00,2.153855e+00
9.091259e+00,2.207313e+00
9.275248e+00,2.227349e+00
2.100212e+00,7.420385e-01
1.839044e+00,6.092457e-01
6.879656e+00,1.928569e+00
3.012413e+00,1.102742e+00
5.036858e+00,1.616782e+00
2.321714e+00,8.423056e-01
5.004367e+00,1.610311e+00
1.684307e+00,5.213544e-01
4.274664e+00,1.452705e+00
3.999282e+00,1.386115e+00
6.708883e+00,1.903433e+00
9.931374e+00,2.295699e+00
9.593746e+00,2.261111e+00
3.216715e+00,1.168361e+00
3.041142e+00,1.112233e+00
8.813393e+00,2.176272e+00
5.735481e+00,1.746672e+00
9.519407e+00,2.253333e+00
6.991063e+00,1.944633e+00
8.174838e+00,2.101061e+00
4.480302e+00,1.499691e+00
8.076112e+00,2.088911e+00
3.538386e+00,1.263671e+00
4.755167e+00,1.559232e+00
4.790519e+00,1.566639e+00
4.099042e+00,1.410753e+00
4.538458e+00,1.512587e+00
9.384150e+00,2.239022e+00
8.317707e+00,2.118387e+00
2.067410e+00,7.262968e-01
9.434993e+00,2.244425e+00
4.310508e+00,1.461056e+00
1.565085e+00,4.479404e-01
3.472740e+00,1.244944e+00
7.007304e+00,1.946953e+00
6.007031e+00,1.792931e+00
5.902382e+00,1.775356e+00
4.107057e+00,1.412707e+00
3.130258e+00,1.141116e+00
5.526472e+00,1.709550e+00
6.817178e+00,1.919446e+00
8.827192e+00,2.177837e+00
7.807511e+00,2.055086e+00
9.743046e+00,2.276554e+00
9.711412e+00,2.273302e+00
7.310646e+00,1.989332e+00
6.237524e+00,1.830583e+00
1.816293e+00,5.967978e-01
2.687380e+00,9.885667e-01
4.510054e+00,1.506309e+00
5.246225e+00,1.657509e+00
3.075268e+00,1.123392e+00
3.019570e+00,1.105114e+00
5.002942e+00,1.610026e+00
6.362343e+00,1.850397e+00
6.886660e+00,1.929586e+00
4.217908e+00,1.439339e+00
9.104524e+00,2.208771e+00
2.207760e+00,7.919784e-01
9.816533e+00,2.284068e+00
3.413275e+00,1.227672e+00
2.992977e+00,1.096269e+00
5.854478e+00,1.767207e+00
9.814243e+00,2.283835e+00
8.793281e+00,2.173988e+00
3.259989e+00,1.181724e+00
9.751287e+00,2.277399e+00
7.028471e+00,1.949969e+00
9.755991e+00,2.277882e+00
6.055815e+00,1.801019e+00
3.015281e+00,1.103693e+00
6.109765e+00,1.809888e+00
9.811596e+00,2.283565e+00
1.554905e+00,4.414145e-01
2.097410e+00,7.407033e-01
3.878567e+00,1.355466e+00
9.954689e+00,2.298044e+00
3.781242e+00,1.330053e+00
7.860910e+00,2.061902e+00
5.581833e+00,1.719517e+00
5.566850e+00,1.716829e+00
4.193619e+00,1.433564e+00
6.193064e+00,1.823430e+00
6.869908e+00,1.927151e+00
7.861509e+00,2.061979e+00
1.904974e+00,6.444685e-01
2.729071e+00,1.003961e+00
9.202755e+00,2.219503e+00
2.663163e+00,9.795147e-01
5.689011e+00,1.738536e+00
8.128176e+00,2.095337e+00
1.470543e+00,3.856316e-01
6.271115e+00,1.835954e+00
9.720274e+00,2.274214e+00
3.218456e+00,1.168902e+00
8.117135e+00,2.093977e+00
9.803283e+00,2.282717e+00
4.346088e+00,1.469276e+00
9.052237e+00,2.203012e+00
2.854865e+00,1.049025e+00
5.610529e+00,1.724645e+00
4.801616e+00,1.568952e+00
6.229960e+00,1.829370e+00
6.745732e+00,1.908910e+00
7.513361e+00,2.016683e+00
4.491697e+00,1.502231e+00
7.251372e+00,1.981191e+00
5.762300e+00,1.751337e+00
2.944031e+00,1.079780e+00
2.702932e+00,9.943370e-01
4.574824e+00,1.520568e+00
4.029420e+00,1.393622e+00
4.753459e+00,1.558873e+00
6.130950e+00,1.813350e+00
6.183779e+00,1.821930e+00
2.217326e+00,7.963021e-01
1.703412e+00,5.326335e-01
3.095586e+00,1.129977e+00
5.042665e+00,1.617935e+00
5.911627e+00,1.776921e+00
1.128614e+00,1.209901e-01
9.215238e+00,2.220858e+00
5.687127e+00,1.738205e+00
5.885600e+00,1.772509e+00
1.526286e+00,4.228377e-01
6.982931e+00,1.943469e+00
6.201110e+00,1.824728e+00
7.478303e+00,2.012006e+00
5.126391e+00,1.634402e+00
3.233943e+00,1.173702e+00
7.218586e+00,1.976659e+00
5.068736e+00,1.623091e+00
7.278483e+00,1.984923e+00
6.231785e+00,1.829663e+00
7.852396e+00,2.060819e+00
2.676021e+00,9.843308e-01
9.556329e+00,2.257204e+00
9.086871e+00,2.206831e+00
3.048600e+00,1.114683e+00
1.093092e+00,8.901008e-02
8.513264e+00,2.141625e+00
6.077301e+00,1.804561e+00
9.981647e+00,2.300748e+00
2.626327e+00,9.655864e-01
8.720421e+00,2.165667e+00
8.594503e+00,2.151123e+00
7.723760e+00,2.044301e+00
3.516794e+00,1.257550e+00
5.753577e+00,1.749822e+00
4.835102e+00,1.575902e+00
8.679590e+00,2.160974e+00
4.299116e+00,1.458409e+00
1.655313e+00,5.039902e-01
3.472854e+00,1.244977e+00
8.946518e+00,2.191264e+00
5.308891e+00,1.669383e+00
1.539957e+00,4.317546e-01
7.900348e+00,2.066907e+00
7.096223e+00,1.959563e+00
1.067649e+00,6.545891e-02
7.978921e+00,2.076803e+00
6.762549e+00,1.911400e+00
8.394867e+00,2.127620e+00
5.442268e+00,1.694196e+00
1.249283e+00,2.225694e-01
5.378120e+00,1.682339e+00
5.336852e+00,1.674636e+00
2.939785e+00,1.078336e+00
1.500314e+00,4.056746e-01
4.074059e+00,1.404640e+00
1.859460e+00,6.202862e-01
4.395281e+00,1.480531e+00
4.052111e+00,1.399238e+00
8.271169e+00,2.112776e+00
6.567907e+00,1.882195e+00
5.631562e+00,1.728387e+00
5.269752e+00,1.661983e+00
4.510969e+00,1.506512e+00
3.430151e+00,1.232604e+00
4.317081e+00,1.462580e+00
3.889313e+00,1.358233e+00
6.810098e+00,1.918407e+00
4.385610e+00,1.478329e+00
6.581300e+00,1.884232e+00
7.183588e+00,1.971799e+00
6.462804e+00,1.866063e+00
6.044380e+00,1.799129e+00
2.781580e+00,1.023019e+00
7.591112e+00,2.026978e+00
6.071982e+00,1.803685e+00
3.466545e+00,1.243158e+00
6.254452e+00,1.833294e+00
9.945896e+00,2.297160e+00
2.651783e+00,9.752322e-01
5.049640e+00,1.619317e+00
7.830704e+00,2.058052e+00
5.097957e+00,1.628840e+00
3.165846e+00,1.152420e+00
1.337487e+00,2.907927e-01
4.368971e+00,1.474528e+00
6.356714e+00,1.849512e+00
2.260752e+00,8.156975e-01
2.051224e+00,7.184365e-01
3.170797e+00,1.153983e+00
9.771015e+00,2.279420e+00
3.110556e+00,1.134802e+00
1.300558e+00,2.627932e-01
5.527340e+00,1.709707e+00
5.152276e+00,1.639439e+00
7.083415e+00,1.957756e+00
5.903353e+00,1.775520e+00
7.009407e+00,1.947253e+00
5.188400e+00,1.646425e+00
9.698559e+00,2.271977e+00
1.290230e+00,2.548205e-01
4.386908e+00,1.478625e+00
9.320404e+00,2.232206e+00
5.165063e+00,1.641917e+00
1.651778e+00,5.018521e-01
8.693276e+00,2.162550e+00
8.375708e+00,2.125336e+00
9.005793e+00,2.197868e+00
6.060301e+00,1.801759e+00
6.689970e+00,1.900609e+00
6.013255e+00,1.793966e+00
8.679542e+00,2.160969e+00
1.140640e+00,1.315899e-01
9.220939e+00,2.221477e+00
7.763901e+00,2.049485e+00
5.017658e+00,1.612963e+00
6.937199e+00,1.936898e+00
4.160181e+00,1.425558e+00
4.119116e+00,1.415639e+00
9.698336e+00,2.271954e+00
8.043216e+00,2.084829e+00
6.604282e+00,1.887718e+00
5.384688e+00,1.683559e+00
4.411442e+00,1.484202e+00
5.747530e+00,1.748770e+00
5.743289e+00,1.748032e+00
1.732780e+00,5.497269e-01
3.646385e+00,1.293736e+00
9.276195e+00,2.227451e+00
7.439640e+00,2.006822e+00
2.020471e+00,7.033307e-01
4.652193e+00,1.537339e+00
4.434373e+00,1.489386e+00
9.064905e+00,2.204410e+00
1.537156e+00,4.299342e-01
8.455803e+00,2.134853e+00
3.462470e+00,1.241982e+00
1.192049e+00,1.756738e-01
4.070948e+00,1.403876e+00
5.048817e+00,1.619154e+00
1.726813e+00,5.462774e-01
7.379724e+00,1.998736e+00
1.222616e+00,2.009932e-01
4.862937e+00,1.581643e+00
4.188145e+00,1.432258e+00
2.512329e+00,9.212102e-01
5.531761e+00,1.710506e+00
8.731747e+00,2.166965e+00
1.494442e+00,4.017531e-01
1.777179e+00,5.750275e-01
3.777249e+00,1.328996e+00
7.065875e+00,1.955277e+00
2.136353e+00,7.591004e-01
6.390114e+00,1.854752e+00
8.821596e+00,2.177203e+00
1.020212e+00,2.001061e-02
4.796807e+00,1.567950e+00
3.717841e+00,1.313143e+00
2.721704e+00,1.001258e+00
7.288943e+00,1.986359e+00
7.967500e+00,2.075371e+00
3.933667e+00,1.369572e+00
7.206424e+00,1.974973e+00
3.822118e+00,1.340805e+00
9.645940e+00,2.266537e+00
2.872425e+00,1.055156e+00
5.967839e+00,1.786385e+00
7.825033e+00,2.057328e+00
1.483809e+00,3.946126e-01
3.984812e+00,1.382490e+00
2.251352e+00,8.115308e-01
3.048608e+00,1.114685e+00
1.273537e+00,2.417981e-01
2.850692e+00,1.047562e+00
6.624935e+00,1.890841e+00
8.686518e+00,2.161772e+00
8.479296e+00,2.137627e+00
7.247432e+00,1.980647e+00
9.202240e+00,2.219447e+00
8.020645e+00,2.082019e+00
3.331328e+00,1.203371e+00
6.431211e+00,1.861163e+00
3.237803e+00,1.174895e+00
8.923656e+00,2.188706e+00
4.820240e+00,1.572824e+00
9.681414e+00,2.270208e+00
9.826673e+00,2.285100e+00
5.915424e+00,1.777563e+00
4.046643e+00,1.397888e+00
4.858823e+00,1.580796e+00
4.234657e+00,1.443302e+00
1.953274e+00,6.695071e-01
3.108465e+00,1.134129e+00
2.116377e+00,7.497056e-01
6.143651e+00,1.815419e+00
2.825008e+00,1.038511e+00
2.504578e+00,9.181203e-01
4.631032e+00,1.532780e+00
9.131716e+00,2.211754e+00
6.650911e+00,1.894754e+00
1.490534e+00,3.991342e-01
1.485103e+00,3.954841e-01
5.584949e+00,1.720075e+00
8.833071e+00,2.178503e+00
7.069021e+00,1.955722e+00
7.379598e+00,1.998719e+00
5.738965e+00,1.747279e+00
2.991306e+00,1.095710e+00
7.534861e+00,2.019540e+00
4.612146e+00,1.528693e+00
4.326937e+00,1.464860e+00
6.114818e+00,1.810715e+00
8.321912e+00,2.118892e+00
8.562068e+00,2.147342e+00
3.543582e+00,1.265138e+00
5.829710e+00,1.762967e+00
5.030204e+00,1.615461e+00
5.694499e+00,1.739501e+00
8.111450e+00,2.093277e+00
1.395632e+00,3.333474e-01
1.310163e+00,2.701518e-01
3.508845e+00,1.255287e+00
9.230368e+00,2.222499e+00
2.027288e+00,7.066987e-01
5.989297e+00,1.789974e+00
6.584793e+00,1.884763e+00
7.889018e+00,2.065472e+00
6.478208e+00,1.868444e+00
1.076993e+00,7.417330e-02
9.352304e+00,2.235623e+00
9.103059e+00,2.208611e+00
2.405404e+00,8.777179e-01
2.082488e+00,7.335632e-01
1.374998e+00,3.184521e-01
2.696146e+00,9.918232e-01
3.510601e+00,1.255787e+00
9.129930e+00,2.211558e+00
1.827450e+00,6.029218e-01
5.637011e+00,1.729354e+00
4.890784e+00,1.587353e+00
7.294020e+00,1.987055e+00
1.811993e+00,5.944273e-01
7.699957e+00,2.041215e+00
1.863360e+00,6.223814e-01
8.595775e+00,2.151271e+00
5.485075e+00,1.702031e+00
3.712113e+00,1.311601e+00
8.655071e+00,2.158145e+00
3.456020e+00,1.240118e+00
5.365361e+00,1.679964e+00
6.941112e+00,1.937462e+00
6.845242e+00,1.923554e+00
4.580404e+00,1.521787e+00
2.416225e+00,8.822066e-01
5.167445e+00,1.642378e+00
3.662646e+00,1.298186e+00
7.995341e+00,2.078859e+00
5.051597e+00,1.619704e+00
1.774891e+00,5.737390e-01
5.199216e+00,1.648508e+00
6.768690e+00,1.912308e+00
4.366256e+00,1.473906e+00
6.389878e+00,1.854715e+00
1.489109e+00,3.981781e-01
2.806621e+00,1.031981e+00
3.139394e+00,1.144030e+00
4.487730e+00,1.501347e+00
8.887660e+00,2.184664e+00
9.889121e+00,2.291435e+00
9.477442e+00,2.248914e+00
6.078329e+00,1.804730e+00
8.356492e+00,2.123039e+00
8.368761e+00,2.124506e+00
2.080701e+00,7.327049e-01
3.535520e+00,1.262860e+00
3.408049e+00,1.226140e+00
6.918917e+00,1.934259e+00
7.749109e+00,2.047578e+00
8.099961e+00,2.091859e+00
3.502687e+00,1.253531e+00
5.627021e+00,1.727580e+00
7.803774e+00,2.054608e+00
2.276916e+00,8.228219e-01
4.206296e+00,1.436582e+00
4.364328e+00,1.473464e+00
1.184785e+00,1.695610e-01
7.746863e+00,2.047288e+00
2.499041e+00,9.159072e-01
6.063570e+00,1.802299e+00
1.781375e+00,5.773856e-01
7.675519e+00,2.038036e+00
3.141163e+00,1.144593e+00
8.794031e+00,2.174073e+00
4.089942e+00,1.408531e+00
8.369556e+00,2.124601e+00
5.628132e+00,1.727778e+00
5.221217e+00,1.652731e+00
2.598350e+00,9.548765e-01
5.449208e+00,1.695470e+00
7.874454e+00,2.063624e+00
4.596016e+00,1.525190e+00
9.278897e+00,2.227743e+00
8.314905e+00,2.118050e+00
5.038926e+00,1.617193e+00
7.021514e+00,1.948979e+00
7.828117e+00,2.057722e+00
5.060676e+00,1.621500e+00
9.606835e+00,2.262475e+00
5.544962e+00,1.712890e+00
6.416281e+00,1.858839e+00
5.750319e+00,1.749255e+00
3.630762e+00,1.289443e+00
8.238590e+00,2.108829e+00
4.736839e+00,1.555370e+00
1.915664e+00,6.500644e-01
8.648377e+00,2.157372e+00
7.346985e+00,1.994290e+00
3.581500e+00,1.275782e+00
2.453780e+00,8.976298e-01
4.566706e+00,1.518792e+00
2.281853e+00,8.249878e-01
9.169433e+00,2.215875e+00
8.797953e+00,2.174519e+00
5.398545e+00,1.686129e+00
3.156633e+00,1.149506e+00
3.942209e+00,1.371741e+00
3.302533e+00,1.194690e+00
5.698055e+00,1.740125e+00
2.241833e+00,8.072941e-01
3.192274e+00,1.160733e+00
6.691153e+00,1.900786e+00
2.463729e+00,9.016759e-01
2.262047e+00,8.162703e-01
8.698651e+00,2.163168e+00
2.733310e+00,1.005513e+00
6.451049e+00,1.864243e+00
9.280589e+00,2.227925e+00
1.567309e+00,4.493601e-01
1.752695e+00,5.611546e-01
5.651848e+00,1.731983e+00
4.235456e+00,1.443491e+00
9.613903e+00,2.263210e+00
2.638404e+00,9.701740e-01
8.383016e+00,2.126208e+00
2.375035e+00,8.650121e-01
2.481779e+00,9.089756e-01
3.494898e+00,1.251304e+00
2.131412e+00,7.567844e-01
4.218274e+00,1.439426e+00
5.442177e+00,1.694179e+00
6.509507e+00,1.873264e+00
3.325115e+00,1.201504e+00
4.420336e+00,1.486216e+00
1.893365e+00,6.383558e-01
7.455490e+00,2.008951e+00
4.261246e+00,1.449562e+00
1.875939e+00,6.291091e-01
9.782154e+00,2.280560e+00
8.538878e+00,2.144630e+00
7.407336e+00,2.002471e+00
6.506580e+00,1.872814e+00
8.572058e+00,2.148508e+00
9.991198e+00,2.301704e+00
5.602928e+00,1.723289e+00
3.934654e+00,1.369823e+00
7.067253e+00,1.955472e+00
7.503267e+00,2.015339e+00
1.429146e+00,3.570774e-01
9.295741e+00,2.229556e+00
8.393234e+00,2.127426e+00
3.843385e+00,1.346354e+00
1.811175e+00,5.939756e-01
5.789858e+00,1.756108e+00
5.994920e+00,1.790912e+00
5.769179e+00,1.752530e+00
5.816226e+00,1.760652e+00
1.913636e+00,6.490052e-01
1.799961e+00,5.877648e-01
5.395997e+00,1.685657e+00
6.798931e+00,1.916765e+00
6.815421e+00,1.919188e+00
5.501315e+00,1.704987e+00
9.215038e+00,2.220837e+00
4.202478e+00,1.435674e+00
4.428249e+00,1.488004e+00
8.329678e+00,2.119825e+00
4.448016e+00,1.492458e+00
8.937509e+00,2.190257e+00
5.808259e+00,1.759281e+00
9.294360e+00,2.229408e+00
2.250104e+00,8.109764e-01
7.354338e+00,1.995290e+00
2.815783e+00,1.035241e+00
4.576584e+00,1.520953e+00
8.248828e+00,2.110071e+00
8.510019e+00,2.141244e+00
1.123900e+00,1.168048e-01
2.319305e+00,8.412675e-01
7.842960e+00,2.059616e+00
7.742648e+00,2.046744e+00
1.313626e+00,2.727914e-01
5.758755e+00,1.750721e+00
6.980032e+00,1.943053e+00
7.266278e+00,1.983244e+00
3.461145e+00,1.241600e+00
2.940231e+00,1.078488e+00
9.538450e+00,2.255331e+00
8.502918e+00,2.140409e+00
5.547765e+00,1.713395e+00
7.170488e+00,1.969974e+00
4.692636e+00,1.545995e+00
1.633045e+00,4.904466e-01
8.720225e+00,2.165645e+00
4.158630e+00,1.425186e+00
8.429717e+00,2.131763e+00
4.550683e+00,1.515277e+00
7.066716e+00,1.955396e+00
5.495866e+00,1.703996e+00
1.684945e+00,5.217328e-01
6.582898e+00,1.884475e+00
9.460210e+00,2.247095e+00
6.807905e+00,1.918084e+00
9.800429e+00,2.282426e+00
6.906034e+00,1.932395e+00
4.557036e+00,1.516673e+00
1.289352e+00,2.541401e-01
9.202616e+00,2.219488e+00
3.602230e+00,1.281553e+00
3.028005e+00,1.107904e+00
6.088851e+00,1.806459e+00
4.981280e+00,1.605687e+00
5.396505e+00,1.685751e+00
6.084561e+00,1.805755e+00
1.815468e+00,5.963433e-01
6.844043e+00,1.923379e+00
9.840794e+00,2.286536e+00
8.804110e+00,2.175219e+00
8.042570e+00,2.084749e+00
7.766468e+00,2.049816e+00
3.288517e+00,1.190437e+00
7.188558e+00,1.972491e+00
1.165206e+00,1.528981e-01
2.201267e+00,7.890330e-01
3.327724e+00,1.202288e+00
6.012750e+00,1.793882e+00
7.963176e+00,2.074828e+00
2.575459e+00,9.460280e-01
6.167350e+00,1.819269e+00
1.750342e+00,5.598110e-01
4.499308e+00,1.503924e+00
9.411869e+00,2.241972e+00
7.785043e+00,2.052204e+00
1.779477e+00,5.763195e-01
4.557859e+00,1.516853e+00
4.641671e+00,1.535074e+00
2.895826e+00,1.063271e+00
4.937933e+00,1.596947e+00
6.160414e+00,1.818144e+00
5.547875e+00,1.713415e+00
3.528623e+00,1.260908e+00
7.625083e+00,2.031443e+00
4.523839e+00,1.509361e+00
8.740240e+00,2.167938e+00
3.615980e+00,1.285363e+00
4.879678e+00,1.585079e+00
8.927677e+00,2.189156e+00
7.524970e+00,2.018227e+00
7.174302e+00,1.970505e+00
5.657174e+00,1.732925e+00
7.790118e+00,2.052856e+00
3.035636e+00,1.110421e+00
4.078239e+00,1.405665e+00
7.512874e+00,2.016618e+00
4.988706e+00,1.607177e+00
1.208404e+00,1.893003e-01
1.626813e+00,4.866230e-01
1.700639e+00,5.310040e-01
7.221099e+00,1.977007e+00
5.971155e+00,1.786940e+00
2.884856e+00,1.059475e+00
3.569979e+00,1.272560e+00
3.480250e+00,1.247104e+00
8.786663e+00,2.173235e+00
6.096921e+00,1.807784e+00
1.017128e+00,1.698256e-02
4.474811e+00,1.498464e+00
3.949730e+00,1.373647e+00
4.681664e+00,1.543654e+00
6.464750e+00,1.866364e+00
2.463253e+00,9.014830e-01
4.068279e+00,1.403220e+00
3.133683e+00,1.142209e+00
9.361939e+00,2.236652e+00
8.867737e+00,2.182420e+00
9.934423e+00,2.296006e+00
2.668744e+00,9.816078e-01
2.827476e+00,1.039384e+00
7.385238e+00,1.999483e+00
3.294166e+00,1.192153e+00
6.840764e+00,1.922899e+00
7.151884e+00,1.967376e+00
8.952216e+00,2.191901e+00
5.093509e+00,1.627967e+00
7.161132e+00,1.968668e+00
7.686635e+00,2.039483e+00
7.972920e+00,2.076051e+00
2.004147e+00,6.952187e-01
9.122714e+00,2.210767e+00
9.996938e+00,2.302279e+00
9.253569e+00,2.225009e+00
5.703737e+00,1.741122e+00
8.944267e+00,2.191013e+00
4.133837e+00,1.419206e+00
5.928845e+00,1.779829e+00
8.178782e+00,2.101543e+00
9.306343e+00,2.230696e+00
8.261904e+00,2.111655e+00
9.371957e+00,2.237722e+00
7.636612e+00,2.032954e+00
4.164882e+00,1.426688e+00
3.537377e+00,1.263385e+00
7.647250e+00,2.034346e+00
1.108536e+00,1.030402e-01
1.628376e+00,4.875833e-01
6.522300e+00,1.875227e+00
7.379719e+00,1.998736e+00
7.261894e+00,1.982641e+00
8.957896e+00,2.192535e+00
5.545685e+00,1.713020e+00
6.278071e+00,1.837063e+00
1.761723e+00,5.662923e-01
6.686268e+00,1.900056e+00
8.589631e+00,2.150556e+00
3.904241e+00,1.362063e+00
9.983241e+00,2.300908e+00
8.030245e+00,2.083215e+00
3.637609e+00,1.291327e+00
9.090156e+00,2.207192e+00
4.179946e+00,1.430298e+00
3.124875e+00,1.139394e+00
4.479956e+00,1.499613e+00
1.510052e+00,4.121440e-01
3.564141e+00,1.270923e+00
9.240323e+00,2.223577e+00
1.742125e+00,5.551057e-01
5.140695e+00,1.637188e+00
8.055272e+00,2.086327e+00
1.368304e+00,3.135721e-01
5.746580e+00,1.748605e+00
7.311734e+00,1.989481e+00
3.042535e+00,1.112691e+00
1.996860e+00,6.915758e-01
2.327547e+00,8.448151e-01
1.929564e+00,6.572940e-01
7.960026e+00,2.074432e+00
1.321766e+00,2.789683e-01
9.335988e+00,2.233877e+00
7.084228e+00,1.957871e+00
2.201230e+00,7.890162e-01
5.377261e+00,1.682179e+00
8.216293e+00,2.106119e+00
5.373020e+00,1.681390e+00
5.783573e+00,1.755022e+00
