omega,S
4.621219e+00,1.528694e+00
2.042123e+00,7.086992e-01
2.662614e+00,9.752197e-01
4.876280e+00,1.577844e+00
5.738495e+00,1.747806e+00
9.915205e+00,2.302305e+00
2.196316e+00,7.876770e-01
5.868361e+00,1.769852e+00
6.292514e+00,1.840819e+00
8.225682e+00,2.107184e+00
5.728930e+00,1.738927e+00
9.671258e+00,2.257688e+00
2.184993e+00,7.747496e-01
8.768584e+00,2.167912e+00
4.116523e+00,1.418008e+00
3.330993e+00,1.207035e+00
2.994236e+00,1.096357e+00
6.939330e+00,1.933556e+00
6.827607e+00,1.922170e+00
1.183706e+00,1.744462e-01
4.581504e+00,1.526824e+00
6.043873e+00,1.797926e+00
4.156687e+00,1.421133e+00
3.265623e+00,1.176002e+00
4.045682e+00,1.401678e+00
5.052228e+00,1.625948e+00
9.231007e+00,2.222573e+00
7.198016e+00,1.979643e+00
2.186103e+00,7.837647e-01
3.246727e+00,1.180942e+00
7.279268e+00,1.977865e+00
8.164265e+00,2.112625e+00
6.351149e+00,1.848673e+00
7.938316e+00,2.064267e+00
3.704837e+00,1.302895e+00
6.543058e+00,1.872642e+00
9.733107e+00,2.282693e+00
6.591312e+00,1.884666e+00
6.483538e+00,1.865747e+00
4.496970e+00,1.505523e+00
7.872633e+00,2.066018e+00
6.721083e+00,1.911584e+00
1.539523e+00,4.326239e-01
5.665228e+00,1.729917e+00
3.316645e+00,1.192859e+00
6.655497e+00,1.893763e+00
8.618015e+00,2.153747e+00
9.091259e+00,2.198045e+00
9.275248e+00,2.234787e+00
2.100212e+00,7.367874e-01
1.839044e+00,6.173405e-01
6.879656e+00,1.924710e+00
3.012413e+00,1.105815e+00
5.036858e+00,1.623133e+00
2.321714e+00,8.509689e-01
5.004367e+00,1.605843e+00
1.684307e+00,5.132070e-01
4.274664e+00,1.454441e+00
3.999282e+00,1.383053e+00
6.708883e+00,1.906738e+00
9.931374e+00,2.298546e+00
9.593746e+00,2.261837e+00
3.216715e+00,1.165751e+00
3.041142e+00,1.113820e+00
8.813393e+00,2.170569e+00
5.735481e+00,1.751553e+00
9.519407e+00,2.245391e+00
6.991063e+00,1.937728e+00
8.174838e+00,2.102311e+00
4.480302e+00,1.502991e+00
8.076112e+00,2.092234e+00
3.538386e+00,1.262725e+00
4.755167e+00,1.558646e+00
4.790519e+00,1.560642e+00
4.099042e+00,1.405520e+00
4.538458e+00,1.510511e+00
9.384150e+00,2.233119e+00
8.317707e+00,2.109092e+00
2.067410e+00,7.298743e-01
9.434993e+00,2.242771e+00
4.310508e+00,1.466824e+00
1.565085e+00,4.553157e-01
3.472740e+00,1.253402e+00
7.007304e+00,1.948777e+00
6.007031e+00,1.791613e+00
5.902382e+00,1.770545e+00
4.107057e+00,1.415214e+00
3.130258e+00,1.147932e+00
5.526472e+00,1.709481e+00
6.817178e+00,1.927125e+00
8.827192e+00,2.176551e+00
7.807511e+00,2.053639e+00
9.743046e+00,2.270655e+00
9.711412e+00,2.278916e+00
7.310646e+00,1.996267e+00
6.237524e+00,1.840117e+00
1.816293e+00,5.933827e-01
2.687380e+00,9.942818e-01
4.510054e+00,1.502429e+00
5.246225e+00,1.663176e+00
3.075268e+00,1.124612e+00
3.019570e+00,1.108569e+00
5.002942e+00,1.598100e+00
6.362343e+00,1.859644e+00
6.886660e+00,1.937305e+00
4.217908e+00,1.440893e+00
9.104524e+00,2.209672e+00
2.207760e+00,7.840468e-01
9.816533e+00,2.283511e+00
3.413275e+00,1.222697e+00
2.992977e+00,1.103889e+00
5.854478e+00,1.768573e+00
9.814243e+00,2.294136e+00
8.793281e+00,2.172761e+00
3.259989e+00,1.177973e+00
9.751287e+00,2.284474e+00
7.028471e+00,1.955243e+00
9.755991e+00,2.282097e+00
6.055815e+00,1.799324e+00
3.015281e+00,1.104249e+00
6.109765e+00,1.805267e+00
9.811596e+00,2.288047e+00
1.554905e+00,4.410120e-01
2.097410e+00,7.483436e-01
3.878567e+00,1.352709e+00
9.954689e+00,2.297562e+00
3.781242e+00,1.334860e+00
7.860910e+00,2.065818e+00
5.581833e+00,1.716047e+00
5.566850e+00,1.714287e+00
4.193619e+00,1.441853e+00
6.193064e+00,1.825500e+00
6.869908e+00,1.926846e+00
7.861509e+00,2.057705e+00
1.904974e+00,6.315176e-01
2.729071e+00,1.008265e+00
9.202755e+00,2.229274e+00
2.663163e+00,9.727258e-01
5.689011e+00,1.732991e+00
8.128176e+00,2.096788e+00
1.470543e+00,3.794441e-01
6.271115e+00,1.843680e+00
9.720274e+00,2.283876e+00
3.218456e+00,1.163423e+00
8.117135e+00,2.102607e+00
9.803283e+00,2.286239e+00
4.346088e+00,1.468568e+00
9.052237e+00,2.199039e+00
2.854865e+00,1.038917e+00
5.610529e+00,1.726567e+00
4.801616e+00,1.567225e+00
6.229960e+00,1.832402e+00
6.745732e+00,1.903270e+00
7.513361e+00,2.013457e+00
4.491697e+00,1.503609e+00
7.251372e+00,1.975230e+00
5.762300e+00,1.747933e+00
2.944031e+00,1.086011e+00
2.702932e+00,9.988853e-01
4.574824e+00,1.526130e+00
4.029420e+00,1.388596e+00
4.753459e+00,1.561030e+00
6.130950e+00,1.820536e+00
6.183779e+00,1.827512e+00
2.217326e+00,7.878008e-01
1.703412e+00,5.491065e-01
3.095586e+00,1.133209e+00
5.042665e+00,1.612831e+00
5.911627e+00,1.780353e+00
1.128614e+00,1.213576e-01
9.215238e+00,2.211884e+00
5.687127e+00,1.746221e+00
5.885600e+00,1.766887e+00
1.526286e+00,4.218817e-01
6.982931e+00,1.948767e+00
6.201110e+00,1.821416e+00
7.478303e+00,2.011313e+00
5.126391e+00,1.635452e+00
3.233943e+00,1.175594e+00
7.218586e+00,1.978469e+00
5.068736e+00,1.630543e+00
7.278483e+00,1.984831e+00
6.231785e+00,1.823606e+00
7.852396e+00,2.049586e+00
2.676021e+00,9.818033e-01
9.556329e+00,2.261588e+00
9.086871e+00,2.207156e+00
3.048600e+00,1.109720e+00
1.093092e+00,8.838168e-02
8.513264e+00,2.133844e+00
6.077301e+00,1.800879e+00
9.981647e+00,2.293585e+00
2.626327e+00,9.641186e-01
8.720421e+00,2.161114e+00
8.594503e+00,2.146363e+00
7.723760e+00,2.037901e+00
3.516794e+00,1.259230e+00
5.753577e+00,1.750732e+00
4.835102e+00,1.574853e+00
8.679590e+00,2.162958e+00
4.299116e+00,1.455008e+00
1.655313e+00,5.022255e-01
3.472854e+00,1.251791e+00
8.946518e+00,2.191862e+00
5.308891e+00,1.668126e+00
1.539957e+00,4.378519e-01
7.900348e+00,2.074395e+00
7.096223e+00,1.969669e+00
1.067649e+00,6.192448e-02
7.978921e+00,2.076256e+00
6.762549e+00,1.909639e+00
8.394867e+00,2.134258e+00
5.442268e+00,1.696278e+00
1.249283e+00,2.236062e-01
5.378120e+00,1.684213e+00
5.336852e+00,1.673424e+00
2.939785e+00,1.085928e+00
1.500314e+00,4.038728e-01
4.074059e+00,1.403046e+00
1.859460e+00,6.222400e-01
4.395281e+00,1.478332e+00
4.052111e+00,1.394644e+00
8.271169e+00,2.112501e+00
6.567907e+00,1.884993e+00
5.631562e+00,1.737966e+00
5.269752e+00,1.658576e+00
4.510969e+00,1.513559e+00
3.430151e+00,1.236091e+00
4.317081e+00,1.468482e+00
3.889313e+00,1.362451e+00
6.810098e+00,1.914187e+00
4.385610e+00,1.479297e+00
6.581300e+00,1.881898e+00
7.183588e+00,1.977808e+00
6.462804e+00,1.861394e+00
6.044380e+00,1.801050e+00
2.781580e+00,1.016028e+00
7.591112e+00,2.029951e+00
6.071982e+00,1.813531e+00
3.466545e+00,1.239188e+00
6.254452e+00,1.836656e+00
9.945896e+00,2.298230e+00
2.651783e+00,9.691793e-01
5.049640e+00,1.607417e+00
7.830704e+00,2.050189e+00
5.097957e+00,1.631537e+00
3.165846e+00,1.150381e+00
1.337487e+00,2.954702e-01
4.368971e+00,1.481831e+00
6.356714e+00,1.843693e+00
2.260752e+00,8.112827e-01
2.051224e+00,7.190463e-01
3.170797e+00,1.141884e+00
9.771015e+00,2.284662e+00
3.110556e+00,1.122812e+00
1.300558e+00,2.637385e-01
5.527340e+00,1.718871e+00
5.152276e+00,1.638751e+00
7.083415e+00,1.951842e+00
5.903353e+00,1.775487e+00
7.009407e+00,1.940929e+00
5.188400e+00,1.643697e+00
9.698559e+00,2.272437e+00
1.290230e+00,2.527733e-01
4.386908e+00,1.477466e+00
9.320404e+00,2.233576e+00
5.165063e+00,1.658066e+00
1.651778e+00,4.943767e-01
8.693276e+00,2.160098e+00
8.375708e+00,2.119706e+00
9.005793e+00,2.196572e+00
6.060301e+00,1.805360e+00
6.689970e+00,1.904737e+00
6.013255e+00,1.799038e+00
8.679542e+00,2.167886e+00
1.140640e+00,1.257304e-01
9.220939e+00,2.218990e+00
7.763901e+00,2.062796e+00
5.017658e+00,1.614751e+00
6.937199e+00,1.938584e+00
4.160181e+00,1.425978e+00
4.119116e+00,1.406395e+00
9.698336e+00,2.276343e+00
8.043216e+00,2.078621e+00
6.604282e+00,1.887008e+00
5.384688e+00,1.679254e+00
4.411442e+00,1.481568e+00
5.747530e+00,1.747746e+00
5.743289e+00,1.742584e+00
1.732780e+00,5.469287e-01
3.646385e+00,1.292533e+00
9.276195e+00,2.233940e+00
7.439640e+00,2.004444e+00
2.020471e+00,7.087919e-01
4.652193e+00,1.539899e+00
4.434373e+00,1.480738e+00
9.064905e+00,2.195732e+00
1.537156e+00,4.187419e-01
8.455803e+00,2.137653e+00
3.462470e+00,1.241706e+00
1.192049e+00,1.827425e-01
4.070948e+00,1.405306e+00
5.048817e+00,1.608912e+00
1.726813e+00,5.468325e-01
7.379724e+00,1.993066e+00
1.222616e+00,1.982368e-01
4.862937e+00,1.582089e+00
4.188145e+00,1.422230e+00
2.512329e+00,9.048565e-01
5.531761e+00,1.711948e+00
8.731747e+00,2.169042e+00
1.494442e+00,4.047374e-01
1.777179e+00,5.837672e-01
3.777249e+00,1.328778e+00
7.065875e+00,1.952335e+00
2.136353e+00,7.536238e-01
6.390114e+00,1.868330e+00
8.821596e+00,2.176315e+00
1.020212e+00,1.937210e-02
4.796807e+00,1.563384e+00
3.717841e+00,1.315474e+00
2.721704e+00,1.002555e+00
7.288943e+00,1.985738e+00
7.967500e+00,2.079820e+00
3.933667e+00,1.368039e+00
7.206424e+00,1.991061e+00
3.822118e+00,1.331398e+00
9.645940e+00,2.261869e+00
2.872425e+00,1.047509e+00
5.967839e+00,1.788600e+00
7.825033e+00,2.067015e+00
1.483809e+00,3.970517e-01
3.984812e+00,1.397423e+00
2.251352e+00,8.121964e-01
3.048608e+00,1.123011e+00
1.273537e+00,2.411377e-01
2.850692e+00,1.047288e+00
6.624935e+00,1.897551e+00
8.686518e+00,2.160701e+00
8.479296e+00,2.138709e+00
7.247432e+00,1.984444e+00
9.202240e+00,2.217096e+00
8.020645e+00,2.089810e+00
3.331328e+00,1.210963e+00
6.431211e+00,1.867126e+00
3.237803e+00,1.173964e+00
8.923656e+00,2.175102e+00
4.820240e+00,1.571582e+00
9.681414e+00,2.275531e+00
9.826673e+00,2.292981e+00
5.915424e+00,1.785091e+00
4.046643e+00,1.402077e+00
4.858823e+00,1.576937e+00
4.234657e+00,1.432106e+00
1.953274e+00,6.744677e-01
3.108465e+00,1.139488e+00
2.116377e+00,7.524171e-01
6.143651e+00,1.810712e+00
2.825008e+00,1.038016e+00
2.504578e+00,9.314734e-01
4.631032e+00,1.521066e+00
9.131716e+00,2.211558e+00
6.650911e+00,1.894272e+00
1.490534e+00,4.022680e-01
1.485103e+00,3.988222e-01
5.584949e+00,1.713190e+00
8.833071e+00,2.181079e+00
7.069021e+00,1.955576e+00
7.379598e+00,2.004799e+00
5.738965e+00,1.756435e+00
2.991306e+00,1.092537e+00
7.534861e+00,2.016168e+00
4.612146e+00,1.525533e+00
4.326937e+00,1.469143e+00
6.114818e+00,1.807312e+00
8.321912e+00,2.126015e+00
8.562068e+00,2.153070e+00
3.543582e+00,1.273217e+00
5.829710e+00,1.759292e+00
5.030204e+00,1.614704e+00
5.694499e+00,1.744523e+00
8.111450e+00,2.090020e+00
1.395632e+00,3.344354e-01
1.310163e+00,2.666780e-01
3.508845e+00,1.258588e+00
9.230368e+00,2.230326e+00
2.027288e+00,7.074799e-01
5.989297e+00,1.775471e+00
6.584793e+00,1.893260e+00
7.889018e+00,2.051882e+00
6.478208e+00,1.865069e+00
1.076993e+00,7.657065e-02
9.352304e+00,2.228996e+00
9.103059e+00,2.211957e+00
2.405404e+00,8.799521e-01
2.082488e+00,7.362996e-01
1.374998e+00,3.222520e-01
2.696146e+00,9.892418e-01
3.510601e+00,1.265590e+00
9.129930e+00,2.207830e+00
1.827450e+00,6.069507e-01
5.637011e+00,1.732403e+00
4.890784e+00,1.581915e+00
7.294020e+00,1.991934e+00
1.811993e+00,6.070821e-01
7.699957e+00,2.040371e+00
1.863360e+00,6.220407e-01
8.595775e+00,2.144660e+00
5.485075e+00,1.709102e+00
3.712113e+00,1.304986e+00
8.655071e+00,2.158855e+00
3.456020e+00,1.235647e+00
5.365361e+00,1.675502e+00
6.941112e+00,1.928124e+00
6.845242e+00,1.928378e+00
4.580404e+00,1.528200e+00
2.416225e+00,8.767380e-01
5.167445e+00,1.631624e+00
3.662646e+00,1.290774e+00
7.995341e+00,2.076634e+00
5.051597e+00,1.612561e+00
1.774891e+00,5.755898e-01
5.199216e+00,1.649891e+00
6.768690e+00,1.908439e+00
4.366256e+00,1.464596e+00
6.389878e+00,1.848717e+00
1.489109e+00,3.967113e-01
2.806621e+00,1.032565e+00
3.139394e+00,1.133284e+00
4.487730e+00,1.499407e+00
8.887660e+00,2.181669e+00
9.889121e+00,2.299165e+00
9.477442e+00,2.250069e+00
6.078329e+00,1.814895e+00
8.356492e+00,2.120542e+00
8.368761e+00,2.133784e+00
2.080701e+00,7.302711e-01
3.535520e+00,1.265192e+00
3.408049e+00,1.228388e+00
6.918917e+00,1.936665e+00
7.749109e+00,2.050183e+00
8.099961e+00,2.096311e+00
3.502687e+00,1.255139e+00
5.627021e+00,1.725782e+00
7.803774e+00,2.054337e+00
2.276916e+00,8.339414e-01
4.206296e+00,1.433024e+00
4.364328e+00,1.488586e+00
1.184785e+00,1.670978e-01
7.746863e+00,2.037313e+00
2.499041e+00,9.157546e-01
6.063570e+00,1.807090e+00
1.781375e+00,5.691122e-01
7.675519e+00,2.049723e+00
3.141163e+00,1.139427e+00
8.794031e+00,2.166843e+00
4.089942e+00,1.403676e+00
8.369556e+00,2.119938e+00
5.628132e+00,1.726914e+00
5.221217e+00,1.639677e+00
2.598350e+00,9.516786e-01
5.449208e+00,1.696193e+00
7.874454e+00,2.067419e+00
4.596016e+00,1.527271e+00
9.278897e+00,2.232220e+00
8.314905e+00,2.113536e+00
5.038926e+00,1.618399e+00
7.021514e+00,1.944456e+00
7.828117e+00,2.064220e+00
5.060676e+00,1.627963e+00
9.606835e+00,2.266589e+00
5.544962e+00,1.722394e+00
6.416281e+00,1.858740e+00
5.750319e+00,1.751603e+00
3.630762e+00,1.289311e+00
8.238590e+00,2.109770e+00
4.736839e+00,1.553446e+00
1.915664e+00,6.588239e-01
8.648377e+00,2.153260e+00
7.346985e+00,1.991597e+00
3.581500e+00,1.283410e+00
2.453780e+00,8.913917e-01
4.566706e+00,1.519176e+00
2.281853e+00,8.276106e-01
9.169433e+00,2.216953e+00
8.797953e+00,2.176147e+00
5.398545e+00,1.680403e+00
3.156633e+00,1.155577e+00
3.942209e+00,1.357788e+00
3.302533e+00,1.187479e+00
5.698055e+00,1.742201e+00
2.241833e+00,8.032748e-01
3.192274e+00,1.157344e+00
6.691153e+00,1.898023e+00
2.463729e+00,8.984293e-01
2.262047e+00,8.152474e-01
8.698651e+00,2.165835e+00
2.733310e+00,1.002693e+00
6.451049e+00,1.862929e+00
9.280589e+00,2.240564e+00
1.567309e+00,4.522812e-01
1.752695e+00,5.607660e-01
5.651848e+00,1.736250e+00
4.235456e+00,1.442504e+00
9.613903e+00,2.258222e+00
2.638404e+00,9.725152e-01
8.383016e+00,2.120775e+00
2.375035e+00,8.665944e-01
2.481779e+00,9.105788e-01
3.494898e+00,1.258164e+00
2.131412e+00,7.526254e-01
4.218274e+00,1.434813e+00
5.442177e+00,1.698392e+00
6.509507e+00,1.862772e+00
3.325115e+00,1.204494e+00
4.420336e+00,1.495102e+00
1.893365e+00,6.421025e-01
7.455490e+00,1.998434e+00
4.261246e+00,1.449620e+00
1.875939e+00,6.294818e-01
9.782154e+00,2.275158e+00
8.538878e+00,2.142606e+00
7.407336e+00,2.001163e+00
6.506580e+00,1.864745e+00
8.572058e+00,2.147616e+00
9.991198e+00,2.315929e+00
5.602928e+00,1.716312e+00
3.934654e+00,1.375249e+00
7.067253e+00,1.959427e+00
7.503267e+00,2.016068e+00
1.429146e+00,3.646617e-01
9.295741e+00,2.227170e+00
8.393234e+00,2.125020e+00
3.843385e+00,1.337435e+00
1.811175e+00,5.861101e-01
5.789858e+00,1.759175e+00
5.994920e+00,1.783397e+00
5.769179e+00,1.746794e+00
5.816226e+00,1.762897e+00
1.913636e+00,6.531442e-01
1.799961e+00,5.940991e-01
5.395997e+00,1.683739e+00
6.798931e+00,1.915769e+00
6.815421e+00,1.916980e+00
5.501315e+00,1.697609e+00
9.215038e+00,2.222083e+00
4.202478e+00,1.434561e+00
4.428249e+00,1.491145e+00
8.329678e+00,2.126125e+00
4.448016e+00,1.489701e+00
8.937509e+00,2.193122e+00
5.808259e+00,1.754758e+00
9.294360e+00,2.234235e+00
2.250104e+00,8.166207e-01
7.354338e+00,2.000638e+00
2.815783e+00,1.040479e+00
4.576584e+00,1.520475e+00
8.248828e+00,2.108281e+00
8.510019e+00,2.136023e+00
1.123900e+00,1.272464e-01
2.319305e+00,8.422097e-01
7.842960e+00,2.060309e+00
7.742648e+00,2.042976e+00
1.313626e+00,2.812026e-01
5.758755e+00,1.759588e+00
6.980032e+00,1.944857e+00
7.266278e+00,1.978522e+00
3.461145e+00,1.242349e+00
2.940231e+00,1.071508e+00
9.538450e+00,2.258545e+00
8.502918e+00,2.134766e+00
5.547765e+00,1.696472e+00
7.170488e+00,1.966310e+00
4.692636e+00,1.551759e+00
1.633045e+00,4.937143e-01
8.720225e+00,2.159473e+00
4.158630e+00,1.429716e+00
8.429717e+00,2.126545e+00
4.550683e+00,1.502263e+00
7.066716e+00,1.948612e+00
5.495866e+00,1.703047e+00
1.684945e+00,5.205598e-01
6.582898e+00,1.896840e+00
9.460210e+00,2.249886e+00
6.807905e+00,1.920582e+00
9.800429e+00,2.284803e+00
6.906034e+00,1.928713e+00
4.557036e+00,1.519205e+00
1.289352e+00,2.505271e-01
9.202616e+00,2.215798e+00
3.602230e+00,1.267357e+00
3.028005e+00,1.096584e+00
6.088851e+00,1.800451e+00
4.981280e+00,1.597847e+00
5.396505e+00,1.682815e+00
6.084561e+00,1.804896e+00
1.815468e+00,6.089430e-01
6.844043e+00,1.916486e+00
9.840794e+00,2.288238e+00
8.804110e+00,2.174952e+00
8.042570e+00,2.081873e+00
7.766468e+00,2.042201e+00
3.288517e+00,1.201387e+00
7.188558e+00,1.975585e+00
1.165206e+00,1.498671e-01
2.201267e+00,7.880429e-01
3.327724e+00,1.203708e+00
6.012750e+00,1.791403e+00
7.963176e+00,2.075257e+00
2.575459e+00,9.510314e-01
6.167350e+00,1.816569e+00
1.750342e+00,5.471414e-01
4.499308e+00,1.502600e+00
9.411869e+00,2.245286e+00
7.785043e+00,2.044053e+00
1.779477e+00,5.738257e-01
4.557859e+00,1.519767e+00
4.641671e+00,1.536733e+00
2.895826e+00,1.060571e+00
4.937933e+00,1.596984e+00
6.160414e+00,1.821455e+00
5.547875e+00,1.717988e+00
3.528623e+00,1.267049e+00
7.625083e+00,2.033630e+00
4.523839e+00,1.512037e+00
8.740240e+00,2.159861e+00
3.615980e+00,1.271314e+00
4.879678e+00,1.580221e+00
8.927677e+00,2.191240e+00
7.524970e+00,2.016022e+00
7.174302e+00,1.975035e+00
5.657174e+00,1.730758e+00
7.790118e+00,2.047523e+00
3.035636e+00,1.109631e+00
4.078239e+00,1.408443e+00
7.512874e+00,2.012595e+00
4.988706e+00,1.605300e+00
1.208404e+00,1.806265e-01
1.626813e+00,4.827363e-01
1.700639e+00,5.329107e-01
7.221099e+00,1.974405e+00
5.971155e+00,1.788625e+00
2.884856e+00,1.064319e+00
3.569979e+00,1.267292e+00
3.480250e+00,1.249386e+00
8.786663e+00,2.174929e+00
6.096921e+00,1.812954e+00
1.017128e+00,1.585870e-02
4.474811e+00,1.507795e+00
3.949730e+00,1.370635e+00
4.681664e+00,1.549137e+00
6.464750e+00,1.877817e+00
2.463253e+00,9.037846e-01
4.068279e+00,1.401694e+00
3.133683e+00,1.142396e+00
9.361939e+00,2.233325e+00
8.867737e+00,2.177163e+00
9.934423e+00,2.299787e+00
2.668744e+00,9.741428e-01
2.827476e+00,1.039410e+00
7.385238e+00,2.010737e+00
3.294166e+00,1.177124e+00
6.840764e+00,1.914786e+00
7.151884e+00,1.964494e+00
8.952216e+00,2.193345e+00
5.093509e+00,1.626433e+00
7.161132e+00,1.962145e+00
7.686635e+00,2.038588e+00
7.972920e+00,2.068860e+00
2.004147e+00,6.987948e-01
9.122714e+00,2.218881e+00
9.996938e+00,2.310452e+00
9.253569e+00,2.229685e+00
5.703737e+00,1.733798e+00
8.944267e+00,2.186776e+00
4.133837e+00,1.422016e+00
5.928845e+00,1.780741e+00
8.178782e+00,2.110739e+00
9.306343e+00,2.231906e+00
8.261904e+00,2.104337e+00
9.371957e+00,2.242976e+00
7.636612e+00,2.037696e+00
4.164882e+00,1.439664e+00
3.537377e+00,1.265485e+00
7.647250e+00,2.024771e+00
1.108536e+00,1.028921e-01
1.628376e+00,4.925379e-01
6.522300e+00,1.870245e+00
7.379719e+00,2.003396e+00
7.261894e+00,1.978146e+00
8.957896e+00,2.191071e+00
5.545685e+00,1.720936e+00
6.278071e+00,1.841336e+00
1.761723e+00,5.588502e-01
6.686268e+00,1.903095e+00
8.589631e+00,2.147963e+00
3.904241e+00,1.359139e+00
9.983241e+00,2.294011e+00
8.030245e+00,2.078444e+00
3.637609e+00,1.292597e+00
9.090156e+00,2.207769e+00
4.179946e+00,1.423058e+00
3.124875e+00,1.141635e+00
4.479956e+00,1.500863e+00
1.510052e+00,4.153933e-01
3.564141e+00,1.271667e+00
9.240323e+00,2.221245e+00
1.742125e+00,5.524209e-01
5.140695e+00,1.624063e+00
8.055272e+00,2.084979e+00
1.368304e+00,3.092996e-01
5.746580e+00,1.746908e+00
7.311734e+00,2.005584e+00
3.042535e+00,1.113599e+00
1.996860e+00,6.872013e-01
2.327547e+00,8.495432e-01
1.929564e+00,6.505032e-01
7.960026e+00,2.081487e+00
1.321766e+00,2.820151e-01
9.335988e+00,2.240263e+00
7.084228e+00,1.959700e+00
2.201230e+00,7.940979e-01
5.377261e+00,1.680696e+00
8.216293e+00,2.113313e+00
5.373020e+00,1.687887e+00
5.783573e+00,1.743763e+00
