k,t,T
2.859237e-01,2.174227e+00,1.537051e+00
1.177010e+00,2.455276e+00,1.055583e+00
2.734495e-01,2.950440e+00,1.446286e+00
5.888160e-01,2.188624e+00,1.275630e+00
1.506636e+00,2.245370e+00,1.033947e+00
1.761851e+00,2.462571e+00,1.013054e+00
1.850704e+00,1.410862e+00,1.073455e+00
1.995765e+00,2.062689e+00,1.016299e+00
1.184287e+00,1.572630e-01,1.830071e+00
1.145452e+00,2.136886e+00,1.086492e+00
3.871453e-01,1.599333e+00,1.538389e+00
1.179873e+00,6.511323e-01,1.463822e+00
1.531213e-01,6.727545e-03,1.998970e+00
1.614031e+00,5.413619e-01,1.417373e+00
1.907018e+00,1.314610e+00,1.081514e+00
3.032438e-01,4.837777e-01,1.863551e+00
1.498851e-01,2.082521e+00,1.731880e+00
8.364305e-01,1.692530e+00,1.242760e+00
1.287743e+00,2.864280e+00,1.025011e+00
8.454128e-01,2.542362e+00,1.116560e+00
8.601550e-01,1.208315e+00,1.353689e+00
1.714262e+00,2.783383e+00,1.008468e+00
1.695565e+00,1.298196e+00,1.110673e+00
1.569517e+00,7.188095e-01,1.323621e+00
6.568410e-01,9.473640e-01,1.536726e+00
1.237048e+00,2.751880e+00,1.033233e+00
1.421883e+00,2.350605e+00,1.035356e+00
1.315168e+00,2.680124e+00,1.029457e+00
7.717967e-01,7.997029e-01,1.539448e+00
1.136465e+00,1.223388e+00,1.248991e+00
1.831493e+00,2.622264e+00,1.008208e+00
1.622725e+00,1.034612e+00,1.186581e+00
1.152291e+00,2.141913e+00,1.084745e+00
1.786221e+00,1.592668e+00,1.058143e+00
1.258788e+00,2.273662e+00,1.057151e+00
2.695629e-01,2.736345e+00,1.478252e+00
1.689106e+00,1.351908e+00,1.101925e+00
6.671279e-01,2.285067e+00,1.217745e+00
1.708745e+00,1.221394e+00,1.124052e+00
2.537518e-01,2.858517e+00,1.484153e+00
1.398444e+00,4.581689e-02,1.937937e+00
1.615951e+00,6.407339e-02,1.901640e+00
2.840583e-01,2.359646e+00,1.511567e+00
9.293337e-01,8.341442e-01,1.460612e+00
1.070471e+00,2.034505e+00,1.113282e+00
1.287601e+00,4.416800e-01,1.566257e+00
1.925390e+00,2.042280e+00,1.019601e+00
1.428342e+00,1.897264e+00,1.066541e+00
1.173332e+00,7.590770e-01,1.410389e+00
9.183188e-01,2.288404e+00,1.122275e+00
4.960197e-01,2.369889e+00,1.308661e+00
1.367999e+00,3.685874e-01,1.603972e+00
9.693075e-01,2.910377e+00,1.059543e+00
5.471918e-01,2.617205e+00,1.238804e+00
1.401780e+00,2.603306e+00,1.026010e+00
1.302494e+00,1.452959e+00,1.150699e+00
1.371052e+00,3.439983e-01,1.623978e+00
1.501533e+00,2.515181e+00,1.022900e+00
3.753515e-01,2.535449e+00,1.386090e+00
1.687368e+00,1.498865e+00,1.079728e+00
5.775670e-01,1.992681e+00,1.316350e+00
5.990632e-01,2.699165e+00,1.198499e+00
8.010416e-01,3.900808e-01,1.731637e+00
8.244086e-01,2.507560e+00,1.126533e+00
1.359561e+00,2.240719e+00,1.047530e+00
4.201797e-01,2.349725e+00,1.372579e+00
1.115440e+00,2.119100e-01,1.789486e+00
4.248194e-01,2.648803e+00,1.324567e+00
7.712074e-01,3.692074e-01,1.752213e+00
1.053870e+00,4.977884e-01,1.591790e+00
8.559229e-01,3.331582e-01,1.751896e+00
1.012216e+00,1.197697e+00,1.297504e+00
1.800057e+00,1.545831e+00,1.061878e+00
1.543119e+00,3.040396e-01,1.625522e+00
8.468292e-01,2.582233e+00,1.112286e+00
3.727284e-01,4.063998e-01,1.859438e+00
1.577422e+00,1.979822e+00,1.044024e+00
1.327525e+00,1.089999e+00,1.235275e+00
1.071424e+00,1.704773e+00,1.160971e+00
7.728760e-01,2.902251e-01,1.799069e+00
1.373223e+00,2.541931e+00,1.030481e+00
8.714721e-01,2.004546e-01,1.839717e+00
8.023310e-01,4.241595e-01,1.711545e+00
1.179101e+00,2.466754e+00,1.054555e+00
6.968740e-01,2.476957e+00,1.177972e+00
1.548991e+00,1.145475e+00,1.169597e+00
1.136278e+00,1.641868e+00,1.154801e+00
1.658004e+00,2.928124e+00,1.007791e+00
2.943651e-01,1.149972e+00,1.712830e+00
7.714704e-01,9.781797e-01,1.470181e+00
5.999978e-01,3.648643e-01,1.803388e+00
5.863375e-01,2.822445e+00,1.191110e+00
8.169144e-01,1.614581e+00,1.267410e+00
1.031070e+00,9.030056e-01,1.394135e+00
4.224446e-01,2.493121e+00,1.348818e+00
1.107784e+00,2.680174e+00,1.051352e+00
4.934751e-01,2.400173e+00,1.305922e+00
6.897472e-01,1.525187e+00,1.349241e+00
1.585366e+00,1.290704e+00,1.129220e+00
1.713517e+00,1.409014e+00,1.089424e+00
1.918074e+00,5.993585e-02,1.891401e+00
1.080271e+00,1.514152e+00,1.194817e+00
4.972912e-01,1.807596e+00,1.407017e+00
1.235900e+00,1.473955e-01,1.833463e+00
4.636425e-01,9.895955e-01,1.632030e+00
4.387182e-01,1.427462e+00,1.534591e+00
9.356712e-01,1.027188e+00,1.382468e+00
1.609536e+00,2.645080e+00,1.014160e+00
1.071617e+00,1.728242e+00,1.156921e+00
1.871787e+00,2.511699e+00,1.009083e+00
1.094998e+00,6.901908e-01,1.469655e+00
8.595279e-01,7.920168e-01,1.506232e+00
4.197948e-01,1.863219e+00,1.457413e+00
7.964872e-01,2.375783e+00,1.150728e+00
7.946324e-01,7.821626e-01,1.537121e+00
2.888659e-01,1.657537e+00,1.619523e+00
1.123295e+00,1.499581e+00,1.185542e+00
1.127736e-01,1.362017e+00,1.857615e+00
5.789469e-01,2.744720e+00,1.204120e+00
7.744960e-01,2.092681e+00,1.197746e+00
7.323334e-01,1.895943e+00,1.249459e+00
1.482046e+00,1.152151e+00,1.181311e+00
8.289195e-01,8.188796e-01,1.507233e+00
1.910594e+00,1.830180e+00,1.030296e+00
1.292189e+00,1.095014e+00,1.242934e+00
3.669116e-01,1.741487e+00,1.527835e+00
1.127612e+00,1.357025e+00,1.216493e+00
9.432535e-01,6.423523e-01,1.545583e+00
1.884209e-01,1.088181e+00,1.814618e+00
5.505060e-01,1.061114e+00,1.557580e+00
1.732379e+00,1.884642e-02,1.967878e+00
1.684205e+00,1.338253e+00,1.104990e+00
4.971050e-01,1.623453e+00,1.446183e+00
2.993537e-01,1.905032e-01,1.944568e+00
7.218252e-01,2.962627e+00,1.117832e+00
4.207636e-01,1.419676e+00,1.550269e+00
2.891999e-01,1.686041e-01,1.952409e+00
1.770214e+00,8.825346e-01,1.209659e+00
1.001297e+00,2.056063e-01,1.813936e+00
1.038127e+00,6.527067e-01,1.507838e+00
1.948665e+00,1.043204e+00,1.130961e+00
1.974099e+00,2.272850e+00,1.011256e+00
4.754206e-01,1.003467e+00,1.620600e+00
4.519616e-01,2.640205e+00,1.303228e+00
1.393682e+00,5.600081e-01,1.458189e+00
7.541797e-01,1.756975e+00,1.265783e+00
1.444470e+00,5.020936e-01,1.484199e+00
1.439383e+00,2.054164e+00,1.051989e+00
1.868665e+00,3.736120e-01,1.497502e+00
2.233445e-01,1.503452e+00,1.714775e+00
1.837935e+00,1.871634e+00,1.032067e+00
2.353633e-01,2.450873e+00,1.561667e+00
1.244607e+00,1.433602e+00,1.167920e+00
1.799078e-01,7.889798e-01,1.867670e+00
4.866303e-01,2.397118e+00,1.311452e+00
1.661913e+00,3.239845e-01,1.583662e+00
1.618377e+00,1.639993e-01,1.766889e+00
1.215143e+00,2.396233e+00,1.054380e+00
1.068339e-01,2.343375e+00,1.778527e+00
1.238319e+00,8.099158e-02,1.904572e+00
3.318769e-01,2.129039e+00,1.493329e+00
1.641981e+00,6.005092e-01,1.373057e+00
1.892428e+00,1.030660e+00,1.142210e+00
1.551109e+00,1.882871e-01,1.746728e+00
1.174952e+00,1.794178e+00,1.121472e+00
4.940558e-01,1.663208e+00,1.439676e+00
5.333040e-01,2.998585e+00,1.202067e+00
1.457658e+00,8.938635e-01,1.271730e+00
3.410758e-01,1.319584e+00,1.637578e+00
1.665935e+00,1.564306e+00,1.073827e+00
3.997782e-01,2.871384e+00,1.317297e+00
1.499642e+00,5.719998e-01,1.424096e+00
8.848004e-01,1.143218e+00,1.363666e+00
3.746453e-01,1.928269e+00,1.485577e+00
9.517555e-01,1.191795e+00,1.321648e+00
3.399103e-01,6.954009e-01,1.789485e+00
1.900462e+00,2.637660e+00,1.006652e+00
8.255359e-01,2.623143e+00,1.114693e+00
3.175093e-01,2.919759e+00,1.395719e+00
1.229241e+00,1.255816e+00,1.213589e+00
1.733013e+00,2.411822e-01,1.658381e+00
1.050804e+00,3.961024e-01,1.659531e+00
1.159142e+00,1.794321e+00,1.124946e+00
1.484860e+00,1.041673e+00,1.212941e+00
7.896326e-01,9.943044e-01,1.456058e+00
1.046148e+00,9.645061e-01,1.364577e+00
1.811949e+00,2.026892e+00,1.025410e+00
1.915789e+00,1.390361e+00,1.069694e+00
8.364211e-01,1.861313e+00,1.210801e+00
1.143490e+00,7.622682e-01,1.418263e+00
1.370945e+00,1.854456e+00,1.078681e+00
1.696677e+00,3.743768e-01,1.529831e+00
5.027235e-01,4.174707e-01,1.810688e+00
1.664050e+00,1.263914e+00,1.122063e+00
4.022008e-01,2.589591e-01,1.901087e+00
1.643647e+00,1.959003e+00,1.039959e+00
7.422995e-01,2.321823e-01,1.841686e+00
1.549039e+00,1.630009e+00,1.080063e+00
3.579734e-01,2.839278e+00,1.361900e+00
1.829329e+00,1.963905e+00,1.027526e+00
1.415708e+00,1.983908e+00,1.060287e+00
3.047057e-01,1.427904e+00,1.647206e+00
7.349113e-01,1.143869e+00,1.431433e+00
1.823323e+00,1.554906e+00,1.058713e+00
2.035455e-01,1.389916e-01,1.972105e+00
1.818940e+00,3.646647e-01,1.515147e+00
1.399463e+00,1.688075e+00,1.094194e+00
5.314660e-01,5.001256e-01,1.766593e+00
1.379768e+00,7.046075e-01,1.378252e+00
7.224426e-01,2.490095e+00,1.165472e+00
3.732577e-01,2.978885e+00,1.328936e+00
1.722635e+00,1.849722e+00,1.041321e+00
1.867153e+00,1.989415e+00,1.024367e+00
1.436977e+00,2.504274e+00,1.027362e+00
1.617600e+00,1.921380e+00,1.044689e+00
1.085289e+00,2.866165e+00,1.044573e+00
8.901780e-01,1.154672e+00,1.357771e+00
1.733491e-01,8.112583e-01,1.868810e+00
1.001223e+00,6.617115e-01,1.515550e+00
8.602664e-01,1.945129e+00,1.187621e+00
1.181280e+00,1.199788e+00,1.242371e+00
3.251741e-01,2.500076e+00,1.443543e+00
2.708552e-01,1.587100e+00,1.650591e+00
1.349179e+00,2.202954e+00,1.051192e+00
1.645017e+00,2.999833e+00,1.007192e+00
4.575873e-01,1.268344e+00,1.559687e+00
1.369496e+00,2.947982e+00,1.017646e+00
2.172737e-01,8.437338e-01,1.832501e+00
1.334253e+00,1.388703e+00,1.156785e+00
1.166482e+00,4.132371e-01,1.617526e+00
1.053362e+00,1.888964e+00,1.136728e+00
1.174765e+00,4.459507e-01,1.592214e+00
9.990870e-01,1.770548e+00,1.170515e+00
8.203755e-01,4.053899e-01,1.717077e+00
5.714436e-01,2.584482e+00,1.228348e+00
1.247636e-01,1.733935e+00,1.805468e+00
9.110849e-01,2.683241e+00,1.086756e+00
3.188915e-01,1.843906e+00,1.555434e+00
4.427221e-01,2.761097e+00,1.294523e+00
1.112813e+00,1.916794e+00,1.118477e+00
3.397331e-01,9.357987e-02,1.968708e+00
1.186775e+00,1.794188e+00,1.118921e+00
1.469050e+00,7.979386e-01,1.309681e+00
1.024091e+00,5.397028e-01,1.575391e+00
3.413288e-01,2.229680e+00,1.467174e+00
1.915460e+00,2.951497e+00,1.003505e+00
5.786765e-01,2.061835e+00,1.303269e+00
1.696778e+00,1.925191e+00,1.038135e+00
6.628861e-01,2.795708e+00,1.156729e+00
1.651757e+00,2.267332e+00,1.023634e+00
1.579879e+00,5.258771e-01,1.435691e+00
1.742291e+00,2.848129e+00,1.006997e+00
1.093776e+00,2.489477e-01,1.761631e+00
3.696530e-01,3.521361e-01,1.877948e+00
3.433876e-01,4.412959e-01,1.859387e+00
1.760346e+00,9.161216e-01,1.199350e+00
1.904072e-01,1.073431e+00,1.815145e+00
1.170282e+00,2.244477e+00,1.072319e+00
6.429439e-01,1.895824e+00,1.295553e+00
1.754045e+00,6.098468e-01,1.343112e+00
1.895092e+00,2.441522e+00,1.009785e+00
4.358638e-01,1.959032e+00,1.425764e+00
1.465858e+00,8.051296e-01,1.307216e+00
1.358717e+00,1.335640e+00,1.162878e+00
2.930602e-01,2.800901e+00,1.440065e+00
1.619265e+00,9.022731e-01,1.232000e+00
1.934239e+00,2.045945e+00,1.019114e+00
1.122292e+00,8.095645e-02,1.913149e+00
6.268785e-01,2.616430e+00,1.193944e+00
4.327799e-01,1.939210e+00,1.432034e+00
1.523448e+00,1.626356e+00,1.083939e+00
3.378937e-01,6.144749e-01,1.812510e+00
8.481075e-01,8.092565e-02,1.933669e+00
2.561195e-01,2.724875e+00,1.497632e+00
1.994701e+00,1.257327e+00,1.081432e+00
1.899665e+00,9.516084e-01,1.164025e+00
1.687718e+00,1.798281e+00,1.048075e+00
2.844985e-01,2.580183e+00,1.479957e+00
1.082680e+00,3.417293e-01,1.690746e+00
3.057862e-01,1.835993e+00,1.570398e+00
1.058546e+00,1.254891e+00,1.264911e+00
1.019844e+00,1.289254e+00,1.268518e+00
1.868172e+00,8.987247e-01,1.186566e+00
1.646545e+00,2.295176e+00,1.022843e+00
9.557341e-01,1.541048e-01,1.863050e+00
1.472957e+00,2.633882e+00,1.020659e+00
9.531763e-01,1.360396e+00,1.273433e+00
2.714292e-01,1.720474e+00,1.626888e+00
1.249291e+00,2.554351e+00,1.041125e+00
1.744413e+00,1.171147e+00,1.129644e+00
1.721229e+00,2.759274e+00,1.008657e+00
1.355177e+00,1.917779e-01,1.771134e+00
6.086931e-01,3.911221e-01,1.788145e+00
1.698883e+00,1.629280e+00,1.062790e+00
3.680096e-01,1.154412e+00,1.653878e+00
1.418650e+00,1.835868e+00,1.073944e+00
1.185552e+00,9.497658e-01,1.324329e+00
9.085070e-01,7.246470e-01,1.517706e+00
1.896292e+00,2.102261e-01,1.671226e+00
1.056663e+00,8.370681e-01,1.412921e+00
7.349884e-01,2.424133e+00,1.168350e+00
1.839503e+00,1.434487e+00,1.071451e+00
2.635829e-01,2.095286e+00,1.575635e+00
4.365109e-01,1.224643e+00,1.585921e+00
8.788932e-01,1.235551e+00,1.337592e+00
6.852550e-01,1.699917e+00,1.311961e+00
1.477823e+00,1.582270e+00,1.096490e+00
3.168043e-01,5.266710e-01,1.846325e+00
5.370917e-01,2.935325e+00,1.206689e+00
1.070467e+00,7.704921e-03,1.991786e+00
8.784034e-01,2.108449e+00,1.156912e+00
1.601713e+00,4.974703e-01,1.450767e+00
1.671724e+00,1.823781e+00,1.047413e+00
7.622216e-01,3.775680e-01,1.749919e+00
1.703584e+00,2.169638e+00,1.024819e+00
1.684323e+00,1.569647e+00,1.071091e+00
9.884091e-01,1.999997e+00,1.138510e+00
1.322698e+00,7.499651e-01,1.370843e+00
1.319802e+00,7.330737e-02,1.907782e+00
1.438600e+00,2.946575e+00,1.014423e+00
5.651198e-01,9.023305e-01,1.600541e+00
1.618109e+00,2.111672e-01,1.710567e+00
2.463982e-01,3.266615e-01,1.922665e+00
1.161598e+00,6.655123e-01,1.461599e+00
4.865326e-01,2.370387e+00,1.315603e+00
9.450943e-01,1.726563e+00,1.195584e+00
1.939165e+00,1.451857e+00,1.059881e+00
1.788543e+00,4.235207e-01,1.468844e+00
2.268979e-01,1.228570e+00,1.756722e+00
1.047283e+00,2.594695e+00,1.066048e+00
1.204461e+00,5.473980e-01,1.517203e+00
1.772193e+00,1.266734e+00,1.105938e+00
1.709797e+00,2.430537e-01,1.659962e+00
1.571834e+00,7.813508e-01,1.292833e+00
2.071646e-01,1.363587e+00,1.753907e+00
2.289809e-01,2.315518e+00,1.588482e+00
7.157325e-01,8.681947e-01,1.537194e+00
6.923609e-01,1.906983e+00,1.267050e+00
3.187155e-01,1.678108e-01,1.947921e+00
2.213633e-01,8.838364e-01,1.822301e+00
1.262452e+00,9.700340e-01,1.293869e+00
1.874739e+00,8.487930e-01,1.203668e+00
1.310311e+00,2.514093e+00,1.037096e+00
5.840787e-01,4.732659e-01,1.758491e+00
1.981191e+00,2.127896e+00,1.014761e+00
1.367627e+00,1.099837e+00,1.222202e+00
1.721739e+00,9.000299e-01,1.212329e+00
6.430703e-01,2.122084e+00,1.255470e+00
1.219788e+00,1.219054e-01,1.861829e+00
7.230034e-01,2.189469e+00,1.205359e+00
1.778489e+00,2.727404e+00,1.007823e+00
1.164626e+00,2.074383e+00,1.089289e+00
1.663259e+00,2.567453e+00,1.013977e+00
1.219270e+00,1.357298e+00,1.191109e+00
9.542962e-01,4.213225e-01,1.668936e+00
1.445905e+00,2.673338e+00,1.020955e+00
1.055483e+00,1.302340e+00,1.252941e+00
1.081379e+00,7.142025e-01,1.461939e+00
8.533835e-01,5.379606e-01,1.631860e+00
6.648809e-01,1.391385e-01,1.911640e+00
6.660193e-01,1.050002e+00,1.496922e+00
1.373087e+00,2.411775e-01,1.718092e+00
6.516710e-01,2.540891e+00,1.190934e+00
1.436662e+00,2.250849e+00,1.039411e+00
9.781473e-01,1.087087e+00,1.345304e+00
1.070190e+00,4.038942e-01,1.649051e+00
1.802827e+00,1.018994e-01,1.832180e+00
1.583434e+00,4.769052e-01,1.469941e+00
1.556917e+00,8.416137e-01,1.269733e+00
8.263900e-01,1.099438e+00,1.403102e+00
1.593709e+00,2.054820e+00,1.037825e+00
8.810808e-01,2.510447e+00,1.109492e+00
1.085367e+00,1.201869e+00,1.271316e+00
1.425518e+00,2.654516e+00,1.022730e+00
4.260541e-01,2.895482e+00,1.291233e+00
1.661470e+00,1.189761e-01,1.820636e+00
2.373997e-01,2.560494e+00,1.544515e+00
4.404384e-01,1.189873e+00,1.592108e+00
7.333406e-01,1.123349e+00,1.438762e+00
1.094109e+00,9.057688e-01,1.371202e+00
4.761809e-01,1.710104e+00,1.442941e+00
6.653511e-01,2.661584e+00,1.170182e+00
1.547335e+00,9.715155e-01,1.222404e+00
1.090773e+00,1.156882e-02,1.987460e+00
1.435815e+00,2.748043e+00,1.019338e+00
8.003387e-01,1.057867e+00,1.428848e+00
1.240767e+00,7.210528e-01,1.408747e+00
1.055039e+00,2.663716e+00,1.060185e+00
6.936357e-01,1.570761e+00,1.336373e+00
8.793301e-01,6.143340e-01,1.582630e+00
4.127648e-01,2.157930e+00,1.410361e+00
1.029238e+00,1.359705e+00,1.246730e+00
1.170934e+00,1.797832e+00,1.121828e+00
1.778744e+00,1.236089e+00,1.110949e+00
1.547645e-01,1.000376e-01,1.984637e+00
1.524019e-01,1.255165e+00,1.825893e+00
6.829500e-01,5.333380e-02,1.964231e+00
1.941640e+00,1.186222e+00,1.099937e+00
1.976125e+00,1.757843e+00,1.031002e+00
1.515232e+00,7.273936e-01,1.332149e+00
4.397046e-01,6.148347e-01,1.763116e+00
1.337069e-01,1.196390e+00,1.852173e+00
1.743429e+00,2.007995e+00,1.030173e+00
1.079151e+00,1.956941e+00,1.121016e+00
1.083521e+00,2.732245e+00,1.051796e+00
1.951360e+00,2.577743e+00,1.006538e+00
3.707100e-01,7.634043e-01,1.753519e+00
1.160913e+00,2.613620e+00,1.048114e+00
1.973399e+00,1.448692e+00,1.057335e+00
1.045242e+00,6.277787e-01,1.518829e+00
7.327931e-01,3.731440e-01,1.760760e+00
1.190539e+00,2.287173e+00,1.065680e+00
5.698036e-01,4.828340e-01,1.759481e+00
1.422160e-01,1.073473e+00,1.858417e+00
1.214278e+00,2.392610e+00,1.054733e+00
1.742715e+00,3.025185e-01,1.590253e+00
3.585175e-01,1.610593e+00,1.561342e+00
4.066436e-01,2.408722e-01,1.906695e+00
7.726186e-01,4.663995e-01,1.697433e+00
1.432839e+00,6.271260e-01,1.407151e+00
2.216159e-01,9.294493e-01,1.813849e+00
1.424300e+00,2.775176e+00,1.019203e+00
4.444554e-01,1.538297e+00,1.504744e+00
1.663731e+00,1.226619e+00,1.129929e+00
1.626250e+00,2.034231e+00,1.036583e+00
1.061505e+00,1.243938e+00,1.267016e+00
1.256944e+00,4.055668e-01,1.600631e+00
1.341978e+00,2.381012e+00,1.040956e+00
1.967449e+00,6.617050e-01,1.272022e+00
1.716940e+00,7.893636e-01,1.257873e+00
6.512627e-01,2.690605e+00,1.173376e+00
9.469967e-01,2.493657e+00,1.094280e+00
1.541463e+00,7.099893e-01,1.334733e+00
6.998733e-01,2.664546e+00,1.154920e+00
5.364433e-01,2.893857e+00,1.211741e+00
6.063642e-01,2.718591e+00,1.192347e+00
1.646816e+00,2.878281e+00,1.008739e+00
3.326175e-01,1.207436e+00,1.669239e+00
1.149993e+00,1.250920e+00,1.237272e+00
1.373424e+00,3.552724e-01,1.613890e+00
1.589820e+00,9.494030e-01,1.221047e+00
1.426587e+00,9.886255e-02,1.868458e+00
6.151743e-01,9.655718e-01,1.552117e+00
5.483536e-01,1.894397e+00,1.353879e+00
1.692364e+00,1.216059e+00,1.127707e+00
8.771311e-01,4.334013e-01,1.683759e+00
1.042975e+00,2.525783e+00,1.071767e+00
1.968951e+00,2.708447e+00,1.004831e+00
1.308629e+00,2.622475e+00,1.032327e+00
1.412602e+00,1.340486e-02,1.981242e+00
5.704742e-01,4.923107e-01,1.755141e+00
1.162299e+00,1.550617e+00,1.164923e+00
4.029877e-01,2.245590e+00,1.404564e+00
9.292664e-01,1.017519e+00,1.388467e+00
1.724440e+00,2.204330e+00,1.022343e+00
4.278386e-01,2.994333e+00,1.277734e+00
1.590857e+00,1.940156e+00,1.045661e+00
1.813905e+00,2.568714e+00,1.009472e+00
2.219109e-01,1.443249e+00,1.725951e+00
6.094667e-01,1.435826e+00,1.416825e+00
7.667362e-01,2.097124e-01,1.851467e+00
1.391327e+00,5.916336e-01,1.439044e+00
1.240208e+00,2.969356e+00,1.025157e+00
1.360511e+00,2.417284e+00,1.037301e+00
7.077686e-01,1.136918e+00,1.447233e+00
1.260940e+00,1.318410e+00,1.189677e+00
3.124961e-01,1.764949e+00,1.576062e+00
1.074092e+00,1.725993e+00,1.156629e+00
1.438415e+00,1.617545e+00,1.097617e+00
1.431221e+00,2.619875e+00,1.023527e+00
9.495609e-01,1.480063e+00,1.245267e+00
7.201494e-01,2.946948e+00,1.119763e+00
8.373361e-01,2.693176e+00,1.104864e+00
1.447864e+00,2.806129e+00,1.017199e+00
3.819682e-01,2.454429e+00,1.391600e+00
6.117464e-01,2.469071e+00,1.220812e+00
9.100342e-01,1.755836e+00,1.202327e+00
1.512659e+00,3.266395e-01,1.610123e+00
8.496575e-01,8.300694e-01,1.493973e+00
5.382228e-01,2.328223e+00,1.285617e+00
1.252304e+00,1.094482e+00,1.253948e+00
1.230182e+00,1.883968e+00,1.098507e+00
1.042998e+00,1.643868e+00,1.180044e+00
1.951356e+00,2.129751e-01,1.659951e+00
1.358645e+00,2.462576e+00,1.035233e+00
5.664065e-01,1.550280e+00,1.415577e+00
1.625035e+00,2.235934e+00,1.026424e+00
3.545510e-01,4.514498e-01,1.852091e+00
1.507212e+00,2.205399e+00,1.036008e+00
5.909631e-01,1.662158e+00,1.374459e+00
7.557595e-01,1.455412e+00,1.332891e+00
1.680154e+00,1.684579e+00,1.058992e+00
7.216226e-01,1.513125e+00,1.335576e+00
1.607541e+00,1.202765e+00,1.144642e+00
1.294871e+00,2.164222e+00,1.060665e+00
1.665424e+00,9.369751e-01,1.210039e+00
7.524979e-01,1.302103e+00,1.375375e+00
6.647858e-01,1.483776e-01,1.906069e+00
1.358785e+00,3.473467e-01,1.623773e+00
1.671689e+00,4.399763e-02,1.929089e+00
9.821887e-01,2.790891e+00,1.064494e+00
1.251269e+00,6.662961e-01,1.434432e+00
3.746750e-01,1.084535e+00,1.666078e+00
2.091411e-01,1.115829e+00,1.791864e+00
1.106481e+00,2.723966e+00,1.049094e+00
1.766651e+00,1.317216e+00,1.097582e+00
9.649260e-01,1.675161e+00,1.198611e+00
2.369318e-01,1.406465e+00,1.716601e+00
1.772730e+00,2.400162e+00,1.014195e+00
1.554014e+00,7.166067e-01,1.328369e+00
1.699983e+00,1.914614e+00,1.038588e+00
5.080725e-01,4.272479e-01,1.804871e+00
2.705940e-01,1.962685e+00,1.587963e+00
6.770829e-01,2.874712e+00,1.142785e+00
7.967723e-01,3.660415e-01,1.747029e+00
9.508305e-01,7.858166e-01,1.473701e+00
7.414892e-01,2.871358e-01,1.808230e+00
1.748477e+00,1.718556e+00,1.049546e+00
1.362832e+00,1.057381e+00,1.236683e+00
1.011049e+00,2.591376e+00,1.072802e+00
1.572458e+00,7.303613e-02,1.891503e+00
7.466693e-01,2.611084e+00,1.142329e+00
1.696764e+00,2.190736e+00,1.024303e+00
1.133056e+00,9.720746e-01,1.332401e+00
1.547774e+00,1.820190e+00,1.059771e+00
1.468088e+00,9.248514e-02,1.873038e+00
1.657652e+00,2.656945e+00,1.012225e+00
1.651016e+00,2.860510e+00,1.008891e+00
1.630279e+00,1.879442e+00,1.046700e+00
1.963207e+00,1.501786e+00,1.052428e+00
1.213120e+00,1.777359e+00,1.115770e+00
1.681803e+00,2.296206e+00,1.021031e+00
1.855416e+00,2.538348e+00,1.009008e+00
