v0,theta,R
7.693403e-01,1.275002e+00,3.300824e-01
1.692919e+00,8.937745e-01,2.798912e+00
2.520943e+00,6.186394e-01,6.004965e+00
5.497898e-01,5.660286e-01,2.736403e-01
2.582445e+00,3.968754e-01,4.754934e+00
1.699076e+00,4.214894e-01,2.155409e+00
1.497143e+00,3.101563e-01,1.302924e+00
2.426428e+00,8.678592e-01,5.807664e+00
1.776069e+00,4.555540e-01,2.492569e+00
2.254266e+00,6.075035e-01,4.763457e+00
1.034344e+00,1.004944e+00,9.683773e-01
1.624331e+00,1.037204e+00,2.310875e+00
2.107931e+00,6.645196e-01,4.314153e+00
1.880722e+00,3.702286e-01,2.386228e+00
2.816937e+00,1.173281e+00,5.664774e+00
2.968807e+00,1.749677e-01,3.021702e+00
1.293937e+00,7.803936e-01,1.674190e+00
2.335376e+00,2.870134e-01,2.961610e+00
6.252071e-01,4.392183e-01,3.008797e-01
7.596084e-01,6.965744e-01,5.679242e-01
8.259074e-01,8.385335e-01,6.782749e-01
2.843377e+00,8.596148e-01,7.995893e+00
1.801996e+00,1.157967e+00,2.386666e+00
1.512738e+00,1.409297e+00,7.263555e-01
1.401573e+00,1.222429e+00,1.260591e+00
1.809986e+00,1.364524e-01,8.829934e-01
2.391801e+00,9.204174e-01,5.513396e+00
1.544696e+00,4.604022e-01,1.899536e+00
1.450770e+00,1.178880e+00,1.485939e+00
1.866116e+00,8.096708e-01,3.478287e+00
2.399735e+00,1.315331e+00,2.815954e+00
8.640575e-01,1.464878e+00,1.569753e-01
8.911209e-01,7.404534e-01,7.908903e-01
6.578970e-01,8.468346e-01,4.295652e-01
2.586824e+00,3.325706e-01,4.129892e+00
8.449808e-01,8.368281e-01,7.102189e-01
2.252798e+00,4.791305e-01,4.152412e+00
5.224219e-01,1.415143e-01,7.621830e-02
2.601882e+00,3.520808e-01,4.382728e+00
2.014200e+00,2.803614e-01,2.157507e+00
1.077313e+00,1.168430e-01,2.687549e-01
2.057677e+00,2.872765e-01,2.301027e+00
1.018469e+00,1.321214e+00,4.965380e-01
2.599264e+00,9.161945e-01,6.526321e+00
2.912096e+00,1.201744e+00,5.706285e+00
1.467505e+00,9.016306e-01,2.095643e+00
2.702059e+00,6.621712e-01,7.080509e+00
1.101593e+00,9.121596e-01,1.174717e+00
6.785041e-01,8.356131e-01,4.580481e-01
2.004801e+00,1.164275e+00,2.919494e+00
1.946001e+00,8.241314e-01,3.775562e+00
1.248858e+00,1.817890e-01,5.546425e-01
2.681957e+00,5.144761e-01,6.162579e+00
1.962948e+00,3.540366e-01,2.505989e+00
1.039200e+00,5.459599e-01,9.584574e-01
1.426037e+00,7.276097e-01,2.020014e+00
9.219645e-01,7.177893e-01,8.422595e-01
2.670776e+00,9.647107e-01,6.679242e+00
9.288766e-01,1.060135e+00,7.358059e-01
1.742763e+00,1.291687e+00,1.608742e+00
2.405216e+00,6.411644e-01,5.546033e+00
1.954038e+00,1.222863e+00,2.447699e+00
2.453182e+00,6.084574e-01,5.645187e+00
7.030696e-01,5.581324e-01,4.441184e-01
8.672367e-01,1.231559e+00,4.720223e-01
1.796977e+00,8.218821e-01,3.220534e+00
1.732187e+00,1.323726e+00,1.423048e+00
1.446465e+00,1.968666e-01,8.026726e-01
1.528599e+00,1.304886e+00,1.184904e+00
2.882687e+00,1.248205e+00,4.997103e+00
1.296776e+00,4.996336e-01,1.414375e+00
1.683245e+00,7.193760e-01,2.808649e+00
9.664635e-01,5.804736e-01,8.566945e-01
2.277651e+00,5.953847e-01,4.817577e+00
5.671405e-01,1.315617e+00,1.571218e-01
1.954402e+00,1.366134e+00,1.520194e+00
1.008099e+00,3.743370e-01,6.917383e-01
1.687215e+00,4.145801e-01,2.099050e+00
1.632856e+00,3.593488e-01,1.755452e+00
1.923270e+00,1.668324e-01,1.211441e+00
9.396670e-01,8.919635e-01,8.629954e-01
2.308893e+00,1.102004e-01,1.165465e+00
7.843985e-01,9.168047e-01,5.941542e-01
5.947012e-01,1.128063e+00,2.738145e-01
5.060215e-01,8.105431e-01,2.557340e-01
1.820724e+00,9.532499e-01,3.129985e+00
1.333694e+00,5.241152e-01,1.541351e+00
1.592848e+00,5.154207e-01,2.176206e+00
2.329904e+00,3.691471e-01,3.653497e+00
1.150235e+00,7.737359e-01,1.322682e+00
1.476824e+00,1.434627e+00,5.866578e-01
2.566947e+00,1.234819e+00,4.101901e+00
2.035753e+00,7.451702e-01,4.130886e+00
6.991390e-01,1.145331e+00,3.675226e-01
1.213304e+00,4.820611e-01,1.209408e+00
2.517638e+00,4.917903e-01,5.276718e+00
2.112225e+00,8.303879e-01,4.443445e+00
1.236887e+00,8.626740e-01,1.511654e+00
7.241996e-01,1.024969e+00,4.654056e-01
2.009792e+00,2.361347e-01,1.837495e+00
1.721261e+00,1.410904e+00,9.313745e-01
2.534070e+00,1.011465e+00,5.776257e+00
8.767161e-01,3.906311e-01,5.412517e-01
2.659744e+00,7.360436e-01,7.039804e+00
1.566623e+00,1.286053e+00,1.323363e+00
9.655753e-01,1.615014e-01,2.959378e-01
2.890221e+00,4.846865e-01,6.887620e+00
2.952302e+00,8.774464e-01,8.568802e+00
1.856391e+00,2.541886e-01,1.677467e+00
2.613818e+00,1.392762e+00,2.381593e+00
2.539109e+00,1.361357e+00,2.622263e+00
2.369504e+00,3.477648e-01,3.597758e+00
7.169711e-01,6.613670e-01,4.983125e-01
2.836849e+00,9.118794e-01,7.791595e+00
1.609451e+00,5.383843e-01,2.280607e+00
2.495146e+00,1.381791e+00,2.297753e+00
1.065641e+00,3.515770e-01,7.343032e-01
2.492814e+00,2.076257e-01,2.506901e+00
6.118085e-01,1.001766e+00,3.398067e-01
5.135459e-01,4.189608e-01,1.960180e-01
6.373169e-01,2.006377e-01,1.586482e-01
2.636717e+00,1.094466e+00,5.665827e+00
2.799576e+00,1.035465e+00,6.877664e+00
2.491318e+00,1.841223e-01,2.234264e+00
1.512075e+00,3.972256e-01,1.631278e+00
2.211073e+00,1.195113e+00,3.337313e+00
1.951673e+00,4.394876e-01,2.933277e+00
2.384014e+00,5.291057e-01,4.953076e+00
6.783620e-01,1.456061e+00,1.046721e-01
1.550645e+00,2.092927e-01,9.773532e-01
1.145075e+00,7.156891e-01,1.298473e+00
2.956050e+00,1.144028e-01,1.981956e+00
2.619559e+00,1.055390e+00,5.885729e+00
2.103678e+00,1.027958e+00,3.914848e+00
1.936737e+00,8.679332e-01,3.699962e+00
2.981107e+00,1.290534e+00,4.724597e+00
8.871259e-01,9.541574e-01,7.425897e-01
1.934474e+00,1.174859e+00,2.663211e+00
6.209720e-01,6.629878e-01,3.741078e-01
2.615966e+00,1.910258e-01,2.551345e+00
2.113525e+00,6.336263e-01,4.262772e+00
9.465444e-01,9.774552e-01,8.306593e-01
2.014364e+00,8.386884e-01,4.034638e+00
1.393525e+00,9.879193e-01,1.784785e+00
2.093284e+00,7.539954e-01,4.373199e+00
6.222703e-01,7.110501e-01,3.829474e-01
2.748429e+00,9.806103e-01,6.985414e+00
1.990932e+00,1.058810e+00,3.385809e+00
1.371802e+00,1.260373e+00,1.094711e+00
1.395903e+00,3.660048e-01,1.302341e+00
2.796790e+00,1.473997e-01,2.272676e+00
5.743170e-01,1.024262e+00,2.929117e-01
5.830435e-01,1.371143e+00,1.321617e-01
1.252900e+00,2.248437e-01,6.823486e-01
5.795198e-01,1.425848e+00,9.600207e-02
2.279834e+00,6.220352e-01,4.922677e+00
2.636311e+00,5.629505e-01,6.273581e+00
8.803918e-01,1.194684e+00,5.295915e-01
1.519674e+00,1.383136e+00,8.465624e-01
2.828840e+00,7.766217e-01,8.001104e+00
1.290700e+00,1.201999e+00,1.120336e+00
1.975409e+00,7.860517e-01,3.902238e+00
1.270101e+00,8.885711e-01,1.578936e+00
2.158292e+00,1.152338e+00,3.459110e+00
1.095605e+00,4.662693e-01,9.640439e-01
2.289871e+00,9.575555e-01,4.935753e+00
8.467428e-01,1.451471e+00,1.694868e-01
1.546800e+00,8.263813e-01,2.384559e+00
6.132051e-01,1.508264e-01,1.117152e-01
2.311360e+00,9.039280e-01,5.192971e+00
2.192853e+00,7.155406e-01,4.761748e+00
2.627592e+00,1.802266e-01,2.435113e+00
2.164896e+00,1.467505e+00,9.613307e-01
1.527706e+00,1.413912e+00,7.203438e-01
1.318991e+00,5.215515e-01,1.503081e+00
6.445991e-01,5.051643e-01,3.519380e-01
1.143731e+00,6.079953e-01,1.226643e+00
1.521585e+00,1.233298e-01,5.652981e-01
1.024153e+00,6.983671e-01,1.033041e+00
2.314132e+00,1.158687e+00,3.930810e+00
7.554050e-01,9.452957e-01,5.417053e-01
1.932458e+00,4.318593e-01,2.839125e+00
1.681789e+00,5.694344e-01,2.568655e+00
1.802718e+00,1.932585e-01,1.225056e+00
1.444704e+00,1.186850e+00,1.449790e+00
1.176030e+00,7.860172e-01,1.383045e+00
2.077531e+00,2.440788e-01,2.024266e+00
2.410527e+00,9.712503e-01,5.413829e+00
6.940073e-01,6.677483e-01,4.683742e-01
2.289482e+00,2.181368e-01,2.214971e+00
1.177548e+00,1.382738e+00,5.093222e-01
1.043768e+00,1.215082e+00,7.113217e-01
1.874828e+00,1.324870e+00,1.659983e+00
2.308489e+00,1.017313e+00,4.766078e+00
2.790629e+00,5.028999e-01,6.577342e+00
2.950946e+00,5.084373e-01,7.405947e+00
2.026112e+00,1.356795e+00,1.703854e+00
2.549283e+00,1.163937e+00,4.723659e+00
1.967367e+00,6.919742e-01,3.803165e+00
1.772132e+00,3.772294e-01,2.150877e+00
2.227786e+00,2.878836e-01,2.702264e+00
2.071152e+00,3.173544e-01,2.543530e+00
1.271655e+00,1.277893e+00,8.940506e-01
1.942529e+00,1.710869e-01,1.266117e+00
1.823504e+00,8.883893e-01,3.254876e+00
5.049575e-01,3.211033e-01,1.527251e-01
2.492433e+00,8.934720e-01,6.067671e+00
2.454853e+00,4.949528e-01,5.037833e+00
1.597918e+00,1.119565e+00,2.004002e+00
1.457887e+00,3.596472e-01,1.400352e+00
6.275275e-01,1.052182e+00,3.390533e-01
2.655939e+00,5.487599e-01,6.278634e+00
2.023107e+00,4.841468e-01,3.372273e+00
7.952102e-01,1.361724e+00,2.567795e-01
1.315217e+00,9.223974e-01,1.665268e+00
2.321840e+00,6.648268e-01,5.234959e+00
9.999405e-01,6.900873e-01,9.817697e-01
7.545395e-01,2.932373e-01,3.150832e-01
7.912795e-01,2.003725e-01,2.442535e-01
1.466470e+00,5.793258e-01,1.970456e+00
1.144786e+00,8.670291e-01,1.293107e+00
1.361910e+00,5.942329e-01,1.720878e+00
2.050666e+00,2.277692e-01,1.850075e+00
2.442725e+00,5.443639e-01,5.286905e+00
7.826728e-01,1.855881e-01,2.221888e-01
2.357380e+00,1.312694e+00,2.742962e+00
1.745605e+00,5.941164e-01,2.826862e+00
6.207172e-01,1.929001e-01,1.449848e-01
2.035310e+00,3.116351e-01,2.417942e+00
8.583843e-01,2.208862e-01,3.150233e-01
9.353505e-01,1.035018e+00,7.680985e-01
8.571698e-01,7.184576e-01,7.281651e-01
2.006223e+00,1.265707e+00,2.306345e+00
1.718508e+00,8.387286e-01,2.936488e+00
1.491869e+00,1.179943e+00,1.567967e+00
2.577498e+00,1.212360e+00,4.364981e+00
2.513931e+00,9.705712e-01,5.891378e+00
8.078123e-01,6.584720e-01,6.316475e-01
2.044091e+00,7.143887e-01,4.136242e+00
1.242472e+00,1.402320e+00,5.103804e-01
1.819215e+00,9.224810e-01,3.185937e+00
2.527592e+00,6.486096e-01,6.151131e+00
2.116983e+00,1.010555e+00,4.034849e+00
1.386451e+00,9.940901e-01,1.757228e+00
1.487043e+00,3.844887e-01,1.537738e+00
9.393954e-01,4.526283e-01,6.941315e-01
9.718300e-01,9.395871e-01,8.999010e-01
8.992755e-01,9.244327e-01,7.776322e-01
2.526055e+00,5.780944e-01,5.840327e+00
1.308886e+00,3.382601e-01,1.072596e+00
1.248710e+00,7.978301e-01,1.558796e+00
1.913361e+00,3.155149e-01,2.159874e+00
2.683902e+00,1.711107e-01,2.417297e+00
2.546176e+00,8.181846e-01,6.469080e+00
2.970924e+00,1.337159e+00,3.975891e+00
2.753607e+00,2.148303e-01,3.158522e+00
1.302646e+00,1.688270e-01,5.621352e-01
1.148580e+00,5.343527e-01,1.156413e+00
1.870019e+00,1.248537e+00,2.101026e+00
2.567424e+00,7.957180e-01,6.590260e+00
1.100251e+00,8.410062e-01,1.203073e+00
2.827298e+00,1.961713e-01,3.056391e+00
9.051245e-01,1.003966e+00,7.422144e-01
2.216522e+00,9.068665e-01,4.768704e+00
2.990811e+00,1.180773e+00,6.291095e+00
1.388637e+00,1.314571e+00,9.454806e-01
6.007701e-01,5.285932e-01,3.143570e-01
1.435707e+00,5.922988e-01,1.909439e+00
8.355363e-01,7.208819e-01,6.923173e-01
1.980645e+00,5.252370e-01,3.403787e+00
2.294814e+00,8.547230e-01,5.215633e+00
1.117038e+00,1.219625e+00,8.060713e-01
2.379799e+00,6.409761e-01,5.428828e+00
5.883326e-01,1.932147e-01,1.304527e-01
2.564409e+00,4.633483e-01,5.258591e+00
1.212823e+00,1.287303e+00,7.900309e-01
6.222262e-01,7.073078e-01,3.824531e-01
2.699512e+00,1.449286e-01,2.082842e+00
5.326372e-01,9.888840e-01,2.605306e-01
1.041514e+00,1.273312e+00,6.079854e-01
2.132139e+00,2.775310e-01,2.395732e+00
1.909903e+00,1.296108e-01,9.350165e-01
1.365411e+00,3.297168e-01,1.142229e+00
1.102731e+00,8.485810e-01,1.206319e+00
7.155219e-01,5.250329e-01,4.441128e-01
2.242923e+00,6.340688e-01,4.802043e+00
1.689791e+00,4.130138e-01,2.099413e+00
1.647598e+00,2.921799e-01,1.497540e+00
1.600504e+00,2.522312e-01,1.238123e+00
1.674215e+00,1.138229e+00,2.133592e+00
1.270724e+00,6.953923e-01,1.588648e+00
2.753182e+00,4.664186e-01,6.089119e+00
2.166741e+00,7.107513e-01,4.642542e+00
1.185567e+00,8.895768e-01,1.375169e+00
2.013403e+00,1.408440e+00,1.293307e+00
2.618681e+00,8.690947e-01,6.761639e+00
2.137504e+00,1.400666e+00,1.524803e+00
9.817312e-01,3.071084e-01,5.554536e-01
2.598155e+00,1.340135e+00,3.004823e+00
1.946509e+00,7.686793e-01,3.786778e+00
1.777113e+00,9.604483e-01,2.966553e+00
2.047911e+00,6.221926e-01,3.972496e+00
1.853863e+00,8.078007e-01,3.433359e+00
1.422764e+00,3.510512e-01,1.307314e+00
1.117454e+00,9.713158e-01,1.163370e+00
2.619046e+00,5.364743e-01,6.026756e+00
1.193339e+00,1.377285e+00,5.374863e-01
1.219032e+00,1.387874e+00,5.316135e-01
2.003458e+00,5.774576e-01,3.671707e+00
1.456928e+00,9.400420e-01,2.021920e+00
1.333670e+00,1.977013e-01,6.851103e-01
6.773176e-01,1.346248e+00,1.991714e-01
6.624609e-01,9.323887e-01,4.200267e-01
9.904181e-01,1.429364e+00,2.737846e-01
1.635163e+00,1.115380e+00,2.112309e+00
5.659296e-01,1.081648e+00,2.656845e-01
2.401071e+00,6.160869e-01,5.437760e+00
2.577111e+00,4.287064e-01,5.021984e+00
8.819505e-01,8.251930e-01,7.753743e-01
1.735698e+00,8.968939e-01,2.938054e+00
2.886280e+00,6.852238e-01,8.163978e+00
9.944530e-01,4.873582e-01,8.183874e-01
1.339481e+00,1.099500e+00,1.451667e+00
1.284911e+00,1.427609e+00,4.663660e-01
1.521230e+00,1.858442e-01,8.404709e-01
7.746166e-01,6.314597e-01,5.718169e-01
2.829928e+00,1.436447e+00,2.126064e+00
1.815868e+00,2.779567e-01,1.740090e+00
1.656149e+00,7.814533e-01,2.742744e+00
1.356903e+00,1.427035e+00,5.221183e-01
2.499424e+00,1.236548e+00,3.872011e+00
6.254872e-01,1.432722e+00,1.066708e-01
1.936871e+00,2.789985e-01,1.986359e+00
1.766287e+00,5.342091e-01,2.734290e+00
2.355187e+00,6.372875e-01,5.305317e+00
2.259354e+00,4.380237e-01,3.921488e+00
2.325748e+00,2.946919e-01,3.006645e+00
8.807946e-01,1.285313e+00,4.192770e-01
2.816900e+00,1.086211e+00,6.541680e+00
1.935409e+00,1.404897e+00,1.220175e+00
2.648537e+00,4.260025e-01,5.279314e+00
2.625539e+00,6.584096e-01,6.672319e+00
2.965000e+00,7.758445e-01,8.789621e+00
5.044334e-01,1.205585e+00,1.697672e-01
1.826906e+00,3.025743e-01,1.898700e+00
1.861134e+00,2.886187e-01,1.890246e+00
1.664165e+00,2.409757e-01,1.283662e+00
1.642432e+00,5.794267e-01,2.471917e+00
1.062875e+00,8.599152e-01,1.117180e+00
1.913006e+00,8.311137e-01,3.644306e+00
1.842055e+00,1.140669e-01,7.673987e-01
2.819693e+00,1.297812e+00,4.128352e+00
1.136077e+00,4.220539e-01,9.646192e-01
1.619764e+00,6.595789e-01,2.541005e+00
2.837454e+00,1.336274e+00,3.639393e+00
1.249679e+00,1.282019e+00,8.526502e-01
1.416842e+00,8.283826e-01,2.000028e+00
2.653784e+00,1.000856e+00,6.398765e+00
9.370837e-01,2.845197e-01,4.731545e-01
8.358160e-01,1.385290e+00,2.532796e-01
1.424684e+00,2.199435e-01,8.643319e-01
2.113191e+00,1.437771e+00,1.174099e+00
1.674479e+00,1.400777e+00,9.351590e-01
1.581285e+00,1.419643e-01,7.004525e-01
9.896019e-01,1.023497e+00,8.703577e-01
1.559783e+00,1.396660e+00,8.302933e-01
2.978592e+00,1.836707e-01,3.186253e+00
7.471517e-01,1.412608e+00,1.736815e-01
5.841074e-01,1.327377e+00,1.596164e-01
9.201753e-01,1.298564e+00,4.385682e-01
2.102067e+00,8.033430e-01,4.415841e+00
1.150972e+00,1.102722e+00,1.066784e+00
6.611046e-01,1.317342e-01,1.138237e-01
2.531367e+00,9.237881e-01,6.163938e+00
1.665101e+00,7.353983e-01,2.758710e+00
9.788163e-01,1.075559e+00,8.012306e-01
1.810146e+00,1.304905e+00,1.661482e+00
2.447427e+00,1.028263e+00,5.297076e+00
2.466038e+00,1.023488e+00,5.404808e+00
2.733685e+00,3.491118e-01,4.804098e+00
1.474787e+00,1.318528e+00,1.051398e+00
2.865928e+00,9.262089e-01,7.889981e+00
1.153759e+00,1.469780e+00,2.671121e-01
5.694008e-01,1.468138e+00,6.610023e-02
1.949567e+00,1.363221e-01,1.023479e+00
2.898236e+00,3.109101e-01,4.892998e+00
1.926822e+00,1.419752e+00,1.104563e+00
2.103844e+00,1.250687e+00,2.644061e+00
7.992915e-01,7.007036e-01,6.297234e-01
2.735942e+00,1.396965e+00,2.550283e+00
2.442202e+00,2.598738e-01,2.962261e+00
1.317975e+00,3.330569e-01,1.073390e+00
1.295187e+00,7.342360e-01,1.668735e+00
2.781009e+00,2.734193e-01,4.021603e+00
2.456608e+00,9.042059e-01,5.865353e+00
2.069810e+00,1.113969e+00,3.391909e+00
2.651999e+00,4.507133e-01,5.515445e+00
6.960011e-01,1.433370e+00,1.314738e-01
2.964481e+00,1.117547e+00,6.919351e+00
1.954586e+00,1.045247e+00,3.315994e+00
6.943502e-01,1.429041e+00,1.348632e-01
9.108415e-01,1.016824e+00,7.423405e-01
2.193357e+00,5.109029e-01,4.103874e+00
2.238900e+00,9.822486e-01,4.629183e+00
6.785649e-01,7.976754e-01,4.603115e-01
1.651717e+00,8.726938e-01,2.686693e+00
2.427913e+00,3.745153e-01,4.013915e+00
2.511175e+00,2.545317e-01,3.073290e+00
2.052191e+00,7.684367e-01,4.209067e+00
2.873567e+00,1.006788e+00,7.461079e+00
2.929867e+00,2.446279e-01,4.034272e+00
1.561356e+00,2.952867e-01,1.357477e+00
2.510472e+00,6.230364e-01,5.973098e+00
1.941991e+00,5.969121e-01,3.506518e+00
1.462728e+00,1.331469e+00,9.854570e-01
8.392646e-01,9.743527e-01,6.546638e-01
1.179180e+00,8.203273e-01,1.387074e+00
1.159292e+00,5.407170e-01,1.186222e+00
6.547341e-01,1.146483e+00,3.216679e-01
2.666519e+00,1.635064e-01,2.283945e+00
6.505061e-01,2.652382e-01,2.140945e-01
2.262094e+00,8.275507e-01,5.098894e+00
8.872528e-01,1.934468e-01,2.970277e-01
2.219713e+00,1.197846e+00,3.343710e+00
9.279070e-01,8.758749e-01,8.469532e-01
2.640675e+00,7.085690e-01,6.891003e+00
2.720808e+00,1.074603e+00,6.198609e+00
2.994911e+00,7.113269e-01,8.871250e+00
7.740710e-01,9.897980e-01,5.498121e-01
2.109597e+00,9.012125e-01,4.331546e+00
2.127469e+00,8.801805e-01,4.445045e+00
2.314238e+00,6.757168e-01,5.227354e+00
1.717521e+00,1.430181e+00,8.187051e-01
1.562148e+00,6.096825e-01,2.291157e+00
8.560027e-01,1.580896e-01,2.278364e-01
1.201789e+00,5.141839e-01,1.236980e+00
2.831224e+00,9.767727e-01,7.435815e+00
1.787840e+00,1.222314e+00,2.051730e+00
9.630173e-01,1.918045e-01,3.470986e-01
2.982389e+00,1.317231e+00,4.319876e+00
6.972563e-01,8.290199e-01,4.843173e-01
1.246669e+00,5.089836e-01,1.322676e+00
1.769897e+00,1.164855e+00,2.272916e+00
2.647214e+00,1.080827e+00,5.819668e+00
6.627366e-01,8.752693e-01,4.321439e-01
1.666439e+00,7.703064e-01,2.775754e+00
1.065939e+00,6.530620e-01,1.096660e+00
2.902155e+00,4.765075e-01,6.865735e+00
2.513548e+00,7.864041e-01,6.317912e+00
1.324744e+00,1.021124e+00,1.563499e+00
2.065096e+00,4.292680e-01,3.227834e+00
5.989499e-01,9.462476e-01,3.403374e-01
1.462275e+00,8.589257e-01,2.115169e+00
2.346842e+00,5.001901e-01,4.635672e+00
2.874064e+00,1.056488e+00,7.075613e+00
7.947247e-01,2.293062e-01,2.796065e-01
1.774003e+00,4.433499e-01,2.438961e+00
1.503809e+00,9.158614e-01,2.184894e+00
1.393255e+00,6.846509e-01,1.901886e+00
7.783411e-01,6.662362e-01,5.886915e-01
2.204609e+00,6.508410e-01,4.685363e+00
2.873335e+00,1.270029e+00,4.672170e+00
1.851149e+00,9.354656e-01,3.273566e+00
7.354298e-01,1.453088e+00,1.261535e-01
1.412889e+00,8.951568e-01,1.948350e+00
2.049290e+00,5.167156e-01,3.607700e+00
2.983344e+00,5.436394e-01,7.880051e+00
1.008933e+00,1.274355e+00,5.687814e-01
8.478394e-01,8.659102e-01,7.095326e-01
7.914960e-01,1.068780e+00,5.285136e-01
7.522517e-01,4.376356e-01,4.344379e-01
1.639827e+00,1.459395e+00,5.941787e-01
6.099284e-01,1.271898e+00,2.093769e-01
1.336950e+00,6.441553e-01,1.716592e+00
1.959977e+00,1.402060e+00,1.271939e+00
1.333424e+00,2.155514e-01,7.429868e-01
2.627611e+00,3.544441e-01,4.494656e+00
1.614866e+00,4.226637e-01,1.951119e+00
2.114233e+00,9.365413e-01,4.267306e+00
1.453453e+00,4.993286e-01,1.776094e+00
5.927059e-01,1.172978e+00,2.509369e-01
9.194927e-01,5.777126e-01,7.735740e-01
1.966977e+00,1.344337e+00,1.693039e+00
5.787527e-01,3.106800e-01,1.949910e-01
1.136443e+00,3.298679e-01,7.915728e-01
1.107661e+00,5.751085e-01,1.119990e+00
1.525393e+00,1.380477e+00,8.644456e-01
8.169566e-01,1.868012e-01,2.435887e-01
6.796751e-01,9.310644e-01,4.424922e-01
2.776856e+00,9.926882e-01,7.057704e+00
1.959530e+00,9.906756e-01,3.520673e+00
2.480728e+00,5.198669e-01,5.306414e+00
2.990756e+00,6.542581e-01,8.638726e+00
2.851256e+00,1.053250e+00,6.990778e+00
2.325884e+00,1.489255e-01,1.587577e+00
1.898160e+00,1.111294e+00,2.864388e+00
1.575285e+00,3.906267e-01,1.747413e+00
2.334654e+00,3.251583e-01,3.300009e+00
2.427068e+00,1.261242e+00,3.418408e+00
1.064446e+00,3.635418e-01,7.531273e-01
2.557773e+00,1.160533e+00,4.785658e+00
2.195546e+00,2.217431e-01,2.068399e+00
2.172206e+00,1.053907e+00,4.054301e+00
1.937387e+00,1.381500e+00,1.387333e+00
1.566971e+00,4.723329e-01,1.989611e+00
2.625232e+00,1.086134e+00,5.682348e+00
1.610817e+00,1.161835e+00,1.893446e+00
1.597704e+00,7.223071e-01,2.532364e+00
1.441345e+00,1.111155e+00,1.651940e+00
1.814539e+00,1.003255e+00,2.984925e+00
2.146247e+00,6.078236e-01,4.318913e+00
8.700643e-01,2.363312e-01,3.446360e-01
2.820648e+00,6.467555e-01,7.652153e+00
9.641484e-01,6.231932e-01,8.810942e-01
1.616711e+00,2.864735e-01,1.416944e+00
2.495640e+00,4.395614e-01,4.796847e+00
1.549608e+00,2.485141e-01,1.144970e+00
2.257141e+00,3.634835e-01,3.385960e+00
7.988809e-01,2.980513e-01,3.583052e-01
1.246733e+00,1.135642e+00,1.188339e+00
2.185033e+00,8.545186e-01,4.728823e+00
2.856863e+00,3.114976e-01,4.762089e+00
2.777482e+00,3.227659e-01,4.641166e+00
2.958077e+00,2.992586e-01,4.930033e+00
2.134219e+00,6.983240e-01,4.485995e+00
2.329369e+00,1.347761e+00,2.340887e+00
1.149350e+00,1.052256e+00,1.137284e+00
2.520280e+00,8.280016e-01,6.328769e+00
1.455029e+00,2.904356e-01,1.161769e+00
9.440015e-01,8.398843e-01,8.858530e-01
9.557659e-01,7.780774e-01,9.133905e-01
5.359468e-01,8.171212e-01,2.866611e-01
8.279840e-01,7.179655e-01,6.793323e-01
9.763505e-01,6.914217e-01,9.364723e-01
