t,v,t_prime
1.988184e+00,3.122692e-02,2.174756e+00
1.891057e+00,2.000980e-01,1.832591e+00
1.153535e+00,6.458767e-01,1.565728e+00
1.517751e+00,6.744072e-01,2.098800e+00
1.746937e+00,3.776870e-01,1.763765e+00
5.905469e-01,8.402226e-01,1.067278e+00
1.471912e+00,8.894467e-01,3.221253e+00
5.664458e-01,5.613641e-01,7.284996e-01
1.919046e+00,5.217263e-01,2.244649e+00
1.398133e+00,9.074591e-01,3.434572e+00
1.961046e+00,4.734346e-01,2.215608e+00
1.706718e+00,5.661085e-01,2.011651e+00
5.182798e-01,8.925821e-01,1.171976e+00
1.388229e+00,5.054909e-01,1.506822e+00
7.378361e-01,1.286993e-01,8.157024e-01
1.505604e+00,4.541735e-01,1.700098e+00
1.194099e+00,8.196745e-02,1.244469e+00
1.858546e+00,3.956669e-01,1.936717e+00
1.212688e+00,3.849390e-01,1.442229e+00
1.176690e+00,5.707880e-01,1.432182e+00
1.869341e+00,6.013470e-01,2.164344e+00
5.055612e-01,1.870622e-01,5.642256e-01
5.782789e-01,5.594699e-01,7.032528e-01
7.608330e-01,6.926253e-01,1.138972e+00
1.413049e+00,5.925851e-01,1.656394e+00
1.029654e+00,6.669322e-01,1.363428e+00
1.862161e+00,1.619626e-01,1.902214e+00
1.940368e+00,7.623439e-01,2.999220e+00
7.294285e-01,4.841473e-02,7.034689e-01
1.071349e+00,3.583420e-01,1.129431e+00
5.237624e-01,7.849600e-01,8.823371e-01
1.902484e+00,2.416780e-01,1.966975e+00
1.493563e+00,9.163658e-01,3.775270e+00
1.843476e+00,7.497064e-02,1.796396e+00
1.544990e+00,3.087358e-01,1.616759e+00
1.288683e+00,7.533568e-01,1.951789e+00
1.453571e+00,8.354748e-01,2.685799e+00
1.284825e+00,1.940416e-01,1.408970e+00
1.901707e+00,7.311478e-01,2.809739e+00
1.645400e+00,4.927644e-01,1.944707e+00
1.447498e+00,2.387701e-01,1.433088e+00
1.708812e+00,2.253211e-01,1.819431e+00
7.755870e-01,9.242380e-03,8.768302e-01
1.873548e+00,7.465238e-03,1.904697e+00
1.082055e+00,3.123868e-01,1.154881e+00
1.477841e+00,9.212254e-01,3.680259e+00
1.701023e+00,9.019304e-01,3.931388e+00
1.227046e+00,2.451550e-01,1.241084e+00
1.350519e+00,5.355690e-03,1.475110e+00
1.649407e+00,8.157277e-01,3.065096e+00
7.808710e-01,2.946967e-01,9.270783e-01
1.266987e+00,7.255627e-01,1.879417e+00
1.299772e+00,3.082340e-01,1.272637e+00
5.181694e-01,4.185997e-01,6.947275e-01
1.312362e+00,1.754241e-01,1.495401e+00
7.440294e-01,8.803272e-02,7.791922e-01
1.259394e+00,7.967394e-01,2.053920e+00
1.433339e+00,4.982923e-01,1.719519e+00
1.361378e+00,7.822164e-01,2.162173e+00
5.539215e-01,3.724334e-01,6.037118e-01
1.585236e+00,2.364516e-02,1.543060e+00
1.761167e+00,6.877772e-01,2.533436e+00
1.539517e+00,6.458685e-03,1.543855e+00
1.922425e+00,9.112080e-01,4.579476e+00
1.077259e+00,3.824346e-01,1.138003e+00
1.265337e+00,6.307994e-01,1.598907e+00
1.213891e+00,8.537133e-01,2.317844e+00
5.103141e-01,3.410487e-01,6.148106e-01
1.915882e+00,8.264111e-01,3.440405e+00
1.571833e+00,6.578300e-01,2.277333e+00
1.385941e+00,5.021291e-01,1.764805e+00
1.646165e+00,3.282578e-01,1.568526e+00
1.004520e+00,9.123549e-01,2.463183e+00
1.133007e+00,8.361274e-01,1.934727e+00
1.967913e+00,3.720101e-01,2.067135e+00
1.026052e+00,7.467687e-01,1.611625e+00
1.175816e+00,4.314866e-01,1.258230e+00
1.923518e+00,6.698950e-01,2.450404e+00
1.637919e+00,3.169562e-02,1.687243e+00
1.453795e+00,1.451448e-01,1.340798e+00
1.432256e+00,6.864634e-01,2.060923e+00
1.938157e+00,4.813623e-01,2.240432e+00
1.300047e+00,6.027098e-01,1.592150e+00
1.313159e+00,2.451324e-01,1.217171e+00
6.857380e-01,6.976918e-01,9.581795e-01
1.051038e+00,1.415192e-01,1.001059e+00
1.128446e+00,3.106650e-01,1.184734e+00
1.882330e+00,3.492625e-01,2.044970e+00
7.245978e-01,3.378353e-01,8.581120e-01
5.944126e-01,7.358228e-01,8.846100e-01
1.689518e+00,2.603425e-01,1.722371e+00
1.003871e+00,7.038785e-01,1.435234e+00
5.401491e-01,4.594832e-01,4.947573e-01
5.229707e-01,3.246526e-01,5.023870e-01
1.744199e+00,3.116684e-01,1.889524e+00
1.229074e+00,8.946978e-01,2.702587e+00
6.003115e-01,1.462851e-01,5.744180e-01
1.750258e+00,2.843043e-01,1.877566e+00
1.054522e+00,9.094263e-01,2.556240e+00
1.177577e+00,9.063098e-01,2.777124e+00
1.268764e+00,4.590270e-01,1.480925e+00
1.935996e+00,6.261398e-01,2.594644e+00
1.412228e+00,6.952284e-01,1.985823e+00
8.009560e-01,3.028290e-01,7.296884e-01
1.704359e+00,6.917123e-02,1.700124e+00
1.518737e+00,4.892863e-01,1.628486e+00
1.908828e+00,8.674924e-01,3.791649e+00
9.329094e-01,7.972763e-01,1.403866e+00
1.870168e+00,7.019509e-01,2.620118e+00
1.481983e+00,1.613938e-01,1.469795e+00
1.149625e+00,4.662085e-01,1.340422e+00
1.811091e+00,1.041990e-01,1.921500e+00
8.263352e-01,1.361696e-02,6.294941e-01
1.173251e+00,6.658430e-01,1.637209e+00
1.501444e+00,1.225258e-01,1.662199e+00
1.917218e+00,4.567544e-01,2.129812e+00
7.068496e-01,7.262466e-01,9.756114e-01
1.357136e+00,2.586818e-01,1.397848e+00
8.172150e-01,3.134287e-01,9.829478e-01
1.602781e+00,8.771034e-01,3.473257e+00
7.187841e-01,3.449395e-01,8.105352e-01
1.455790e+00,4.196486e-01,1.559206e+00
7.048765e-01,5.969896e-01,8.208082e-01
1.086537e+00,3.468818e-01,1.253195e+00
8.524093e-01,5.074476e-01,8.926548e-01
1.392241e+00,7.955115e-01,2.334245e+00
8.087158e-01,3.060293e-01,8.848188e-01
5.870603e-01,3.626801e-01,7.079215e-01
1.434552e+00,8.233990e-01,2.437368e+00
1.674533e+00,1.547809e-01,1.884654e+00
1.958204e+00,6.288464e-01,2.505626e+00
1.434342e+00,5.160593e-01,1.686686e+00
1.341225e+00,1.426583e-01,1.222696e+00
1.219517e+00,8.925453e-01,2.797798e+00
1.218110e+00,2.448697e-01,1.269093e+00
1.253828e+00,7.437871e-01,1.964689e+00
1.824143e+00,6.390389e-01,2.385898e+00
1.275673e+00,7.619672e-01,1.972849e+00
1.285245e+00,8.627682e-01,2.585885e+00
7.569275e-01,7.461992e-01,9.962164e-01
9.894837e-01,3.741474e-01,9.720872e-01
1.427971e+00,1.946168e-01,1.515121e+00
1.609576e+00,3.412286e-01,1.696307e+00
7.963619e-01,2.819304e-01,7.407254e-01
1.631448e+00,7.572475e-01,2.534700e+00
9.382874e-01,5.203909e-01,1.112692e+00
1.911855e+00,6.452380e-01,2.499289e+00
1.750606e+00,8.732157e-01,3.586244e+00
9.255427e-01,4.741017e-01,9.355195e-01
6.759771e-01,5.661725e-01,7.329979e-01
1.940403e+00,9.050800e-01,4.534768e+00
9.809798e-01,9.990083e-02,9.711158e-01
1.767464e+00,1.609115e-01,1.756533e+00
5.879510e-01,8.609416e-01,1.161399e+00
6.332484e-01,8.608639e-01,1.327278e+00
1.014659e+00,2.688182e-01,1.030877e+00
9.465718e-01,7.148018e-01,1.332546e+00
1.030857e+00,3.169237e-01,1.120714e+00
9.800513e-01,5.062432e-01,9.927752e-01
6.031451e-01,1.864105e-01,6.081740e-01
1.707976e+00,3.268389e-01,1.899139e+00
1.972714e+00,5.720416e-01,2.341631e+00
1.311077e+00,2.355984e-01,1.305549e+00
5.700526e-01,7.199902e-01,8.056971e-01
1.027043e+00,5.599811e-02,9.895485e-01
1.826128e+00,3.367777e-01,1.906686e+00
1.639062e+00,8.113257e-01,2.931908e+00
1.987805e+00,8.828812e-01,4.332623e+00
1.751562e+00,3.132759e-01,1.850696e+00
1.165157e+00,1.431868e-01,1.193466e+00
1.784696e+00,2.874774e-01,1.845089e+00
1.693092e+00,4.445848e-01,1.843086e+00
1.779441e+00,9.173842e-01,4.373756e+00
1.594983e+00,2.237301e-01,1.621420e+00
1.624251e+00,2.884937e-01,1.703583e+00
9.406580e-01,6.180612e-01,1.180774e+00
9.018016e-01,8.914419e-01,2.033934e+00
9.815877e-01,1.668197e-01,9.084662e-01
1.854290e+00,7.583586e-01,2.784181e+00
1.386755e+00,8.873833e-01,3.127650e+00
1.481987e+00,6.906812e-01,1.962800e+00
1.938458e+00,3.152733e-01,2.003133e+00
7.740878e-01,4.659961e-01,8.580814e-01
1.563950e+00,2.831725e-01,1.524386e+00
5.696709e-01,3.779146e-01,5.872151e-01
7.641736e-01,5.257662e-01,9.412602e-01
8.144074e-01,1.582771e-02,8.173443e-01
1.726116e+00,8.344719e-02,1.683738e+00
7.027674e-01,1.246213e-01,6.882797e-01
7.046052e-01,6.811280e-01,9.785898e-01
1.884883e+00,9.967632e-03,1.960107e+00
9.481340e-01,6.985020e-01,1.512939e+00
1.670141e+00,1.671550e-01,1.596547e+00
1.264046e+00,6.180792e-01,1.509058e+00
8.492254e-01,1.543535e-01,9.377055e-01
1.682282e+00,6.505778e-01,2.295909e+00
5.188239e-01,9.142281e-01,1.289703e+00
1.727648e+00,6.251924e-02,1.669566e+00
1.076269e+00,9.644846e-02,1.167274e+00
1.940242e+00,6.083123e-01,2.621886e+00
1.232453e+00,4.806266e-01,1.477628e+00
9.101360e-01,8.212571e-01,1.641051e+00
7.778284e-01,2.442885e-01,8.270695e-01
9.210296e-01,5.936716e-01,1.217760e+00
1.549267e+00,2.150401e-01,1.605244e+00
1.816520e+00,5.907848e-01,2.186430e+00
1.067755e+00,3.113396e-01,1.174606e+00
1.644955e+00,7.586178e-02,1.734966e+00
1.555757e+00,6.553793e-01,2.061846e+00
1.208725e+00,4.395119e-01,1.224507e+00
1.518523e+00,8.024145e-01,2.539274e+00
9.395780e-01,3.824446e-01,1.055451e+00
1.497197e+00,2.051862e-02,1.500949e+00
6.019660e-01,8.570697e-01,1.098889e+00
1.144837e+00,5.150496e-03,1.132353e+00
1.546862e+00,4.901995e-01,1.782706e+00
1.867156e+00,8.080981e-01,3.263167e+00
1.894738e+00,6.695786e-01,2.548297e+00
5.687561e-01,5.272296e-01,6.854864e-01
6.639728e-01,3.361316e-01,8.397037e-01
1.912126e+00,2.402097e-02,2.142576e+00
5.194953e-01,3.945895e-01,5.814358e-01
1.291377e+00,4.032963e-02,1.383376e+00
1.695711e+00,6.257535e-01,2.255928e+00
1.898216e+00,6.749299e-01,2.447458e+00
5.357574e-01,9.375900e-02,5.665396e-01
6.133305e-01,4.167776e-01,5.591196e-01
1.932523e+00,2.778171e-01,1.939132e+00
1.436540e+00,2.768711e-01,1.513949e+00
6.782753e-01,5.164390e-01,7.518216e-01
1.183874e+00,1.028006e-01,1.178312e+00
1.013629e+00,9.582450e-02,1.020405e+00
8.366543e-01,6.421692e-01,1.104917e+00
1.239961e+00,2.230096e-01,1.340269e+00
1.980269e+00,5.292065e-01,2.312053e+00
1.762099e+00,7.128200e-01,2.498531e+00
1.359792e+00,6.347106e-01,1.708027e+00
5.084871e-01,3.071772e-01,5.844653e-01
1.356989e+00,1.539910e-01,1.495512e+00
1.469871e+00,3.842118e-01,1.678320e+00
1.160969e+00,2.620986e-01,1.110453e+00
1.418683e+00,2.239080e-01,1.395795e+00
1.401821e+00,6.469817e-01,1.908492e+00
6.079735e-01,9.112271e-01,1.449678e+00
5.004833e-01,4.264661e-01,5.574764e-01
1.983028e+00,2.199984e-01,2.179824e+00
1.900356e+00,1.871395e-02,1.893457e+00
1.087668e+00,6.734926e-02,1.149337e+00
1.099393e+00,5.992582e-01,1.383427e+00
1.339270e+00,8.371449e-01,2.452595e+00
9.774456e-01,9.761368e-02,8.888754e-01
1.060155e+00,2.222341e-01,1.046051e+00
1.024084e+00,2.510802e-01,1.195150e+00
1.271135e+00,4.807749e-01,1.481457e+00
5.253457e-01,5.760235e-01,5.627681e-01
1.576375e+00,7.071982e-01,2.358688e+00
5.176240e-01,1.295637e-01,4.876913e-01
7.645063e-01,7.973844e-01,1.184558e+00
1.708255e+00,4.115443e-01,1.821024e+00
1.268039e+00,5.752240e-01,1.610411e+00
1.593600e+00,6.114340e-01,2.037695e+00
1.965055e+00,8.784243e-01,4.120455e+00
1.273537e+00,2.739114e-01,1.321699e+00
1.526834e+00,1.477662e-01,1.480575e+00
1.581544e+00,1.985744e-01,1.645641e+00
1.230073e+00,3.650635e-01,1.315726e+00
1.974655e+00,7.221946e-01,2.808155e+00
1.668940e+00,4.745226e-01,1.889436e+00
1.651731e+00,5.160736e-01,1.868520e+00
1.009026e+00,3.219777e-04,9.576521e-01
5.137947e-01,7.140414e-01,6.883335e-01
1.656421e+00,2.136015e-01,1.754058e+00
9.945662e-01,3.008746e-01,9.116812e-01
1.807498e+00,6.162003e-01,2.244892e+00
1.747592e+00,2.607304e-01,1.816351e+00
6.817104e-01,7.618881e-01,1.049509e+00
1.264306e+00,1.719548e-01,1.243313e+00
6.796099e-01,5.335418e-01,7.710261e-01
8.615405e-01,2.302472e-01,8.083272e-01
1.937101e+00,3.294849e-01,2.293852e+00
1.550776e+00,1.502356e-01,1.523733e+00
1.276959e+00,7.935352e-01,2.104431e+00
1.470585e+00,8.940300e-01,3.355979e+00
1.829887e+00,3.874513e-01,1.984502e+00
9.617733e-01,6.965513e-01,1.306773e+00
1.373001e+00,7.626955e-01,2.146563e+00
1.263518e+00,3.437310e-01,1.240233e+00
1.232537e+00,3.420937e-01,1.340358e+00
1.282910e+00,5.407018e-02,1.289129e+00
1.179141e+00,4.033826e-01,1.287613e+00
1.331823e+00,6.378813e-01,1.646377e+00
7.629581e-01,1.181682e-02,7.351881e-01
1.914362e+00,2.726772e-02,1.890742e+00
1.824358e+00,1.248110e-01,1.785889e+00
1.421050e+00,8.026546e-01,2.314146e+00
9.662700e-01,7.943998e-02,9.751763e-01
1.183401e+00,3.732494e-01,1.477580e+00
1.902139e+00,7.843147e-01,3.073547e+00
7.036528e-01,3.202589e-01,8.103990e-01
8.074480e-01,4.539581e-01,9.469132e-01
1.314555e+00,3.828553e-01,1.366085e+00
6.969485e-01,7.073559e-01,9.435647e-01
1.748571e+00,1.884203e-01,1.756687e+00
1.294145e+00,4.061951e-01,1.324982e+00
1.854780e+00,8.654565e-01,3.642452e+00
1.851022e+00,3.575817e-01,1.999074e+00
5.905953e-01,4.866693e-01,6.381073e-01
1.149904e+00,5.413062e-01,1.366921e+00
9.053247e-01,2.621188e-01,8.946733e-01
1.805097e+00,6.052372e-01,2.309730e+00
6.414641e-01,9.416473e-01,1.986628e+00
1.469711e+00,7.447716e-01,2.226566e+00
1.271553e+00,4.377679e-01,1.317390e+00
1.532857e+00,5.469451e-01,1.819923e+00
1.785526e+00,3.709195e-01,1.967123e+00
1.681641e+00,6.377767e-01,2.105363e+00
1.651055e+00,6.830178e-01,2.116818e+00
1.529282e+00,8.746301e-01,3.065340e+00
9.720904e-01,7.827271e-03,1.021029e+00
9.638211e-01,6.184532e-01,1.145029e+00
1.941591e+00,3.304959e-01,1.956932e+00
9.332063e-01,8.216191e-01,1.571377e+00
1.891448e+00,8.394206e-01,3.585524e+00
1.118906e+00,9.004355e-01,2.460448e+00
1.614814e+00,5.658370e-01,1.908110e+00
5.336987e-01,8.286792e-01,9.714784e-01
1.517228e+00,1.526463e-01,1.475522e+00
9.332817e-01,3.231126e-01,1.130347e+00
1.586793e+00,2.940032e-01,1.580737e+00
1.412400e+00,2.901262e-01,1.483010e+00
6.731544e-01,3.433414e-01,6.688741e-01
1.130872e+00,3.521331e-01,1.330235e+00
1.306979e+00,8.535396e-01,2.536828e+00
7.987611e-01,6.522394e-01,1.050649e+00
1.324764e+00,3.085544e-01,1.456427e+00
1.401387e+00,4.933479e-01,1.671369e+00
7.768697e-01,2.355694e-01,8.197302e-01
9.602378e-01,2.617626e-01,1.115429e+00
1.698702e+00,5.228558e-01,2.113385e+00
8.150803e-01,6.512939e-01,1.089524e+00
1.880470e+00,6.886848e-01,2.586882e+00
5.030891e-01,6.624053e-01,7.446682e-01
1.848135e+00,7.775500e-01,2.887513e+00
1.048577e+00,2.771927e-01,1.044455e+00
1.600872e+00,2.810790e-01,1.588870e+00
1.486824e+00,6.300212e-01,1.763949e+00
1.977895e+00,7.778952e-01,3.178183e+00
9.705869e-01,1.913147e-01,8.857505e-01
8.295271e-01,9.107236e-01,1.956815e+00
1.371024e+00,6.188687e-01,1.737269e+00
5.970574e-01,2.477294e-02,6.038855e-01
1.608390e+00,8.462474e-01,3.029101e+00
6.592687e-01,8.301392e-01,1.150597e+00
7.266196e-01,4.362263e-01,8.158840e-01
1.441759e+00,2.381912e-01,1.379132e+00
1.297872e+00,1.744357e-01,1.342390e+00
5.621803e-01,3.602846e-03,6.127583e-01
1.805603e+00,1.773011e-01,1.920496e+00
1.927603e+00,4.410801e-01,2.188917e+00
1.172031e+00,6.538087e-01,1.541725e+00
1.883381e+00,8.119410e-01,3.188253e+00
7.652831e-01,2.708627e-01,7.583134e-01
7.782090e-01,7.668673e-01,1.180587e+00
1.396810e+00,3.716058e-01,1.462528e+00
1.337259e+00,3.533793e-01,1.489409e+00
1.286726e+00,6.475144e-01,1.647708e+00
6.774394e-01,7.060028e-01,9.775501e-01
5.198763e-01,8.535305e-01,9.469218e-01
9.067569e-01,3.598775e-01,1.134976e+00
1.577485e+00,8.406891e-01,2.867174e+00
1.940969e+00,6.149297e-01,2.380382e+00
1.006701e+00,3.234336e-01,1.001575e+00
6.965314e-01,3.715263e-01,7.817230e-01
1.162281e+00,4.318326e-01,1.174643e+00
1.018587e+00,6.134365e-01,1.137530e+00
1.603571e+00,4.599882e-02,1.552319e+00
1.887737e+00,5.501487e-01,2.366637e+00
1.675025e+00,3.473689e-01,1.788346e+00
1.490633e+00,2.897169e-01,1.499245e+00
1.643311e+00,5.392465e-01,1.985238e+00
1.825136e+00,1.278899e-01,1.904555e+00
6.852495e-01,9.087809e-01,1.722057e+00
1.095200e+00,9.253816e-01,2.744407e+00
1.579928e+00,1.707073e-01,1.578837e+00
7.615170e-01,4.433499e-01,7.399303e-01
5.060718e-01,7.799830e-01,8.404132e-01
8.544394e-01,9.311397e-01,2.204382e+00
1.172960e+00,5.111153e-01,1.469263e+00
1.451453e+00,1.574994e-01,1.340226e+00
1.161413e+00,9.094285e-01,2.829319e+00
9.567078e-01,1.037034e-01,9.518102e-01
1.461555e+00,4.006623e-01,1.388652e+00
1.795221e+00,3.421476e-01,1.847432e+00
1.584119e+00,6.574556e-01,2.152181e+00
1.526380e+00,6.471214e-01,1.932985e+00
1.596212e+00,7.579231e-01,2.285457e+00
1.186827e+00,4.248134e-01,1.353290e+00
1.668603e+00,7.890142e-01,2.691993e+00
1.251377e+00,7.417568e-01,1.822997e+00
6.825741e-01,6.721256e-01,1.020225e+00
5.152572e-01,7.996278e-01,9.184256e-01
1.519477e+00,5.133654e-01,1.715123e+00
1.521420e+00,5.133439e-01,1.773649e+00
1.454498e+00,1.138049e-01,1.356315e+00
1.154175e+00,6.096470e-01,1.556483e+00
7.988499e-01,8.681953e-01,1.846067e+00
1.763234e+00,4.772686e-02,1.817670e+00
8.661015e-01,8.005563e-01,1.519531e+00
1.298133e+00,3.635714e-01,1.226499e+00
1.473336e+00,6.598776e-01,1.813880e+00
1.162409e+00,3.475339e-01,1.217554e+00
1.139284e+00,5.402163e-01,1.389282e+00
8.896738e-01,2.054890e-01,8.290685e-01
9.370417e-01,2.727701e-01,9.998040e-01
1.595404e+00,8.574410e-01,3.069347e+00
1.717836e+00,2.058527e-01,1.663509e+00
1.181073e+00,4.425348e-01,1.207718e+00
8.049636e-01,8.611810e-01,1.488163e+00
9.685740e-01,2.407960e-02,1.051251e+00
1.882992e+00,2.175385e-01,2.020368e+00
1.241185e+00,6.589009e-01,1.668951e+00
9.649945e-01,6.118781e-01,1.146087e+00
9.779841e-01,8.562879e-01,1.843658e+00
1.567352e+00,2.704749e-01,1.561960e+00
1.754540e+00,4.276056e-01,1.861175e+00
7.800881e-01,8.994484e-01,1.827031e+00
1.834115e+00,5.796131e-01,2.306797e+00
6.031985e-01,2.456974e-01,4.870812e-01
1.428695e+00,2.041992e-01,1.451457e+00
1.244078e+00,2.205994e-01,1.178751e+00
1.565460e+00,3.238770e-01,1.679077e+00
1.099976e+00,8.609016e-01,2.156395e+00
5.571619e-01,6.270500e-01,6.623661e-01
8.858522e-01,8.414584e-01,1.807203e+00
1.766803e+00,7.510438e-01,2.657196e+00
6.506989e-01,7.974473e-01,1.015883e+00
1.591151e+00,1.443646e-01,1.640324e+00
1.807345e+00,1.014879e-02,1.762308e+00
9.528887e-01,5.764182e-02,9.173940e-01
1.257000e+00,7.317813e-01,1.816943e+00
5.200284e-01,5.759463e-02,4.385655e-01
8.315587e-01,5.636352e-01,8.806676e-01
1.895916e+00,3.054011e-01,2.020889e+00
6.114500e-01,5.742537e-01,6.209506e-01
9.804009e-01,4.040727e-01,1.053077e+00
1.626041e+00,1.710122e-01,1.672008e+00
9.258907e-01,6.443262e-01,1.272398e+00
1.906603e+00,9.072252e-01,4.519397e+00
1.263259e+00,7.658018e-01,1.901645e+00
1.322538e+00,8.374091e-01,2.505563e+00
1.619921e+00,2.149660e-01,1.787008e+00
1.496582e+00,6.711023e-01,1.991912e+00
1.762584e+00,3.727528e-01,1.988689e+00
8.141130e-01,4.043717e-01,1.089303e+00
6.179188e-01,4.889910e-01,7.177270e-01
7.461275e-01,6.690656e-01,1.115592e+00
6.876850e-01,3.281863e-01,7.579973e-01
1.033722e+00,5.865795e-01,1.321980e+00
8.475922e-01,3.830381e-01,8.651272e-01
1.543657e+00,4.472044e-01,1.664848e+00
1.606930e+00,2.132571e-01,1.620750e+00
1.834403e+00,8.444568e-01,3.421317e+00
6.544328e-01,4.001056e-01,7.100061e-01
9.279843e-01,6.869619e-01,1.385574e+00
1.400697e+00,5.147676e-01,1.597195e+00
1.419709e+00,5.913953e-02,1.430176e+00
5.087375e-01,6.899368e-01,7.927442e-01
9.216315e-01,4.645346e-02,1.085985e+00
5.678479e-01,4.619374e-01,6.828322e-01
1.235444e+00,6.560245e-01,1.764840e+00
1.620822e+00,8.862994e-01,3.556836e+00
8.230953e-01,6.261148e-01,1.094174e+00
6.359202e-01,8.044057e-01,1.133387e+00
7.765431e-01,8.607632e-01,1.445063e+00
1.206871e+00,1.423596e-01,1.244291e+00
8.644784e-01,8.847911e-01,1.818136e+00
1.054315e+00,5.706217e-01,1.357720e+00
1.604248e+00,7.315343e-01,2.311062e+00
6.399051e-01,7.293859e-01,9.981268e-01
7.848326e-01,3.391673e-01,7.609738e-01
1.983345e+00,5.285642e-01,2.335262e+00
1.203319e+00,8.731071e-02,1.043559e+00
7.688301e-01,4.858513e-01,9.407002e-01
7.056241e-01,8.794470e-01,1.367867e+00
7.847945e-01,7.749706e-01,1.172592e+00
1.629234e+00,1.262418e-01,1.687445e+00
1.718149e+00,6.572531e-02,1.666197e+00
1.047444e+00,1.158012e-01,1.175751e+00
6.572970e-01,5.835283e-01,8.917016e-01
1.308508e+00,2.227856e-01,1.287970e+00
1.417334e+00,8.507063e-01,2.739219e+00
5.363096e-01,3.799694e-01,6.901619e-01
1.171839e+00,6.172864e-01,1.499016e+00
9.236559e-01,7.526814e-01,1.328366e+00
1.228760e+00,3.015417e-01,1.303398e+00
1.917667e+00,8.238352e-01,3.492104e+00
7.146080e-01,8.276283e-01,1.322521e+00
1.319206e+00,5.753679e-01,1.799989e+00
1.142385e+00,8.599793e-01,2.314694e+00
1.228279e+00,5.230474e-01,1.427878e+00
5.477883e-01,4.975390e-01,7.691840e-01
1.757192e+00,5.018697e-01,2.163127e+00
1.192494e+00,2.207048e-01,1.225503e+00
1.330236e+00,2.955096e-01,1.469821e+00
1.129479e+00,5.840409e-01,1.373746e+00
1.477075e+00,7.978872e-01,2.427310e+00
5.620759e-01,1.240880e-01,6.646010e-01
6.343346e-01,9.717397e-02,6.421477e-01
1.075348e+00,1.501660e-01,1.231787e+00
1.316354e+00,6.029472e-01,1.641207e+00
1.898068e+00,4.813880e-01,2.262071e+00
5.853282e-01,6.594385e-01,8.185637e-01
