t,v,t_prime
1.019642e+00,3.006461e-01,1.069104e+00
1.118928e+00,6.704999e-01,1.508173e+00
6.830811e-01,7.321440e-01,1.002835e+00
7.182505e-01,6.341273e-01,9.288980e-01
1.512836e+00,2.897514e-01,1.580642e+00
1.345680e+00,8.407112e-01,2.485171e+00
1.896538e+00,6.139439e-01,2.402658e+00
1.619917e+00,1.849424e-01,1.648353e+00
1.466838e+00,2.212762e-01,1.504123e+00
1.498934e+00,2.539946e-02,1.499418e+00
1.295886e+00,2.268218e-01,1.330566e+00
1.246396e+00,3.350401e-01,1.322852e+00
5.469388e-01,4.868266e-01,6.261473e-01
1.702306e+00,7.979116e-01,2.824118e+00
5.973137e-01,8.670563e-01,1.198919e+00
1.824109e+00,5.686449e-01,2.217538e+00
1.576621e+00,6.588641e-01,2.095841e+00
1.508858e+00,6.409217e-01,1.965666e+00
1.596945e+00,3.397598e-01,1.697953e+00
1.042088e+00,8.447080e-01,1.947000e+00
1.662469e+00,8.240906e-01,2.934850e+00
1.366086e+00,6.248356e-01,1.749696e+00
1.469579e+00,5.331242e-01,1.737015e+00
7.113052e-01,7.185023e-01,1.022689e+00
1.442663e+00,6.531078e-01,1.905096e+00
6.877974e-01,6.811521e-01,9.394317e-01
1.589913e+00,2.989053e-01,1.666082e+00
1.185518e+00,2.498942e-01,1.224363e+00
8.795385e-01,2.362726e-01,9.051667e-01
1.212654e+00,7.574805e-01,1.857455e+00
8.667319e-01,4.920085e-01,9.955679e-01
7.773252e-01,4.827742e-01,8.876161e-01
1.246277e+00,7.104469e-01,1.770906e+00
1.763400e+00,4.581143e-01,1.983816e+00
1.380050e+00,1.717116e-01,1.400857e+00
1.627589e+00,3.194954e-01,1.717613e+00
1.421890e+00,3.303440e-01,1.506462e+00
1.571669e+00,2.776789e-01,1.636006e+00
1.289133e+00,9.439020e-01,3.903795e+00
1.718492e+00,9.710842e-02,1.726652e+00
1.236079e+00,6.833718e-01,1.693096e+00
1.124379e+00,8.884658e-02,1.128843e+00
1.493573e+00,3.610937e-01,1.601636e+00
8.995901e-01,5.526034e-01,1.079364e+00
1.712120e+00,9.758368e-02,1.720331e+00
1.452770e+00,8.921427e-01,3.215847e+00
7.079094e-01,7.594473e-01,1.088139e+00
1.195917e+00,2.474332e-01,1.234298e+00
1.781763e+00,3.941154e-01,1.938678e+00
1.091771e+00,9.915192e-02,1.097178e+00
8.038361e-01,4.390927e-01,8.947002e-01
1.822536e+00,2.273301e-01,1.871537e+00
1.054544e+00,2.578105e-01,1.091440e+00
1.144141e+00,4.688609e-01,1.295343e+00
1.002819e+00,7.677332e-02,1.005788e+00
1.434308e+00,2.719827e-01,1.490497e+00
1.415616e+00,3.740201e-01,1.526402e+00
5.736372e-01,9.154680e-01,1.425573e+00
6.894196e-01,3.576320e-01,7.382452e-01
1.010098e+00,8.457928e-01,1.893301e+00
6.995541e-01,9.269591e-01,1.864670e+00
9.603945e-01,2.750293e-01,9.989168e-01
6.719921e-01,7.452668e-01,1.007837e+00
1.984475e+00,2.945264e-01,2.076585e+00
1.183805e+00,9.496681e-03,1.183858e+00
1.256850e+00,2.480042e-01,1.297381e+00
6.347347e-01,3.967664e-01,6.914926e-01
1.293281e+00,7.362374e-01,1.911093e+00
6.194732e-01,7.831587e-01,9.962230e-01
7.916875e-01,4.223603e-02,7.923945e-01
5.296203e-01,7.438675e-01,7.924567e-01
1.604999e+00,4.598104e-02,1.606698e+00
8.235876e-01,5.985349e-01,1.028075e+00
1.102731e+00,8.564664e-01,2.136236e+00
5.427371e-01,1.685671e-01,5.506163e-01
1.710418e+00,3.213367e-01,1.806210e+00
8.384550e-01,6.051729e-01,1.053211e+00
1.748122e+00,7.900314e-01,2.851440e+00
9.738616e-01,3.633028e-01,1.045285e+00
1.193137e+00,6.383706e-01,1.550074e+00
1.510592e+00,4.004802e-02,1.511804e+00
1.035925e+00,4.623584e-02,1.037034e+00
1.645073e+00,5.894262e-01,2.036429e+00
1.177044e+00,5.313091e-01,1.389370e+00
8.311631e-01,6.730917e-01,1.123863e+00
1.373545e+00,6.071237e-01,1.728583e+00
1.252128e+00,8.330548e-01,2.263467e+00
1.912028e+00,3.635750e-01,2.052491e+00
9.762948e-01,4.471908e-01,1.091517e+00
1.019497e+00,1.335480e-01,1.028712e+00
7.037419e-01,1.886770e-02,7.038672e-01
1.639854e+00,1.466214e-01,1.657770e+00
1.782879e+00,3.706505e-01,1.919608e+00
6.862805e-01,5.553860e-01,8.252603e-01
1.439023e+00,7.612247e-01,2.219043e+00
1.323627e+00,5.669137e-01,1.606778e+00
1.891114e+00,4.322869e-01,2.097192e+00
5.504776e-01,7.713186e-01,8.649198e-01
1.597814e+00,7.937522e-01,2.626940e+00
8.971882e-01,7.765731e-01,1.424047e+00
8.597864e-01,4.839512e-01,9.825063e-01
1.854491e+00,4.716118e-01,2.103059e+00
1.542302e+00,5.212609e-01,1.807249e+00
1.839552e+00,9.109634e-01,4.459658e+00
1.071836e+00,1.584721e-03,1.071837e+00
1.141038e+00,9.438700e-01,3.454369e+00
1.554706e+00,8.779060e-01,3.246865e+00
1.676850e+00,2.496388e-01,1.731676e+00
1.237819e+00,3.029950e-01,1.298877e+00
1.479194e+00,7.925904e-01,2.425885e+00
7.615632e-01,8.362989e-01,1.389020e+00
1.881926e+00,7.375113e-02,1.887065e+00
1.105740e+00,6.985160e-01,1.545205e+00
1.430224e+00,5.478162e-01,1.709570e+00
5.799441e-01,4.144298e-02,5.804428e-01
1.680024e+00,1.337357e-02,1.680174e+00
1.131573e+00,6.643588e-01,1.513984e+00
6.507074e-01,3.879157e-01,7.059901e-01
1.183599e+00,1.582160e-01,1.198697e+00
1.155170e+00,6.363495e-02,1.157516e+00
1.984622e+00,5.930387e-01,2.464836e+00
1.103317e+00,4.170132e-02,1.104278e+00
1.600109e+00,1.010425e-01,1.608340e+00
1.113260e+00,6.818603e-01,1.521923e+00
9.250670e-01,4.133786e-02,9.258584e-01
6.564073e-01,3.472941e-01,6.999764e-01
9.708932e-01,5.052338e-01,1.125044e+00
6.178473e-01,2.828155e-01,6.441449e-01
1.601570e+00,1.963463e-01,1.633364e+00
1.540049e+00,7.812359e-01,2.467094e+00
1.852249e+00,9.110926e-01,4.493548e+00
6.730220e-01,5.555350e-01,8.094138e-01
1.821569e+00,3.699249e-01,1.960655e+00
1.189463e+00,2.389382e-01,1.224943e+00
1.132618e+00,9.236421e-01,2.955250e+00
8.079585e-01,7.891094e-01,1.315352e+00
9.721666e-01,6.547838e-01,1.286247e+00
5.040930e-01,6.758972e-02,5.052484e-01
5.200291e-01,2.172925e-02,5.201519e-01
1.003890e+00,3.527425e-01,1.072852e+00
1.570447e+00,7.615478e-01,2.423123e+00
1.027279e+00,6.550882e-01,1.359639e+00
1.345174e+00,2.240008e-01,1.380247e+00
7.391405e-01,3.557881e-01,7.908912e-01
1.217883e+00,5.637123e-01,1.474486e+00
9.323164e-01,6.585920e-01,1.238958e+00
8.469387e-01,9.838823e-02,8.510680e-01
7.284681e-01,3.966180e-01,7.935523e-01
1.018011e+00,8.627699e-01,2.013484e+00
5.273363e-01,3.409627e-01,5.609502e-01
1.599882e+00,4.388686e-02,1.601425e+00
7.225938e-01,2.810204e-01,7.529357e-01
1.527241e+00,9.197041e-01,3.889949e+00
5.928705e-01,2.810825e-01,6.177770e-01
1.771996e+00,8.642097e-01,3.521931e+00
1.516410e+00,7.496210e-01,2.291109e+00
1.697415e+00,3.233717e-02,1.698303e+00
5.197282e-01,1.846917e-01,5.288258e-01
6.483948e-01,5.112558e-01,7.544488e-01
8.689778e-01,3.103685e-01,9.141204e-01
1.287580e+00,2.827258e-01,1.342347e+00
7.809446e-01,6.439719e-01,1.020777e+00
1.122029e+00,6.632931e-01,1.499318e+00
9.374893e-01,4.764576e-01,1.066301e+00
5.155628e-01,7.450663e-01,7.729689e-01
1.550480e+00,8.269190e-02,1.555808e+00
1.969631e+00,8.757155e-01,4.079368e+00
1.364020e+00,8.817201e-01,2.891264e+00
1.653003e+00,4.359935e-01,1.836772e+00
7.609268e-01,5.900520e-01,9.424815e-01
5.083328e-01,3.071800e-01,5.341586e-01
8.735400e-01,8.746017e-01,1.801700e+00
1.723331e+00,2.172559e-01,1.765501e+00
1.014116e+00,4.029517e-01,1.108056e+00
7.760497e-01,3.245195e-01,8.204534e-01
5.161386e-01,1.120348e-01,5.194086e-01
1.744914e+00,7.410268e-01,2.598626e+00
8.149375e-01,9.038211e-03,8.149708e-01
1.541116e+00,2.329361e-01,1.584709e+00
5.358790e-01,3.370267e-01,5.691788e-01
6.184447e-01,1.270817e-01,6.234999e-01
1.592074e+00,3.683334e-01,1.712471e+00
1.074203e+00,7.574748e-01,1.645370e+00
5.876748e-01,7.496535e-01,8.879536e-01
1.074649e+00,9.323527e-01,2.972338e+00
1.148674e+00,2.063873e-01,1.173949e+00
1.766570e+00,4.135828e-01,1.940291e+00
1.219349e+00,8.976951e-02,1.224292e+00
1.538555e+00,8.045242e-02,1.543559e+00
1.021499e+00,4.761539e-01,1.161636e+00
1.891010e+00,3.884727e-01,2.052188e+00
5.952909e-01,1.161832e-01,5.993498e-01
6.767474e-01,6.701265e-01,9.117551e-01
1.204066e+00,2.015393e-01,1.229290e+00
1.813701e+00,6.290207e-01,2.333069e+00
5.893052e-01,6.564825e-01,7.812183e-01
1.816311e+00,8.860131e-01,3.917334e+00
8.388413e-01,7.656090e-01,1.303954e+00
1.302226e+00,5.799766e-01,1.598543e+00
7.323010e-01,5.583516e-02,7.334452e-01
9.687013e-01,9.461576e-01,2.992531e+00
1.753423e+00,4.158550e-01,1.928044e+00
1.084348e+00,5.458387e-01,1.294141e+00
1.414982e+00,7.320272e-01,2.076960e+00
7.529194e-01,6.345956e-01,9.742187e-01
1.292214e+00,1.372831e-01,1.304566e+00
5.787446e-01,4.071908e-01,6.336552e-01
7.105980e-01,8.700998e-01,1.441739e+00
1.467488e+00,1.889143e-01,1.494396e+00
5.135278e-01,1.077594e-01,5.165356e-01
1.292031e+00,4.304500e-01,1.431431e+00
1.068481e+00,9.081702e-01,2.552504e+00
1.483556e+00,6.607604e-01,1.976501e+00
1.891413e+00,6.747386e-02,1.895734e+00
1.071665e+00,2.459346e-01,1.105623e+00
1.998505e+00,6.133643e-01,2.530393e+00
1.026959e+00,2.487726e-01,1.060292e+00
1.281268e+00,7.663655e-01,1.994487e+00
1.576647e+00,4.719747e-01,1.788369e+00
5.973431e-01,6.285881e-01,7.680515e-01
1.264286e+00,3.171003e-02,1.264922e+00
1.240834e+00,7.191625e-01,1.785778e+00
1.337688e+00,3.658450e-01,1.437330e+00
1.097122e+00,1.292056e-01,1.106396e+00
1.178309e+00,3.979183e-03,1.178319e+00
1.111720e+00,3.811584e-01,1.202497e+00
5.648625e-01,3.307356e-01,5.985467e-01
1.925294e+00,3.633960e-02,1.926567e+00
1.776794e+00,4.474438e-01,1.986772e+00
1.589987e+00,4.628870e-01,1.793723e+00
1.550411e+00,3.031558e-02,1.551123e+00
1.147550e+00,1.202888e-01,1.155943e+00
1.786454e+00,4.640239e-01,2.016717e+00
1.901303e+00,5.765133e-01,2.326926e+00
9.307469e-01,1.625147e-02,9.308698e-01
1.778101e+00,7.012607e-01,2.494164e+00
7.399113e-01,2.237849e-01,7.591648e-01
1.935596e+00,5.903891e-01,2.398154e+00
6.825681e-01,2.942835e-01,7.141939e-01
1.855083e+00,5.059828e-01,2.150712e+00
1.189223e+00,6.147668e-01,1.507809e+00
1.552868e+00,3.754400e-01,1.675432e+00
1.085362e+00,8.900284e-01,2.380676e+00
1.615944e+00,2.528546e-02,1.616461e+00
8.403641e-01,2.879781e-01,8.775393e-01
1.424084e+00,2.918208e-01,1.488891e+00
1.667876e+00,9.590561e-04,1.667876e+00
1.026139e+00,7.429388e-01,1.533017e+00
6.648211e-01,5.194186e-01,7.780054e-01
1.516134e+00,5.197307e-01,1.774647e+00
9.844056e-01,1.734382e-01,9.995541e-01
8.392975e-01,8.066303e-01,1.419996e+00
1.251874e+00,3.848158e-01,1.356320e+00
1.926226e+00,4.988011e-01,2.222441e+00
1.148421e+00,8.294130e-01,2.055759e+00
6.573443e-01,5.192533e-01,7.691652e-01
7.288046e-01,9.315759e-01,2.004706e+00
8.109183e-01,5.580047e-01,9.772010e-01
1.030825e+00,6.136842e-01,1.305583e+00
9.262657e-01,7.363650e-01,1.369032e+00
1.276710e+00,4.405640e-01,1.422168e+00
1.542732e+00,1.352888e-01,1.557047e+00
5.273608e-01,9.369412e-01,1.508957e+00
1.894555e+00,1.526467e-01,1.917021e+00
9.575222e-01,7.528483e-01,1.454772e+00
9.331682e-01,9.555398e-02,9.374578e-01
1.436022e+00,4.431616e-01,1.601914e+00
1.051570e+00,2.330870e-03,1.051573e+00
1.846657e+00,8.012908e-01,3.086635e+00
7.312284e-01,8.106151e-01,1.248726e+00
8.225612e-01,3.225426e-01,8.690052e-01
7.663576e-01,7.582930e-01,1.175550e+00
1.417597e+00,5.844303e-02,1.420024e+00
7.294117e-01,8.559295e-01,1.410602e+00
1.258172e+00,6.291793e-01,1.618727e+00
1.512889e+00,6.939885e-01,2.101276e+00
9.495346e-01,6.006379e-01,1.187629e+00
9.838307e-01,1.582633e-01,9.963883e-01
6.165405e-01,4.164644e-01,6.781490e-01
1.910261e+00,4.330383e-01,2.119273e+00
7.074259e-01,6.017059e-01,8.857020e-01
8.901180e-01,6.921291e-01,1.233237e+00
1.049608e+00,2.498168e-02,1.049936e+00
1.551464e+00,6.430200e-01,2.025808e+00
5.674055e-01,4.187479e-01,6.248254e-01
5.177050e-01,2.297449e-01,5.319338e-01
1.912238e+00,6.949152e-01,2.659240e+00
9.307652e-01,7.589335e-01,1.429378e+00
1.132387e+00,8.514102e-01,2.158982e+00
8.349615e-01,4.809480e-02,8.359289e-01
7.497881e-01,1.318600e-01,7.563927e-01
1.720945e+00,1.217203e-01,1.733837e+00
9.807976e-01,6.095845e-01,1.237254e+00
1.862927e+00,6.967825e-01,2.597201e+00
5.886052e-01,7.926085e-01,9.653525e-01
1.852072e+00,7.283919e-01,2.703120e+00
1.556889e+00,5.043916e-01,1.803050e+00
9.609707e-01,3.414712e-01,1.022426e+00
1.810036e+00,6.154024e-01,2.296379e+00
8.772657e-01,6.750632e-01,1.189094e+00
6.521067e-01,8.646367e-01,1.297989e+00
7.433263e-01,4.673838e-01,8.408150e-01
8.602042e-01,6.905658e-01,1.189327e+00
1.260916e+00,3.104630e-01,1.326462e+00
1.309031e+00,7.123937e-01,1.865300e+00
1.441324e+00,1.840341e-01,1.466370e+00
1.795553e+00,8.808370e-01,3.792730e+00
1.619166e+00,7.579483e-01,2.482185e+00
1.564976e+00,7.950255e-01,2.580017e+00
6.649040e-01,8.937842e-01,1.482515e+00
5.256676e-01,1.960176e-01,5.360671e-01
9.336780e-01,1.759711e-01,9.484787e-01
1.557430e+00,3.958990e-01,1.696004e+00
1.279411e+00,8.250429e-01,2.264163e+00
7.806014e-01,1.359059e-01,7.879119e-01
6.166163e-01,1.051642e-01,6.200546e-01
6.574910e-01,1.691776e-01,6.671070e-01
5.488460e-01,6.466477e-01,7.195255e-01
1.010825e+00,3.540013e-01,1.080814e+00
6.822825e-01,2.100125e-01,6.978454e-01
1.858743e+00,2.167038e-01,1.903986e+00
1.395817e+00,4.385616e-01,1.553149e+00
1.081792e+00,1.542104e-01,1.094889e+00
1.823231e+00,6.080971e-01,2.296657e+00
1.610016e+00,8.092070e-02,1.615313e+00
1.081950e+00,9.327581e-01,3.001224e+00
6.491081e-01,8.923513e-01,1.438175e+00
8.493286e-01,4.297766e-01,9.406307e-01
8.005493e-01,2.161874e-01,8.199394e-01
9.723093e-01,3.388107e-01,1.033432e+00
1.764527e+00,3.550111e-01,1.887473e+00
1.595907e+00,5.655301e-01,1.935071e+00
1.100735e+00,6.829970e-01,1.506987e+00
1.892128e+00,6.483985e-01,2.485387e+00
1.538147e+00,6.014311e-01,1.925272e+00
8.687884e-01,4.653097e-01,9.815178e-01
1.912053e+00,6.611687e-01,2.548597e+00
1.137206e+00,2.598490e-01,1.177659e+00
8.585673e-01,2.776723e-01,8.937117e-01
1.981803e+00,4.900838e-01,2.273557e+00
1.117073e+00,6.658670e-01,1.497276e+00
5.535714e-01,8.996171e-01,1.267683e+00
1.018662e+00,1.376371e-02,1.018758e+00
1.583670e+00,2.882507e-01,1.653868e+00
8.460355e-01,9.037750e-01,1.976682e+00
7.371327e-01,8.623398e-01,1.455835e+00
1.624639e+00,2.121005e-01,1.662463e+00
1.784483e+00,9.071012e-01,4.239557e+00
7.820912e-01,6.410289e-01,1.018989e+00
1.124881e+00,9.113072e-01,2.732102e+00
5.111975e-01,8.959643e-01,1.151019e+00
7.877693e-01,7.910821e-01,1.287815e+00
1.390144e+00,5.620083e-01,1.680681e+00
1.528962e+00,1.011227e-01,1.536840e+00
1.836535e+00,3.009954e-01,1.925845e+00
6.790492e-01,5.064743e-01,7.875271e-01
1.226158e+00,1.405772e-01,1.238456e+00
1.896993e+00,6.842843e-01,2.601418e+00
1.637149e+00,4.106535e-01,1.795530e+00
1.753977e+00,8.666979e-01,3.516157e+00
6.626422e-01,1.434499e-01,6.695671e-01
1.485557e+00,8.281579e-01,2.650438e+00
1.951108e+00,3.157211e-02,1.952082e+00
1.145402e+00,4.709843e-01,1.298434e+00
6.778626e-01,4.198306e-02,6.784608e-01
1.826535e+00,9.312902e-01,5.014121e+00
1.367760e+00,4.253126e-01,1.511260e+00
1.625904e+00,6.475494e-01,2.133667e+00
1.658204e+00,1.990935e-01,1.692078e+00
8.717294e-01,3.869208e-01,9.453608e-01
1.062847e+00,6.957896e-02,1.065429e+00
1.811106e+00,4.418852e-01,2.018910e+00
1.399446e+00,1.833902e-01,1.423590e+00
6.267862e-01,4.890713e-02,6.275372e-01
5.237490e-01,6.260309e-01,6.716469e-01
1.345670e+00,9.311893e-01,3.691460e+00
1.528625e+00,7.783170e-01,2.434614e+00
1.242206e+00,9.087889e-02,1.247368e+00
1.880981e+00,1.939046e-01,1.917372e+00
1.008013e+00,7.546454e-01,1.536294e+00
1.750920e+00,8.275401e-01,3.118810e+00
1.976085e+00,5.260433e-01,2.323555e+00
1.152867e+00,3.356980e-01,1.223890e+00
1.527886e+00,3.334479e-01,1.620638e+00
8.327104e-01,4.634346e-02,8.336061e-01
1.983565e+00,1.918885e-02,1.983930e+00
5.222635e-01,7.753499e-01,8.269788e-01
5.291275e-01,5.978750e-01,6.600980e-01
1.296094e+00,5.614515e-01,1.566258e+00
1.847253e+00,6.245238e-01,2.365223e+00
9.963813e-01,4.141590e-01,1.094678e+00
1.518706e+00,5.957205e-01,1.890839e+00
1.990162e+00,6.342279e-01,2.574108e+00
8.657257e-01,6.099500e-02,8.673406e-01
9.080867e-01,5.365035e-01,1.076062e+00
8.157732e-01,6.550301e-01,1.079632e+00
1.526965e+00,6.832870e-01,2.091303e+00
1.310303e+00,4.748153e-01,1.488836e+00
1.206968e+00,3.433361e-01,1.285085e+00
6.269297e-01,6.597259e-01,8.342308e-01
1.785945e+00,1.589566e-01,1.808945e+00
1.296094e+00,2.671988e-02,1.296557e+00
5.956682e-01,7.045855e-01,8.394197e-01
1.302982e+00,7.778526e-01,2.073337e+00
6.997180e-01,9.115193e-01,1.701412e+00
5.120631e-01,5.468620e-03,5.120708e-01
1.716194e+00,3.358370e-01,1.822016e+00
1.079066e+00,7.987364e-01,1.793419e+00
6.758379e-01,8.215609e-02,6.781303e-01
1.241031e+00,6.332731e-01,1.603547e+00
1.764275e+00,8.868889e-01,3.818919e+00
1.826569e+00,6.601825e-01,2.431841e+00
9.784100e-01,7.175965e-01,1.404835e+00
1.637299e+00,8.081697e-01,2.780032e+00
1.935943e+00,5.549327e-01,2.327148e+00
1.515040e+00,9.232052e-01,3.942260e+00
9.336122e-01,2.626093e-01,9.675718e-01
1.482662e+00,5.568989e-01,1.785092e+00
8.275426e-01,6.169451e-01,1.051507e+00
6.095960e-01,7.732168e-01,9.612929e-01
1.372785e+00,3.064645e-02,1.373430e+00
1.123032e+00,2.884309e-01,1.172879e+00
1.411817e+00,4.149550e-01,1.551717e+00
1.573339e+00,5.673226e-01,1.910562e+00
1.916422e+00,1.504860e-01,1.938497e+00
1.513298e+00,6.060169e-01,1.902439e+00
1.143707e+00,9.485824e-01,3.613261e+00
1.947265e+00,9.844406e-02,1.956770e+00
8.311345e-01,2.140537e-01,8.508557e-01
1.489282e+00,2.632398e-01,1.543729e+00
1.946374e+00,9.412225e-01,5.762131e+00
1.604811e+00,7.936476e-01,2.637853e+00
1.725187e+00,8.707525e-01,3.508463e+00
1.635248e+00,8.302783e-01,2.933975e+00
1.431812e+00,2.872147e-01,1.494793e+00
1.037254e+00,5.120805e-02,1.038617e+00
7.959153e-01,7.608532e-02,7.982291e-01
1.826000e+00,7.269889e-01,2.659291e+00
1.806997e+00,5.861667e-01,2.230335e+00
1.215889e+00,2.307804e-01,1.249621e+00
1.445128e+00,2.355894e-01,1.486983e+00
1.672720e+00,6.748397e-01,2.266668e+00
1.468306e+00,1.308277e-01,1.481036e+00
1.908107e+00,4.042008e-01,2.086115e+00
1.200779e+00,1.827948e-01,1.221358e+00
1.766955e+00,3.959583e-01,1.924225e+00
7.625014e-01,2.510010e-01,7.877188e-01
7.588275e-01,4.403985e-01,8.452055e-01
9.186059e-01,5.142098e-01,1.071055e+00
1.476797e+00,1.338774e-01,1.490212e+00
1.799257e+00,8.245198e-03,1.799318e+00
1.411551e+00,1.371799e-01,1.425023e+00
1.574805e+00,7.680953e-04,1.574806e+00
1.869988e+00,6.170919e-01,2.376426e+00
1.006881e+00,1.155952e-01,1.013676e+00
1.506580e+00,6.646321e-01,2.016380e+00
1.365246e+00,8.180543e-01,2.373758e+00
1.464289e+00,6.023696e-01,1.834449e+00
