x,F
-2.487534e-01,2.487534e-01
6.598554e-01,-6.598554e-01
-1.227750e-01,1.227750e-01
-6.553839e-01,6.553839e-01
-7.861180e-01,7.861180e-01
-1.518519e+00,1.518519e+00
1.979881e+00,-1.979881e+00
5.660170e-02,-5.660170e-02
1.226654e+00,-1.226654e+00
-1.202368e+00,1.202368e+00
7.104673e-01,-7.104673e-01
-1.996398e+00,1.996398e+00
-2.091756e-01,2.091756e-01
-4.924430e-01,4.924430e-01
-4.973740e-01,4.973740e-01
-6.274039e-01,6.274039e-01
1.438749e+00,-1.438749e+00
1.681677e+00,-1.681677e+00
1.610362e+00,-1.610362e+00
1.487770e+00,-1.487770e+00
-7.998498e-01,7.998498e-01
9.215589e-01,-9.215589e-01
5.175662e-01,-5.175662e-01
1.064548e+00,-1.064548e+00
1.060066e+00,-1.060066e+00
8.571876e-01,-8.571876e-01
1.502834e-01,-1.502834e-01
-1.661818e+00,1.661818e+00
1.540707e+00,-1.540707e+00
1.472797e+00,-1.472797e+00
7.010675e-01,-7.010675e-01
-1.868117e+00,1.868117e+00
-1.968336e+00,1.968336e+00
3.454936e-01,-3.454936e-01
-1.842736e+00,1.842736e+00
-5.378925e-01,5.378925e-01
-1.455324e-01,1.455324e-01
-1.477441e+00,1.477441e+00
1.161012e+00,-1.161012e+00
1.318207e+00,-1.318207e+00
-7.799818e-01,7.799818e-01
1.768405e+00,-1.768405e+00
1.529881e+00,-1.529881e+00
1.596984e+00,-1.596984e+00
1.821743e+00,-1.821743e+00
-1.576294e+00,1.576294e+00
1.765464e+00,-1.765464e+00
-1.496391e+00,1.496391e+00
-1.233606e+00,1.233606e+00
6.063115e-01,-6.063115e-01
-1.285872e+00,1.285872e+00
9.961708e-01,-9.961708e-01
1.811728e+00,-1.811728e+00
-1.996435e+00,1.996435e+00
-1.642052e+00,1.642052e+00
1.882990e-02,-1.882990e-02
-1.223875e+00,1.223875e+00
2.461964e-01,-2.461964e-01
1.039015e+00,-1.039015e+00
3.781269e-01,-3.781269e-01
9.120699e-01,-9.120699e-01
5.796373e-01,-5.796373e-01
8.748675e-01,-8.748675e-01
1.861628e-01,-1.861628e-01
-6.533988e-01,6.533988e-01
1.071394e+00,-1.071394e+00
-6.218865e-01,6.218865e-01
-4.940837e-01,4.940837e-01
-7.587848e-01,7.587848e-01
-6.018185e-01,6.018185e-01
1.157956e-01,-1.157956e-01
1.055983e+00,-1.055983e+00
9.884088e-01,-9.884088e-01
1.024496e-01,-1.024496e-01
-2.430304e-01,2.430304e-01
1.843796e+00,-1.843796e+00
1.921217e+00,-1.921217e+00
-7.823065e-01,7.823065e-01
-1.105630e+00,1.105630e+00
1.166414e+00,-1.166414e+00
1.696511e+00,-1.696511e+00
-6.499583e-02,6.499583e-02
-6.029907e-01,6.029907e-01
-4.200630e-01,4.200630e-01
1.744757e+00,-1.744757e+00
7.036359e-01,-7.036359e-01
-1.581943e+00,1.581943e+00
4.380267e-01,-4.380267e-01
9.903051e-01,-9.903051e-01
-1.786780e+00,1.786780e+00
-1.476897e+00,1.476897e+00
-9.162348e-02,9.162348e-02
-5.925710e-01,5.925710e-01
1.600923e+00,-1.600923e+00
-1.485533e+00,1.485533e+00
-1.700717e+00,1.700717e+00
1.400147e+00,-1.400147e+00
1.203215e+00,-1.203215e+00
-1.268256e+00,1.268256e+00
7.775523e-01,-7.775523e-01
1.117739e+00,-1.117739e+00
-1.690183e+00,1.690183e+00
-4.443084e-01,4.443084e-01
-1.916612e+00,1.916612e+00
-1.627147e+00,1.627147e+00
-1.632751e+00,1.632751e+00
-1.810083e+00,1.810083e+00
5.525256e-01,-5.525256e-01
-1.027912e+00,1.027912e+00
-1.581192e+00,1.581192e+00
-2.877330e-01,2.877330e-01
-3.098268e-01,3.098268e-01
1.054977e+00,-1.054977e+00
1.668787e+00,-1.668787e+00
4.979653e-01,-4.979653e-01
-9.086324e-01,9.086324e-01
-1.848580e+00,1.848580e+00
8.485358e-01,-8.485358e-01
-1.918707e-01,1.918707e-01
-7.238621e-01,7.238621e-01
5.045230e-01,-5.045230e-01
-3.483938e-01,3.483938e-01
1.911586e+00,-1.911586e+00
-1.118045e+00,1.118045e+00
7.638708e-02,-7.638708e-02
-1.817651e+00,1.817651e+00
-2.539657e-01,2.539657e-01
1.872686e+00,-1.872686e+00
2.003712e-01,-2.003712e-01
1.235541e+00,-1.235541e+00
-2.210247e-01,2.210247e-01
8.800111e-01,-8.800111e-01
1.036981e+00,-1.036981e+00
2.581289e-02,-2.581289e-02
1.858878e+00,-1.858878e+00
-8.554967e-01,8.554967e-01
9.704412e-01,-9.704412e-01
6.486301e-02,-6.486301e-02
-2.513104e-01,2.513104e-01
6.013465e-01,-6.013465e-01
1.547125e+00,-1.547125e+00
5.102041e-01,-5.102041e-01
1.879614e+00,-1.879614e+00
5.571349e-01,-5.571349e-01
-9.766558e-01,9.766558e-01
1.501837e+00,-1.501837e+00
4.794726e-01,-4.794726e-01
7.544030e-02,-7.544030e-02
1.809650e+00,-1.809650e+00
-9.896151e-02,9.896151e-02
-5.073396e-01,5.073396e-01
1.517261e-01,-1.517261e-01
-7.937261e-01,7.937261e-01
-1.291619e+00,1.291619e+00
1.256346e+00,-1.256346e+00
1.903498e+00,-1.903498e+00
-1.956140e+00,1.956140e+00
2.888208e-01,-2.888208e-01
1.506726e+00,-1.506726e+00
1.056213e+00,-1.056213e+00
-5.372113e-01,5.372113e-01
1.890712e+00,-1.890712e+00
-1.206634e+00,1.206634e+00
6.488349e-01,-6.488349e-01
1.161361e+00,-1.161361e+00
-1.315243e+00,1.315243e+00
-6.119603e-01,6.119603e-01
5.538779e-01,-5.538779e-01
-1.640829e+00,1.640829e+00
-1.971240e+00,1.971240e+00
9.105062e-01,-9.105062e-01
9.600089e-01,-9.600089e-01
-1.138045e+00,1.138045e+00
1.205306e+00,-1.205306e+00
-5.211994e-01,5.211994e-01
-1.052302e+00,1.052302e+00
-1.046794e+00,1.046794e+00
-5.563017e-02,5.563017e-02
1.383183e+00,-1.383183e+00
-6.444832e-01,6.444832e-01
-9.916503e-04,9.916503e-04
6.966684e-02,-6.966684e-02
1.787877e+00,-1.787877e+00
5.156382e-01,-5.156382e-01
1.923988e+00,-1.923988e+00
-3.633209e-01,3.633209e-01
1.478816e+00,-1.478816e+00
-2.336853e-01,2.336853e-01
1.334548e+00,-1.334548e+00
-1.716537e+00,1.716537e+00
-3.598833e-01,3.598833e-01
1.079729e+00,-1.079729e+00
-1.263115e+00,1.263115e+00
-6.360087e-01,6.360087e-01
-1.298282e+00,1.298282e+00
-1.618409e+00,1.618409e+00
-1.596440e-01,1.596440e-01
-1.808509e+00,1.808509e+00
-4.409397e-02,4.409397e-02
1.352273e+00,-1.352273e+00
-1.252033e+00,1.252033e+00
-7.318662e-01,7.318662e-01
-1.543746e+00,1.543746e+00
8.377011e-01,-8.377011e-01
4.998867e-01,-4.998867e-01
1.842798e+00,-1.842798e+00
1.008251e+00,-1.008251e+00
8.860252e-01,-8.860252e-01
-1.461383e+00,1.461383e+00
1.128690e+00,-1.128690e+00
-9.022649e-01,9.022649e-01
1.746481e+00,-1.746481e+00
1.988104e+00,-1.988104e+00
1.353732e+00,-1.353732e+00
1.696542e+00,-1.696542e+00
-1.607743e+00,1.607743e+00
-1.063603e+00,1.063603e+00
3.492629e-01,-3.492629e-01
1.849620e+00,-1.849620e+00
-4.468014e-01,4.468014e-01
2.454340e-03,-2.454340e-03
-1.580927e+00,1.580927e+00
1.882936e+00,-1.882936e+00
-9.621352e-01,9.621352e-01
-1.421272e+00,1.421272e+00
1.725006e+00,-1.725006e+00
-2.556419e-01,2.556419e-01
1.652401e+00,-1.652401e+00
8.384126e-01,-8.384126e-01
-6.994087e-01,6.994087e-01
-1.674806e+00,1.674806e+00
-2.778474e-01,2.778474e-01
-1.171599e+00,1.171599e+00
-1.546274e+00,1.546274e+00
-7.916325e-01,7.916325e-01
-1.532776e+00,1.532776e+00
1.744364e+00,-1.744364e+00
-9.788487e-01,9.788487e-01
-1.576122e+00,1.576122e+00
-1.643557e+00,1.643557e+00
-4.253357e-01,4.253357e-01
-3.316225e-01,3.316225e-01
1.859886e+00,-1.859886e+00
-1.913513e-01,1.913513e-01
1.070894e+00,-1.070894e+00
-1.711458e+00,1.711458e+00
1.869026e-01,-1.869026e-01
8.264236e-01,-8.264236e-01
5.247980e-03,-5.247980e-03
1.983607e+00,-1.983607e+00
1.372232e-01,-1.372232e-01
-4.634110e-01,4.634110e-01
9.851760e-01,-9.851760e-01
1.772268e+00,-1.772268e+00
-8.846186e-01,8.846186e-01
-1.471658e+00,1.471658e+00
1.273762e+00,-1.273762e+00
-1.865818e+00,1.865818e+00
-5.041510e-01,5.041510e-01
1.822231e+00,-1.822231e+00
1.748227e-01,-1.748227e-01
8.855643e-01,-8.855643e-01
-9.311353e-01,9.311353e-01
-2.481870e-01,2.481870e-01
5.235843e-02,-5.235843e-02
-1.617115e+00,1.617115e+00
1.734200e+00,-1.734200e+00
-1.551311e+00,1.551311e+00
1.142743e+00,-1.142743e+00
3.016733e-01,-3.016733e-01
2.281448e-01,-2.281448e-01
-5.770252e-01,5.770252e-01
6.072662e-01,-6.072662e-01
1.766274e-02,-1.766274e-02
2.515962e-01,-2.515962e-01
-1.705534e+00,1.705534e+00
2.210954e-01,-2.210954e-01
-1.545685e+00,1.545685e+00
1.213465e-01,-1.213465e-01
7.917573e-01,-7.917573e-01
-1.731583e+00,1.731583e+00
-1.306836e+00,1.306836e+00
-1.887765e+00,1.887765e+00
4.405468e-01,-4.405468e-01
8.195199e-01,-8.195199e-01
-2.670790e-01,2.670790e-01
1.404606e+00,-1.404606e+00
1.181814e+00,-1.181814e+00
-1.091350e+00,1.091350e+00
-1.496403e+00,1.496403e+00
-1.817244e+00,1.817244e+00
1.220769e+00,-1.220769e+00
1.112979e+00,-1.112979e+00
1.501254e+00,-1.501254e+00
-9.310138e-01,9.310138e-01
1.569094e+00,-1.569094e+00
-1.046483e+00,1.046483e+00
1.040972e+00,-1.040972e+00
-1.763560e-01,1.763560e-01
5.342824e-02,-5.342824e-02
1.169053e+00,-1.169053e+00
-1.109230e+00,1.109230e+00
-3.418134e-02,3.418134e-02
2.252479e-01,-2.252479e-01
9.307719e-01,-9.307719e-01
-8.143734e-01,8.143734e-01
3.928478e-01,-3.928478e-01
1.494865e+00,-1.494865e+00
4.858697e-01,-4.858697e-01
-1.269781e+00,1.269781e+00
-3.645077e-01,3.645077e-01
1.541237e+00,-1.541237e+00
1.685868e+00,-1.685868e+00
-1.880568e+00,1.880568e+00
-3.040685e-01,3.040685e-01
-1.219912e+00,1.219912e+00
-1.757165e+00,1.757165e+00
-1.633397e+00,1.633397e+00
7.044912e-01,-7.044912e-01
-9.885334e-01,9.885334e-01
5.099944e-01,-5.099944e-01
-8.856160e-02,8.856160e-02
6.166153e-01,-6.166153e-01
1.216478e-01,-1.216478e-01
3.610972e-01,-3.610972e-01
-7.006021e-03,7.006021e-03
2.899470e-01,-2.899470e-01
6.475152e-01,-6.475152e-01
4.971240e-01,-4.971240e-01
5.740125e-01,-5.740125e-01
-6.493584e-01,6.493584e-01
4.115757e-01,-4.115757e-01
-8.585985e-01,8.585985e-01
-1.426686e+00,1.426686e+00
1.057515e+00,-1.057515e+00
1.259220e+00,-1.259220e+00
1.298962e+00,-1.298962e+00
-3.412592e-01,3.412592e-01
9.665735e-01,-9.665735e-01
-1.178482e+00,1.178482e+00
-4.597690e-01,4.597690e-01
7.939602e-02,-7.939602e-02
7.498388e-02,-7.498388e-02
-6.085053e-01,6.085053e-01
1.401093e+00,-1.401093e+00
-1.261186e+00,1.261186e+00
-1.896523e-01,1.896523e-01
-1.211373e+00,1.211373e+00
3.305290e-01,-3.305290e-01
2.409305e-01,-2.409305e-01
-2.576054e-01,2.576054e-01
-9.678525e-01,9.678525e-01
-1.683523e+00,1.683523e+00
1.095390e+00,-1.095390e+00
-7.517743e-01,7.517743e-01
1.770645e+00,-1.770645e+00
-1.416386e+00,1.416386e+00
-1.630347e+00,1.630347e+00
1.328129e-01,-1.328129e-01
-1.416065e+00,1.416065e+00
-1.031701e+00,1.031701e+00
-1.305854e+00,1.305854e+00
-3.259612e-01,3.259612e-01
-1.295629e+00,1.295629e+00
-8.057798e-01,8.057798e-01
-3.483545e-01,3.483545e-01
-7.376101e-01,7.376101e-01
3.591027e-01,-3.591027e-01
-1.707616e+00,1.707616e+00
1.548665e+00,-1.548665e+00
-1.805094e+00,1.805094e+00
-9.493137e-01,9.493137e-01
4.022176e-02,-4.022176e-02
-1.806422e+00,1.806422e+00
-1.380415e+00,1.380415e+00
-7.533738e-01,7.533738e-01
1.080617e+00,-1.080617e+00
1.033613e+00,-1.033613e+00
-1.395074e+00,1.395074e+00
6.336648e-01,-6.336648e-01
-1.254294e+00,1.254294e+00
9.168906e-02,-9.168906e-02
3.981432e-01,-3.981432e-01
-8.852293e-02,8.852293e-02
1.101097e+00,-1.101097e+00
1.579571e+00,-1.579571e+00
-9.359431e-01,9.359431e-01
-1.239418e+00,1.239418e+00
7.376950e-01,-7.376950e-01
1.734152e+00,-1.734152e+00
1.713555e+00,-1.713555e+00
-3.782789e-01,3.782789e-01
1.911129e+00,-1.911129e+00
1.467942e-01,-1.467942e-01
8.591052e-01,-8.591052e-01
-1.396375e-01,1.396375e-01
9.445909e-01,-9.445909e-01
-1.875196e-01,1.875196e-01
-7.758179e-01,7.758179e-01
-9.777511e-01,9.777511e-01
8.081383e-01,-8.081383e-01
1.987977e+00,-1.987977e+00
1.769990e+00,-1.769990e+00
8.703879e-03,-8.703879e-03
-1.563654e+00,1.563654e+00
8.864910e-01,-8.864910e-01
1.934975e+00,-1.934975e+00
9.431758e-01,-9.431758e-01
9.856971e-03,-9.856971e-03
-1.830713e+00,1.830713e+00
-1.517656e-01,1.517656e-01
-1.335072e+00,1.335072e+00
1.638661e+00,-1.638661e+00
-1.156121e-01,1.156121e-01
1.549504e+00,-1.549504e+00
5.442339e-01,-5.442339e-01
1.254432e+00,-1.254432e+00
1.537723e+00,-1.537723e+00
-6.566604e-01,6.566604e-01
1.579412e+00,-1.579412e+00
-9.432097e-01,9.432097e-01
-1.794088e+00,1.794088e+00
1.948698e+00,-1.948698e+00
-1.911379e+00,1.911379e+00
1.055090e+00,-1.055090e+00
1.858243e+00,-1.858243e+00
-1.237461e+00,1.237461e+00
-7.294352e-01,7.294352e-01
-1.772160e+00,1.772160e+00
-1.574920e+00,1.574920e+00
-1.693164e+00,1.693164e+00
-8.168467e-01,8.168467e-01
-1.328392e+00,1.328392e+00
-1.816118e+00,1.816118e+00
-1.104612e+00,1.104612e+00
-1.929447e+00,1.929447e+00
1.980700e+00,-1.980700e+00
-1.900438e+00,1.900438e+00
-6.850385e-01,6.850385e-01
9.011282e-01,-9.011282e-01
1.021543e+00,-1.021543e+00
-1.290852e+00,1.290852e+00
-5.389426e-01,5.389426e-01
-1.357562e+00,1.357562e+00
3.361671e-01,-3.361671e-01
-1.071179e+00,1.071179e+00
-1.702995e+00,1.702995e+00
1.000598e+00,-1.000598e+00
7.026414e-01,-7.026414e-01
-1.672987e+00,1.672987e+00
-4.222764e-01,4.222764e-01
6.985613e-01,-6.985613e-01
7.945650e-01,-7.945650e-01
1.665863e+00,-1.665863e+00
-1.525144e+00,1.525144e+00
-1.675819e+00,1.675819e+00
-1.376010e+00,1.376010e+00
-1.304892e+00,1.304892e+00
9.997658e-01,-9.997658e-01
1.847335e+00,-1.847335e+00
-1.539695e+00,1.539695e+00
9.584998e-02,-9.584998e-02
1.038629e+00,-1.038629e+00
8.610112e-01,-8.610112e-01
-9.380092e-01,9.380092e-01
-1.166524e+00,1.166524e+00
-7.069488e-01,7.069488e-01
7.192669e-01,-7.192669e-01
6.708161e-01,-6.708161e-01
1.470066e+00,-1.470066e+00
-1.819966e+00,1.819966e+00
-1.419428e+00,1.419428e+00
-7.172944e-01,7.172944e-01
-1.442232e+00,1.442232e+00
-1.852608e+00,1.852608e+00
1.134625e+00,-1.134625e+00
-1.375560e+00,1.375560e+00
5.914348e-02,-5.914348e-02
2.343786e-02,-2.343786e-02
-1.786657e+00,1.786657e+00
3.174887e-01,-3.174887e-01
-1.659663e+00,1.659663e+00
-9.826615e-01,9.826615e-01
-1.031990e+00,1.031990e+00
1.312322e+00,-1.312322e+00
6.582411e-01,-6.582411e-01
-1.685315e+00,1.685315e+00
6.340257e-01,-6.340257e-01
1.481235e+00,-1.481235e+00
-1.033326e+00,1.033326e+00
-8.015956e-01,8.015956e-01
-1.918317e+00,1.918317e+00
1.856770e-01,-1.856770e-01
-5.163846e-01,5.163846e-01
-1.044196e+00,1.044196e+00
-1.701384e-01,1.701384e-01
1.595892e+00,-1.595892e+00
5.908890e-01,-5.908890e-01
1.146166e+00,-1.146166e+00
1.664986e+00,-1.664986e+00
-8.107496e-01,8.107496e-01
-1.292881e+00,1.292881e+00
6.487259e-01,-6.487259e-01
1.967416e+00,-1.967416e+00
9.894927e-01,-9.894927e-01
1.072892e+00,-1.072892e+00
2.911068e-01,-2.911068e-01
8.176536e-01,-8.176536e-01
-4.661746e-01,4.661746e-01
1.577941e+00,-1.577941e+00
1.225270e+00,-1.225270e+00
1.381617e+00,-1.381617e+00
1.072644e+00,-1.072644e+00
-5.378576e-01,5.378576e-01
-1.250629e+00,1.250629e+00
2.768846e-01,-2.768846e-01
-7.404579e-01,7.404579e-01
1.897613e+00,-1.897613e+00
-6.917520e-01,6.917520e-01
1.079234e+00,-1.079234e+00
1.837047e-01,-1.837047e-01
5.572254e-01,-5.572254e-01
8.929393e-02,-8.929393e-02
1.562131e+00,-1.562131e+00
1.626504e+00,-1.626504e+00
-1.121844e-01,1.121844e-01
1.737064e+00,-1.737064e+00
1.188007e+00,-1.188007e+00
1.079192e+00,-1.079192e+00
-1.242552e+00,1.242552e+00
-5.730978e-02,5.730978e-02
-4.459283e-01,4.459283e-01
7.703906e-01,-7.703906e-01
-1.625843e-01,1.625843e-01
5.350963e-01,-5.350963e-01
-1.537041e+00,1.537041e+00
-3.025912e-01,3.025912e-01
-8.315182e-01,8.315182e-01
6.229797e-01,-6.229797e-01
9.613558e-01,-9.613558e-01
-1.860580e+00,1.860580e+00
1.199918e+00,-1.199918e+00
1.475623e+00,-1.475623e+00
1.330860e+00,-1.330860e+00
-1.705961e+00,1.705961e+00
1.082692e-01,-1.082692e-01
1.110292e-01,-1.110292e-01
-1.846130e+00,1.846130e+00
2.961709e-02,-2.961709e-02
9.911887e-01,-9.911887e-01
2.278237e-01,-2.278237e-01
9.422855e-01,-9.422855e-01
-1.172919e+00,1.172919e+00
3.990771e-01,-3.990771e-01
8.854310e-01,-8.854310e-01
1.029052e+00,-1.029052e+00
-1.258818e+00,1.258818e+00
-1.177453e+00,1.177453e+00
1.045312e+00,-1.045312e+00
-1.561911e+00,1.561911e+00
4.225346e-01,-4.225346e-01
1.828213e+00,-1.828213e+00
-1.381944e+00,1.381944e+00
2.728705e-01,-2.728705e-01
3.302359e-01,-3.302359e-01
1.476778e+00,-1.476778e+00
1.154391e+00,-1.154391e+00
9.703078e-01,-9.703078e-01
9.639396e-01,-9.639396e-01
8.911862e-01,-8.911862e-01
7.164118e-01,-7.164118e-01
-1.397278e+00,1.397278e+00
4.931074e-01,-4.931074e-01
-1.932271e-01,1.932271e-01
6.388254e-01,-6.388254e-01
-6.471135e-01,6.471135e-01
-1.174726e+00,1.174726e+00
-8.946652e-01,8.946652e-01
9.015648e-01,-9.015648e-01
-1.833829e+00,1.833829e+00
1.373467e+00,-1.373467e+00
2.145953e-01,-2.145953e-01
-6.541812e-01,6.541812e-01
-1.334980e+00,1.334980e+00
1.602390e+00,-1.602390e+00
8.538231e-01,-8.538231e-01
-1.973047e-01,1.973047e-01
1.455318e+00,-1.455318e+00
8.624779e-01,-8.624779e-01
-1.914649e+00,1.914649e+00
-1.754813e+00,1.754813e+00
-1.212129e+00,1.212129e+00
1.816707e+00,-1.816707e+00
1.507379e-02,-1.507379e-02
2.836958e-01,-2.836958e-01
6.386268e-01,-6.386268e-01
-7.085731e-01,7.085731e-01
-2.142187e-01,2.142187e-01
-1.783348e-01,1.783348e-01
-1.374377e+00,1.374377e+00
-1.419294e+00,1.419294e+00
-4.438547e-01,4.438547e-01
1.581329e+00,-1.581329e+00
-1.664206e+00,1.664206e+00
-1.703624e+00,1.703624e+00
-1.870956e+00,1.870956e+00
2.289424e-01,-2.289424e-01
1.185774e-01,-1.185774e-01
-1.017377e+00,1.017377e+00
-1.084427e+00,1.084427e+00
-7.528575e-01,7.528575e-01
-1.362661e+00,1.362661e+00
-9.514143e-01,9.514143e-01
1.812776e-01,-1.812776e-01
1.222355e+00,-1.222355e+00
5.847660e-01,-5.847660e-01
-1.355804e+00,1.355804e+00
1.902575e+00,-1.902575e+00
1.030060e+00,-1.030060e+00
8.870201e-01,-8.870201e-01
1.682033e+00,-1.682033e+00
1.435880e-01,-1.435880e-01
-1.483812e-01,1.483812e-01
4.006461e-01,-4.006461e-01
-6.345856e-01,6.345856e-01
3.156762e-01,-3.156762e-01
1.562754e+00,-1.562754e+00
9.517416e-01,-9.517416e-01
-1.478249e+00,1.478249e+00
1.258101e-01,-1.258101e-01
-8.676619e-01,8.676619e-01
-1.519365e+00,1.519365e+00
4.440980e-02,-4.440980e-02
-6.901589e-01,6.901589e-01
1.611477e+00,-1.611477e+00
1.374237e+00,-1.374237e+00
-1.920974e-01,1.920974e-01
-2.411224e-01,2.411224e-01
-9.613188e-01,9.613188e-01
-1.535376e+00,1.535376e+00
2.838458e-02,-2.838458e-02
1.695668e+00,-1.695668e+00
-1.575506e+00,1.575506e+00
-1.465976e+00,1.465976e+00
3.175495e-01,-3.175495e-01
-1.720435e+00,1.720435e+00
1.599376e+00,-1.599376e+00
1.580858e+00,-1.580858e+00
9.916452e-01,-9.916452e-01
1.128581e+00,-1.128581e+00
-4.603990e-01,4.603990e-01
5.207177e-01,-5.207177e-01
-1.078396e+00,1.078396e+00
-1.841100e+00,1.841100e+00
2.843401e-01,-2.843401e-01
-1.330303e+00,1.330303e+00
-4.193903e-01,4.193903e-01
6.522189e-01,-6.522189e-01
1.671505e+00,-1.671505e+00
-1.465323e+00,1.465323e+00
-1.890563e-01,1.890563e-01
1.493158e+00,-1.493158e+00
1.741419e+00,-1.741419e+00
3.046103e-01,-3.046103e-01
-1.654035e+00,1.654035e+00
-5.206764e-02,5.206764e-02
8.342993e-01,-8.342993e-01
-1.918298e+00,1.918298e+00
1.275082e+00,-1.275082e+00
1.948506e+00,-1.948506e+00
1.890627e+00,-1.890627e+00
1.077799e+00,-1.077799e+00
8.414315e-01,-8.414315e-01
1.674472e+00,-1.674472e+00
1.976829e+00,-1.976829e+00
1.898671e+00,-1.898671e+00
-1.947231e+00,1.947231e+00
