t,v,t_prime
5.006625e-01,8.563644e-01,9.787573e-01
5.004864e-01,1.815152e-01,5.231465e-01
5.567326e-01,1.456433e-01,5.635431e-01
1.933817e+00,6.261008e-01,2.489211e+00
1.054925e+00,6.756774e-02,1.046169e+00
1.670850e+00,2.526003e-01,1.712944e+00
1.487762e+00,6.710354e-02,1.490236e+00
1.784159e+00,6.159860e-02,1.790287e+00
1.274019e+00,4.144612e-01,1.389276e+00
9.939140e-01,1.952972e-01,1.001721e+00
1.400111e+00,4.785972e-01,1.610026e+00
1.912796e+00,3.715144e-03,1.932274e+00
1.602394e+00,2.478749e-01,1.663886e+00
1.301631e+00,2.272313e-01,1.342445e+00
1.166782e+00,1.535065e-01,1.182735e+00
8.150535e-01,6.402808e-01,1.062203e+00
9.049248e-01,1.478443e-01,9.053570e-01
1.263929e+00,5.026043e-01,1.452085e+00
5.399031e-01,5.169651e-01,6.205168e-01
1.396057e+00,1.708366e-01,1.421267e+00
1.696686e+00,8.440975e-01,3.155386e+00
5.903695e-01,2.974157e-01,5.934532e-01
9.570944e-01,9.252407e-01,2.513513e+00
1.988184e+00,3.122692e-02,2.000050e+00
1.891057e+00,2.000980e-01,1.954102e+00
1.153535e+00,6.458767e-01,1.515216e+00
1.517751e+00,6.744072e-01,2.071452e+00
1.746937e+00,3.776870e-01,1.872894e+00
5.905469e-01,8.402226e-01,1.092439e+00
1.471912e+00,8.894467e-01,3.234917e+00
5.664458e-01,5.613641e-01,6.907680e-01
1.919046e+00,5.217263e-01,2.242199e+00
1.398133e+00,9.074591e-01,3.330125e+00
1.961046e+00,4.734346e-01,2.239779e+00
1.706718e+00,5.661085e-01,2.083595e+00
5.182798e-01,8.925821e-01,1.149885e+00
1.388229e+00,5.054909e-01,1.618099e+00
7.378361e-01,1.286993e-01,7.305996e-01
1.505604e+00,4.541735e-01,1.687891e+00
1.194099e+00,8.196745e-02,1.194933e+00
1.858546e+00,3.956669e-01,2.013758e+00
1.212688e+00,3.849390e-01,1.307314e+00
1.176690e+00,5.707880e-01,1.426816e+00
1.869341e+00,6.013470e-01,2.328901e+00
5.055612e-01,1.870622e-01,5.153812e-01
5.782789e-01,5.594699e-01,6.994502e-01
7.608330e-01,6.926253e-01,1.051640e+00
1.413049e+00,5.925851e-01,1.746403e+00
1.029654e+00,6.669322e-01,1.381213e+00
1.862161e+00,1.619626e-01,1.889759e+00
1.940368e+00,7.623439e-01,3.006597e+00
7.294285e-01,4.841473e-02,7.195006e-01
1.071349e+00,3.583420e-01,1.136337e+00
5.237624e-01,7.849600e-01,8.672991e-01
1.902484e+00,2.416780e-01,1.963827e+00
1.493563e+00,9.163658e-01,3.728027e+00
1.843476e+00,7.497064e-02,1.833746e+00
1.544990e+00,3.087358e-01,1.616807e+00
1.288683e+00,7.533568e-01,1.957535e+00
1.453571e+00,8.354748e-01,2.648192e+00
1.284825e+00,1.940416e-01,1.296123e+00
1.901707e+00,7.311478e-01,2.778921e+00
1.645400e+00,4.927644e-01,1.891707e+00
1.447498e+00,2.387701e-01,1.474647e+00
1.708812e+00,2.253211e-01,1.758572e+00
7.755870e-01,9.242380e-03,7.627446e-01
1.873548e+00,7.465238e-03,1.873412e+00
1.082055e+00,3.123868e-01,1.141968e+00
1.477841e+00,9.212254e-01,3.809596e+00
1.701023e+00,9.019304e-01,3.943592e+00
1.227046e+00,2.451550e-01,1.281685e+00
1.350519e+00,5.355690e-03,1.357851e+00
1.649407e+00,8.157277e-01,2.847018e+00
7.808710e-01,2.946967e-01,8.134690e-01
1.266987e+00,7.255627e-01,1.823160e+00
1.299772e+00,3.082340e-01,1.373424e+00
5.181694e-01,4.185997e-01,5.720106e-01
1.312362e+00,1.754241e-01,1.331934e+00
7.440294e-01,8.803272e-02,7.452118e-01
1.259394e+00,7.967394e-01,2.071214e+00
1.433339e+00,4.982923e-01,1.657653e+00
1.361378e+00,7.822164e-01,2.187315e+00
5.539215e-01,3.724334e-01,5.978894e-01
1.585236e+00,2.364516e-02,1.573897e+00
1.761167e+00,6.877772e-01,2.419619e+00
1.539517e+00,6.458685e-03,1.538186e+00
1.922425e+00,9.112080e-01,4.656482e+00
1.077259e+00,3.824346e-01,1.159620e+00
1.265337e+00,6.307994e-01,1.625783e+00
1.213891e+00,8.537133e-01,2.321419e+00
5.103141e-01,3.410487e-01,5.503605e-01
1.915882e+00,8.264111e-01,3.404732e+00
1.571833e+00,6.578300e-01,2.091417e+00
1.385941e+00,5.021291e-01,1.596387e+00
1.646165e+00,3.282578e-01,1.743967e+00
1.004520e+00,9.123549e-01,2.458901e+00
1.133007e+00,8.361274e-01,2.074473e+00
1.967913e+00,3.720101e-01,2.119187e+00
1.026052e+00,7.467687e-01,1.533042e+00
1.175816e+00,4.314866e-01,1.290300e+00
1.923518e+00,6.698950e-01,2.596318e+00
1.637919e+00,3.169562e-02,1.638462e+00
1.453795e+00,1.451448e-01,1.470676e+00
1.432256e+00,6.864634e-01,1.968662e+00
1.938157e+00,4.813623e-01,2.211003e+00
1.300047e+00,6.027098e-01,1.626298e+00
1.313159e+00,2.451324e-01,1.355267e+00
6.857380e-01,6.976918e-01,9.587304e-01
1.051038e+00,1.415192e-01,1.054476e+00
1.128446e+00,3.106650e-01,1.200348e+00
1.882330e+00,3.492625e-01,2.022871e+00
7.245978e-01,3.378353e-01,7.603130e-01
5.944126e-01,7.358228e-01,8.654640e-01
1.689518e+00,2.603425e-01,1.758441e+00
1.003871e+00,7.038785e-01,1.402084e+00
5.401491e-01,4.594832e-01,6.033300e-01
5.229707e-01,3.246526e-01,5.551340e-01
1.744199e+00,3.116684e-01,1.833040e+00
1.229074e+00,8.946978e-01,2.754295e+00
6.003115e-01,1.462851e-01,6.076629e-01
1.750258e+00,2.843043e-01,1.827357e+00
1.054522e+00,9.094263e-01,2.533388e+00
1.177577e+00,9.063098e-01,2.796752e+00
1.268764e+00,4.590270e-01,1.430646e+00
1.935996e+00,6.261398e-01,2.481612e+00
1.412228e+00,6.952284e-01,1.962777e+00
8.009560e-01,3.028290e-01,8.547736e-01
1.704359e+00,6.917123e-02,1.717463e+00
1.518737e+00,4.892863e-01,1.726162e+00
1.908828e+00,8.674924e-01,3.826643e+00
9.329094e-01,7.972763e-01,1.544627e+00
1.870168e+00,7.019509e-01,2.619354e+00
1.481983e+00,1.613938e-01,1.495780e+00
1.149625e+00,4.662085e-01,1.303863e+00
1.811091e+00,1.041990e-01,1.836490e+00
8.263352e-01,1.361696e-02,8.175191e-01
1.173251e+00,6.658430e-01,1.580007e+00
1.501444e+00,1.225258e-01,1.516591e+00
1.917218e+00,4.567544e-01,2.152331e+00
7.068496e-01,7.262466e-01,1.034648e+00
1.357136e+00,2.586818e-01,1.406470e+00
8.172150e-01,3.134287e-01,8.478601e-01
1.602781e+00,8.771034e-01,3.332866e+00
7.187841e-01,3.449395e-01,7.622951e-01
1.455790e+00,4.196486e-01,1.604414e+00
7.048765e-01,5.969896e-01,8.818370e-01
1.086537e+00,3.468818e-01,1.162405e+00
8.524093e-01,5.074476e-01,9.751447e-01
1.392241e+00,7.955115e-01,2.297364e+00
8.087158e-01,3.060293e-01,8.559292e-01
5.870603e-01,3.626801e-01,6.339965e-01
1.434552e+00,8.233990e-01,2.537059e+00
1.674533e+00,1.547809e-01,1.689961e+00
1.958204e+00,6.288464e-01,2.506279e+00
1.434342e+00,5.160593e-01,1.668940e+00
1.341225e+00,1.426583e-01,1.356518e+00
1.219517e+00,8.925453e-01,2.709330e+00
1.218110e+00,2.448697e-01,1.256751e+00
1.253828e+00,7.437871e-01,1.880047e+00
1.824143e+00,6.390389e-01,2.373808e+00
1.275673e+00,7.619672e-01,1.957567e+00
1.285245e+00,8.627682e-01,2.537008e+00
7.569275e-01,7.461992e-01,1.139887e+00
9.894837e-01,3.741474e-01,1.059270e+00
1.427971e+00,1.946168e-01,1.460572e+00
1.609576e+00,3.412286e-01,1.697981e+00
7.963619e-01,2.819304e-01,8.271626e-01
1.631448e+00,7.572475e-01,2.499033e+00
9.382874e-01,5.203909e-01,1.100598e+00
1.911855e+00,6.452380e-01,2.495899e+00
1.750606e+00,8.732157e-01,3.591003e+00
9.255427e-01,4.741017e-01,1.061581e+00
6.759771e-01,5.661725e-01,8.248567e-01
1.940403e+00,9.050800e-01,4.567604e+00
9.809798e-01,9.990083e-02,9.899719e-01
1.767464e+00,1.609115e-01,1.784567e+00
5.879510e-01,8.609416e-01,1.147939e+00
6.332484e-01,8.608639e-01,1.252756e+00
1.014659e+00,2.688182e-01,1.055918e+00
9.465718e-01,7.148018e-01,1.357062e+00
1.030857e+00,3.169237e-01,1.084223e+00
9.800513e-01,5.062432e-01,1.130616e+00
6.031451e-01,1.864105e-01,6.048828e-01
1.707976e+00,3.268389e-01,1.819360e+00
1.972714e+00,5.720416e-01,2.403513e+00
1.311077e+00,2.355984e-01,1.349139e+00
5.700526e-01,7.199902e-01,8.136828e-01
1.027043e+00,5.599811e-02,1.039336e+00
1.826128e+00,3.367777e-01,1.951276e+00
1.639062e+00,8.113257e-01,2.805687e+00
1.987805e+00,8.828812e-01,4.236028e+00
1.751562e+00,3.132759e-01,1.855778e+00
1.165157e+00,1.431868e-01,1.176054e+00
1.784696e+00,2.874774e-01,1.875717e+00
1.693092e+00,4.445848e-01,1.882019e+00
1.779441e+00,9.173842e-01,4.471305e+00
1.594983e+00,2.237301e-01,1.633810e+00
1.624251e+00,2.884937e-01,1.697487e+00
9.406580e-01,6.180612e-01,1.191806e+00
9.018016e-01,8.914419e-01,1.988947e+00
9.815877e-01,1.668197e-01,9.991084e-01
1.854290e+00,7.583586e-01,2.841807e+00
1.386755e+00,8.873833e-01,3.003403e+00
1.481987e+00,6.906812e-01,2.041948e+00
1.938458e+00,3.152733e-01,2.047505e+00
7.740878e-01,4.659961e-01,8.623497e-01
1.563950e+00,2.831725e-01,1.639451e+00
5.696709e-01,3.779146e-01,6.164888e-01
7.641736e-01,5.257662e-01,9.043969e-01
8.144074e-01,1.582771e-02,8.155326e-01
1.726116e+00,8.344719e-02,1.726085e+00
7.027674e-01,1.246213e-01,7.146736e-01
7.046052e-01,6.811280e-01,9.742964e-01
1.884883e+00,9.967632e-03,1.891604e+00
9.481340e-01,6.985020e-01,1.317450e+00
1.670141e+00,1.671550e-01,1.696501e+00
1.264046e+00,6.180792e-01,1.610518e+00
8.492254e-01,1.543535e-01,8.505146e-01
1.682282e+00,6.505778e-01,2.205996e+00
5.188239e-01,9.142281e-01,1.268486e+00
1.727648e+00,6.251924e-02,1.727999e+00
1.076269e+00,9.644846e-02,1.088907e+00
1.940242e+00,6.083123e-01,2.435643e+00
1.232453e+00,4.806266e-01,1.411775e+00
9.101360e-01,8.212571e-01,1.605121e+00
7.778284e-01,2.442885e-01,7.930983e-01
9.210296e-01,5.936716e-01,1.128824e+00
1.549267e+00,2.150401e-01,1.581868e+00
1.816520e+00,5.907848e-01,2.245408e+00
1.067755e+00,3.113396e-01,1.126653e+00
1.644955e+00,7.586178e-02,1.652117e+00
1.555757e+00,6.553793e-01,2.058446e+00
1.208725e+00,4.395119e-01,1.353075e+00
1.518523e+00,8.024145e-01,2.552614e+00
9.395780e-01,3.824446e-01,1.010653e+00
1.497197e+00,2.051862e-02,1.498649e+00
6.019660e-01,8.570697e-01,1.179803e+00
1.144837e+00,5.150496e-03,1.151425e+00
1.546862e+00,4.901995e-01,1.772286e+00
1.867156e+00,8.080981e-01,3.165744e+00
1.894738e+00,6.695786e-01,2.545774e+00
5.687561e-01,5.272296e-01,6.550384e-01
6.639728e-01,3.361316e-01,7.162885e-01
1.912126e+00,2.402097e-02,1.905674e+00
5.194953e-01,3.945895e-01,5.658055e-01
1.291377e+00,4.032963e-02,1.303713e+00
1.695711e+00,6.257535e-01,2.180175e+00
1.898216e+00,6.749299e-01,2.572880e+00
5.357574e-01,9.375900e-02,5.391189e-01
6.133305e-01,4.167776e-01,6.803246e-01
1.932523e+00,2.778171e-01,2.013517e+00
1.436540e+00,2.768711e-01,1.510342e+00
6.782753e-01,5.164390e-01,7.806428e-01
1.183874e+00,1.028006e-01,1.204444e+00
1.013629e+00,9.582450e-02,1.028044e+00
8.366543e-01,6.421692e-01,1.079515e+00
1.239961e+00,2.230096e-01,1.273441e+00
1.980269e+00,5.292065e-01,2.334454e+00
1.762099e+00,7.128200e-01,2.522158e+00
1.359792e+00,6.347106e-01,1.777964e+00
5.084871e-01,3.071772e-01,5.480172e-01
1.356989e+00,1.539910e-01,1.364547e+00
1.469871e+00,3.842118e-01,1.583868e+00
1.160969e+00,2.620986e-01,1.190556e+00
1.418683e+00,2.239080e-01,1.455898e+00
1.401821e+00,6.469817e-01,1.843190e+00
6.079735e-01,9.112271e-01,1.478318e+00
5.004833e-01,4.264661e-01,5.502289e-01
1.983028e+00,2.199984e-01,2.038721e+00
1.900356e+00,1.871395e-02,1.902264e+00
1.087668e+00,6.734926e-02,1.096821e+00
1.099393e+00,5.992582e-01,1.373713e+00
1.339270e+00,8.371449e-01,2.436441e+00
9.774456e-01,9.761368e-02,9.748688e-01
1.060155e+00,2.222341e-01,1.088021e+00
1.024084e+00,2.510802e-01,1.064522e+00
1.271135e+00,4.807749e-01,1.448140e+00
5.253457e-01,5.760235e-01,6.370791e-01
1.576375e+00,7.071982e-01,2.215787e+00
5.176240e-01,1.295637e-01,5.287049e-01
7.645063e-01,7.973844e-01,1.275480e+00
1.708255e+00,4.115443e-01,1.880621e+00
1.268039e+00,5.752240e-01,1.558512e+00
1.593600e+00,6.114340e-01,2.019149e+00
1.965055e+00,8.784243e-01,4.104642e+00
1.273537e+00,2.739114e-01,1.330653e+00
1.526834e+00,1.477662e-01,1.541157e+00
1.581544e+00,1.985744e-01,1.617341e+00
1.230073e+00,3.650635e-01,1.319447e+00
1.974655e+00,7.221946e-01,2.844101e+00
1.668940e+00,4.745226e-01,1.887287e+00
1.651731e+00,5.160736e-01,1.923017e+00
1.009026e+00,3.219777e-04,1.021395e+00
5.137947e-01,7.140414e-01,7.338900e-01
1.656421e+00,2.136015e-01,1.697389e+00
9.945662e-01,3.008746e-01,1.024648e+00
1.807498e+00,6.162003e-01,2.297393e+00
1.747592e+00,2.607304e-01,1.798119e+00
6.817104e-01,7.618881e-01,1.060385e+00
1.264306e+00,1.719548e-01,1.300422e+00
6.796099e-01,5.335418e-01,7.988392e-01
8.615405e-01,2.302472e-01,8.838470e-01
1.937101e+00,3.294849e-01,2.046933e+00
1.550776e+00,1.502356e-01,1.559176e+00
1.276959e+00,7.935352e-01,2.105910e+00
1.470585e+00,8.940300e-01,3.288746e+00
1.829887e+00,3.874513e-01,1.992596e+00
9.617733e-01,6.965513e-01,1.348570e+00
1.373001e+00,7.626955e-01,2.113583e+00
1.263518e+00,3.437310e-01,1.339092e+00
1.232537e+00,3.420937e-01,1.303026e+00
1.282910e+00,5.407018e-02,1.278664e+00
1.179141e+00,4.033826e-01,1.276618e+00
1.331823e+00,6.378813e-01,1.744903e+00
7.629581e-01,1.181682e-02,7.631223e-01
1.914362e+00,2.726772e-02,1.917966e+00
1.824358e+00,1.248110e-01,1.829962e+00
1.421050e+00,8.026546e-01,2.377464e+00
9.662700e-01,7.943998e-02,9.659852e-01
1.183401e+00,3.732494e-01,1.264277e+00
1.902139e+00,7.843147e-01,3.064978e+00
7.036528e-01,3.202589e-01,7.470920e-01
8.074480e-01,4.539581e-01,8.971626e-01
1.314555e+00,3.828553e-01,1.405805e+00
6.969485e-01,7.073559e-01,9.691959e-01
1.748571e+00,1.884203e-01,1.783035e+00
1.294145e+00,4.061951e-01,1.414881e+00
1.854780e+00,8.654565e-01,3.705766e+00
1.851022e+00,3.575817e-01,1.980558e+00
5.905953e-01,4.866693e-01,6.854436e-01
1.149904e+00,5.413062e-01,1.369198e+00
9.053247e-01,2.621188e-01,9.379538e-01
1.805097e+00,6.052372e-01,2.269574e+00
6.414641e-01,9.416473e-01,1.910465e+00
1.469711e+00,7.447716e-01,2.193242e+00
1.271553e+00,4.377679e-01,1.422611e+00
1.532857e+00,5.469451e-01,1.832913e+00
1.785526e+00,3.709195e-01,1.934093e+00
1.681641e+00,6.377767e-01,2.185543e+00
1.651055e+00,6.830178e-01,2.267061e+00
1.529282e+00,8.746301e-01,3.155263e+00
9.720904e-01,7.827271e-03,9.766362e-01
9.638211e-01,6.184532e-01,1.212226e+00
1.941591e+00,3.304959e-01,2.048539e+00
9.332063e-01,8.216191e-01,1.636994e+00
1.891448e+00,8.394206e-01,3.500857e+00
1.118906e+00,9.004355e-01,2.567935e+00
1.614814e+00,5.658370e-01,1.958508e+00
5.336987e-01,8.286792e-01,9.551192e-01
1.517228e+00,1.526463e-01,1.535185e+00
9.332817e-01,3.231126e-01,9.913895e-01
1.586793e+00,2.940032e-01,1.668697e+00
1.412400e+00,2.901262e-01,1.468350e+00
6.731544e-01,3.433414e-01,7.029084e-01
1.130872e+00,3.521331e-01,1.205078e+00
1.306979e+00,8.535396e-01,2.498922e+00
7.987611e-01,6.522394e-01,1.055988e+00
1.324764e+00,3.085544e-01,1.408175e+00
1.401387e+00,4.933479e-01,1.605157e+00
7.768697e-01,2.355694e-01,7.981014e-01
9.602378e-01,2.617626e-01,9.936257e-01
1.698702e+00,5.228558e-01,1.986890e+00
8.150803e-01,6.512939e-01,1.070395e+00
1.880470e+00,6.886848e-01,2.581887e+00
5.030891e-01,6.624053e-01,6.789365e-01
1.848135e+00,7.775500e-01,2.940381e+00
1.048577e+00,2.771927e-01,1.088010e+00
1.600872e+00,2.810790e-01,1.670394e+00
1.486824e+00,6.300212e-01,1.911318e+00
1.977895e+00,7.778952e-01,3.150311e+00
9.705869e-01,1.913147e-01,9.915111e-01
8.295271e-01,9.107236e-01,2.002277e+00
1.371024e+00,6.188687e-01,1.751898e+00
5.970574e-01,2.477294e-02,6.008571e-01
1.608390e+00,8.462474e-01,3.012266e+00
6.592687e-01,8.301392e-01,1.184505e+00
7.266196e-01,4.362263e-01,8.167774e-01
1.441759e+00,2.381912e-01,1.481811e+00
1.297872e+00,1.744357e-01,1.321434e+00
5.621803e-01,3.602846e-03,5.490068e-01
1.805603e+00,1.773011e-01,1.838085e+00
1.927603e+00,4.410801e-01,2.143810e+00
1.172031e+00,6.538087e-01,1.546635e+00
1.883381e+00,8.119410e-01,3.210364e+00
7.652831e-01,2.708627e-01,7.903998e-01
7.782090e-01,7.668673e-01,1.216679e+00
1.396810e+00,3.716058e-01,1.495261e+00
1.337259e+00,3.533793e-01,1.423229e+00
1.286726e+00,6.475144e-01,1.686802e+00
6.774394e-01,7.060028e-01,9.532872e-01
5.198763e-01,8.535305e-01,9.873072e-01
9.067569e-01,3.598775e-01,9.549284e-01
1.577485e+00,8.406891e-01,2.911586e+00
1.940969e+00,6.149297e-01,2.457339e+00
1.006701e+00,3.234336e-01,1.073519e+00
6.965314e-01,3.715263e-01,7.557070e-01
1.162281e+00,4.318326e-01,1.289441e+00
1.018587e+00,6.134365e-01,1.295055e+00
1.603571e+00,4.599882e-02,1.601801e+00
1.887737e+00,5.501487e-01,2.264910e+00
1.675025e+00,3.473689e-01,1.804447e+00
1.490633e+00,2.897169e-01,1.557405e+00
1.643311e+00,5.392465e-01,1.943672e+00
1.825136e+00,1.278899e-01,1.837452e+00
6.852495e-01,9.087809e-01,1.653782e+00
1.095200e+00,9.253816e-01,2.900771e+00
1.579928e+00,1.707073e-01,1.590049e+00
7.615170e-01,4.433499e-01,8.563528e-01
5.060718e-01,7.799830e-01,8.096648e-01
8.544394e-01,9.311397e-01,2.350434e+00
1.172960e+00,5.111153e-01,1.352987e+00
1.451453e+00,1.574994e-01,1.482681e+00
1.161413e+00,9.094285e-01,2.807147e+00
9.567078e-01,1.037034e-01,9.596884e-01
1.461555e+00,4.006623e-01,1.582905e+00
1.795221e+00,3.421476e-01,1.914022e+00
1.584119e+00,6.574556e-01,2.112048e+00
1.526380e+00,6.471214e-01,2.000863e+00
1.596212e+00,7.579231e-01,2.445320e+00
1.186827e+00,4.248134e-01,1.303156e+00
1.668603e+00,7.890142e-01,2.715183e+00
1.251377e+00,7.417568e-01,1.862828e+00
6.825741e-01,6.721256e-01,9.112966e-01
5.152572e-01,7.996278e-01,8.573200e-01
1.519477e+00,5.133654e-01,1.772431e+00
1.521420e+00,5.133439e-01,1.777274e+00
1.454498e+00,1.138049e-01,1.458855e+00
1.154175e+00,6.096470e-01,1.444359e+00
7.988499e-01,8.681953e-01,1.601007e+00
1.763234e+00,4.772686e-02,1.767701e+00
8.661015e-01,8.005563e-01,1.439122e+00
1.298133e+00,3.635714e-01,1.399583e+00
1.473336e+00,6.598776e-01,1.951183e+00
1.162409e+00,3.475339e-01,1.233732e+00
1.139284e+00,5.402163e-01,1.348559e+00
8.896738e-01,2.054890e-01,9.153779e-01
9.370417e-01,2.727701e-01,9.783490e-01
1.595404e+00,8.574410e-01,3.077950e+00
1.717836e+00,2.058527e-01,1.743889e+00
1.181073e+00,4.425348e-01,1.312680e+00
8.049636e-01,8.611810e-01,1.588887e+00
9.685740e-01,2.407960e-02,9.624896e-01
1.882992e+00,2.175385e-01,1.931859e+00
1.241185e+00,6.589009e-01,1.628952e+00
9.649945e-01,6.118781e-01,1.209883e+00
9.779841e-01,8.562879e-01,1.900512e+00
1.567352e+00,2.704749e-01,1.620389e+00
1.754540e+00,4.276056e-01,1.953678e+00
7.800881e-01,8.994484e-01,1.785963e+00
1.834115e+00,5.796131e-01,2.251899e+00
6.031985e-01,2.456974e-01,6.277564e-01
1.428695e+00,2.041992e-01,1.451113e+00
1.244078e+00,2.205994e-01,1.283838e+00
1.565460e+00,3.238770e-01,1.655955e+00
1.099976e+00,8.609016e-01,2.148803e+00
5.571619e-01,6.270500e-01,7.164955e-01
8.858522e-01,8.414584e-01,1.637318e+00
1.766803e+00,7.510438e-01,2.677124e+00
6.506989e-01,7.974473e-01,1.076651e+00
1.591151e+00,1.443646e-01,1.593741e+00
1.807345e+00,1.014879e-02,1.804474e+00
9.528887e-01,5.764182e-02,9.695677e-01
1.257000e+00,7.317813e-01,1.836886e+00
5.200284e-01,5.759463e-02,5.149046e-01
8.315587e-01,5.636352e-01,1.001159e+00
1.895916e+00,3.054011e-01,1.980795e+00
6.114500e-01,5.742537e-01,7.527890e-01
9.804009e-01,4.040727e-01,1.076185e+00
1.626041e+00,1.710122e-01,1.646474e+00
9.258907e-01,6.443262e-01,1.197978e+00
1.906603e+00,9.072252e-01,4.532761e+00
1.263259e+00,7.658018e-01,1.967061e+00
1.322538e+00,8.374091e-01,2.419195e+00
1.619921e+00,2.149660e-01,1.641041e+00
1.496582e+00,6.711023e-01,2.032800e+00
1.762584e+00,3.727528e-01,1.914459e+00
8.141130e-01,4.043717e-01,8.939945e-01
6.179188e-01,4.889910e-01,7.171050e-01
7.461275e-01,6.690656e-01,1.007674e+00
6.876850e-01,3.281863e-01,7.298538e-01
1.033722e+00,5.865795e-01,1.270903e+00
8.475922e-01,3.830381e-01,9.224151e-01
1.543657e+00,4.472044e-01,1.718005e+00
1.606930e+00,2.132571e-01,1.640017e+00
1.834403e+00,8.444568e-01,3.422734e+00
6.544328e-01,4.001056e-01,7.165621e-01
9.279843e-01,6.869619e-01,1.284720e+00
1.400697e+00,5.147676e-01,1.633743e+00
1.419709e+00,5.913953e-02,1.429630e+00
5.087375e-01,6.899368e-01,6.956988e-01
9.216315e-01,4.645346e-02,9.175463e-01
5.678479e-01,4.619374e-01,6.343704e-01
1.235444e+00,6.560245e-01,1.641835e+00
1.620822e+00,8.862994e-01,3.504567e+00
8.230953e-01,6.261148e-01,1.068391e+00
6.359202e-01,8.044057e-01,1.076178e+00
7.765431e-01,8.607632e-01,1.511847e+00
1.206871e+00,1.423596e-01,1.249433e+00
8.644784e-01,8.847911e-01,1.850488e+00
1.054315e+00,5.706217e-01,1.291446e+00
1.604248e+00,7.315343e-01,2.342368e+00
6.399051e-01,7.293859e-01,9.367034e-01
7.848326e-01,3.391673e-01,8.322571e-01
1.983345e+00,5.285642e-01,2.343632e+00
1.203319e+00,8.731071e-02,1.201551e+00
7.688301e-01,4.858513e-01,8.837878e-01
7.056241e-01,8.794470e-01,1.478219e+00
7.847945e-01,7.749706e-01,1.252620e+00
1.629234e+00,1.262418e-01,1.640891e+00
1.718149e+00,6.572531e-02,1.719705e+00
1.047444e+00,1.158012e-01,1.043605e+00
6.572970e-01,5.835283e-01,8.076553e-01
1.308508e+00,2.227856e-01,1.354040e+00
1.417334e+00,8.507063e-01,2.701199e+00
5.363096e-01,3.799694e-01,5.923676e-01
1.171839e+00,6.172864e-01,1.472260e+00
9.236559e-01,7.526814e-01,1.409394e+00
1.228760e+00,3.015417e-01,1.285922e+00
1.917667e+00,8.238352e-01,3.383131e+00
7.146080e-01,8.276283e-01,1.260451e+00
1.319206e+00,5.753679e-01,1.601143e+00
1.142385e+00,8.599793e-01,2.236765e+00
1.228279e+00,5.230474e-01,1.437525e+00
5.477883e-01,4.975390e-01,6.210335e-01
1.757192e+00,5.018697e-01,2.026964e+00
1.192494e+00,2.207048e-01,1.226860e+00
1.330236e+00,2.955096e-01,1.389514e+00
1.129479e+00,5.840409e-01,1.400079e+00
1.477075e+00,7.978872e-01,2.449604e+00
5.620759e-01,1.240880e-01,5.617407e-01
6.343346e-01,9.717397e-02,6.397732e-01
1.075348e+00,1.501660e-01,1.087182e+00
1.316354e+00,6.029472e-01,1.641595e+00
1.898068e+00,4.813880e-01,2.166327e+00
5.853282e-01,6.594385e-01,7.776214e-01
