v0,theta,R
7.381367e-01,1.359504e+00,2.579089e-01
2.829209e+00,1.172233e+00,5.714168e+00
2.560352e+00,1.392097e+00,2.300751e+00
1.705650e+00,1.360217e+00,1.165739e+00
1.646361e+00,1.194923e+00,1.843831e+00
2.245392e+00,3.326831e-01,3.116975e+00
2.724142e+00,7.916255e-01,7.440106e+00
1.779933e+00,1.462125e+00,6.976410e-01
2.330634e+00,7.052783e-01,5.384121e+00
5.443451e-01,3.316731e-01,1.808493e-01
2.634793e+00,1.596163e-01,2.177826e+00
1.431854e+00,1.154204e+00,1.545416e+00
2.523900e+00,1.463493e+00,1.363429e+00
5.925897e-01,2.066949e-01,1.694706e-01
1.754812e+00,1.756596e-01,1.042026e+00
2.350163e+00,5.382507e-01,4.854758e+00
2.687545e+00,1.299932e-01,1.835858e+00
2.637630e+00,4.581732e-01,5.517160e+00
1.601671e+00,3.179233e-01,1.515691e+00
1.104259e+00,1.353753e-01,3.462117e-01
2.410447e+00,4.665622e-01,4.654309e+00
2.664343e+00,6.498068e-01,6.842906e+00
1.354029e+00,1.460930e+00,3.846497e-01
1.403107e+00,1.221328e+00,1.247387e+00
2.185801e+00,1.338832e+00,2.181514e+00
1.650067e+00,1.072634e+00,2.305037e+00
2.795793e+00,3.839827e-01,5.426251e+00
7.800539e-01,1.045053e+00,5.091364e-01
8.328532e-01,2.549679e-01,3.391012e-01
1.148636e+00,1.130571e+00,1.003552e+00
2.345923e+00,1.463407e+00,1.162652e+00
6.604259e-01,6.219282e-01,3.867778e-01
2.126443e+00,6.457018e-01,4.368271e+00
1.239370e+00,1.323620e+00,6.972138e-01
9.200798e-01,1.072940e+00,6.942402e-01
2.783264e+00,9.491520e-01,7.329654e+00
2.200790e+00,3.155154e-01,2.826682e+00
6.807854e-01,2.401397e-01,2.081131e-01
1.529943e+00,5.508428e-01,2.083233e+00
1.329991e+00,3.492692e-01,1.161506e+00
8.199215e-01,1.923453e-01,2.386403e-01
2.029244e+00,5.363312e-01,3.613187e+00
1.020095e+00,9.722445e-01,9.930604e-01
2.149980e+00,4.996533e-01,3.893319e+00
2.968612e+00,7.015769e-01,8.744964e+00
7.016698e-01,8.016060e-01,4.883728e-01
1.943553e+00,1.175667e+00,2.699984e+00
1.279327e+00,3.785578e-01,1.127310e+00
5.934035e-01,1.469171e-01,8.921199e-02
2.747513e+00,8.983830e-01,7.338485e+00
1.282984e+00,5.136582e-01,1.401075e+00
2.711350e+00,7.409185e-01,7.347680e+00
1.222569e+00,1.389709e+00,5.181524e-01
2.970393e+00,9.598783e-01,8.268244e+00
1.191619e+00,1.382035e+00,5.177250e-01
1.495979e+00,4.847302e-01,1.830932e+00
1.351641e+00,1.171801e+00,1.340164e+00
2.981752e+00,8.790823e-01,8.712116e+00
8.885685e-01,3.942622e-01,5.680765e-01
9.269242e-01,5.680814e-01,7.921984e-01
2.400803e+00,1.042712e+00,4.992469e+00
1.310988e+00,7.809842e-01,1.701091e+00
2.260986e+00,6.071115e-01,4.780089e+00
2.266167e+00,1.385636e+00,1.878213e+00
2.731875e+00,2.123938e-01,3.042156e+00
1.819158e+00,9.926126e-01,3.016286e+00
2.997945e+00,3.316460e-01,5.543139e+00
2.377250e+00,6.123765e-01,5.305717e+00
2.223641e+00,5.356433e-01,4.324051e+00
2.542690e+00,1.123012e+00,5.045235e+00
2.437552e+00,4.291798e-01,4.487744e+00
9.315592e-01,5.246845e-01,7.939711e-01
1.568968e+00,1.434836e+00,6.759904e-01
6.469034e-01,2.164774e-01,2.161336e-01
2.802399e+00,1.173180e+00,5.597184e+00
2.381053e+00,7.474250e-01,5.640226e+00
2.934229e+00,8.402356e-01,8.577736e+00
1.041444e+00,5.112033e-01,9.462197e-01
2.053747e+00,1.037659e+00,3.670719e+00
2.495683e+00,1.223308e+00,4.003247e+00
2.532403e+00,7.567562e-01,6.411913e+00
7.368494e-01,6.103133e-01,5.044222e-01
2.363105e+00,9.282200e-01,5.364299e+00
6.199630e-01,9.467710e-01,3.676600e-01
2.638917e+00,4.057594e-01,5.077608e+00
1.404053e+00,1.273056e+00,1.138833e+00
2.700237e+00,1.170001e+00,5.240070e+00
8.154086e-01,5.514045e-01,5.842054e-01
1.371318e+00,1.358483e+00,7.824832e-01
2.899373e+00,3.407568e-01,5.280908e+00
5.031098e-01,7.912589e-01,2.540072e-01
2.680880e+00,1.522105e-01,2.148533e+00
1.677608e+00,1.245031e+00,1.724150e+00
2.650058e+00,1.459317e+00,1.529689e+00
1.705975e+00,1.444628e+00,7.510035e-01
1.438813e+00,3.258670e-01,1.276552e+00
1.948381e+00,2.726109e-01,1.999325e+00
1.399196e+00,1.090095e+00,1.612863e+00
2.829719e+00,7.236406e-01,7.956260e+00
7.965951e-01,7.031978e-01,6.374436e-01
1.966975e+00,8.947745e-01,3.796866e+00
1.366503e+00,5.943249e-01,1.747562e+00
5.302020e-01,1.371654e+00,8.434460e-02
2.674352e+00,6.489616e-01,6.891073e+00
1.808057e+00,5.956773e-01,3.024971e+00
1.900524e+00,1.620459e-01,1.164379e+00
1.825939e+00,4.506567e-01,2.581344e+00
1.639917e+00,6.130541e-01,2.574516e+00
1.727617e+00,1.075590e+00,2.450460e+00
1.835431e+00,4.211284e-01,2.541826e+00
2.373003e+00,2.222316e-01,2.444216e+00
9.743527e-01,8.280606e-01,9.609527e-01
1.856715e+00,1.022627e+00,3.082100e+00
1.308386e+00,1.298998e+00,9.081810e-01
2.939637e+00,9.390112e-01,8.233598e+00
6.292332e-01,1.303426e-01,9.599127e-02
1.631818e+00,7.695957e-01,2.666392e+00
1.499414e+00,4.365145e-01,1.712441e+00
9.960879e-01,1.134532e+00,8.157850e-01
1.664967e+00,2.359390e-01,1.233855e+00
2.891829e+00,1.342568e+00,3.679555e+00
5.440121e-01,7.279285e-01,2.975241e-01
7.559761e-01,7.942041e-01,5.912239e-01
1.270256e+00,5.991709e-01,1.496603e+00
6.237259e-01,8.746545e-01,3.601019e-01
2.048350e+00,9.744205e-01,3.923790e+00
2.398599e+00,1.360411e+00,2.351344e+00
1.506657e+00,1.113729e+00,1.815526e+00
2.173630e+00,5.279424e-01,4.083193e+00
2.735111e+00,1.034583e+00,6.596649e+00
5.050871e-01,1.112968e+00,2.131167e-01
2.672972e+00,2.530754e-01,3.483118e+00
2.805954e+00,2.860951e-01,4.263030e+00
8.675162e-01,3.155417e-01,4.279592e-01
2.913372e+00,9.388460e-01,8.109543e+00
2.063923e+00,9.580391e-01,3.986127e+00
1.650012e+00,1.418083e+00,8.392306e-01
1.241938e+00,1.625198e-01,5.280244e-01
6.220282e-01,7.067736e-01,3.933218e-01
9.546241e-01,4.560472e-01,7.457268e-01
6.965888e-01,7.490545e-01,5.324081e-01
1.687243e+00,3.468343e-01,1.818541e+00
7.429388e-01,4.076546e-01,3.873025e-01
2.809779e+00,1.143265e+00,5.967963e+00
2.731193e+00,2.296750e-01,3.309466e+00
5.201902e-01,9.963905e-01,2.081643e-01
1.057772e+00,4.494127e-01,8.616559e-01
1.233844e+00,1.137958e+00,1.165182e+00
1.517299e+00,7.757483e-01,2.280569e+00
1.456098e+00,9.783380e-01,1.972497e+00
1.950887e+00,1.221414e+00,2.449955e+00
1.101158e+00,8.468151e-01,1.207891e+00
1.655502e+00,9.772490e-01,2.495727e+00
2.519503e+00,2.477864e-01,3.024351e+00
1.177751e+00,1.052224e+00,1.196829e+00
7.321523e-01,7.880374e-01,5.228686e-01
2.980306e+00,3.529210e-01,5.765459e+00
5.271241e-01,5.366250e-01,2.272016e-01
9.537783e-01,3.251834e-01,5.614328e-01
1.899835e+00,2.581942e-01,1.811669e+00
1.585068e+00,1.060756e+00,2.094826e+00
1.257117e+00,9.048887e-01,1.557698e+00
2.374018e+00,1.172328e+00,4.037826e+00
9.826397e-01,2.167501e-01,3.932433e-01
2.278755e+00,1.036943e+00,4.574415e+00
1.384620e+00,4.051233e-01,1.404429e+00
1.354359e+00,1.433579e+00,5.113054e-01
1.949015e+00,1.266372e+00,2.199399e+00
1.999440e+00,5.021741e-01,3.375407e+00
1.191316e+00,4.250604e-01,1.031456e+00
1.925016e+00,2.512572e-01,1.812848e+00
2.110180e+00,8.465698e-01,4.390126e+00
5.461675e-01,1.121587e+00,2.386787e-01
1.351610e+00,1.223972e+00,1.166068e+00
2.340360e+00,1.039888e-01,1.098891e+00
8.437550e-01,2.833153e-01,3.488505e-01
1.748133e+00,3.729249e-01,2.103556e+00
1.737910e+00,1.404598e+00,9.925652e-01
1.267556e+00,4.992470e-01,1.318059e+00
1.674195e+00,2.299619e-01,1.259205e+00
1.929062e+00,8.037049e-01,3.712836e+00
2.211750e+00,8.781147e-01,4.782777e+00
1.547841e+00,6.826378e-01,2.371053e+00
1.353968e+00,1.096952e+00,1.508010e+00
2.578803e+00,1.014966e+00,5.969466e+00
2.282750e+00,8.759406e-01,5.102889e+00
8.974072e-01,9.174354e-01,7.780415e-01
2.541793e+00,8.053675e-01,6.460665e+00
1.725662e+00,8.904833e-01,2.878262e+00
1.325360e+00,9.780334e-01,1.632287e+00
2.680505e+00,8.270613e-01,7.185834e+00
2.460889e+00,4.213690e-01,4.543349e+00
2.425668e+00,1.094605e+00,4.785652e+00
2.950919e+00,1.336601e+00,3.948321e+00
2.696685e+00,9.608922e-01,6.844902e+00
2.024813e+00,6.646119e-01,3.982826e+00
1.809262e+00,3.804930e-01,2.251734e+00
1.326716e+00,9.917174e-01,1.611371e+00
6.716263e-01,1.461754e-01,1.204743e-01
2.561085e+00,1.385491e+00,2.386542e+00
1.331690e+00,9.763329e-01,1.605439e+00
2.119126e+00,5.594138e-01,4.047993e+00
2.039412e+00,6.614941e-01,4.015046e+00
1.463953e+00,5.511642e-01,1.913245e+00
1.797145e+00,1.445222e+00,8.456128e-01
2.822084e+00,8.564158e-01,7.847714e+00
1.029235e+00,1.091020e+00,8.282182e-01
1.730372e+00,3.898629e-01,2.122714e+00
2.948689e+00,1.924954e-01,3.268536e+00
1.422192e+00,1.275173e+00,1.128763e+00
2.365408e+00,9.929171e-01,5.096412e+00
1.731175e+00,4.166143e-01,2.223065e+00
1.023366e+00,6.037358e-01,9.858868e-01
2.693145e+00,8.686192e-01,7.161524e+00
1.318314e+00,1.437245e+00,4.684546e-01
1.643437e+00,1.133864e+00,2.072302e+00
8.393699e-01,9.158297e-01,6.731701e-01
2.900139e+00,9.486003e-01,7.966497e+00
1.241556e+00,2.362737e-01,6.960798e-01
2.669284e+00,1.342468e+00,3.121088e+00
2.464706e+00,4.133848e-01,4.475398e+00
6.472140e-01,5.770723e-01,3.711163e-01
1.964485e+00,4.379231e-01,2.941736e+00
8.734484e-01,7.272242e-01,7.333743e-01
5.447376e-01,7.292338e-01,2.830599e-01
8.315634e-01,7.437120e-01,6.386669e-01
5.107446e-01,4.307341e-01,1.966555e-01
2.821287e+00,6.170680e-01,7.520511e+00
8.768011e-01,1.144062e+00,5.557703e-01
7.178438e-01,8.039626e-01,5.225820e-01
1.005462e+00,1.458151e+00,2.006081e-01
1.165559e+00,4.131339e-01,1.013204e+00
7.138249e-01,6.106467e-01,5.065960e-01
1.396686e+00,1.286831e+00,1.091373e+00
2.186023e+00,1.230043e+00,3.012695e+00
6.355450e-01,4.195109e-01,2.910959e-01
7.197574e-01,1.592517e-01,1.924212e-01
1.987878e+00,5.451872e-01,3.517174e+00
2.391035e+00,1.340620e+00,2.542626e+00
2.077744e+00,9.102995e-01,4.225358e+00
6.466366e-01,2.752903e-01,2.150036e-01
1.497492e+00,1.274287e-01,5.710489e-01
2.157281e+00,1.176844e+00,3.248014e+00
6.038568e-01,5.040211e-01,3.026175e-01
9.633085e-01,1.114153e+00,7.485102e-01
1.458477e+00,5.856166e-01,1.966126e+00
1.063050e+00,3.856418e-01,7.932560e-01
1.633464e+00,1.150380e+00,1.968226e+00
1.432504e+00,2.689112e-01,1.059745e+00
2.725103e+00,1.419709e-01,2.117155e+00
2.185187e+00,1.104043e+00,3.831677e+00
7.715404e-01,1.451917e+00,1.774292e-01
7.171620e-01,3.720689e-01,3.192344e-01
1.117132e+00,1.704930e-01,4.148288e-01
7.286350e-01,1.359289e+00,2.139789e-01
1.022256e+00,6.032542e-01,1.004493e+00
2.625635e+00,2.400855e-01,3.163349e+00
8.932464e-01,6.199550e-01,7.963774e-01
1.091202e+00,1.186515e+00,8.280401e-01
2.765169e+00,1.134391e-01,1.711598e+00
5.893877e-01,9.894729e-01,3.365295e-01
1.644674e+00,1.147493e+00,2.033647e+00
6.861962e-01,1.458465e+00,9.143818e-02
2.268477e+00,8.106793e-01,5.159261e+00
1.450277e+00,1.101390e+00,1.704191e+00
2.196435e+00,1.181598e+00,3.365547e+00
2.866638e+00,8.864172e-01,8.031952e+00
1.630351e+00,1.224397e+00,1.670940e+00
5.995120e-01,1.332993e+00,1.460096e-01
2.876649e+00,1.344768e+00,3.631729e+00
9.732217e-01,8.146710e-01,9.268142e-01
2.208326e+00,4.376655e-01,3.736927e+00
5.749734e-01,1.385821e+00,1.337043e-01
2.122094e+00,1.244515e+00,2.704219e+00
1.662695e+00,2.103357e-01,1.124472e+00
1.135909e+00,7.057609e-01,1.255438e+00
2.562453e+00,9.113095e-01,6.350340e+00
2.631946e+00,1.403252e+00,2.255472e+00
2.748034e+00,5.041676e-01,6.396054e+00
8.924141e-01,2.405199e-01,4.043009e-01
2.904766e+00,2.651087e-01,4.270574e+00
1.174289e+00,9.292428e-01,1.346491e+00
5.554523e-01,1.335707e+00,1.442855e-01
2.043410e+00,5.502775e-01,3.721665e+00
1.815099e+00,9.043289e-01,3.203205e+00
2.852370e+00,1.033278e+00,7.147388e+00
2.863709e+00,7.269629e-01,8.161068e+00
5.441470e-01,8.378949e-01,2.980830e-01
2.717403e+00,8.711157e-01,7.307752e+00
2.075701e+00,8.611425e-01,4.273551e+00
1.656989e+00,4.221019e-01,2.041783e+00
2.180009e+00,2.691264e-01,2.413081e+00
9.183339e-01,1.241611e+00,5.341341e-01
7.931822e-01,6.855186e-01,6.440293e-01
1.589786e+00,1.330536e+00,1.157383e+00
9.554379e-01,1.249457e+00,5.361540e-01
1.915084e+00,7.736471e-01,3.651337e+00
1.792376e+00,8.573001e-01,3.160417e+00
1.590089e+00,8.180574e-01,2.495543e+00
1.568534e+00,1.087407e+00,2.012388e+00
2.815713e+00,9.632830e-01,7.444105e+00
1.252816e+00,1.234287e+00,9.761166e-01
2.438244e+00,7.895405e-01,5.947317e+00
1.634608e+00,1.035667e+00,2.348153e+00
1.168605e+00,4.592059e-01,1.083459e+00
2.515804e+00,1.395355e+00,2.145197e+00
9.326045e-01,2.308718e-01,3.421776e-01
2.200433e+00,8.150523e-01,4.844623e+00
2.878679e+00,1.341155e+00,3.660830e+00
2.657883e+00,9.027197e-01,6.855772e+00
1.244018e+00,1.057451e+00,1.341414e+00
2.676124e+00,1.010169e+00,6.445927e+00
7.312914e-01,1.262452e+00,3.460381e-01
1.108638e+00,8.067714e-01,1.218111e+00
1.532716e+00,4.970163e-01,1.982974e+00
2.623797e+00,1.413512e+00,2.152139e+00
1.352082e+00,1.145019e+00,1.378264e+00
2.827252e+00,1.351963e+00,3.406598e+00
1.493560e+00,8.883070e-01,2.189139e+00
1.903530e+00,1.362903e+00,1.465622e+00
1.267182e+00,1.423891e+00,4.416192e-01
9.276479e-01,2.629451e-01,4.250084e-01
7.885025e-01,1.386271e+00,2.199247e-01
6.822664e-01,5.557301e-01,4.370714e-01
2.910693e+00,8.413177e-01,8.435833e+00
1.221919e+00,2.314479e-01,6.757564e-01
1.738656e+00,1.033997e+00,2.657030e+00
1.521549e+00,1.395576e+00,7.945029e-01
2.655143e+00,7.492809e-01,7.037785e+00
2.836561e+00,1.287134e+00,4.356101e+00
2.009186e+00,4.891701e-01,3.334949e+00
1.300126e+00,6.336546e-01,1.618202e+00
1.180984e+00,1.228099e+00,8.451613e-01
1.173114e+00,7.139601e-01,1.361672e+00
2.108291e+00,9.908588e-01,4.095243e+00
1.749102e+00,1.252785e+00,1.825055e+00
1.851943e+00,6.446118e-01,3.265776e+00
2.920719e+00,9.476076e-01,8.103580e+00
1.682607e+00,3.684587e-01,1.881444e+00
2.124221e+00,8.462266e-01,4.454939e+00
7.588761e-01,8.396443e-01,5.578680e-01
1.269382e+00,8.282400e-01,1.591760e+00
2.440346e+00,1.329548e+00,2.753482e+00
1.378993e+00,1.081801e+00,1.589816e+00
1.525416e+00,2.426875e-01,1.066704e+00
2.134277e+00,7.117144e-01,4.476424e+00
1.780971e+00,1.115373e+00,2.504453e+00
6.030547e-01,1.027181e+00,3.221634e-01
2.040690e+00,1.484558e-01,1.240973e+00
6.912668e-01,1.200447e+00,3.195738e-01
1.155706e+00,1.004441e+00,1.172518e+00
1.865707e+00,7.788943e-01,3.483779e+00
2.482601e+00,3.505680e-01,3.956606e+00
6.761294e-01,5.207268e-01,4.401051e-01
2.552953e+00,6.299087e-01,6.174442e+00
2.914238e+00,1.297193e+00,4.414157e+00
6.075993e-01,9.253741e-01,3.559236e-01
9.872488e-01,7.651378e-01,9.558162e-01
1.704583e+00,6.344833e-01,2.758693e+00
1.732917e+00,4.563328e-01,2.393179e+00
2.291794e+00,1.071089e+00,4.420774e+00
2.588428e+00,5.718933e-01,6.083949e+00
1.167332e+00,1.158531e+00,1.014562e+00
1.888304e+00,1.417477e+00,1.044077e+00
6.763737e-01,5.288263e-01,3.983563e-01
2.700281e+00,1.520853e-01,2.183608e+00
2.618182e+00,7.064146e-01,6.794428e+00
2.162116e+00,1.335672e-01,1.245925e+00
1.975571e+00,1.011314e+00,3.527007e+00
2.112051e+00,1.186773e+00,3.080521e+00
2.975064e+00,1.189742e+00,6.122107e+00
2.184176e+00,4.708101e-01,3.846894e+00
1.643325e+00,7.608006e-01,2.708495e+00
2.945809e+00,2.620572e-01,4.354261e+00
2.541386e+00,1.083780e+00,5.363152e+00
2.835784e+00,1.196177e+00,5.487929e+00
2.837582e+00,8.695114e-01,7.933871e+00
2.438634e+00,9.643531e-01,5.596434e+00
2.246215e+00,7.771352e-01,5.029618e+00
2.598055e+00,9.865211e-01,6.240225e+00
2.517949e+00,3.022025e-01,3.611153e+00
7.282866e-01,5.510182e-01,5.185532e-01
2.797135e+00,3.367488e-01,4.882892e+00
1.736621e+00,1.115397e+00,2.369329e+00
2.937384e+00,1.447745e+00,2.123014e+00
2.770459e+00,3.999520e-01,5.524914e+00
2.552064e+00,8.135455e-01,6.525411e+00
2.196524e+00,1.303555e+00,2.441519e+00
2.025425e+00,1.214364e+00,2.718711e+00
1.739342e+00,1.250236e+00,1.828332e+00
1.704689e+00,1.573589e-01,9.004412e-01
2.247527e+00,8.527428e-01,5.023983e+00
2.057714e+00,7.235518e-01,4.208471e+00
2.282962e+00,1.670746e-01,1.742522e+00
2.024875e+00,7.884357e-01,4.073593e+00
2.431894e+00,3.189219e-01,3.531502e+00
7.778878e-01,5.368265e-01,5.272961e-01
1.393105e+00,1.359707e+00,7.840892e-01
2.970270e+00,1.195311e+00,6.018071e+00
7.094154e-01,5.906786e-01,4.863830e-01
2.904223e+00,3.858051e-01,5.826132e+00
2.238660e+00,6.904418e-01,4.930751e+00
1.028929e+00,5.937458e-01,9.635653e-01
2.313306e+00,8.381276e-01,5.285659e+00
1.997146e+00,1.416252e+00,1.222125e+00
5.639046e-01,8.078574e-01,2.917578e-01
5.191790e-01,5.859888e-01,2.666658e-01
1.463657e+00,1.058610e-01,4.478344e-01
2.847965e+00,1.542532e-01,2.448151e+00
2.292209e+00,1.128954e+00,4.052734e+00
1.481961e+00,1.906983e-01,8.117038e-01
1.673123e+00,1.757838e-01,9.724011e-01
2.190623e+00,1.347064e+00,2.083210e+00
5.091613e-01,1.301044e+00,1.284272e-01
1.518907e+00,9.065252e-01,2.261316e+00
1.297609e+00,1.433140e+00,4.333801e-01
7.003890e-01,8.060954e-01,5.086970e-01
1.969323e+00,7.378835e-01,3.870113e+00
2.006757e+00,7.375221e-01,4.032120e+00
2.149858e+00,8.365420e-01,4.591820e+00
1.347396e+00,4.648878e-01,1.451101e+00
5.782028e-01,4.228652e-01,2.739950e-01
2.195186e+00,4.067613e-01,3.532013e+00
5.235326e-01,2.479587e-01,1.209389e-01
2.970987e+00,5.092471e-01,7.510481e+00
1.766178e+00,5.626528e-01,2.791155e+00
8.216609e-01,1.292489e+00,3.497926e-01
1.932688e+00,1.593300e-01,1.184368e+00
2.643689e+00,1.197174e+00,4.739697e+00
1.601241e+00,3.081126e-01,1.499288e+00
5.661925e-01,8.472970e-01,3.087639e-01
1.601671e+00,1.304455e+00,1.355687e+00
2.778081e+00,2.828202e-01,4.117666e+00
2.498029e+00,5.719892e-01,5.642751e+00
2.732237e+00,9.577934e-01,6.998666e+00
1.394805e+00,6.061971e-01,1.812971e+00
8.263344e-01,1.414109e+00,2.397062e-01
1.253368e+00,2.115191e-01,6.886759e-01
1.498821e+00,1.063364e+00,1.908418e+00
8.715666e-01,1.340511e+00,3.721731e-01
1.682864e+00,1.079443e+00,2.372722e+00
5.403127e-01,3.213782e-01,1.919137e-01
1.371648e+00,4.726336e-01,1.552222e+00
1.693510e+00,5.698446e-01,2.611434e+00
1.979260e+00,1.079677e+00,3.285680e+00
1.133463e+00,1.062659e+00,1.128167e+00
1.839113e+00,1.232014e+00,2.089659e+00
5.626811e-01,2.544781e-01,1.843437e-01
2.673543e+00,1.018342e+00,6.344829e+00
2.468759e+00,8.185016e-01,6.064872e+00
2.614898e+00,6.291827e-01,6.541568e+00
2.838016e+00,8.274134e-01,8.015090e+00
1.640370e+00,2.796822e-01,1.392282e+00
1.703193e+00,1.200602e+00,1.969704e+00
1.270874e+00,4.682165e-01,1.319517e+00
1.726911e+00,2.510863e-01,1.439125e+00
6.996185e-01,1.006526e+00,4.404712e-01
2.558273e+00,1.428842e-01,1.810068e+00
1.452807e+00,6.752929e-01,2.038170e+00
1.492085e+00,1.280590e+00,1.255195e+00
2.191611e+00,1.274928e+00,2.660424e+00
9.955382e-01,2.191639e-01,4.424862e-01
2.458967e+00,1.973642e-01,2.341319e+00
8.481160e-01,1.169482e-01,1.707596e-01
2.358151e+00,1.384042e+00,2.031868e+00
2.235579e+00,3.259551e-01,3.021637e+00
1.516668e+00,8.056702e-01,2.295943e+00
1.948418e+00,1.116229e+00,3.015074e+00
2.720231e+00,7.329130e-01,7.387778e+00
9.411133e-01,7.328279e-01,8.792560e-01
1.107199e+00,4.569815e-01,9.768131e-01
2.175528e+00,8.584220e-01,4.691820e+00
1.655747e+00,8.760351e-01,2.714959e+00
1.249352e+00,2.820101e-01,8.641297e-01
2.667753e+00,7.164573e-01,7.030240e+00
2.179653e+00,9.963147e-01,4.349796e+00
1.493752e+00,1.106458e+00,1.783362e+00
2.345250e+00,1.378932e+00,2.063641e+00
2.270368e+00,9.760853e-01,4.780739e+00
1.639742e+00,8.514042e-01,2.656869e+00
2.135458e+00,8.744035e-01,4.476119e+00
2.149361e+00,1.337402e+00,2.082931e+00
2.032376e+00,1.279289e+00,2.247467e+00
2.017864e+00,2.008975e-01,1.577328e+00
2.742574e+00,2.620837e-01,3.781216e+00
1.510342e+00,1.213960e+00,1.438347e+00
9.499503e-01,1.195582e+00,6.174115e-01
2.703318e+00,5.010480e-01,6.162387e+00
5.338294e-01,4.665597e-01,1.999263e-01
1.274600e+00,2.139999e-01,6.477886e-01
1.836905e+00,1.205844e+00,2.241485e+00
