k,t,T
6.017970e-01,2.810024e+00,1.225035e+00
1.437954e+00,1.486954e+00,1.110454e+00
8.041183e-01,2.954599e+00,1.077535e+00
1.700286e-01,1.066305e+00,1.880412e+00
1.646096e+00,8.137612e-01,1.237769e+00
1.907995e+00,2.339068e-01,1.622535e+00
6.958595e-01,1.847868e+00,1.255046e+00
7.580550e-01,5.734040e-01,1.618685e+00
1.189625e+00,1.544926e+00,1.171387e+00
9.924345e-01,9.632761e-01,1.378693e+00
1.427154e+00,1.406571e+00,1.120219e+00
1.998307e+00,2.914163e+00,9.971251e-01
1.210955e+00,2.490965e+00,1.081197e+00
1.290347e+00,1.920959e+00,1.077233e+00
1.090055e+00,6.465357e-01,1.468889e+00
1.344454e+00,1.735446e+00,1.101844e+00
8.617048e-01,2.968055e+00,1.042149e+00
1.712962e+00,2.571898e+00,9.783789e-01
1.936229e+00,1.768747e+00,1.030492e+00
8.002623e-01,1.047098e+00,1.383418e+00
9.576801e-01,1.710882e+00,1.224121e+00
6.233270e-01,4.019337e-01,1.798877e+00
1.400967e+00,6.816180e-01,1.355193e+00
7.358439e-01,1.396477e+00,1.342489e+00
3.837521e-01,2.727392e+00,1.316704e+00
1.232087e+00,4.133631e-02,1.994201e+00
5.187336e-01,2.849118e+00,1.237726e+00
1.105217e+00,2.697529e-02,2.012074e+00
1.228794e+00,2.520372e+00,1.006816e+00
1.586771e+00,9.493954e-01,1.218769e+00
6.238088e-01,2.250145e+00,1.257977e+00
2.349776e-01,2.020206e+00,1.562321e+00
9.804696e-01,4.938234e-01,1.584168e+00
3.807043e-01,2.928205e+00,1.330125e+00
1.623200e+00,1.282311e+00,1.151108e+00
1.016307e+00,9.321858e-02,1.879776e+00
3.850860e-01,2.944426e+00,1.338968e+00
5.368214e-01,4.143307e-01,1.800925e+00
9.322678e-01,7.800061e-01,1.496568e+00
1.589954e+00,2.351360e-01,1.645458e+00
1.405589e+00,9.556226e-01,1.279500e+00
1.084684e+00,2.427566e+00,1.057639e+00
1.075538e+00,1.444178e-01,1.901341e+00
1.271848e+00,1.337151e+00,1.177693e+00
2.511591e-01,2.841786e+00,1.561601e+00
1.216635e+00,5.637611e-02,1.868030e+00
1.329405e+00,1.212116e+00,1.139829e+00
2.434591e-01,9.023091e-01,1.786865e+00
8.241829e-01,2.674712e+00,1.135275e+00
1.117287e+00,5.506272e-01,1.551757e+00
1.630633e+00,1.571584e+00,1.099974e+00
1.819881e+00,4.234332e-01,1.484066e+00
3.208004e-01,2.165213e+00,1.480146e+00
1.478736e+00,7.242873e-01,1.348506e+00
1.733588e+00,2.827073e+00,9.843213e-01
7.896831e-01,1.695524e-01,1.841917e+00
1.371946e+00,2.331097e+00,1.077011e+00
8.920819e-01,1.518290e+00,1.295532e+00
1.180560e+00,2.084550e-01,1.759219e+00
1.001521e+00,1.332461e+00,1.217909e+00
1.780687e+00,1.045884e+00,1.197105e+00
5.300454e-01,7.823551e-01,1.631942e+00
1.885881e+00,1.722749e+00,1.004171e+00
1.849988e+00,2.632172e+00,1.024068e+00
1.518188e+00,3.387499e-01,1.604685e+00
1.328294e+00,1.412018e+00,1.194779e+00
7.420717e-01,1.542124e+00,1.316035e+00
1.350180e+00,2.268480e+00,1.045143e+00
1.864721e+00,2.621079e-01,1.642238e+00
4.638790e-01,2.940062e+00,1.265594e+00
9.352296e-01,2.465094e-01,1.782461e+00
6.646306e-01,4.784519e-01,1.683756e+00
7.433620e-01,1.712569e+00,1.290968e+00
2.953984e-01,1.659034e+00,1.653195e+00
1.851285e-01,6.877469e-01,1.969038e+00
1.238515e+00,1.537905e+00,1.136069e+00
8.280493e-01,2.034470e+00,1.191124e+00
6.640935e-01,1.523321e+00,1.414400e+00
1.592088e+00,2.356343e+00,1.021713e+00
6.962263e-01,2.735352e+00,1.182060e+00
1.946686e+00,1.361040e+00,1.118158e+00
5.356982e-01,1.024525e+00,1.564059e+00
1.039252e+00,2.331721e+00,1.135837e+00
1.318802e+00,1.786473e+00,1.106494e+00
6.159725e-01,8.022735e-01,1.634267e+00
5.789026e-01,2.219799e+00,1.308381e+00
1.300585e+00,2.280850e+00,1.087269e+00
1.603422e+00,5.194887e-01,1.368212e+00
1.080751e+00,2.298776e+00,1.069455e+00
1.791789e+00,1.129750e+00,1.186958e+00
8.175156e-01,7.630756e-01,1.488930e+00
1.419444e+00,2.656295e+00,1.017261e+00
3.239642e-01,2.885191e+00,1.407168e+00
1.297823e-01,8.512552e-02,1.968569e+00
1.807973e+00,2.504135e+00,9.630748e-01
1.877710e+00,2.733371e+00,1.029289e+00
2.985335e-01,3.189110e-01,1.905457e+00
1.097986e+00,1.799807e-01,1.782259e+00
2.052314e-01,2.447182e+00,1.619941e+00
1.080588e+00,1.101744e+00,1.350192e+00
1.438867e+00,3.037206e-01,1.690289e+00
1.529372e+00,2.349533e+00,9.922859e-01
3.816437e-01,1.187557e+00,1.595794e+00
1.304085e+00,2.688307e+00,9.983508e-01
1.659811e+00,1.078382e+00,1.224040e+00
1.608107e+00,2.101965e+00,1.023209e+00
1.874855e+00,1.120567e+00,1.076603e+00
6.790723e-01,1.293270e+00,1.359923e+00
1.881801e-01,9.801052e-01,1.819280e+00
1.262113e+00,1.554476e+00,1.103919e+00
1.702351e+00,1.253215e+00,1.129652e+00
2.119224e-01,2.103511e-01,1.924916e+00
3.158534e-01,2.156573e+00,1.480764e+00
1.604685e+00,2.574573e+00,1.008073e+00
6.362106e-01,1.780706e+00,1.340843e+00
1.927182e+00,1.839062e+00,1.029165e+00
1.794524e+00,2.110272e+00,1.012352e+00
1.005799e-01,1.342170e+00,1.874423e+00
1.374156e+00,2.640828e+00,1.034474e+00
5.838730e-01,1.386522e+00,1.451753e+00
1.487518e+00,1.272951e+00,1.159835e+00
2.022747e-01,4.163801e-01,1.891143e+00
1.976234e+00,1.090542e+00,1.126405e+00
1.992354e+00,2.213805e+00,1.017163e+00
1.153448e+00,2.279993e+00,1.065046e+00
1.725131e+00,3.769522e-01,1.466369e+00
1.693400e+00,3.350155e-01,1.578116e+00
7.023078e-01,1.835091e+00,1.230357e+00
6.728809e-01,2.735583e-01,1.784668e+00
1.969514e+00,1.640422e-01,1.751050e+00
1.010509e+00,2.206802e+00,1.090548e+00
7.403809e-01,7.854734e-01,1.592621e+00
8.920310e-01,2.482300e+00,1.085884e+00
1.824625e+00,1.353653e+00,1.058229e+00
1.011900e-01,1.452861e+00,1.869739e+00
1.382759e+00,8.839426e-01,1.324826e+00
4.224778e-01,2.171366e+00,1.436870e+00
1.011429e+00,1.967241e+00,1.097089e+00
1.303699e-01,2.750761e+00,1.692717e+00
2.564342e-01,7.488350e-01,1.837956e+00
1.417235e+00,2.578421e+00,9.991503e-01
7.823964e-01,2.958981e+00,1.110357e+00
6.094837e-01,1.766912e+00,1.347459e+00
1.245102e+00,7.020373e-02,1.921547e+00
8.301455e-01,4.095006e-01,1.767209e+00
7.765578e-01,5.348819e-02,1.917766e+00
1.408613e+00,2.518557e+00,1.058127e+00
6.618263e-01,5.254058e-01,1.708465e+00
7.525828e-01,1.220418e+00,1.392232e+00
1.850701e+00,7.944500e-01,1.314428e+00
1.780738e+00,2.230243e+00,1.001260e+00
2.448640e-01,1.581078e+00,1.641998e+00
1.850238e+00,1.095175e+00,1.157579e+00
7.931309e-01,2.361835e+00,1.145180e+00
2.310240e-01,2.000216e-01,1.941968e+00
9.417223e-01,2.280045e+00,1.122662e+00
6.334941e-01,2.194682e+00,1.257616e+00
1.405686e+00,2.772631e+00,1.033092e+00
6.689624e-01,1.455816e-01,1.893736e+00
5.644339e-01,1.559274e+00,1.396522e+00
1.082406e+00,1.617327e+00,1.170817e+00
1.638079e+00,1.155667e+00,1.170763e+00
1.300389e+00,1.525343e+00,1.172764e+00
7.146518e-01,8.302334e-01,1.609621e+00
6.920824e-01,5.373812e-01,1.652035e+00
1.447179e+00,2.285929e+00,1.008699e+00
7.513158e-01,9.926882e-01,1.510929e+00
1.699169e+00,1.013766e+00,1.108664e+00
2.847692e-01,9.784898e-01,1.787864e+00
1.301360e+00,1.660549e+00,1.134426e+00
1.924479e+00,2.747994e-01,1.579531e+00
1.088006e+00,1.306694e+00,1.220556e+00
1.602029e+00,1.181505e+00,1.204834e+00
9.571114e-01,2.271356e-01,1.833641e+00
1.815142e+00,1.111564e+00,1.127138e+00
1.675595e-01,2.824277e+00,1.614591e+00
1.208923e+00,1.717360e+00,1.171285e+00
1.568460e+00,1.158699e+00,1.155517e+00
1.536939e+00,4.101385e-01,1.582698e+00
1.970510e+00,3.092193e-01,1.571193e+00
1.244594e+00,1.992832e+00,1.133454e+00
1.473320e+00,2.314896e+00,1.007321e+00
1.305858e+00,2.248129e+00,1.028964e+00
1.309748e-01,1.165083e+00,1.827041e+00
1.633023e-01,1.797485e+00,1.742749e+00
3.223312e-01,2.325787e+00,1.430084e+00
6.556321e-01,1.967098e+00,1.264213e+00
1.843000e+00,2.233626e+00,1.042299e+00
8.848536e-01,1.125809e+00,1.379569e+00
1.583114e+00,2.967789e+00,1.012211e+00
1.088743e+00,8.800588e-01,1.339096e+00
1.903976e+00,1.921334e+00,9.928413e-01
3.350975e-01,2.398754e+00,1.474247e+00
1.941538e+00,7.330994e-01,1.181625e+00
1.269267e+00,1.958462e+00,1.147607e+00
6.548487e-01,1.669439e+00,1.332726e+00
1.129123e+00,2.442644e+00,1.015526e+00
7.334503e-01,1.846599e+00,1.203200e+00
1.604534e+00,2.540401e+00,1.018032e+00
3.721513e-01,9.269872e-01,1.718862e+00
2.152346e-01,2.927246e+00,1.557699e+00
1.204742e+00,1.559202e+00,1.183798e+00
3.067979e-01,2.451889e+00,1.493780e+00
3.113170e-01,2.295822e+00,1.508262e+00
1.840602e+00,1.834586e+00,1.039205e+00
1.221056e+00,5.908448e-01,1.545524e+00
1.496890e+00,2.078794e+00,1.089634e+00
2.619436e-01,3.588273e-01,1.934325e+00
1.641427e+00,4.468112e-01,1.516351e+00
4.054478e-01,2.453806e+00,1.365223e+00
6.550514e-01,2.202538e+00,1.250761e+00
1.443364e+00,3.549962e-01,1.637927e+00
1.028704e+00,2.383300e+00,1.122971e+00
4.298262e-01,2.647197e+00,1.300039e+00
1.763892e+00,2.506160e+00,1.042993e+00
1.344184e+00,1.154000e+00,1.207228e+00
1.339148e+00,1.312703e+00,1.148484e+00
1.720962e+00,1.133687e+00,1.133482e+00
1.968621e+00,2.903355e-01,1.572738e+00
1.636826e+00,1.048105e+00,1.115696e+00
1.008850e+00,1.090580e-02,1.968301e+00
1.122161e-01,5.283487e-01,2.009012e+00
3.761224e-01,2.974361e+00,1.302485e+00
1.178021e+00,1.634109e+00,1.189826e+00
1.171543e+00,2.584378e+00,1.052187e+00
5.485929e-01,6.935600e-01,1.670400e+00
4.965755e-01,3.854427e-01,1.817376e+00
1.674203e+00,1.206866e+00,1.083918e+00
1.404432e+00,1.960276e+00,1.064951e+00
1.930802e+00,6.447351e-02,1.928080e+00
1.222354e+00,1.084715e+00,1.253858e+00
1.346881e+00,8.571391e-01,1.329675e+00
1.583323e+00,2.075994e+00,1.036855e+00
5.471710e-01,1.269016e+00,1.514836e+00
1.207664e+00,1.730806e+00,1.132609e+00
1.917881e+00,2.845645e+00,9.968225e-01
1.260106e+00,1.435872e+00,1.168530e+00
1.461952e+00,1.947148e+00,9.822259e-01
1.881172e+00,8.446287e-01,1.227002e+00
1.519514e+00,2.960648e+00,9.851356e-01
1.118296e+00,4.565769e-01,1.617706e+00
1.510944e+00,2.871076e+00,9.873048e-01
3.667989e-01,4.292218e-01,1.886774e+00
1.507782e+00,6.940872e-02,1.889033e+00
1.993905e+00,1.481596e+00,1.031549e+00
5.555446e-01,2.234601e+00,1.294603e+00
9.337705e-01,2.350394e+00,1.099255e+00
1.842997e+00,8.175556e-01,1.215280e+00
1.872528e+00,5.933834e-01,1.356165e+00
1.242481e+00,2.120867e-01,1.736337e+00
1.831980e+00,1.651068e+00,1.085149e+00
1.501640e+00,5.868924e-02,1.898036e+00
1.766090e+00,1.269227e+00,1.136117e+00
1.101964e+00,4.883369e-01,1.555427e+00
4.998863e-01,1.282821e+00,1.528780e+00
1.385094e+00,2.147568e+00,1.081330e+00
1.401909e+00,2.007723e+00,1.046022e+00
3.459932e-01,2.822161e+00,1.413280e+00
1.898876e+00,2.254753e-01,1.651507e+00
3.674612e-01,1.201810e+00,1.638690e+00
1.041951e+00,2.921005e+00,1.049212e+00
1.042124e+00,2.379189e+00,1.061796e+00
4.130874e-01,2.569918e+00,1.327465e+00
1.806724e-01,2.308111e+00,1.655322e+00
1.465705e+00,2.159798e+00,1.022184e+00
7.827798e-01,1.262066e+00,1.389090e+00
1.096814e+00,2.750911e+00,1.057663e+00
3.917855e-01,1.318242e+00,1.580401e+00
6.414945e-01,1.279227e+00,1.448603e+00
7.318125e-01,1.270233e+00,1.382296e+00
1.665011e+00,1.930200e+00,1.028109e+00
2.223442e-01,1.864815e+00,1.697114e+00
1.940227e+00,1.325591e+00,1.106930e+00
1.094708e+00,4.352755e-01,1.632653e+00
1.721371e+00,2.914199e+00,1.021990e+00
1.132377e+00,2.596587e+00,1.048052e+00
1.129644e+00,2.790435e+00,9.977098e-01
1.127836e+00,2.940582e+00,1.042833e+00
1.612221e+00,1.255200e+00,1.114263e+00
4.488805e-01,9.028631e-01,1.695163e+00
2.421528e-01,1.964986e+00,1.620360e+00
7.030376e-01,2.100663e+00,1.247578e+00
1.390957e+00,7.802509e-01,1.334789e+00
1.470349e+00,2.067168e-01,1.741235e+00
1.755498e+00,2.968201e+00,1.034976e+00
3.678870e-01,1.763251e+00,1.482067e+00
1.427566e+00,4.599090e-01,1.524223e+00
1.111970e+00,2.347536e+00,1.047165e+00
1.778205e+00,1.942245e+00,1.034237e+00
1.134015e+00,7.654822e-01,1.409287e+00
6.362914e-01,1.721541e-01,1.876959e+00
1.839981e+00,8.823256e-01,1.249805e+00
7.693009e-01,2.994249e+00,1.090028e+00
1.255814e+00,2.476424e+00,1.099287e+00
3.527916e-01,1.636194e+00,1.580364e+00
1.500607e+00,1.626168e+00,1.063154e+00
1.359278e+00,1.145199e+00,1.230599e+00
5.876319e-01,2.390330e+00,1.243115e+00
7.376112e-01,2.996829e+00,1.102255e+00
9.405608e-01,2.871708e+00,1.054762e+00
1.892803e+00,2.500995e+00,1.061816e+00
1.056908e+00,6.509113e-01,1.533064e+00
1.139176e+00,1.176219e-02,1.993289e+00
7.393705e-01,2.679372e+00,1.144936e+00
5.324783e-01,2.858563e+00,1.167819e+00
1.256728e-01,2.211165e+00,1.739000e+00
5.463270e-01,2.512081e+00,1.275434e+00
8.521387e-01,3.902785e-01,1.757538e+00
2.970944e-01,2.572966e+00,1.467162e+00
1.445512e+00,1.550131e-01,1.809395e+00
4.748998e-01,1.381808e+00,1.542100e+00
1.504659e+00,1.939531e+00,1.068624e+00
1.864638e+00,1.025998e+00,1.195970e+00
1.761124e+00,3.419496e-01,1.554635e+00
1.939336e+00,2.774433e+00,1.021700e+00
1.634877e+00,8.685904e-01,1.251580e+00
1.589318e+00,2.931508e+00,9.875536e-01
1.126533e+00,7.280328e-01,1.450946e+00
1.212791e+00,7.116199e-01,1.436808e+00
1.404663e+00,2.558821e+00,1.045977e+00
1.012957e+00,1.177267e+00,1.312209e+00
5.637710e-01,2.576809e+00,1.246204e+00
1.142539e+00,6.098643e-01,1.505427e+00
6.627304e-01,7.938359e-01,1.553551e+00
8.915982e-01,1.866237e+00,1.186531e+00
1.984417e-01,1.538044e+00,1.719066e+00
9.235673e-01,2.834648e-01,1.763104e+00
1.448417e+00,1.538552e+00,1.041408e+00
1.908772e+00,2.375860e+00,1.023193e+00
1.158784e+00,1.794423e+00,1.142580e+00
1.042117e+00,2.346766e+00,1.064800e+00
1.757482e+00,7.346007e-01,1.259953e+00
1.200794e+00,4.722257e-01,1.507282e+00
1.454652e+00,2.146748e+00,1.008124e+00
1.821119e+00,1.773609e+00,1.073236e+00
2.817750e-01,9.865282e-01,1.771491e+00
8.371558e-01,2.775265e+00,1.095946e+00
6.333710e-01,1.768946e+00,1.337578e+00
5.302589e-01,3.883554e-01,1.849272e+00
6.892993e-01,5.251104e-01,1.762800e+00
1.112214e+00,2.019374e+00,1.076443e+00
1.666730e+00,1.908844e+00,1.053322e+00
5.346679e-01,1.360075e+00,1.438341e+00
2.926385e-01,1.481313e+00,1.667855e+00
1.461009e+00,7.840586e-01,1.320390e+00
4.336263e-01,7.307125e-01,1.786836e+00
9.197552e-01,2.030227e+00,1.116808e+00
1.001916e+00,1.496179e+00,1.194153e+00
1.109303e+00,1.257447e+00,1.299161e+00
9.298389e-01,5.073538e-01,1.605050e+00
1.394883e-01,6.300515e-01,1.884860e+00
5.135538e-01,1.948510e+00,1.338246e+00
7.269934e-01,1.834298e+00,1.268475e+00
1.769933e+00,2.130453e+00,9.634450e-01
1.273320e+00,3.411038e-01,1.683235e+00
1.511041e+00,2.074918e+00,1.022318e+00
5.092010e-01,7.374328e-01,1.630549e+00
1.021843e+00,1.538181e+00,1.200957e+00
1.695231e-01,2.563916e+00,1.677253e+00
1.429585e+00,2.355378e-01,1.699597e+00
1.757977e-01,2.413062e+00,1.664608e+00
1.222093e+00,6.175145e-01,1.484138e+00
1.815106e+00,6.424104e-01,1.302478e+00
1.069438e+00,2.992142e+00,1.042332e+00
7.949822e-01,2.440484e+00,1.130667e+00
1.166590e+00,5.520786e-02,1.967822e+00
1.801501e+00,2.776484e-01,1.594041e+00
1.126049e-01,2.377816e+00,1.742328e+00
1.706236e+00,4.058746e-01,1.532809e+00
7.745807e-01,4.907738e-02,1.988352e+00
9.826878e-01,9.839593e-01,1.421222e+00
4.434590e-01,1.296345e+00,1.601148e+00
1.618666e+00,1.002613e+00,1.138424e+00
1.039075e+00,1.427295e+00,1.246073e+00
1.063865e+00,2.371712e+00,1.077169e+00
1.252230e+00,4.066308e-01,1.583958e+00
6.533784e-01,7.631437e-01,1.640349e+00
1.655724e+00,2.887451e+00,1.012623e+00
9.167215e-01,1.362804e+00,1.337561e+00
2.919396e-01,2.661838e+00,1.496269e+00
4.402035e-01,2.706407e+00,1.315774e+00
1.139034e-01,1.276348e+00,1.891743e+00
1.246296e+00,1.760101e+00,1.111095e+00
1.229540e+00,2.375447e+00,1.051400e+00
2.758159e-01,1.380140e+00,1.682236e+00
1.600526e+00,2.290982e+00,9.803003e-01
1.354280e+00,2.751525e+00,9.724877e-01
9.221937e-01,1.349369e+00,1.253932e+00
8.484027e-01,1.183161e+00,1.350069e+00
1.971521e+00,2.034773e+00,9.639251e-01
1.720955e+00,1.879845e+00,1.022376e+00
1.758125e+00,1.591667e+00,1.091958e+00
1.426696e+00,2.779870e+00,1.037242e+00
1.206762e+00,1.744028e+00,1.148801e+00
6.385902e-01,1.199454e+00,1.437737e+00
7.731264e-01,2.240534e+00,1.197866e+00
9.290563e-01,3.148415e-01,1.743420e+00
9.342087e-01,2.979659e+00,1.110693e+00
1.221285e+00,8.174507e-01,1.365589e+00
7.247452e-01,2.615001e+00,1.112396e+00
1.822083e+00,2.062938e+00,1.031439e+00
1.669983e+00,1.993461e+00,1.008631e+00
3.561771e-01,1.798443e+00,1.501721e+00
1.297838e+00,2.254374e+00,1.017504e+00
1.028026e+00,1.024683e+00,1.399771e+00
7.673759e-01,1.871190e+00,1.230990e+00
1.500008e+00,1.176124e+00,1.148972e+00
2.550068e-01,1.894723e+00,1.558788e+00
8.126491e-01,3.144138e-01,1.820374e+00
4.656090e-01,5.752882e-03,2.029067e+00
6.891916e-01,2.498403e+00,1.208851e+00
1.449836e+00,1.733804e+00,1.079758e+00
1.611099e-01,2.859918e+00,1.615802e+00
1.229013e+00,2.873312e+00,1.043452e+00
8.330183e-01,1.067808e+00,1.476631e+00
1.660920e+00,1.979584e-01,1.708637e+00
6.038901e-01,1.363310e+00,1.457019e+00
1.663593e+00,1.922708e+00,1.047908e+00
1.488665e+00,6.583024e-01,1.378942e+00
9.480725e-01,1.387713e+00,1.266542e+00
1.097787e-01,2.482561e+00,1.810445e+00
6.452132e-01,1.132369e+00,1.494784e+00
4.558223e-01,6.799700e-01,1.740352e+00
1.049288e+00,1.274407e+00,1.234794e+00
9.448758e-01,1.941515e+00,1.172312e+00
1.056347e+00,2.283095e+00,1.092568e+00
4.528465e-01,2.349607e-01,1.919514e+00
1.542777e-01,1.562151e+00,1.775357e+00
5.658448e-01,1.489160e+00,1.423071e+00
6.302550e-01,6.774828e-01,1.680189e+00
1.352100e+00,6.893136e-01,1.429165e+00
9.421521e-01,8.538858e-01,1.448810e+00
2.338008e-01,3.946724e-01,1.906669e+00
1.623526e+00,2.313457e+00,1.030848e+00
1.509374e+00,4.668533e-01,1.538407e+00
1.588505e+00,2.707670e+00,1.023095e+00
9.944835e-01,3.244583e-01,1.761068e+00
1.080463e+00,2.909384e+00,1.012838e+00
8.106888e-01,2.407890e+00,1.119178e+00
8.193183e-01,2.441819e+00,1.204945e+00
5.866149e-01,3.912845e-01,1.769139e+00
1.402518e+00,2.954956e+00,9.945631e-01
1.962304e+00,2.000226e+00,1.037852e+00
3.317038e-01,9.445093e-02,1.996910e+00
1.900150e+00,1.609556e+00,1.024237e+00
1.995837e+00,2.052705e+00,9.875347e-01
5.414619e-01,1.655059e+00,1.339037e+00
1.174029e+00,2.088901e+00,1.072972e+00
6.184896e-01,2.269534e+00,1.224791e+00
1.854332e+00,1.077293e+00,1.099948e+00
1.534595e-01,1.393154e+00,1.761807e+00
1.474568e+00,2.820896e+00,1.018460e+00
1.915166e+00,2.661625e+00,9.725022e-01
6.069769e-01,1.623717e+00,1.331159e+00
6.712950e-01,2.390343e+00,1.170574e+00
1.106740e+00,6.991134e-01,1.464631e+00
1.090127e-01,1.989274e+00,1.752147e+00
1.842266e+00,9.349104e-01,1.177585e+00
8.552583e-01,7.668318e-01,1.535847e+00
8.633370e-01,7.845937e-01,1.463381e+00
1.685446e+00,2.165431e+00,9.906791e-01
1.547229e+00,1.762832e+00,1.097254e+00
1.639792e+00,1.255013e+00,1.088862e+00
1.741873e+00,1.297376e+00,1.124014e+00
1.010464e+00,1.733608e+00,1.195684e+00
2.818949e-01,7.371395e-01,1.833582e+00
1.403881e+00,3.754264e-01,1.657463e+00
1.600811e+00,1.352194e+00,1.104081e+00
6.032840e-01,2.561446e+00,1.185090e+00
1.119711e+00,8.388582e-01,1.432591e+00
1.713586e+00,1.578033e-01,1.784567e+00
1.258731e+00,6.702105e-01,1.425789e+00
1.627746e+00,4.211214e-01,1.512819e+00
4.415867e-01,1.050203e+00,1.618267e+00
1.559744e+00,2.739999e+00,9.845462e-01
1.126615e+00,1.660262e-01,1.795796e+00
9.681784e-01,1.029826e-01,1.912600e+00
1.426654e+00,1.411824e+00,1.112599e+00
9.903961e-01,3.965878e-01,1.676553e+00
1.361124e+00,2.221741e+00,1.019087e+00
4.111950e-01,1.453270e-01,1.994126e+00
8.071759e-01,5.629692e-01,1.653314e+00
4.357018e-01,2.535668e+00,1.326999e+00
5.681848e-01,2.476125e+00,1.241045e+00
1.338938e+00,4.746911e-01,1.445420e+00
8.767625e-01,1.095098e-01,1.880818e+00
1.402585e+00,1.262673e+00,1.192897e+00
1.748723e+00,1.686128e+00,1.024867e+00
1.843483e+00,2.436601e-01,1.626289e+00
1.842839e+00,1.726092e+00,9.817072e-01
1.296289e+00,2.405596e+00,1.063167e+00
1.771556e+00,2.635516e+00,1.026858e+00
1.461961e+00,2.788966e-01,1.648441e+00
1.532402e+00,7.249293e-01,1.346063e+00
7.055153e-01,2.267917e+00,1.216897e+00
1.930526e+00,2.522096e+00,1.039867e+00
1.959816e+00,2.063643e+00,1.041583e+00
2.287134e-01,6.816548e-01,1.781897e+00
1.248458e+00,2.894557e-01,1.692536e+00
4.204429e-01,1.981633e-01,1.912724e+00
8.393577e-01,2.042113e-01,1.913493e+00
3.956451e-01,2.871298e+00,1.327026e+00
