omega,S
4.468433e+05,1.779516e-22
1.037547e+12,3.796667e-22
7.983023e+04,1.559389e-22
9.286061e+16,5.391292e-22
9.966325e+10,3.467344e-22
7.089544e+05,1.838637e-22
8.121928e+06,2.181707e-22
1.260162e+05,1.600878e-22
3.196011e+12,3.965316e-22
2.089423e+00,1.248789e-23
1.403013e+01,4.088185e-23
2.984337e+17,5.498726e-22
1.175991e+02,6.581087e-23
2.649410e+09,2.973968e-22
2.017335e+07,2.330385e-22
4.097852e+11,3.713224e-22
1.657334e+01,3.647837e-23
1.398290e+01,3.885764e-23
2.106679e+02,7.099890e-23
3.046087e+16,5.204861e-22
2.344683e+18,5.824933e-22
1.658022e+19,6.103651e-22
3.066373e+18,5.850217e-22
8.212304e+19,6.320388e-22
3.177208e+13,4.263448e-22
4.191563e+01,5.293938e-23
2.780224e+05,1.715665e-22
4.695832e+01,5.370025e-23
1.065155e+13,4.158990e-22
1.086977e+18,5.729493e-22
3.437188e+01,4.881066e-23
2.728762e+01,4.374577e-23
4.595905e+08,2.747817e-22
7.903857e+17,5.666029e-22
5.406279e+07,2.455425e-22
6.919128e+05,1.820623e-22
1.007642e+16,5.091623e-22
1.377444e+10,3.203073e-22
1.458667e+07,2.234929e-22
3.691150e+18,5.880988e-22
2.480744e+05,1.731301e-22
5.139189e+19,6.260494e-22
9.782733e+19,6.343533e-22
3.339666e+09,3.021867e-22
1.142820e+12,3.838799e-22
5.760853e+07,2.483391e-22
8.358767e+01,6.075736e-23
8.145243e+15,5.051465e-22
2.409990e+09,2.951347e-22
2.399007e+14,4.595311e-22
7.355573e+11,3.795960e-22
7.933280e+03,1.243144e-22
4.318571e+04,1.510008e-22
2.819040e+13,4.272074e-22
2.254379e+08,2.651730e-22
1.069186e+05,1.629757e-22
4.211118e+11,3.689246e-22
1.796866e+10,3.240939e-22
5.722283e+19,6.277175e-22
4.329232e+08,2.748292e-22
3.299838e+03,1.083205e-22
7.795076e+16,5.355961e-22
2.293667e+02,7.692570e-23
2.057169e+09,2.943788e-22
4.439737e+07,2.406689e-22
2.871958e+13,4.273839e-22
2.450330e+16,5.207919e-22
1.003609e+00,5.160345e-25
1.268175e+15,4.802683e-22
1.513663e+11,3.571983e-22
2.570683e+11,3.595220e-22
2.044631e+12,3.919800e-22
2.525270e+18,5.859567e-22
3.647772e+04,1.458516e-22
3.493899e+13,4.290057e-22
2.430785e+04,1.394621e-22
1.326584e+10,3.234584e-22
2.394484e+14,4.580324e-22
3.268677e+14,4.640284e-22
1.102495e+08,2.559501e-22
1.820440e+05,1.644286e-22
4.845535e+14,4.681599e-22
2.672068e+03,1.086916e-22
2.202632e+01,4.023740e-23
1.978290e+11,3.565647e-22
2.023389e+13,4.225270e-22
5.081488e+12,4.049040e-22
2.114015e+08,2.634156e-22
9.235997e+17,5.684354e-22
6.476019e+13,4.412115e-22
4.078738e+19,6.235602e-22
9.771475e+05,1.901210e-22
5.633125e+05,1.833978e-22
1.415202e+04,1.295255e-22
1.131742e+10,3.192186e-22
3.069966e+18,5.916867e-22
9.809264e+18,6.068947e-22
1.721208e+05,1.648953e-22
6.155081e+04,1.523048e-22
2.444555e+15,4.893367e-22
2.987271e+16,5.237483e-22
3.955728e+15,4.954449e-22
7.589018e+07,2.521262e-22
1.709024e+19,6.133230e-22
7.444210e+08,2.809111e-22
7.186259e+16,5.369931e-22
8.976533e+01,6.060750e-23
1.466643e+04,1.323379e-22
2.934468e+05,1.757798e-22
2.806925e+12,3.955572e-22
9.824455e+18,6.036121e-22
1.122898e+13,4.137720e-22
9.692785e+12,4.134723e-22
1.465387e+12,3.868528e-22
7.727954e+05,1.870112e-22
1.386577e+17,5.420749e-22
6.591724e+04,1.530854e-22
1.717885e+03,9.837353e-23
8.122259e+06,2.211645e-22
1.924132e+05,1.685948e-22
5.013125e+12,4.014992e-22
5.072976e+10,3.369744e-22
3.509831e+09,3.033442e-22
2.529619e+09,3.007161e-22
5.636553e+01,5.646497e-23
7.051194e+05,1.835061e-22
5.501116e+12,4.057653e-22
1.766537e+18,5.808156e-22
9.055335e+00,3.022094e-23
1.056059e+00,-6.142149e-24
1.112115e+16,5.101736e-22
4.677934e+02,8.333190e-23
3.789380e+07,2.401204e-22
1.987288e+14,4.542897e-22
6.475767e+09,3.141793e-22
2.957315e+06,2.058457e-22
8.418652e+15,5.078130e-22
3.341500e+13,4.315116e-22
4.588080e+00,2.516111e-23
6.658326e+07,2.484627e-22
7.998204e+14,4.712250e-22
3.759431e+16,5.289009e-22
5.554690e+18,5.959753e-22
3.870452e+02,8.362812e-23
6.466403e+15,5.054793e-22
1.998051e+08,2.641196e-22
9.427448e+11,3.803121e-22
3.116887e+09,2.994252e-22
6.641342e+09,3.119612e-22
2.672848e+19,6.163257e-22
3.414446e+03,1.180543e-22
6.372645e+02,8.637984e-23
4.497829e+09,3.071666e-22
1.393919e+10,3.243789e-22
1.760788e+02,7.411894e-23
8.567321e+16,5.381450e-22
1.743367e+15,4.837558e-22
6.875073e+18,6.006974e-22
2.522688e+15,4.899525e-22
1.187287e+08,2.569202e-22
2.057054e+07,2.339318e-22
5.378310e+11,3.709674e-22
3.509182e+08,2.704026e-22
3.886919e+05,1.773598e-22
1.310877e+13,4.183725e-22
1.290838e+14,4.481177e-22
8.716459e+08,2.841987e-22
1.302180e+08,2.562605e-22
3.751265e+02,7.933258e-23
7.652710e+12,4.099496e-22
1.197280e+03,9.801225e-23
6.620819e+10,3.475686e-22
1.719502e+19,6.126092e-22
1.703167e+18,5.809058e-22
1.318004e+14,4.481126e-22
3.703137e+16,5.303706e-22
2.274847e+09,2.953109e-22
2.011316e+15,4.853608e-22
3.701645e+10,3.352657e-22
1.379678e+16,5.153609e-22
5.111738e+05,1.812996e-22
1.308116e+15,4.795559e-22
3.944199e+08,2.722985e-22
2.094423e+02,7.341363e-23
5.181942e+07,2.454097e-22
2.709755e+17,5.542594e-22
4.986215e+07,2.441915e-22
2.155006e+10,3.287688e-22
3.586265e+19,6.192462e-22
8.317582e+17,5.681335e-22
1.270656e+18,5.776038e-22
1.447399e+15,4.803073e-22
1.503588e+02,6.884898e-23
2.918840e+07,2.356833e-22
3.402175e+10,3.340560e-22
7.206681e+00,2.522558e-23
1.280501e+12,3.846187e-22
2.936015e+19,6.208553e-22
2.706650e+08,2.714557e-22
1.529782e+06,1.974426e-22
1.339787e+13,4.208171e-22
2.212979e+03,1.083498e-22
1.587506e+17,5.416416e-22
1.527362e+01,4.019177e-23
1.020926e+11,3.510351e-22
6.204350e+13,4.331528e-22
2.780944e+15,4.895807e-22
2.464589e+05,1.708156e-22
2.776189e+05,1.726181e-22
5.606699e+00,2.389190e-23
6.454729e+07,2.466709e-22
2.159260e+00,1.082055e-23
1.311175e+12,3.843778e-22
2.096985e+13,4.227468e-22
2.954351e+16,5.217440e-22
4.708780e+02,8.538148e-23
1.693293e+06,1.998941e-22
1.352813e+02,6.809125e-23
5.351178e+10,3.406943e-22
7.899177e+09,3.164164e-22
1.020647e+17,5.422075e-22
1.761487e+14,4.523443e-22
1.132858e+06,1.918964e-22
2.817043e+05,1.731650e-22
1.311923e+07,2.282238e-22
2.617264e+06,2.037373e-22
4.400743e+18,5.939184e-22
9.277299e+18,6.019094e-22
4.170673e+06,2.108612e-22
2.749887e+16,5.239701e-22
2.545537e+11,3.631973e-22
6.857246e+16,5.327030e-22
4.752507e+17,5.599962e-22
1.564109e+07,2.284545e-22
1.425346e+09,2.891641e-22
3.588442e+02,8.223974e-23
1.660193e+07,2.297511e-22
8.385937e+19,6.352807e-22
9.693757e+19,6.328300e-22
3.677974e+08,2.708934e-22
6.716057e+06,2.174833e-22
1.750888e+01,3.917425e-23
1.105476e+19,6.043758e-22
3.080889e+16,5.224263e-22
1.700952e+08,2.617233e-22
2.662113e+07,2.359908e-22
9.270366e+13,4.417519e-22
3.600283e+06,2.110636e-22
1.684433e+16,5.149449e-22
2.415650e+04,1.391004e-22
5.671023e+17,5.667306e-22
1.017054e+03,9.633814e-23
1.607311e+04,1.324235e-22
1.347924e+07,2.250070e-22
1.119991e+07,2.225032e-22
4.242405e+10,3.388507e-22
4.979263e+03,1.213062e-22
2.974050e+00,1.484984e-23
2.554728e+13,4.271706e-22
7.912397e+13,4.422307e-22
3.610115e+01,4.892447e-23
1.057239e+16,5.111506e-22
2.723635e+10,3.303767e-22
6.881073e+02,9.292905e-23
1.242605e+10,3.168662e-22
5.655095e+08,2.768962e-22
6.620350e+01,5.799779e-23
4.028546e+14,4.633132e-22
4.238869e+03,1.155264e-22
4.444756e+15,4.974594e-22
4.256261e+01,5.163508e-23
5.300493e+05,1.790997e-22
2.943803e+16,5.216336e-22
4.189326e+02,8.153289e-23
1.793692e+10,3.260572e-22
8.702472e+01,6.314093e-23
9.861650e+06,2.185886e-22
8.682363e+17,5.699062e-22
3.316144e+12,3.980337e-22
7.980532e+03,1.249907e-22
6.252913e+01,5.863602e-23
3.311657e+03,1.122118e-22
2.016415e+13,4.241569e-22
1.711994e+10,3.251158e-22
2.561772e+11,3.628744e-22
4.751702e+04,1.498765e-22
3.362497e+02,7.844539e-23
1.972965e+05,1.666331e-22
1.890188e+15,4.857103e-22
1.208278e+06,1.930332e-22
3.279472e+12,3.977018e-22
7.647405e+00,2.871127e-23
2.585915e+19,6.191288e-22
4.070038e+12,4.006579e-22
3.315232e+04,1.475134e-22
1.245568e+12,3.854009e-22
1.701729e+03,1.015514e-22
7.318097e+01,5.601848e-23
1.265254e+08,2.600643e-22
3.299888e+06,2.082733e-22
1.872325e+13,4.203492e-22
7.570041e+10,3.472511e-22
9.169034e+08,2.840468e-22
2.163477e+13,4.237640e-22
1.238230e+03,1.006616e-22
6.646141e+08,2.812848e-22
2.144492e+00,1.134785e-23
2.725353e+03,1.117055e-22
5.031759e+13,4.378193e-22
1.168423e+12,3.829985e-22
1.841703e+10,3.236217e-22
4.477809e+03,1.170501e-22
1.056484e+09,2.861951e-22
2.350527e+14,4.547491e-22
1.302190e+14,4.484174e-22
9.983502e+09,3.178220e-22
3.680454e+06,2.045967e-22
1.827429e+01,3.875204e-23
3.692490e+18,5.915246e-22
7.764503e+08,2.825049e-22
4.020313e+02,8.240832e-23
6.056646e+10,3.416567e-22
9.967925e+16,5.409200e-22
7.537566e+11,3.814422e-22
8.515388e+08,2.815239e-22
3.968477e+12,4.017792e-22
1.897460e+16,5.172923e-22
5.093038e+18,5.927826e-22
2.585600e+17,5.543586e-22
2.161144e+01,4.172819e-23
2.954294e+03,1.085787e-22
1.242698e+05,1.642064e-22
7.542154e+08,2.832220e-22
2.055775e+04,1.398307e-22
5.431745e+07,2.462909e-22
3.245802e+09,3.018801e-22
3.858586e+09,3.027879e-22
4.727069e+18,5.928004e-22
1.932056e+00,9.430935e-24
3.157381e+07,2.370354e-22
9.162116e+15,5.103959e-22
1.772164e+14,4.521316e-22
2.145838e+06,2.010863e-22
4.201429e+17,5.573370e-22
5.921223e+05,1.825471e-22
5.634773e+11,3.720164e-22
5.908057e+18,5.966073e-22
3.505960e+17,5.588993e-22
7.808713e+12,4.086313e-22
6.796186e+10,3.456898e-22
3.254600e+08,2.701943e-22
2.525464e+04,1.373987e-22
3.677518e+16,5.254496e-22
5.286261e+13,4.385680e-22
1.652960e+05,1.655359e-22
3.316717e+13,4.285778e-22
9.601966e+15,5.073810e-22
3.489711e+06,2.075509e-22
3.956355e+04,1.492155e-22
9.130320e+10,3.467990e-22
1.304216e+17,5.452067e-22
1.625166e+11,3.555729e-22
1.825985e+00,8.015979e-24
5.077583e+01,5.686290e-23
1.460098e+13,4.195166e-22
3.309730e+13,4.313186e-22
1.569936e+06,1.975206e-22
7.604048e+01,5.719811e-23
7.749428e+17,5.697108e-22
8.698891e+07,2.540182e-22
4.322828e+05,1.787720e-22
1.281113e+01,3.499799e-23
2.619940e+13,4.249374e-22
5.070123e+14,4.666632e-22
1.803783e+01,4.009980e-23
1.063182e+15,4.793277e-22
3.255762e+12,4.007093e-22
2.353763e+00,1.129627e-23
2.209683e+18,5.821368e-22
5.153745e+05,1.806694e-22
6.922034e+05,1.854359e-22
3.050773e+14,4.577753e-22
1.032672e+01,2.983682e-23
3.030895e+12,3.958514e-22
5.756865e+07,2.452741e-22
1.359306e+09,2.867927e-22
3.224204e+01,5.059292e-23
2.154904e+11,3.604782e-22
9.543730e+15,5.054453e-22
1.108303e+00,9.258442e-25
4.414356e+05,1.793931e-22
4.239187e+06,2.094673e-22
3.182306e+10,3.348443e-22
3.438052e+12,4.007610e-22
2.427114e+13,4.235650e-22
1.597205e+18,5.799319e-22
5.232085e+04,1.484535e-22
9.515900e+03,1.240818e-22
2.916682e+10,3.336646e-22
1.779343e+09,2.942991e-22
5.895911e+19,6.286335e-22
1.827558e+19,6.109946e-22
4.367380e+03,1.171319e-22
1.795788e+00,6.242693e-24
1.591033e+15,4.859328e-22
6.174705e+05,1.834615e-22
1.298770e+01,3.563312e-23
3.876727e+10,3.355641e-22
1.251178e+19,6.066629e-22
8.898661e+11,3.790682e-22
1.743693e+09,2.968506e-22
4.449106e+06,2.114504e-22
2.765689e+19,6.180375e-22
2.170493e+13,4.223541e-22
3.663018e+01,4.838203e-23
1.887325e+09,2.947028e-22
9.502341e+05,1.891418e-22
2.968195e+15,4.886934e-22
1.731424e+01,3.507646e-23
3.095103e+16,5.218365e-22
7.352335e+04,1.575335e-22
2.226062e+08,2.662940e-22
4.714621e+13,4.339722e-22
2.081628e+05,1.700918e-22
1.036439e+00,-5.505029e-25
1.711410e+15,4.849005e-22
5.324434e+00,2.206880e-23
7.631286e+13,4.419312e-22
4.716360e+00,2.162669e-23
2.488359e+12,3.925012e-22
3.063091e+10,3.314867e-22
8.035702e+12,4.098588e-22
3.268134e+05,1.792117e-22
5.094290e+17,5.614542e-22
8.906403e+15,5.067404e-22
5.185639e+18,5.958005e-22
5.838976e+15,5.025131e-22
1.200826e+19,6.074697e-22
1.408078e+05,1.641893e-22
4.685985e+16,5.293676e-22
8.843682e+02,9.210670e-23
9.596119e+01,6.243638e-23
1.562787e+19,6.107711e-22
1.812614e+03,1.054814e-22
7.355264e+13,4.396536e-22
5.461995e+13,4.399014e-22
1.189011e+13,4.155188e-22
1.666445e+09,2.917660e-22
1.181190e+02,6.516288e-23
1.385280e+18,5.739108e-22
1.067817e+08,2.550943e-22
5.196903e+08,2.770896e-22
5.514046e+09,3.103617e-22
1.712435e+14,4.533259e-22
5.449351e+14,4.681959e-22
1.008246e+18,5.715477e-22
4.285949e+18,5.950049e-22
1.717371e+06,1.981846e-22
1.099926e+05,1.618759e-22
7.260662e+12,4.102231e-22
1.673434e+18,5.785075e-22
4.036487e+19,6.235960e-22
4.002848e+19,6.215227e-22
8.915158e+17,5.730304e-22
4.359918e+12,4.046940e-22
2.075229e+01,4.257428e-23
4.028561e+06,2.084670e-22
7.227349e+02,8.985862e-23
1.945430e+12,3.931596e-22
1.733356e+03,1.039145e-22
1.007565e+11,3.518152e-22
1.233012e+05,1.629310e-22
9.873887e+18,6.048399e-22
2.269009e+04,1.377383e-22
8.412144e+09,3.147382e-22
1.713167e+12,3.895215e-22
3.330783e+16,5.252561e-22
1.891993e+11,3.609914e-22
1.051749e+15,4.762740e-22
1.461529e+05,1.648214e-22
1.660698e+07,2.268618e-22
7.418320e+00,2.425645e-23
5.095510e+10,3.398716e-22
2.735829e+17,5.527279e-22
6.783438e+08,2.791592e-22
1.603107e+10,3.290979e-22
8.085481e+10,3.457818e-22
3.868775e+17,5.586518e-22
2.138954e+12,3.912778e-22
4.962654e+16,5.323724e-22
2.518041e+17,5.528233e-22
3.514729e+01,5.163110e-23
7.352066e+10,3.462621e-22
2.627658e+00,1.478167e-23
1.426112e+07,2.258955e-22
1.571782e+12,3.899652e-22
6.400581e+08,2.798150e-22
4.370306e+17,5.608501e-22
2.036922e+09,2.917532e-22
8.471417e+09,3.144509e-22
2.275845e+15,4.909094e-22
7.901464e+16,5.384735e-22
4.028147e+06,2.106564e-22
3.946461e+08,2.714228e-22
8.222657e+07,2.513247e-22
6.848719e+19,6.310405e-22
3.173403e+16,5.235085e-22
5.827315e+06,2.180313e-22
8.030943e+05,1.864642e-22
2.879444e+11,3.651085e-22
8.417310e+10,3.472626e-22
2.898585e+16,5.219698e-22
1.458261e+07,2.255544e-22
2.525057e+15,4.933845e-22
1.086295e+06,1.937985e-22
1.303326e+17,5.468129e-22
9.162386e+01,6.094491e-23
4.652121e+09,3.080912e-22
7.703137e+01,6.164606e-23
1.659512e+11,3.559565e-22
4.365059e+08,2.723679e-22
2.130020e+00,1.027334e-23
3.049174e+15,4.908851e-22
4.766971e+02,8.636366e-23
2.181076e+05,1.719119e-22
1.621050e+10,3.237927e-22
2.388328e+04,1.361717e-22
2.436257e+01,4.402156e-23
2.762762e+19,6.194320e-22
3.123421e+13,4.313638e-22
6.946376e+09,3.140952e-22
4.203927e+07,2.447915e-22
8.269330e+05,1.867654e-22
5.479754e+12,4.031460e-22
1.134308e+06,1.897596e-22
2.617807e+06,2.020734e-22
1.286025e+16,5.117628e-22
8.695001e+06,2.181839e-22
8.697380e+09,3.161506e-22
6.553578e+12,4.096268e-22
1.553190e+16,5.137345e-22
8.381248e+05,1.882934e-22
2.027470e+08,2.627981e-22
2.682389e+18,5.838209e-22
9.011832e+01,6.199177e-23
1.525028e+11,3.523645e-22
9.186784e+02,9.329613e-23
7.028168e+04,1.513547e-22
8.214021e+02,9.412072e-23
5.660270e+09,3.116458e-22
1.175079e+10,3.185147e-22
9.646258e+05,1.891015e-22
2.119212e+11,3.587817e-22
1.818337e+06,1.980702e-22
3.405316e+11,3.682008e-22
7.622116e+18,5.989799e-22
5.407348e+04,1.515292e-22
2.655646e+11,3.658085e-22
5.009872e+07,2.469175e-22
3.311478e+19,6.225671e-22
1.776833e+03,1.032375e-22
5.336224e+02,8.523524e-23
4.479388e+05,1.807428e-22
2.895600e+03,1.120715e-22
1.246358e+08,2.579289e-22
1.103854e+13,4.157308e-22
3.094226e+10,3.343933e-22
1.520062e+00,5.077879e-24
6.741407e+09,3.168032e-22
1.184187e+19,6.076967e-22
1.883651e+12,3.913282e-22
1.183556e+01,3.187142e-23
2.295387e+03,1.084499e-22
6.886328e+05,1.868693e-22
7.463620e+11,3.835889e-22
2.038063e+15,4.860536e-22
2.866000e+07,2.354204e-22
1.793610e+19,6.116559e-22
5.352926e+08,2.815728e-22
3.031548e+17,5.560530e-22
3.157501e+15,4.919075e-22
4.507767e+00,2.326089e-23
2.584979e+08,2.681648e-22
4.874065e+12,4.047741e-22
4.744146e+01,5.350311e-23
4.548755e+12,4.030461e-22
3.288549e+19,6.224640e-22
2.403480e+19,6.157149e-22
5.078247e+07,2.424258e-22
3.464978e+12,3.967261e-22
7.060505e+16,5.365980e-22
2.688987e+09,2.982321e-22
4.350714e+07,2.400295e-22
1.745685e+08,2.609791e-22
3.185268e+07,2.398531e-22
1.340933e+02,6.758686e-23
3.493177e+07,2.405776e-22
7.490640e+13,4.398611e-22
2.203878e+18,5.797915e-22
1.500923e+17,5.442802e-22
4.016376e+14,4.646017e-22
8.864686e+05,1.902855e-22
1.067009e+02,6.434900e-23
5.530539e+10,3.404012e-22
4.324597e+07,2.451326e-22
1.003953e+11,3.488031e-22
1.417057e+01,3.572455e-23
2.156542e+03,1.035910e-22
5.592966e+09,3.095819e-22
5.559775e+11,3.747929e-22
7.156304e+05,1.846399e-22
1.356631e+13,4.169069e-22
6.249012e+11,3.763362e-22
1.181036e+18,5.757709e-22
4.359967e+16,5.308568e-22
6.611343e+18,5.973501e-22
1.103511e+10,3.200267e-22
3.387118e+14,4.613717e-22
4.651032e+04,1.447343e-22
4.487295e+02,8.302388e-23
7.526020e+02,8.727654e-23
2.618674e+01,4.589779e-23
3.649724e+09,3.000183e-22
3.741648e+15,4.968206e-22
1.622989e+04,1.365674e-22
1.001937e+10,3.199707e-22
7.727739e+03,1.215166e-22
1.537225e+17,5.456640e-22
4.792766e+18,5.985076e-22
6.757771e+14,4.718522e-22
5.561067e+12,4.028229e-22
1.083169e+06,1.928854e-22
3.972107e+08,2.709717e-22
6.596403e+12,4.045427e-22
3.159380e+12,3.988903e-22
1.623868e+00,6.377249e-24
3.605557e+18,5.907449e-22
2.060903e+10,3.300601e-22
1.372598e+14,4.503314e-22
7.101075e+13,4.374480e-22
6.952166e+09,3.146048e-22
4.979641e+09,3.093145e-22
2.359189e+16,5.217049e-22
3.230578e+15,4.933748e-22
2.725044e+17,5.552521e-22
4.849783e+18,5.923082e-22
1.040052e+07,2.233539e-22
8.881806e+11,3.813376e-22
8.495089e+09,3.173328e-22
2.362065e+06,2.005995e-22
2.892350e+01,4.745144e-23
6.159773e+00,2.545286e-23
9.956670e+16,5.368576e-22
1.434738e+13,4.173854e-22
3.741508e+19,6.214276e-22
1.089086e+05,1.619037e-22
2.945914e+15,4.902066e-22
3.780286e+00,1.673757e-23
1.239543e+01,3.956058e-23
6.393092e+13,4.417573e-22
1.661046e+03,1.020066e-22
5.555351e+10,3.421771e-22
6.815815e+17,5.689604e-22
1.602395e+03,1.040571e-22
8.415031e+00,2.901577e-23
9.838837e+04,1.602987e-22
5.910580e+02,8.611896e-23
1.730143e+02,7.366512e-23
3.106688e+11,3.650882e-22
1.718316e+07,2.282933e-22
4.787593e+18,5.919250e-22
1.387050e+11,3.543545e-22
7.696687e+08,2.837097e-22
3.121763e+05,1.747450e-22
5.176414e+15,4.993143e-22
2.202440e+12,3.925285e-22
2.284886e+15,4.872388e-22
8.406563e+19,6.320539e-22
8.706631e+10,3.454563e-22
3.833468e+11,3.691938e-22
1.400971e+08,2.586982e-22
1.078860e+00,6.621422e-25
2.465134e+10,3.298450e-22
4.644091e+05,1.806481e-22
4.738735e+17,5.618688e-22
9.694758e+18,6.058813e-22
3.450975e+10,3.346456e-22
2.824005e+04,1.412419e-22
7.924476e+11,3.763476e-22
1.726307e+09,2.970157e-22
1.344246e+02,6.763190e-23
1.075139e+01,3.333575e-23
1.627471e+10,3.271285e-22
1.029294e+13,4.137656e-22
1.092642e+00,3.614994e-24
3.256061e+00,1.847158e-23
1.840646e+18,5.841179e-22
1.117856e+04,1.306682e-22
9.052327e+16,5.374297e-22
1.442121e+01,3.435596e-23
6.309080e+17,5.609621e-22
8.549059e+07,2.510848e-22
5.993770e+03,1.209196e-22
3.222792e+08,2.690627e-22
2.751355e+02,7.500550e-23
4.004492e+04,1.455620e-22
9.440928e+04,1.588524e-22
3.478611e+11,3.652368e-22
9.337778e+12,4.110592e-22
4.655731e+03,1.165698e-22
3.495534e+19,6.205595e-22
1.052437e+12,3.809747e-22
5.813849e+18,5.970789e-22
5.129799e+17,5.612496e-22
4.216467e+03,1.121734e-22
9.398492e+12,4.124017e-22
1.370516e+02,6.880162e-23
8.973750e+17,5.715548e-22
6.944992e+17,5.679486e-22
4.839477e+02,8.681068e-23
5.485858e+14,4.709766e-22
5.441783e+00,2.165115e-23
6.663773e+07,2.502156e-22
1.430276e+11,3.555794e-22
2.390983e+16,5.217525e-22
4.198527e+00,1.890171e-23
2.022831e+17,5.479965e-22
1.261393e+00,5.282482e-24
1.672794e+15,4.832009e-22
6.088166e+02,8.943775e-23
5.855035e+12,4.040271e-22
4.433058e+19,6.240525e-22
2.382768e+02,7.748863e-23
2.542287e+10,3.277208e-22
1.287090e+16,5.128803e-22
8.247789e+07,2.516752e-22
1.761015e+07,2.278776e-22
3.186714e+13,4.303839e-22
1.102734e+08,2.566175e-22
4.053903e+16,5.294874e-22
7.740403e+12,4.155590e-22
7.143624e+13,4.387472e-22
7.269656e+03,1.235101e-22
2.210155e+19,6.136929e-22
1.778295e+09,2.934972e-22
1.148779e+15,4.806202e-22
3.708857e+11,3.652181e-22
9.569332e+06,2.215794e-22
7.407745e+15,5.030578e-22
2.525739e+14,4.596943e-22
4.512488e+15,4.979121e-22
3.644827e+10,3.371222e-22
1.647281e+16,5.147352e-22
6.380908e+05,1.870325e-22
9.005879e+13,4.424006e-22
2.845331e+04,1.400051e-22
8.383079e+03,1.235357e-22
5.821096e+06,2.148193e-22
1.429767e+18,5.775908e-22
1.996535e+17,5.504663e-22
7.683242e+09,3.145863e-22
1.188637e+12,3.832290e-22
1.592301e+16,5.159869e-22
4.700661e+04,1.480289e-22
3.482041e+10,3.330547e-22
2.465929e+16,5.198523e-22
1.013220e+03,9.696153e-23
1.625824e+03,1.027216e-22
1.255176e+09,2.873387e-22
6.023507e+11,3.725602e-22
3.575465e+12,3.980455e-22
7.820020e+07,2.514851e-22
4.024977e+01,4.885084e-23
1.246188e+06,1.925694e-22
1.151543e+10,3.191175e-22
4.839168e+11,3.717215e-22
3.229509e+15,4.924235e-22
5.789279e+01,5.472546e-23
4.505284e+14,4.644615e-22
1.623966e+02,7.096482e-23
1.907493e+02,7.114999e-23
2.237750e+00,9.299234e-24
1.948097e+18,5.830951e-22
3.950442e+00,2.080903e-23
1.869509e+13,4.204702e-22
