k,t,T
1.457658e+00,8.938635e-01,1.269277e+00
3.410758e-01,1.319584e+00,1.632356e+00
1.665935e+00,1.564306e+00,1.075011e+00
3.997782e-01,2.871384e+00,1.318766e+00
1.499642e+00,5.719998e-01,1.423057e+00
8.848004e-01,1.143218e+00,1.365110e+00
3.746453e-01,1.928269e+00,1.482750e+00
9.517555e-01,1.191795e+00,1.326880e+00
3.399103e-01,6.954009e-01,1.788102e+00
1.900462e+00,2.637660e+00,1.004484e+00
8.255359e-01,2.623143e+00,1.112774e+00
3.175093e-01,2.919759e+00,1.392043e+00
1.229241e+00,1.255816e+00,1.212857e+00
1.733013e+00,2.411822e-01,1.654186e+00
1.050804e+00,3.961024e-01,1.661886e+00
1.159142e+00,1.794321e+00,1.122550e+00
1.484860e+00,1.041673e+00,1.209020e+00
7.896326e-01,9.943044e-01,1.457614e+00
1.046148e+00,9.645061e-01,1.367275e+00
1.811949e+00,2.026892e+00,1.022303e+00
1.915789e+00,1.390361e+00,1.069835e+00
8.364211e-01,1.861313e+00,1.203163e+00
1.143490e+00,7.622682e-01,1.422889e+00
1.370945e+00,1.854456e+00,1.079315e+00
1.696677e+00,3.743768e-01,1.528989e+00
5.027235e-01,4.174707e-01,1.813473e+00
1.664050e+00,1.263914e+00,1.120348e+00
4.022008e-01,2.589591e-01,1.901347e+00
1.643647e+00,1.959003e+00,1.035263e+00
7.422995e-01,2.321823e-01,1.838220e+00
1.549039e+00,1.630009e+00,1.076359e+00
3.579734e-01,2.839278e+00,1.359161e+00
1.829329e+00,1.963905e+00,1.028737e+00
1.415708e+00,1.983908e+00,1.064177e+00
3.047057e-01,1.427904e+00,1.647125e+00
7.349113e-01,1.143869e+00,1.428129e+00
1.823323e+00,1.554906e+00,1.058961e+00
2.035455e-01,1.389916e-01,1.967354e+00
1.818940e+00,3.646647e-01,1.521565e+00
1.399463e+00,1.688075e+00,1.094348e+00
5.314660e-01,5.001256e-01,1.766058e+00
1.379768e+00,7.046075e-01,1.371133e+00
7.224426e-01,2.490095e+00,1.163629e+00
3.732577e-01,2.978885e+00,1.327572e+00
1.722635e+00,1.849722e+00,1.041095e+00
1.867153e+00,1.989415e+00,1.022146e+00
1.436977e+00,2.504274e+00,1.018976e+00
1.617600e+00,1.921380e+00,1.042806e+00
1.085289e+00,2.866165e+00,1.041352e+00
8.901780e-01,1.154672e+00,1.352805e+00
1.733491e-01,8.112583e-01,1.869297e+00
1.001223e+00,6.617115e-01,1.514589e+00
8.602664e-01,1.945129e+00,1.188422e+00
1.181280e+00,1.199788e+00,1.245548e+00
3.251741e-01,2.500076e+00,1.439621e+00
2.708552e-01,1.587100e+00,1.649748e+00
1.349179e+00,2.202954e+00,1.048125e+00
1.645017e+00,2.999833e+00,1.010846e+00
4.575873e-01,1.268344e+00,1.563228e+00
1.369496e+00,2.947982e+00,1.017851e+00
2.172737e-01,8.437338e-01,1.831349e+00
1.334253e+00,1.388703e+00,1.160459e+00
1.166482e+00,4.132371e-01,1.623422e+00
1.053362e+00,1.888964e+00,1.135762e+00
1.174765e+00,4.459507e-01,1.596531e+00
9.990870e-01,1.770548e+00,1.172367e+00
8.203755e-01,4.053899e-01,1.711022e+00
5.714436e-01,2.584482e+00,1.227651e+00
1.247636e-01,1.733935e+00,1.807973e+00
9.110849e-01,2.683241e+00,1.085459e+00
3.188915e-01,1.843906e+00,1.557635e+00
4.427221e-01,2.761097e+00,1.299231e+00
1.112813e+00,1.916794e+00,1.118154e+00
3.397331e-01,9.357987e-02,1.966657e+00
1.186775e+00,1.794188e+00,1.118715e+00
1.469050e+00,7.979386e-01,1.311015e+00
1.024091e+00,5.397028e-01,1.575218e+00
3.413288e-01,2.229680e+00,1.467952e+00
1.915460e+00,2.951497e+00,1.005689e+00
5.786765e-01,2.061835e+00,1.306631e+00
1.696778e+00,1.925191e+00,1.042740e+00
6.628861e-01,2.795708e+00,1.158432e+00
1.651757e+00,2.267332e+00,1.026698e+00
1.579879e+00,5.258771e-01,1.436106e+00
1.742291e+00,2.848129e+00,1.002498e+00
1.093776e+00,2.489477e-01,1.765899e+00
3.696530e-01,3.521361e-01,1.872893e+00
3.433876e-01,4.412959e-01,1.860624e+00
1.760346e+00,9.161216e-01,1.196623e+00
1.904072e-01,1.073431e+00,1.813820e+00
1.170282e+00,2.244477e+00,1.074304e+00
6.429439e-01,1.895824e+00,1.298999e+00
1.754045e+00,6.098468e-01,1.348608e+00
1.895092e+00,2.441522e+00,1.012716e+00
4.358638e-01,1.959032e+00,1.432052e+00
1.465858e+00,8.051296e-01,1.304933e+00
1.358717e+00,1.335640e+00,1.163069e+00
2.930602e-01,2.800901e+00,1.440479e+00
1.619265e+00,9.022731e-01,1.227833e+00
1.934239e+00,2.045945e+00,1.022363e+00
1.122292e+00,8.095645e-02,1.913662e+00
6.268785e-01,2.616430e+00,1.193437e+00
4.327799e-01,1.939210e+00,1.429951e+00
1.523448e+00,1.626356e+00,1.081057e+00
3.378937e-01,6.144749e-01,1.813689e+00
8.481075e-01,8.092565e-02,1.932009e+00
2.561195e-01,2.724875e+00,1.499505e+00
1.994701e+00,1.257327e+00,1.077917e+00
1.899665e+00,9.516084e-01,1.160648e+00
1.687718e+00,1.798281e+00,1.044660e+00
2.844985e-01,2.580183e+00,1.476486e+00
1.082680e+00,3.417293e-01,1.684148e+00
3.057862e-01,1.835993e+00,1.571137e+00
1.058546e+00,1.254891e+00,1.269298e+00
1.019844e+00,1.289254e+00,1.265155e+00
1.868172e+00,8.987247e-01,1.189837e+00
1.646545e+00,2.295176e+00,1.020949e+00
9.557341e-01,1.541048e-01,1.864173e+00
1.472957e+00,2.633882e+00,1.020689e+00
9.531763e-01,1.360396e+00,1.273098e+00
2.714292e-01,1.720474e+00,1.622196e+00
1.249291e+00,2.554351e+00,1.037144e+00
1.744413e+00,1.171147e+00,1.132241e+00
1.721229e+00,2.759274e+00,1.008603e+00
1.355177e+00,1.917779e-01,1.769363e+00
6.086931e-01,3.911221e-01,1.792710e+00
1.698883e+00,1.629280e+00,1.063488e+00
3.680096e-01,1.154412e+00,1.652175e+00
1.418650e+00,1.835868e+00,1.077378e+00
1.185552e+00,9.497658e-01,1.326676e+00
9.085070e-01,7.246470e-01,1.514461e+00
1.896292e+00,2.102261e-01,1.670089e+00
1.056663e+00,8.370681e-01,1.411253e+00
7.349884e-01,2.424133e+00,1.171046e+00
1.839503e+00,1.434487e+00,1.070056e+00
2.635829e-01,2.095286e+00,1.577125e+00
4.365109e-01,1.224643e+00,1.585210e+00
8.788932e-01,1.235551e+00,1.335371e+00
6.852550e-01,1.699917e+00,1.314456e+00
1.477823e+00,1.582270e+00,1.097075e+00
3.168043e-01,5.266710e-01,1.846223e+00
5.370917e-01,2.935325e+00,1.213380e+00
1.070467e+00,7.704921e-03,1.992696e+00
8.784034e-01,2.108449e+00,1.154007e+00
1.601713e+00,4.974703e-01,1.452436e+00
1.671724e+00,1.823781e+00,1.040125e+00
7.622216e-01,3.775680e-01,1.746187e+00
1.703584e+00,2.169638e+00,1.024174e+00
1.684323e+00,1.569647e+00,1.073388e+00
9.884091e-01,1.999997e+00,1.139999e+00
1.322698e+00,7.499651e-01,1.367866e+00
1.319802e+00,7.330737e-02,1.909185e+00
1.438600e+00,2.946575e+00,1.007239e+00
5.651198e-01,9.023305e-01,1.605716e+00
1.618109e+00,2.111672e-01,1.713627e+00
2.463982e-01,3.266615e-01,1.924582e+00
1.161598e+00,6.655123e-01,1.462305e+00
4.865326e-01,2.370387e+00,1.312647e+00
9.450943e-01,1.726563e+00,1.194980e+00
1.939165e+00,1.451857e+00,1.057489e+00
1.788543e+00,4.235207e-01,1.469101e+00
2.268979e-01,1.228570e+00,1.757082e+00
1.047283e+00,2.594695e+00,1.064862e+00
1.204461e+00,5.473980e-01,1.519459e+00
1.772193e+00,1.266734e+00,1.107998e+00
1.709797e+00,2.430537e-01,1.663517e+00
1.571834e+00,7.813508e-01,1.291343e+00
2.071646e-01,1.363587e+00,1.749524e+00
2.289809e-01,2.315518e+00,1.587622e+00
7.157325e-01,8.681947e-01,1.537855e+00
6.923609e-01,1.906983e+00,1.268041e+00
3.187155e-01,1.678108e-01,1.950357e+00
2.213633e-01,8.838364e-01,1.822257e+00
1.262452e+00,9.700340e-01,1.299559e+00
1.874739e+00,8.487930e-01,1.202604e+00
1.310311e+00,2.514093e+00,1.038528e+00
5.840787e-01,4.732659e-01,1.760959e+00
1.981191e+00,2.127896e+00,1.014378e+00
1.367627e+00,1.099837e+00,1.217353e+00
1.721739e+00,9.000299e-01,1.212412e+00
6.430703e-01,2.122084e+00,1.252418e+00
1.219788e+00,1.219054e-01,1.862923e+00
7.230034e-01,2.189469e+00,1.202622e+00
1.778489e+00,2.727404e+00,1.010355e+00
1.164626e+00,2.074383e+00,1.091863e+00
1.663259e+00,2.567453e+00,1.010872e+00
1.219270e+00,1.357298e+00,1.191091e+00
9.542962e-01,4.213225e-01,1.671308e+00
1.445905e+00,2.673338e+00,1.025337e+00
1.055483e+00,1.302340e+00,1.250629e+00
1.081379e+00,7.142025e-01,1.459206e+00
8.533835e-01,5.379606e-01,1.633937e+00
6.648809e-01,1.391385e-01,1.915939e+00
6.660193e-01,1.050002e+00,1.494212e+00
1.373087e+00,2.411775e-01,1.720989e+00
6.516710e-01,2.540891e+00,1.188133e+00
1.436662e+00,2.250849e+00,1.044655e+00
9.781473e-01,1.087087e+00,1.345225e+00
1.070190e+00,4.038942e-01,1.648215e+00
1.802827e+00,1.018994e-01,1.825219e+00
1.583434e+00,4.769052e-01,1.471202e+00
1.556917e+00,8.416137e-01,1.269064e+00
8.263900e-01,1.099438e+00,1.402802e+00
1.593709e+00,2.054820e+00,1.032907e+00
8.810808e-01,2.510447e+00,1.104929e+00
1.085367e+00,1.201869e+00,1.269849e+00
1.425518e+00,2.654516e+00,1.025655e+00
4.260541e-01,2.895482e+00,1.290918e+00
1.661470e+00,1.189761e-01,1.819443e+00
2.373997e-01,2.560494e+00,1.544981e+00
4.404384e-01,1.189873e+00,1.590443e+00
7.333406e-01,1.123349e+00,1.439031e+00
1.094109e+00,9.057688e-01,1.367968e+00
4.761809e-01,1.710104e+00,1.446605e+00
6.653511e-01,2.661584e+00,1.172484e+00
1.547335e+00,9.715155e-01,1.219110e+00
1.090773e+00,1.156882e-02,1.988578e+00
1.435815e+00,2.748043e+00,1.021409e+00
8.003387e-01,1.057867e+00,1.425574e+00
1.240767e+00,7.210528e-01,1.406663e+00
1.055039e+00,2.663716e+00,1.059794e+00
6.936357e-01,1.570761e+00,1.331624e+00
8.793301e-01,6.143340e-01,1.583366e+00
4.127648e-01,2.157930e+00,1.409844e+00
1.029238e+00,1.359705e+00,1.242891e+00
1.170934e+00,1.797832e+00,1.120237e+00
1.778744e+00,1.236089e+00,1.108366e+00
1.547645e-01,1.000376e-01,1.980299e+00
1.524019e-01,1.255165e+00,1.826472e+00
6.829500e-01,5.333380e-02,1.966218e+00
1.941640e+00,1.186222e+00,1.100166e+00
1.976125e+00,1.757843e+00,1.035538e+00
1.515232e+00,7.273936e-01,1.330794e+00
4.397046e-01,6.148347e-01,1.761297e+00
1.337069e-01,1.196390e+00,1.852133e+00
1.743429e+00,2.007995e+00,1.032510e+00
1.079151e+00,1.956941e+00,1.118164e+00
1.083521e+00,2.732245e+00,1.055139e+00
1.951360e+00,2.577743e+00,1.009088e+00
3.707100e-01,7.634043e-01,1.752712e+00
1.160913e+00,2.613620e+00,1.044137e+00
1.973399e+00,1.448692e+00,1.054065e+00
1.045242e+00,6.277787e-01,1.519488e+00
7.327931e-01,3.731440e-01,1.762726e+00
1.190539e+00,2.287173e+00,1.067451e+00
5.698036e-01,4.828340e-01,1.761043e+00
1.422160e-01,1.073473e+00,1.861558e+00
1.214278e+00,2.392610e+00,1.058479e+00
1.742715e+00,3.025185e-01,1.591378e+00
3.585175e-01,1.610593e+00,1.564961e+00
4.066436e-01,2.408722e-01,1.905724e+00
7.726186e-01,4.663995e-01,1.698645e+00
1.432839e+00,6.271260e-01,1.409618e+00
2.216159e-01,9.294493e-01,1.809981e+00
1.424300e+00,2.775176e+00,1.023756e+00
4.444554e-01,1.538297e+00,1.501305e+00
1.663731e+00,1.226619e+00,1.127491e+00
1.626250e+00,2.034231e+00,1.034136e+00
1.061505e+00,1.243938e+00,1.266834e+00
1.256944e+00,4.055668e-01,1.604321e+00
1.341978e+00,2.381012e+00,1.041715e+00
1.967449e+00,6.617050e-01,1.271452e+00
1.716940e+00,7.893636e-01,1.259216e+00
6.512627e-01,2.690605e+00,1.173876e+00
9.469967e-01,2.493657e+00,1.095087e+00
1.541463e+00,7.099893e-01,1.337235e+00
6.998733e-01,2.664546e+00,1.158827e+00
5.364433e-01,2.893857e+00,1.207187e+00
6.063642e-01,2.718591e+00,1.192553e+00
1.646816e+00,2.878281e+00,1.008196e+00
3.326175e-01,1.207436e+00,1.671016e+00
1.149993e+00,1.250920e+00,1.233669e+00
1.373424e+00,3.552724e-01,1.612768e+00
1.589820e+00,9.494030e-01,1.222584e+00
1.426587e+00,9.886255e-02,1.866946e+00
6.151743e-01,9.655718e-01,1.550171e+00
5.483536e-01,1.894397e+00,1.357916e+00
1.692364e+00,1.216059e+00,1.127541e+00
8.771311e-01,4.334013e-01,1.684788e+00
1.042975e+00,2.525783e+00,1.075841e+00
1.968951e+00,2.708447e+00,1.006258e+00
1.308629e+00,2.622475e+00,1.032604e+00
1.412602e+00,1.340486e-02,1.979528e+00
5.704742e-01,4.923107e-01,1.756417e+00
1.162299e+00,1.550617e+00,1.167275e+00
4.029877e-01,2.245590e+00,1.404055e+00
9.292664e-01,1.017519e+00,1.392498e+00
1.724440e+00,2.204330e+00,1.021086e+00
4.278386e-01,2.994333e+00,1.281689e+00
1.590857e+00,1.940156e+00,1.048180e+00
1.813905e+00,2.568714e+00,1.009116e+00
2.219109e-01,1.443249e+00,1.728118e+00
6.094667e-01,1.435826e+00,1.416301e+00
7.667362e-01,2.097124e-01,1.846558e+00
1.391327e+00,5.916336e-01,1.438116e+00
1.240208e+00,2.969356e+00,1.024749e+00
1.360511e+00,2.417284e+00,1.036410e+00
7.077686e-01,1.136918e+00,1.443400e+00
1.260940e+00,1.318410e+00,1.189124e+00
3.124961e-01,1.764949e+00,1.575638e+00
1.074092e+00,1.725993e+00,1.155285e+00
1.438415e+00,1.617545e+00,1.096612e+00
1.431221e+00,2.619875e+00,1.019496e+00
9.495609e-01,1.480063e+00,1.250405e+00
7.201494e-01,2.946948e+00,1.117291e+00
8.373361e-01,2.693176e+00,1.102631e+00
1.447864e+00,2.806129e+00,1.017785e+00
3.819682e-01,2.454429e+00,1.391129e+00
6.117464e-01,2.469071e+00,1.220422e+00
9.100342e-01,1.755836e+00,1.199830e+00
1.512659e+00,3.266395e-01,1.609788e+00
8.496575e-01,8.300694e-01,1.492752e+00
5.382228e-01,2.328223e+00,1.286030e+00
1.252304e+00,1.094482e+00,1.257232e+00
1.230182e+00,1.883968e+00,1.098634e+00
1.042998e+00,1.643868e+00,1.183816e+00
1.951356e+00,2.129751e-01,1.663833e+00
1.358645e+00,2.462576e+00,1.042025e+00
5.664065e-01,1.550280e+00,1.419567e+00
1.625035e+00,2.235934e+00,1.023813e+00
3.545510e-01,4.514498e-01,1.851120e+00
1.507212e+00,2.205399e+00,1.036061e+00
5.909631e-01,1.662158e+00,1.374847e+00
7.557595e-01,1.455412e+00,1.329184e+00
1.680154e+00,1.684579e+00,1.052890e+00
7.216226e-01,1.513125e+00,1.333009e+00
1.607541e+00,1.202765e+00,1.150289e+00
1.294871e+00,2.164222e+00,1.061409e+00
1.665424e+00,9.369751e-01,1.209851e+00
7.524979e-01,1.302103e+00,1.377766e+00
6.647858e-01,1.483776e-01,1.909775e+00
1.358785e+00,3.473467e-01,1.624031e+00
1.671689e+00,4.399763e-02,1.928061e+00
9.821887e-01,2.790891e+00,1.065044e+00
1.251269e+00,6.662961e-01,1.435764e+00
3.746750e-01,1.084535e+00,1.663502e+00
2.091411e-01,1.115829e+00,1.788670e+00
1.106481e+00,2.723966e+00,1.053118e+00
1.766651e+00,1.317216e+00,1.097757e+00
9.649260e-01,1.675161e+00,1.195252e+00
2.369318e-01,1.406465e+00,1.716618e+00
1.772730e+00,2.400162e+00,1.013064e+00
1.554014e+00,7.166067e-01,1.333022e+00
1.699983e+00,1.914614e+00,1.037402e+00
5.080725e-01,4.272479e-01,1.806944e+00
2.705940e-01,1.962685e+00,1.592355e+00
6.770829e-01,2.874712e+00,1.144006e+00
7.967723e-01,3.660415e-01,1.746541e+00
9.508305e-01,7.858166e-01,1.474948e+00
7.414892e-01,2.871358e-01,1.814478e+00
1.748477e+00,1.718556e+00,1.051314e+00
1.362832e+00,1.057381e+00,1.235677e+00
1.011049e+00,2.591376e+00,1.074475e+00
1.572458e+00,7.303613e-02,1.892925e+00
7.466693e-01,2.611084e+00,1.143536e+00
1.696764e+00,2.190736e+00,1.020305e+00
1.133056e+00,9.720746e-01,1.333341e+00
1.547774e+00,1.820190e+00,1.060314e+00
1.468088e+00,9.248514e-02,1.875311e+00
1.657652e+00,2.656945e+00,1.011181e+00
1.651016e+00,2.860510e+00,1.008672e+00
1.630279e+00,1.879442e+00,1.041181e+00
1.963207e+00,1.501786e+00,1.055110e+00
1.213120e+00,1.777359e+00,1.116182e+00
1.681803e+00,2.296206e+00,1.017975e+00
1.855416e+00,2.538348e+00,1.010889e+00
