r,T
1.957721e+00,2.732083e+00
1.964330e-01,1.108936e-01
3.702377e-01,2.248775e-01
9.412749e-01,9.456308e-01
2.183580e+00,3.196759e+00
1.516448e+00,1.871461e+00
9.238683e-01,9.221288e-01
1.755093e+00,2.308987e+00
1.556835e+00,1.929429e+00
1.370857e+00,1.597375e+00
2.629880e+00,4.284703e+00
1.664903e+00,2.152044e+00
4.263825e-01,2.902478e-01
4.933373e-01,3.355008e-01
5.056047e-01,3.635889e-01
1.412501e-01,5.726439e-02
1.993145e+00,2.822661e+00
1.611089e+00,2.037694e+00
2.341102e-01,1.127868e-01
1.752786e+00,2.302046e+00
1.438731e-01,5.158045e-02
1.125448e+00,1.169067e+00
2.410792e+00,3.742195e+00
9.093888e-01,8.663221e-01
2.111772e+00,3.043523e+00
2.209296e+00,3.277622e+00
9.362557e-01,9.308541e-01
2.309708e+00,3.499898e+00
1.143103e+00,1.240374e+00
1.794202e-01,7.124719e-02
2.902485e+00,4.935600e+00
9.858447e-01,9.733629e-01
1.433577e+00,1.712988e+00
6.452959e-01,4.943857e-01
1.019367e+00,1.059951e+00
2.305434e+00,3.502731e+00
2.420245e+00,3.770626e+00
3.436560e-01,1.980306e-01
8.526678e-01,7.874559e-01
1.684710e-01,7.493316e-02
3.366765e-01,1.903583e-01
2.616061e+00,4.207822e+00
2.444449e+00,3.814971e+00
7.611463e-01,6.450000e-01
1.426791e+00,1.725670e+00
2.744366e+00,4.556955e+00
2.481078e+00,3.893838e+00
9.369975e-01,9.171682e-01
1.802275e+00,2.429338e+00
7.892280e-01,6.873025e-01
1.162139e+00,1.269657e+00
8.808173e-01,8.200277e-01
5.024229e-01,3.522187e-01
1.314020e+00,1.480129e+00
2.134521e+00,3.123388e+00
1.624044e+00,2.074591e+00
9.437020e-01,9.078151e-01
1.148288e+00,1.258195e+00
1.843260e+00,2.507097e+00
9.128616e-01,8.775160e-01
2.067525e+00,2.981971e+00
2.592391e+00,4.170185e+00
2.195804e-01,1.096073e-01
1.420067e-01,6.090338e-02
2.381285e+00,3.686268e+00
2.853540e-01,1.294499e-01
6.138847e-01,4.964955e-01
2.043502e+00,2.910637e+00
2.383035e+00,3.687291e+00
3.126362e-01,1.739286e-01
2.065359e+00,2.987962e+00
1.500581e+00,1.836847e+00
1.418228e+00,1.700299e+00
1.543368e-01,3.995468e-02
2.329537e+00,3.535984e+00
1.854622e+00,2.558027e+00
1.904415e+00,2.621850e+00
2.549982e+00,4.065478e+00
2.797172e+00,4.680881e+00
8.192745e-01,7.331867e-01
3.150974e-01,1.913154e-01
2.654445e+00,4.307925e+00
1.821028e+00,2.457126e+00
2.634747e+00,4.293309e+00
1.838627e+00,2.491375e+00
2.480855e+00,3.925294e+00
4.765351e-01,3.410763e-01
2.879290e+00,4.885935e+00
3.976392e-01,2.718067e-01
1.246974e+00,1.394577e+00
2.485006e+00,3.913513e+00
2.865310e+00,4.846792e+00
6.434618e-01,5.178214e-01
1.383680e+00,1.606176e+00
2.845058e+00,4.835029e+00
1.909874e+00,2.630788e+00
1.372291e+00,1.600750e+00
1.699186e+00,2.211592e+00
1.691183e-01,6.300045e-02
1.765636e+00,2.354076e+00
2.907675e+00,4.933830e+00
2.124737e+00,3.087644e+00
1.136098e+00,1.225550e+00
1.566351e+00,1.943533e+00
1.137464e+00,1.224987e+00
5.925492e-01,4.654311e-01
2.128342e+00,3.107809e+00
2.909128e+00,4.962220e+00
2.221510e+00,3.317821e+00
4.629158e-01,2.949210e-01
9.954930e-01,1.000551e+00
4.158526e-01,2.503459e-01
1.520864e+00,1.880920e+00
4.157995e-01,3.263405e-01
8.823145e-01,8.201478e-01
2.673159e+00,4.353314e+00
2.208259e+00,3.273311e+00
2.381003e+00,3.669905e+00
2.209653e+00,3.287524e+00
1.713033e+00,2.218522e+00
1.634748e+00,2.107028e+00
2.756831e+00,4.576845e+00
1.879044e+00,2.591919e+00
1.453512e+00,1.753609e+00
2.632959e+00,4.276036e+00
1.506252e-01,5.051780e-02
2.901376e+00,4.940945e+00
7.920154e-01,7.235292e-01
2.253503e+00,3.372307e+00
2.741983e+00,4.536065e+00
2.781287e+00,4.648578e+00
1.443440e+00,1.742038e+00
2.750447e+00,4.556418e+00
2.092986e+00,3.041059e+00
5.089914e-01,3.495261e-01
1.776235e+00,2.355021e+00
1.616930e-01,8.064355e-02
1.204183e+00,1.310034e+00
1.107290e+00,1.196977e+00
5.193593e-01,3.915153e-01
7.101591e-01,6.067716e-01
6.264661e-01,4.847240e-01
1.960766e+00,2.757725e+00
4.883007e-01,3.207409e-01
3.353758e-01,2.124512e-01
2.872224e+00,4.858626e+00
1.336898e+00,1.511144e+00
7.798969e-01,7.001126e-01
1.465073e+00,1.773417e+00
1.584310e+00,2.007560e+00
1.140179e+00,1.220046e+00
6.224192e-01,5.229514e-01
7.946190e-01,6.990319e-01
4.675178e-01,3.378752e-01
2.934095e+00,5.031747e+00
4.588116e-01,2.956360e-01
6.493900e-01,5.212138e-01
2.932428e-01,1.495215e-01
2.951082e+00,5.081625e+00
4.363135e-01,2.846486e-01
2.186254e+00,3.262437e+00
7.164805e-01,6.092079e-01
2.553053e+00,4.069226e+00
1.284703e-01,4.324650e-02
2.071488e+00,2.999459e+00
1.769887e+00,2.355963e+00
1.958473e+00,2.739524e+00
1.965940e+00,2.784704e+00
1.417754e+00,1.677326e+00
7.041238e-01,5.679058e-01
1.888592e+00,2.598640e+00
1.027383e+00,1.052761e+00
4.679546e-01,3.312118e-01
1.504199e+00,1.878363e+00
5.568954e-01,4.274814e-01
3.014704e-01,2.004326e-01
2.975632e+00,5.132043e+00
1.611677e+00,2.028052e+00
2.513372e-01,1.087403e-01
2.217581e+00,3.324954e+00
2.616129e+00,4.233596e+00
2.515949e+00,4.011685e+00
2.127870e+00,3.107198e+00
1.425889e+00,1.715791e+00
1.027442e+00,1.036394e+00
2.121820e+00,3.092647e+00
2.527221e+00,4.033342e+00
8.786653e-01,8.390519e-01
4.554632e-01,3.003362e-01
1.071409e+00,1.110846e+00
2.364741e-01,1.103355e-01
1.146648e+00,1.218447e+00
3.104302e-01,1.804094e-01
2.258488e-01,1.218505e-01
1.323337e+00,1.517831e+00
1.097247e+00,1.164147e+00
1.268431e+00,1.415914e+00
2.126448e+00,3.082901e+00
1.170778e+00,1.282942e+00
2.132907e+00,3.125311e+00
4.489775e-01,3.118793e-01
1.365793e+00,1.616990e+00
1.266583e+00,1.420986e+00
1.191079e-01,4.227070e-02
1.298227e+00,1.495969e+00
2.012088e-01,9.204461e-02
2.099249e+00,3.032426e+00
2.643429e+00,4.280541e+00
7.106476e-01,5.819231e-01
1.441750e+00,1.749726e+00
1.007689e+00,9.988763e-01
2.653869e+00,4.314212e+00
9.020387e-01,8.695899e-01
2.507764e+00,3.981572e+00
2.613806e+00,4.214220e+00
1.323350e+00,1.542458e+00
1.827647e+00,2.481306e+00
2.920302e-01,1.691152e-01
4.316783e-01,2.798051e-01
1.691198e+00,2.175784e+00
9.442118e-01,9.110447e-01
1.812357e+00,2.457281e+00
1.863945e-01,1.008773e-01
2.403413e+00,3.697509e+00
8.938144e-01,8.394321e-01
1.087450e-01,2.847549e-02
1.705708e+00,2.210903e+00
2.261815e+00,3.445237e+00
9.281969e-01,8.761918e-01
2.530097e+00,4.019533e+00
2.233446e+00,3.335846e+00
9.625247e-01,9.251637e-01
1.250276e+00,1.397296e+00
2.173010e+00,3.227153e+00
2.624637e-01,1.417600e-01
5.160642e-01,3.737912e-01
9.833044e-01,9.744564e-01
7.475835e-01,6.691210e-01
2.912914e+00,4.941435e+00
2.854560e+00,4.823183e+00
2.349398e+00,3.603869e+00
1.418264e+00,1.698878e+00
1.884806e-01,7.313665e-02
2.714645e+00,4.456901e+00
1.382211e+00,1.621158e+00
5.612389e-01,4.262404e-01
2.778483e+00,4.636433e+00
2.527228e-01,1.178527e-01
3.169167e-01,2.099098e-01
2.838239e+00,4.797016e+00
2.392353e+00,3.698991e+00
2.155847e+00,3.181185e+00
3.132782e-01,1.976691e-01
1.802394e+00,2.429258e+00
9.793548e-01,9.558669e-01
2.599432e+00,4.182158e+00
2.538119e-01,1.482521e-01
1.039475e+00,1.027089e+00
1.824125e+00,2.437465e+00
1.365295e+00,1.569581e+00
2.241180e+00,3.363817e+00
2.486158e-01,1.384567e-01
9.900125e-01,9.982514e-01
6.050955e-01,4.475605e-01
1.496360e+00,1.823990e+00
2.801263e+00,4.658727e+00
8.690201e-01,8.168991e-01
9.152944e-01,8.846175e-01
8.383511e-01,7.310873e-01
2.400941e+00,3.721582e+00
1.556367e+00,1.949741e+00
2.153236e-01,9.269535e-02
1.565984e+00,1.934725e+00
6.846666e-01,5.812857e-01
1.177257e+00,1.270044e+00
1.366234e+00,1.603569e+00
1.933746e+00,2.666770e+00
2.764217e+00,4.616253e+00
9.389931e-01,9.278723e-01
2.237094e+00,3.355621e+00
2.685052e+00,4.403997e+00
4.319667e-01,3.224584e-01
1.392441e+00,1.631324e+00
2.170852e+00,3.198823e+00
2.212160e+00,3.303660e+00
7.357517e-01,6.331814e-01
2.454041e+00,3.841039e+00
2.961768e+00,5.083901e+00
3.073627e-01,1.895494e-01
8.682880e-01,8.057379e-01
2.480768e+00,3.904402e+00
2.117413e+00,3.070333e+00
1.450599e+00,1.724280e+00
2.164270e+00,3.175523e+00
2.798471e+00,4.708774e+00
6.329522e-01,4.873603e-01
2.109065e+00,3.076851e+00
1.898527e+00,2.657697e+00
1.029423e+00,1.037547e+00
2.296715e+00,3.470270e+00
1.365642e+00,1.602596e+00
1.853083e+00,2.491869e+00
2.725803e+00,4.518985e+00
1.430070e+00,1.695274e+00
5.987803e-01,4.438504e-01
2.888686e-01,1.715808e-01
2.455153e+00,3.846924e+00
1.543845e+00,1.941796e+00
2.394329e+00,3.677708e+00
1.767117e+00,2.364611e+00
2.884080e+00,4.898278e+00
2.529596e+00,4.023043e+00
2.094842e+00,3.063247e+00
1.914793e-01,5.835873e-02
1.651242e-01,7.005430e-02
1.623082e+00,2.062530e+00
1.329828e+00,1.522278e+00
4.983755e-01,3.567275e-01
2.655777e-01,1.314941e-01
2.585490e+00,4.147252e+00
1.267228e+00,1.419771e+00
7.168356e-01,5.836741e-01
1.250765e+00,1.400407e+00
1.375316e-01,6.246802e-02
2.374264e+00,3.666753e+00
8.721492e-01,8.110043e-01
2.865017e+00,4.859554e+00
5.699747e-01,4.142772e-01
2.857044e+00,4.839226e+00
2.384553e+00,3.681534e+00
1.877660e+00,2.576756e+00
5.164639e-01,3.675387e-01
1.369233e+00,1.597895e+00
1.986146e+00,2.797837e+00
6.473894e-01,5.170567e-01
1.104877e+00,1.150520e+00
1.275698e+00,1.427192e+00
2.109161e+00,3.052074e+00
1.792972e+00,2.375914e+00
1.477730e+00,1.830919e+00
1.899613e+00,2.620297e+00
2.497673e+00,3.963395e+00
8.586961e-01,7.831150e-01
2.105873e+00,3.049776e+00
2.128954e+00,3.100906e+00
1.086612e+00,1.147951e+00
1.697053e+00,2.217802e+00
2.208078e+00,3.261982e+00
1.100154e+00,1.143510e+00
2.807964e+00,4.697710e+00
2.548553e+00,4.052036e+00
2.570650e+00,4.142678e+00
9.180017e-01,8.731384e-01
9.251245e-01,8.643878e-01
1.143029e+00,1.217512e+00
1.588192e+00,2.023882e+00
2.132565e+00,3.092425e+00
2.672081e+00,4.361999e+00
1.569377e+00,1.963193e+00
2.006441e+00,2.833076e+00
9.083090e-01,8.871393e-01
2.683710e+00,4.415890e+00
5.408228e-01,4.141042e-01
1.920284e+00,2.666466e+00
2.616732e-01,1.328796e-01
4.922097e-01,3.379600e-01
2.442463e+00,3.803130e+00
2.877877e+00,4.901045e+00
1.008155e+00,1.021476e+00
6.253042e-01,4.919809e-01
2.211960e+00,3.265278e+00
2.932580e+00,5.006814e+00
1.714860e-01,7.153907e-02
1.751025e+00,2.323595e+00
1.766374e+00,2.339754e+00
1.728656e-01,7.600510e-02
1.392182e+00,1.673914e+00
3.125932e-01,1.900489e-01
1.938031e+00,2.700054e+00
3.945825e-01,2.498491e-01
2.855303e+00,4.830569e+00
2.825752e+00,4.747082e+00
2.480574e+00,3.912504e+00
1.378987e+00,1.625971e+00
7.792066e-01,6.947141e-01
3.018183e-01,1.413615e-01
1.216942e+00,1.367974e+00
2.420918e+00,3.793146e+00
2.568039e+00,4.114415e+00
1.873592e+00,2.540960e+00
2.368409e+00,3.619371e+00
2.486008e+00,3.921237e+00
1.343651e+00,1.536023e+00
9.667365e-01,9.388864e-01
2.421316e+00,3.776781e+00
2.780505e+00,4.645132e+00
7.386022e-01,6.330892e-01
1.396046e+00,1.661084e+00
4.156359e-01,2.490598e-01
1.596714e+00,2.022008e+00
2.995886e+00,5.192284e+00
1.129050e+00,1.219761e+00
1.744239e+00,2.335462e+00
3.882286e-01,2.441053e-01
1.470613e-01,5.132509e-02
1.590254e+00,2.006957e+00
2.104280e-01,7.855951e-02
6.577085e-01,5.338657e-01
2.517056e+00,4.016366e+00
1.045702e-01,2.729267e-02
2.362458e+00,3.625571e+00
5.266697e-01,3.834177e-01
9.650779e-01,9.423156e-01
2.246707e+00,3.357937e+00
2.957099e+00,5.068184e+00
2.492866e+00,3.952630e+00
4.316519e-01,2.967997e-01
1.096614e-01,3.256673e-02
2.666924e+00,4.357721e+00
2.468067e+00,3.891907e+00
5.702210e-01,4.316083e-01
2.148391e+00,3.158503e+00
6.900040e-01,5.780042e-01
7.624511e-01,6.676110e-01
1.832716e+00,2.469986e+00
8.886693e-01,8.065989e-01
1.831843e+00,2.480979e+00
1.291242e+00,1.458710e+00
1.073657e-01,4.503706e-02
2.273814e-01,1.077650e-01
2.668808e+00,4.345792e+00
2.492990e+00,3.949941e+00
2.337110e+00,3.588747e+00
1.900074e+00,2.636272e+00
1.528664e+00,1.894493e+00
2.071836e+00,3.003584e+00
1.191526e+00,1.305209e+00
2.894165e+00,4.914920e+00
2.729021e-01,1.499366e-01
4.601839e-01,3.164888e-01
2.203919e+00,3.256558e+00
1.353093e+00,1.550430e+00
1.631199e+00,2.071403e+00
2.200188e+00,3.254004e+00
2.932369e+00,5.005662e+00
1.585585e-01,7.481172e-02
7.131177e-01,6.044983e-01
2.196490e+00,3.268111e+00
9.649451e-01,9.549378e-01
1.574093e+00,1.954295e+00
1.724791e+00,2.270865e+00
2.097627e-01,8.582517e-02
4.325138e-01,2.886535e-01
2.493979e+00,3.943460e+00
2.292902e+00,3.458626e+00
2.390045e+00,3.672259e+00
1.679431e+00,2.160756e+00
2.980890e+00,5.150951e+00
6.801413e-01,5.893849e-01
2.582829e+00,4.162574e+00
1.010325e+00,9.821990e-01
2.033536e+00,2.900942e+00
1.514116e+00,1.879299e+00
2.261235e-01,9.382166e-02
2.936912e+00,5.049677e+00
1.809443e+00,2.435247e+00
1.554480e+00,1.949531e+00
3.209128e-01,1.717948e-01
2.681058e+00,4.378965e+00
7.436652e-01,6.609690e-01
1.422643e-01,6.460982e-02
1.266006e+00,1.443479e+00
2.948189e+00,5.060787e+00
1.070353e+00,1.118099e+00
2.335333e+00,3.555825e+00
2.367145e+00,3.645692e+00
1.230016e+00,1.365471e+00
1.521549e+00,1.890840e+00
1.839371e+00,2.508824e+00
1.126624e+00,1.193813e+00
1.728487e+00,2.260365e+00
2.589705e+00,4.185388e+00
2.523025e+00,3.982782e+00
9.495472e-01,9.591834e-01
8.758935e-01,8.098311e-01
8.325991e-01,7.525917e-01
2.680663e+00,4.394231e+00
1.661087e+00,2.152952e+00
9.432239e-01,9.058914e-01
1.433052e+00,1.733929e+00
3.536174e-01,2.288241e-01
2.209744e+00,3.318036e+00
2.153782e+00,3.151464e+00
1.201098e+00,1.327064e+00
9.164695e-01,8.672853e-01
1.601212e+00,2.017955e+00
2.677648e+00,4.395923e+00
2.184765e+00,3.204102e+00
2.425057e+00,3.788781e+00
1.635618e+00,2.078337e+00
2.776977e+00,4.619914e+00
1.028100e+00,1.043459e+00
6.384031e-01,5.041276e-01
2.200497e+00,3.287482e+00
6.601728e-01,5.339061e-01
2.587514e-01,1.311886e-01
5.176266e-01,3.725985e-01
2.593624e+00,4.175566e+00
2.059236e+00,2.939353e+00
4.996951e-01,3.601854e-01
2.986435e+00,5.163234e+00
1.225145e+00,1.355673e+00
2.569748e+00,4.115331e+00
8.149773e-01,7.079140e-01
3.047656e-01,1.734976e-01
1.667739e+00,2.136497e+00
2.637588e+00,4.309047e+00
6.872005e-01,5.817030e-01
2.753911e+00,4.605768e+00
1.871819e+00,2.583141e+00
1.778209e+00,2.351960e+00
1.121235e+00,1.182108e+00
7.990014e-01,7.055820e-01
2.865021e+00,4.843879e+00
6.925779e-01,5.614317e-01
2.826489e+00,4.757866e+00
1.872304e-01,7.457365e-02
4.538541e-01,3.125594e-01
8.955888e-01,8.470245e-01
2.498596e+00,3.967823e+00
2.815577e+00,4.730884e+00
3.205836e-01,1.896736e-01
8.064938e-01,6.864061e-01
2.254303e+00,3.401117e+00
1.540615e+00,1.916920e+00
5.612761e-01,4.529511e-01
9.547234e-01,9.065697e-01
2.690207e-01,1.724086e-01
2.753350e+00,4.577071e+00
7.454485e-01,6.365746e-01
9.488221e-01,9.187047e-01
2.557270e+00,4.107078e+00
1.988773e+00,2.808408e+00
9.148475e-01,8.881503e-01
1.120223e+00,1.185459e+00
2.986990e+00,5.174682e+00
8.416077e-01,7.808118e-01
9.656030e-01,9.251110e-01
1.986333e-01,8.811495e-02
1.432882e+00,1.724298e+00
1.755288e+00,2.314573e+00
4.458437e-01,2.825696e-01
9.751812e-01,9.988769e-01
1.246171e+00,1.404775e+00
1.653155e+00,2.134355e+00
2.728289e+00,4.507368e+00
1.965268e+00,2.778107e+00
6.231655e-01,5.001260e-01
1.115448e+00,1.194616e+00
2.969905e+00,5.101286e+00
6.576141e-01,5.275765e-01
1.028491e+00,1.008558e+00
4.234276e-01,2.470768e-01
1.337106e+00,1.529201e+00
2.783953e+00,4.647912e+00
7.658032e-01,6.722680e-01
1.734653e+00,2.284983e+00
9.691591e-01,9.621700e-01
1.957459e+00,2.735366e+00
5.650665e-01,4.431742e-01
2.516007e+00,4.009914e+00
2.390517e+00,3.691414e+00
2.574119e+00,4.131904e+00
1.019801e+00,1.058770e+00
2.317815e+00,3.564590e+00
8.923624e-01,8.516603e-01
2.895277e+00,4.928665e+00
1.614233e+00,2.065264e+00
4.656582e-01,3.020352e-01
2.418997e+00,3.765184e+00
1.469525e+00,1.754363e+00
1.355551e+00,1.579029e+00
1.232079e+00,1.385781e+00
1.524242e+00,1.894730e+00
7.363059e-01,6.237204e-01
1.511161e+00,1.855713e+00
2.753861e+00,4.559017e+00
2.530678e-01,1.310222e-01
1.828681e+00,2.486431e+00
7.509468e-01,6.345367e-01
5.010854e-01,3.315297e-01
8.745173e-01,7.889609e-01
2.629426e+00,4.288039e+00
1.981681e+00,2.814966e+00
3.815076e-01,2.421506e-01
2.505666e-01,1.274545e-01
2.757638e+00,4.601162e+00
2.414201e+00,3.755960e+00
4.773417e-01,3.447237e-01
1.783278e+00,2.377489e+00
6.606185e-01,5.608755e-01
1.606693e+00,2.020838e+00
3.781628e-01,1.999854e-01
5.004007e-01,3.379753e-01
1.827234e+00,2.457945e+00
1.056594e+00,1.100270e+00
2.090884e+00,3.030482e+00
8.118275e-01,7.354961e-01
2.071200e+00,2.952822e+00
1.006988e+00,1.029403e+00
1.288475e+00,1.440302e+00
2.374764e+00,3.662014e+00
1.862341e+00,2.519593e+00
3.789736e-01,2.379262e-01
1.009500e+00,1.002157e+00
2.243971e+00,3.342595e+00
7.855119e-01,7.060794e-01
3.800035e-01,2.103419e-01
1.606780e+00,2.052206e+00
1.269755e+00,1.424855e+00
2.153837e+00,3.174533e+00
1.791786e-01,8.619939e-02
1.100492e+00,1.156218e+00
1.038162e+00,1.065905e+00
6.849712e-01,5.850416e-01
1.432594e+00,1.716204e+00
1.749085e+00,2.312274e+00
2.116323e-01,1.103020e-01
2.742706e+00,4.557492e+00
2.285323e+00,3.456536e+00
3.624580e-01,2.537954e-01
9.944024e-01,9.730025e-01
1.339618e+00,1.576837e+00
1.859667e+00,2.562046e+00
1.936016e+00,2.685617e+00
6.187917e-01,4.942087e-01
2.423830e+00,3.793441e+00
7.060595e-01,5.920681e-01
1.126367e+00,1.184076e+00
1.803441e+00,2.422048e+00
1.849009e+00,2.489833e+00
2.144546e-01,9.094370e-02
2.119950e-01,9.612808e-02
2.841076e+00,4.781140e+00
1.864802e+00,2.570704e+00
1.282877e+00,1.459372e+00
1.001901e+00,1.031084e+00
1.831550e+00,2.489666e+00
2.378018e+00,3.674101e+00
2.997418e+00,5.189461e+00
1.122128e+00,1.171138e+00
1.636720e+00,2.098666e+00
2.200029e+00,3.246397e+00
2.192574e+00,3.260129e+00
3.018602e-01,1.623289e-01
2.699804e+00,4.442011e+00
1.249912e-01,5.802683e-02
9.087746e-01,8.599335e-01
4.646477e-01,2.970268e-01
2.461760e+00,3.876742e+00
2.593957e+00,4.181672e+00
2.699893e+00,4.447744e+00
1.066282e+00,1.109802e+00
1.524549e+00,1.912768e+00
1.015246e+00,1.011607e+00
1.429529e+00,1.702206e+00
1.425506e+00,1.727373e+00
1.350384e+00,1.567583e+00
1.496898e+00,1.806930e+00
2.873995e+00,4.882235e+00
3.134566e-01,1.839050e-01
6.112282e-01,4.830486e-01
2.142807e+00,3.138336e+00
2.288898e+00,3.474144e+00
1.320481e+00,1.510589e+00
2.324095e+00,3.543080e+00
3.790779e-01,2.262579e-01
1.170115e+00,1.265544e+00
2.421671e+00,3.757609e+00
1.051903e+00,1.099867e+00
2.189145e+00,3.249157e+00
1.209645e+00,1.333453e+00
2.605195e+00,4.193646e+00
9.090230e-01,8.833460e-01
1.271616e+00,1.432158e+00
9.615207e-01,9.630406e-01
2.079871e+00,3.016397e+00
2.880436e+00,4.878976e+00
2.561418e+00,4.102723e+00
1.733824e+00,2.293924e+00
6.655978e-01,5.398559e-01
1.158115e+00,1.258051e+00
1.655916e+00,2.135890e+00
3.738699e-01,2.438479e-01
1.908880e+00,2.649877e+00
1.840042e+00,2.479298e+00
1.161571e+00,1.253053e+00
1.305207e+00,1.515369e+00
2.725731e+00,4.493449e+00
1.121192e+00,1.176057e+00
2.309686e+00,3.483552e+00
2.375070e+00,3.654137e+00
3.509015e-01,2.204886e-01
2.915030e+00,4.982919e+00
4.375072e-01,2.819658e-01
9.500242e-01,9.606005e-01
1.941976e+00,2.726495e+00
1.768884e+00,2.352805e+00
2.303142e+00,3.476124e+00
9.656790e-01,9.600690e-01
2.936677e+00,5.049284e+00
1.216551e+00,1.335053e+00
1.413509e+00,1.689795e+00
9.043259e-01,8.783763e-01
5.509730e-01,4.097190e-01
