r,T
9.143074e-01,6.107944e-01
7.273972e+00,2.076179e+01
3.574770e+00,6.095401e+00
3.076203e+00,5.505220e+00
4.502842e+00,1.111164e+01
9.461092e+00,2.843046e+01
5.862412e+00,1.383913e+01
6.689648e+00,1.793252e+01
7.612345e+00,2.184552e+01
9.593326e+00,2.937415e+01
2.995666e+00,4.506586e+00
7.583003e+00,2.153595e+01
9.331619e+00,2.763910e+01
7.181924e-01,1.117927e+00
9.704589e+00,2.939794e+01
5.332966e+00,1.186728e+01
7.117009e+00,1.864946e+01
5.306887e+00,1.176517e+01
5.457198e+00,1.228012e+01
3.208793e+00,4.719611e+00
6.498712e+00,1.568162e+01
4.939254e+00,1.096605e+01
5.239474e+00,1.112901e+01
2.549994e+00,3.839389e+00
7.988268e+00,2.194910e+01
9.420878e+00,2.741126e+01
9.116856e+00,2.673348e+01
8.345543e+00,2.454868e+01
8.868289e-01,-1.399930e-01
5.954902e+00,1.303301e+01
4.295653e+00,1.012792e+01
3.936234e+00,9.218329e+00
8.927131e+00,2.783962e+01
5.567790e+00,1.206272e+01
9.070884e-01,4.580292e-01
7.423025e+00,2.043986e+01
8.049933e+00,2.108452e+01
4.697286e+00,9.200647e+00
2.071680e+00,7.597012e-01
8.196206e+00,2.005288e+01
2.943369e+00,6.942149e+00
1.232013e+00,1.214005e-01
2.627973e+00,3.713574e+00
7.225765e-01,-6.629303e-01
1.264872e+00,1.711667e+00
2.475281e+00,4.451382e+00
6.216052e+00,1.473550e+01
5.319418e+00,1.178594e+01
9.918364e+00,3.044296e+01
7.414743e+00,2.311136e+01
5.939109e+00,1.492490e+01
4.586586e+00,9.816066e+00
6.010209e+00,1.381991e+01
9.040460e+00,2.836844e+01
5.984944e+00,1.440378e+01
3.519838e-01,8.993820e-01
2.227858e+00,2.847619e+00
3.066314e+00,5.525769e+00
7.245522e+00,1.902020e+01
9.997862e+00,3.106653e+01
5.343832e+00,1.135794e+01
9.835833e+00,3.059262e+01
6.308095e+00,1.643176e+01
2.495464e+00,3.730569e+00
9.798616e+00,3.021172e+01
7.198122e+00,1.970322e+01
3.498360e+00,7.108924e+00
6.296429e+00,1.697745e+01
6.466585e+00,1.535209e+01
1.374595e+00,3.613202e+00
5.353818e+00,1.188184e+01
2.996415e+00,4.501943e+00
6.819911e+00,1.769902e+01
9.424664e+00,2.857733e+01
5.362015e+00,1.307117e+01
1.745521e+00,1.431356e+00
4.603488e+00,9.841406e+00
8.626471e+00,2.556907e+01
1.406368e+00,1.068818e+00
5.948045e+00,1.434428e+01
8.459290e+00,2.445690e+01
8.320152e+00,2.422154e+01
8.316443e+00,2.399711e+01
8.726632e+00,2.674079e+01
3.414273e+00,6.746042e+00
7.738453e+00,2.144062e+01
5.662223e+00,1.331423e+01
2.554240e+00,4.141216e+00
7.005008e+00,1.849788e+01
6.808482e+00,1.807877e+01
5.232009e+00,1.383219e+01
3.905088e+00,7.548544e+00
6.169907e+00,1.557433e+01
9.561226e+00,2.916396e+01
3.729001e+00,7.652800e+00
4.168273e+00,7.364938e+00
1.949279e+00,2.939866e+00
4.328145e+00,7.642191e+00
4.950552e+00,1.067828e+01
1.252019e+00,-1.320437e-01
9.206624e+00,2.698481e+01
1.251417e+00,2.525203e+00
4.279831e+00,1.042576e+01
6.221254e+00,1.652881e+01
3.571510e+00,5.661092e+00
3.006629e+00,5.494499e+00
6.463677e+00,1.867625e+01
4.835404e+00,1.010405e+01
2.278728e+00,3.631947e+00
2.376860e+00,4.420415e+00
2.487643e+00,4.393233e+00
8.220623e+00,2.338906e+01
3.541629e+00,5.801669e+00
9.498889e+00,2.988829e+01
4.226261e+00,8.275929e+00
6.130990e+00,1.399730e+01
8.802122e+00,2.619753e+01
8.103711e+00,2.277181e+01
1.711793e+00,8.993173e-01
6.569309e+00,1.733470e+01
4.856286e+00,1.153894e+01
9.181945e+00,2.722893e+01
1.293971e+00,5.103903e-01
7.946512e+00,2.357532e+01
5.364618e+00,1.310882e+01
1.444569e+00,1.769513e+00
6.530049e+00,1.618970e+01
1.570059e+00,1.566748e+00
9.095982e+00,2.688366e+01
9.686695e-01,5.349397e-01
5.198994e+00,1.324597e+01
6.737076e+00,1.687062e+01
2.268010e+00,3.444737e+00
3.249953e+00,4.288266e+00
7.396721e-01,-1.254525e+00
5.002938e+00,1.067881e+01
3.439539e+00,6.737685e+00
4.608391e+00,1.031578e+01
3.155910e-01,-3.548049e-01
9.759646e+00,3.164634e+01
9.448461e+00,3.004686e+01
3.989708e+00,7.968606e+00
8.475250e+00,2.350609e+01
9.587640e+00,2.991564e+01
3.662989e-01,4.302020e-02
6.977231e+00,1.841687e+01
6.374050e-01,3.884598e-01
5.073526e+00,1.151386e+01
4.966515e+00,1.006537e+01
3.955272e+00,8.189812e+00
5.706143e+00,1.300401e+01
6.073675e+00,1.467241e+01
1.148525e+00,4.680533e-01
8.398119e+00,2.317316e+01
5.554631e+00,1.178994e+01
3.423261e+00,6.356959e+00
3.958817e+00,7.437707e+00
4.506808e+00,9.291128e+00
9.634089e+00,3.016037e+01
9.644108e+00,3.008705e+01
9.484509e+00,2.890983e+01
6.334000e+00,1.402669e+01
9.004852e+00,2.847763e+01
4.723547e+00,9.955463e+00
2.734410e-01,1.576601e+00
7.216989e+00,1.938614e+01
7.032010e+00,1.815083e+01
8.242117e+00,2.399874e+01
9.357456e+00,2.990412e+01
5.756236e-01,-5.432111e-01
1.691542e-01,-6.919867e-02
1.878835e+00,2.105149e+00
5.369015e+00,1.248481e+01
7.189638e+00,1.901540e+01
2.588966e+00,5.271924e+00
7.260374e+00,1.905480e+01
1.395196e+00,2.396960e-01
9.468574e+00,2.796162e+01
6.330856e+00,1.658200e+01
2.032160e+00,3.049222e+00
5.559873e+00,1.287724e+01
5.543098e+00,1.159518e+01
1.114667e+00,2.074175e+00
8.290849e+00,2.479839e+01
9.680429e+00,3.016896e+01
7.475201e+00,2.098387e+01
2.067575e+00,2.577612e+00
1.303769e+00,6.223108e-01
8.769679e+00,2.639095e+01
4.951421e+00,1.077007e+01
4.485746e+00,9.847632e+00
2.493711e-01,-1.874175e+00
8.082550e+00,2.317185e+01
7.758716e-01,7.306022e-02
4.128920e+00,7.014191e+00
2.885381e+00,6.114854e+00
6.447870e+00,1.640567e+01
6.148601e-01,5.544710e-01
9.877766e+00,3.157701e+01
4.777999e+00,9.040488e+00
6.867239e-01,7.075457e-02
2.145701e-01,6.289500e-01
6.030173e+00,1.558124e+01
7.487858e+00,2.075565e+01
7.312356e+00,1.935906e+01
6.278998e+00,1.645748e+01
3.141250e-01,8.086254e-01
6.673799e+00,1.726009e+01
1.129840e+00,4.296526e-01
2.492112e+00,3.240655e+00
8.082179e-01,1.919652e+00
6.074372e+00,1.404681e+01
5.886379e+00,1.369837e+01
5.968128e+00,1.478658e+01
1.632958e+00,2.478151e+00
7.095683e+00,1.885971e+01
1.550080e+00,2.773383e+00
9.429434e+00,2.836108e+01
2.015532e+00,4.433715e+00
1.377107e+00,1.867685e+00
9.897672e+00,3.313465e+01
2.712112e+00,5.584439e+00
1.086991e+00,2.575480e+00
6.958983e+00,1.871079e+01
8.636081e+00,2.762306e+01
4.273847e+00,9.751551e+00
4.484405e+00,1.087575e+01
9.917199e+00,3.010910e+01
6.399766e+00,1.429586e+01
5.066878e-01,8.928759e-01
8.687114e+00,2.598427e+01
6.162106e+00,1.545453e+01
1.517435e+00,1.673613e+00
3.171651e-01,4.858147e-01
9.021189e+00,2.598704e+01
4.263473e+00,8.990454e+00
7.886798e+00,2.075806e+01
4.577603e+00,1.081025e+01
9.071833e+00,2.766365e+01
2.958299e+00,2.050066e+00
4.515410e+00,9.969181e+00
1.338013e+00,2.588962e-01
5.179561e+00,1.282623e+01
9.949077e+00,3.046283e+01
6.643599e+00,1.632015e+01
6.789598e+00,1.839676e+01
5.616423e+00,1.176577e+01
2.856184e+00,3.043098e+00
2.586466e+00,4.905646e+00
7.659225e+00,1.931372e+01
1.006277e+00,-8.629506e-01
8.861437e+00,2.646791e+01
2.295959e+00,2.859331e+00
6.849684e+00,1.745771e+01
6.277194e+00,1.693249e+01
3.330450e+00,6.459215e+00
1.088348e+00,1.486641e-01
3.786081e+00,6.377173e+00
7.964611e-01,1.611338e-01
5.303093e+00,1.289089e+01
4.637727e+00,1.115710e+01
3.580940e+00,6.030799e+00
4.141290e+00,8.295717e+00
9.983305e+00,3.170165e+01
6.547711e+00,1.741110e+01
5.320393e+00,1.214535e+01
4.870593e+00,1.053666e+01
6.256749e+00,1.625907e+01
7.337265e+00,2.059202e+01
9.217985e+00,2.819488e+01
3.657836e+00,6.959570e+00
3.984938e+00,9.300240e+00
6.981121e+00,1.860206e+01
9.592422e+00,3.050916e+01
7.981961e+00,2.231537e+01
2.385511e+00,4.439929e+00
1.033376e-01,-6.225208e-01
9.065442e+00,2.835924e+01
4.358595e+00,7.656690e+00
8.791732e+00,2.656819e+01
9.031979e+00,2.884256e+01
7.325670e+00,2.182647e+01
6.029148e+00,1.375606e+01
5.471461e-01,-4.630273e-01
8.843875e+00,2.657676e+01
4.191552e+00,7.934219e+00
1.944224e+00,3.943559e+00
1.346622e+00,1.325126e+00
2.360778e+00,4.365808e+00
3.515727e+00,5.587801e+00
4.731437e+00,9.304407e+00
9.804816e+00,3.165729e+01
9.182529e+00,2.893137e+01
9.533119e+00,2.986801e+01
1.870210e+00,3.518282e+00
5.668236e-01,4.139851e-01
3.604740e+00,7.954278e+00
9.527533e+00,3.021085e+01
1.010049e+00,2.231000e+00
8.213105e-01,-4.829346e-01
8.964914e+00,2.611933e+01
4.647421e+00,8.573812e+00
4.103172e+00,8.291492e+00
7.898488e+00,2.107816e+01
6.782048e+00,1.786824e+01
8.408830e+00,2.345782e+01
2.555911e+00,4.374988e+00
3.145724e+00,5.405709e+00
1.922224e-01,-3.361193e-01
2.257980e+00,2.004680e+00
7.847017e+00,2.117755e+01
1.888447e+00,2.165191e+00
6.970594e-01,2.752446e-01
5.825118e-01,6.356656e-01
2.658734e+00,4.005446e+00
5.521129e-01,-1.118757e+00
9.719210e+00,3.090358e+01
1.930029e+00,3.448003e+00
3.967705e+00,9.138493e+00
5.326875e+00,1.173699e+01
4.513076e+00,1.129378e+01
4.517224e+00,9.187770e+00
2.028877e+00,3.926165e+00
2.792809e+00,3.766301e+00
7.981448e+00,2.302233e+01
4.678107e+00,9.198651e+00
4.141208e+00,7.388391e+00
4.691112e+00,9.266170e+00
1.927587e+00,1.948326e+00
6.274297e+00,1.587489e+01
4.577489e+00,1.080364e+01
8.547824e+00,2.483870e+01
7.616644e+00,2.053491e+01
3.022747e+00,6.021848e+00
5.896651e+00,1.490867e+01
9.996465e+00,3.087829e+01
3.651207e+00,7.474945e+00
1.694572e+00,3.262058e+00
6.312388e+00,1.537504e+01
3.287780e-01,1.564282e+00
3.192646e+00,5.062588e+00
8.242995e+00,2.467971e+01
6.875877e+00,1.877746e+01
7.431373e+00,2.015328e+01
3.573026e+00,6.671059e+00
2.236339e+00,3.738035e+00
3.046936e+00,5.662437e+00
3.903754e-01,1.196621e+00
2.802430e+00,3.285338e+00
4.479975e+00,1.035067e+01
7.935173e+00,2.085956e+01
3.646689e+00,6.431957e+00
4.822912e-01,5.562100e-01
4.608254e+00,1.066862e+01
6.602832e+00,1.617991e+01
4.429602e+00,7.622808e+00
3.066792e+00,6.649617e+00
6.445955e+00,1.466204e+01
7.932484e+00,2.282005e+01
8.008586e+00,2.171067e+01
3.998479e+00,7.555246e+00
6.769076e+00,1.682015e+01
7.333245e+00,1.912852e+01
4.685386e+00,9.974993e+00
4.735310e+00,1.043111e+01
9.577873e+00,3.082307e+01
8.019581e+00,2.186247e+01
5.767704e+00,1.290858e+01
1.131355e+00,1.425411e+00
6.819524e+00,1.889259e+01
9.032480e+00,2.620766e+01
7.292222e+00,2.085995e+01
8.597647e+00,2.361180e+01
9.411734e-01,-1.394114e-01
3.195120e+00,6.931619e+00
8.881826e+00,2.697275e+01
5.434157e-01,-1.622204e+00
7.150075e+00,1.838761e+01
5.087054e+00,1.243201e+01
3.051152e+00,5.184300e+00
8.801641e+00,2.673735e+01
1.719527e+00,3.599979e+00
2.301164e-01,-6.727201e-02
7.748732e+00,2.333672e+01
8.826950e+00,2.565225e+01
4.483303e+00,1.010476e+01
6.406098e+00,1.443651e+01
1.317288e-01,1.130883e+00
9.175755e+00,2.773227e+01
2.360135e+00,3.902618e+00
2.012552e+00,1.957066e+00
4.082400e+00,8.315757e+00
3.969295e+00,8.016546e+00
5.553306e+00,1.123196e+01
1.044001e+00,1.115322e+00
5.258027e+00,1.174960e+01
3.559477e+00,5.822651e+00
7.433970e+00,2.138822e+01
4.806899e+00,1.157687e+01
7.123149e+00,1.998880e+01
3.695710e+00,6.502037e+00
7.038718e+00,1.798820e+01
3.086726e+00,4.927021e+00
4.424406e+00,9.503909e+00
3.480368e+00,5.553186e+00
8.394616e+00,2.439673e+01
7.735799e+00,2.166421e+01
8.164614e+00,2.319245e+01
9.915771e+00,3.071072e+01
6.863442e+00,1.856092e+01
1.507851e+00,7.429012e-01
4.887379e+00,1.093976e+01
7.448298e+00,2.013431e+01
6.591151e+00,1.762418e+01
6.204025e+00,1.460007e+01
9.402930e-01,2.147541e-01
2.017247e+00,3.556803e+00
5.451957e+00,1.296749e+01
8.982105e+00,2.749737e+01
6.428906e+00,1.692103e+01
9.854543e-01,2.312167e+00
8.638986e+00,2.550554e+01
2.511152e+00,3.710286e+00
5.816252e+00,1.271464e+01
3.302106e+00,7.286657e+00
1.623428e+00,2.413515e+00
5.817829e+00,1.506235e+01
2.164524e+00,2.158126e+00
6.123371e+00,1.594813e+01
4.676827e+00,9.248368e+00
6.719954e+00,1.618492e+01
9.234853e+00,2.834116e+01
2.646825e+00,3.772506e+00
3.142871e+00,4.055856e+00
8.978928e+00,2.600202e+01
6.328447e+00,1.480089e+01
7.644690e+00,2.133624e+01
2.231983e+00,1.956465e+00
4.711254e+00,1.039947e+01
8.386107e-01,-2.642558e-01
9.630153e+00,3.016421e+01
6.116382e+00,1.652294e+01
3.637834e+00,4.996779e+00
8.559870e-01,1.316766e+00
5.779925e+00,1.396138e+01
6.817417e+00,1.732530e+01
7.879347e+00,2.306269e+01
5.893587e+00,1.291192e+01
4.087178e+00,7.000458e+00
4.801109e-01,9.257532e-01
9.079280e+00,2.697247e+01
2.359812e-01,-6.752204e-01
5.928102e+00,1.290007e+01
7.306066e+00,1.868939e+01
8.317827e+00,2.410841e+01
6.536303e+00,1.587415e+01
4.078819e+00,7.455943e+00
6.909753e+00,1.654566e+01
3.576294e+00,6.955827e+00
4.594475e+00,9.635119e+00
2.815315e+00,5.331087e+00
7.240580e-01,6.432160e-01
6.429928e+00,1.522921e+01
2.590902e+00,5.266193e+00
4.526234e+00,8.674844e+00
3.793153e+00,7.807595e+00
1.777286e+00,1.903979e+00
1.136135e+00,2.456414e+00
7.122293e+00,1.816677e+01
2.009046e+00,3.806661e+00
2.915177e+00,4.409366e+00
7.614545e+00,2.043211e+01
9.458229e+00,2.925361e+01
8.492355e+00,2.349149e+01
2.550959e+00,2.560651e+00
3.075463e+00,4.361145e+00
3.336615e+00,6.487059e+00
8.944252e+00,2.615702e+01
6.088515e+00,1.413976e+01
2.646127e+00,4.275771e+00
8.612523e+00,2.487398e+01
2.545565e+00,3.548647e+00
7.111734e+00,2.023882e+01
8.561551e-01,7.230604e-01
1.698600e-01,1.379776e-01
9.749802e+00,3.117638e+01
9.123845e+00,2.782199e+01
8.900103e+00,2.779828e+01
8.453538e+00,2.404784e+01
1.038015e+00,9.566776e-01
8.279591e+00,2.469036e+01
3.208399e-01,1.140027e+00
9.722901e+00,3.127074e+01
9.691055e+00,3.075296e+01
2.762229e+00,3.118470e+00
5.824206e+00,1.311046e+01
8.609609e+00,2.643967e+01
5.463629e-01,5.566704e-01
7.325513e+00,2.108701e+01
7.772819e+00,2.057281e+01
6.403277e+00,1.613580e+01
8.157699e+00,2.301813e+01
1.802236e+00,3.876075e+00
3.114699e+00,4.899629e+00
2.746906e+00,3.866705e+00
8.063047e+00,2.450968e+01
1.004862e+00,2.213889e+00
6.204192e+00,1.489839e+01
4.327936e+00,9.436941e+00
3.845168e+00,6.493698e+00
6.240370e+00,1.707201e+01
5.640158e+00,1.503698e+01
5.401649e+00,1.497950e+01
4.605999e+00,9.701673e+00
9.620979e-01,5.272308e-02
4.817330e+00,1.112852e+01
6.295815e+00,1.389391e+01
1.724447e+00,2.227659e+00
2.578852e+00,5.399551e+00
2.425123e+00,3.527666e+00
5.055742e+00,1.132705e+01
9.557900e+00,2.931113e+01
2.380789e+00,3.215848e+00
6.366685e+00,1.550170e+01
3.477840e+00,6.377601e+00
6.087871e+00,1.571412e+01
5.974622e+00,1.350655e+01
4.540638e+00,8.921655e+00
4.478978e+00,9.177991e+00
6.171730e+00,1.554474e+01
7.277658e+00,2.023272e+01
7.810477e+00,2.245563e+01
2.228232e+00,3.677459e+00
9.964546e+00,3.015637e+01
2.481793e+00,2.471868e+00
4.764469e+00,8.368145e+00
6.284134e+00,1.733953e+01
4.774131e+00,9.658547e+00
5.254024e+00,1.286955e+01
8.363922e+00,2.480245e+01
2.736147e-01,-3.467457e-01
7.410280e+00,2.158644e+01
7.340383e+00,1.959407e+01
6.823782e+00,1.740476e+01
3.589521e+00,5.841295e+00
3.971468e+00,6.931535e+00
2.232602e+00,4.151722e+00
3.506223e+00,4.806479e+00
1.380430e+00,3.152833e+00
8.445700e-01,8.743034e-01
2.868079e+00,4.540361e+00
6.673460e-01,1.331846e+00
8.174959e+00,2.400026e+01
5.036453e+00,9.107760e+00
6.718992e-01,2.869102e-01
5.826838e+00,1.389449e+01
5.661160e+00,1.395691e+01
2.651774e+00,3.464220e+00
7.025213e+00,1.877176e+01
7.746275e+00,2.126610e+01
6.424544e+00,1.633938e+01
2.089383e+00,2.861969e+00
