v0,theta,R
1.296776e+00,4.996336e-01,1.157672e+00
1.683245e+00,7.193760e-01,2.519871e+00
9.664635e-01,5.804736e-01,6.984653e-01
2.277651e+00,5.953847e-01,4.632188e+00
5.671405e-01,1.315617e+00,-1.257176e-02
1.954402e+00,1.366134e+00,1.722766e+00
1.008099e+00,3.743370e-01,8.721466e-01
1.687215e+00,4.145801e-01,2.408519e+00
1.632856e+00,3.593488e-01,1.428317e+00
1.923270e+00,1.668324e-01,1.053905e+00
9.396670e-01,8.919635e-01,8.743987e-01
2.308893e+00,1.102004e-01,9.191442e-01
7.843985e-01,9.168047e-01,9.133405e-01
5.947012e-01,1.128063e+00,3.736670e-01
5.060215e-01,8.105431e-01,2.131211e-01
1.820724e+00,9.532499e-01,3.755563e+00
1.333694e+00,5.241152e-01,1.644345e+00
1.592848e+00,5.154207e-01,2.265507e+00
2.329904e+00,3.691471e-01,3.718665e+00
1.150235e+00,7.737359e-01,1.330068e+00
1.476824e+00,1.434627e+00,4.664589e-01
2.566947e+00,1.234819e+00,4.402088e+00
2.035753e+00,7.451702e-01,4.306267e+00
6.991390e-01,1.145331e+00,3.981861e-01
1.213304e+00,4.820611e-01,1.445239e+00
2.517638e+00,4.917903e-01,5.118264e+00
2.112225e+00,8.303879e-01,3.987041e+00
1.236887e+00,8.626740e-01,1.548741e+00
7.241996e-01,1.024969e+00,3.206953e-01
2.009792e+00,2.361347e-01,2.252914e+00
1.721261e+00,1.410904e+00,9.309825e-01
2.534070e+00,1.011465e+00,5.928126e+00
8.767161e-01,3.906311e-01,3.637997e-01
2.659744e+00,7.360436e-01,7.044677e+00
1.566623e+00,1.286053e+00,1.132681e+00
9.655753e-01,1.615014e-01,3.451354e-01
2.890221e+00,4.846865e-01,6.837315e+00
2.952302e+00,8.774464e-01,8.311923e+00
1.856391e+00,2.541886e-01,1.663612e+00
2.613818e+00,1.392762e+00,2.425440e+00
2.539109e+00,1.361357e+00,2.521086e+00
2.369504e+00,3.477648e-01,3.919661e+00
7.169711e-01,6.613670e-01,4.735996e-01
2.836849e+00,9.118794e-01,7.618844e+00
1.609451e+00,5.383843e-01,2.275991e+00
2.495146e+00,1.381791e+00,2.221224e+00
1.065641e+00,3.515770e-01,1.052746e+00
2.492814e+00,2.076257e-01,2.629355e+00
6.118085e-01,1.001766e+00,4.992185e-01
5.135459e-01,4.189608e-01,4.013093e-01
6.373169e-01,2.006377e-01,-2.462247e-01
2.636717e+00,1.094466e+00,5.790054e+00
2.799576e+00,1.035465e+00,6.798156e+00
2.491318e+00,1.841223e-01,2.113031e+00
1.512075e+00,3.972256e-01,1.307822e+00
2.211073e+00,1.195113e+00,3.436835e+00
1.951673e+00,4.394876e-01,2.902284e+00
2.384014e+00,5.291057e-01,5.049822e+00
6.783620e-01,1.456061e+00,1.429645e-01
1.550645e+00,2.092927e-01,1.101873e+00
1.145075e+00,7.156891e-01,1.116479e+00
2.956050e+00,1.144028e-01,1.923556e+00
2.619559e+00,1.055390e+00,6.142385e+00
2.103678e+00,1.027958e+00,3.559616e+00
1.936737e+00,8.679332e-01,3.428715e+00
2.981107e+00,1.290534e+00,4.663126e+00
8.871259e-01,9.541574e-01,9.074519e-01
1.934474e+00,1.174859e+00,2.653358e+00
6.209720e-01,6.629878e-01,4.258781e-01
2.615966e+00,1.910258e-01,2.610063e+00
2.113525e+00,6.336263e-01,4.244807e+00
9.465444e-01,9.774552e-01,8.172488e-01
2.014364e+00,8.386884e-01,3.583663e+00
1.393525e+00,9.879193e-01,2.114458e+00
2.093284e+00,7.539954e-01,4.437026e+00
6.222703e-01,7.110501e-01,5.181661e-01
2.748429e+00,9.806103e-01,7.083111e+00
1.990932e+00,1.058810e+00,3.444487e+00
1.371802e+00,1.260373e+00,1.183680e+00
1.395903e+00,3.660048e-01,1.631318e+00
2.796790e+00,1.473997e-01,2.164960e+00
5.743170e-01,1.024262e+00,-6.190901e-03
5.830435e-01,1.371143e+00,4.880874e-01
1.252900e+00,2.248437e-01,7.234081e-01
5.795198e-01,1.425848e+00,1.857029e-01
2.279834e+00,6.220352e-01,4.962162e+00
2.636311e+00,5.629505e-01,6.201205e+00
8.803918e-01,1.194684e+00,2.324672e-01
1.519674e+00,1.383136e+00,7.880146e-01
2.828840e+00,7.766217e-01,7.639333e+00
1.290700e+00,1.201999e+00,1.310650e+00
1.975409e+00,7.860517e-01,3.615153e+00
1.270101e+00,8.885711e-01,1.586593e+00
2.158292e+00,1.152338e+00,3.354915e+00
1.095605e+00,4.662693e-01,5.356367e-01
2.289871e+00,9.575555e-01,4.734633e+00
8.467428e-01,1.451471e+00,4.448504e-02
1.546800e+00,8.263813e-01,2.562525e+00
6.132051e-01,1.508264e-01,5.078114e-01
2.311360e+00,9.039280e-01,5.279426e+00
2.192853e+00,7.155406e-01,5.120642e+00
2.627592e+00,1.802266e-01,2.666359e+00
2.164896e+00,1.467505e+00,1.028065e+00
1.527706e+00,1.413912e+00,6.744492e-01
1.318991e+00,5.215515e-01,1.341161e+00
6.445991e-01,5.051643e-01,2.793671e-01
1.143731e+00,6.079953e-01,1.422313e+00
1.521585e+00,1.233298e-01,5.943557e-01
1.024153e+00,6.983671e-01,1.298073e+00
2.314132e+00,1.158687e+00,3.532780e+00
7.554050e-01,9.452957e-01,7.275039e-01
1.932458e+00,4.318593e-01,2.774673e+00
1.681789e+00,5.694344e-01,2.532942e+00
1.802718e+00,1.932585e-01,1.222731e+00
1.444704e+00,1.186850e+00,1.425477e+00
1.176030e+00,7.860172e-01,1.320314e+00
2.077531e+00,2.440788e-01,1.894476e+00
2.410527e+00,9.712503e-01,5.680140e+00
6.940073e-01,6.677483e-01,2.140899e-01
2.289482e+00,2.181368e-01,2.175089e+00
1.177548e+00,1.382738e+00,6.628452e-02
1.043768e+00,1.215082e+00,1.002827e+00
1.874828e+00,1.324870e+00,1.689703e+00
2.308489e+00,1.017313e+00,4.609751e+00
2.790629e+00,5.028999e-01,6.734212e+00
2.950946e+00,5.084373e-01,7.423352e+00
2.026112e+00,1.356795e+00,1.844427e+00
2.549283e+00,1.163937e+00,4.802712e+00
1.967367e+00,6.919742e-01,3.869439e+00
1.772132e+00,3.772294e-01,2.353381e+00
2.227786e+00,2.878836e-01,2.509287e+00
2.071152e+00,3.173544e-01,2.554012e+00
1.271655e+00,1.277893e+00,8.090816e-01
1.942529e+00,1.710869e-01,1.685451e+00
1.823504e+00,8.883893e-01,3.112698e+00
5.049575e-01,3.211033e-01,3.189328e-01
2.492433e+00,8.934720e-01,6.016280e+00
2.454853e+00,4.949528e-01,5.073497e+00
1.597918e+00,1.119565e+00,2.048210e+00
1.457887e+00,3.596472e-01,1.233683e+00
6.275275e-01,1.052182e+00,2.754118e-01
2.655939e+00,5.487599e-01,6.556264e+00
2.023107e+00,4.841468e-01,3.580719e+00
7.952102e-01,1.361724e+00,8.125140e-02
1.315217e+00,9.223974e-01,1.762932e+00
2.321840e+00,6.648268e-01,5.348859e+00
9.999405e-01,6.900873e-01,1.428916e+00
7.545395e-01,2.932373e-01,1.334080e-01
7.912795e-01,2.003725e-01,5.535659e-01
1.466470e+00,5.793258e-01,1.869453e+00
1.144786e+00,8.670291e-01,1.377876e+00
1.361910e+00,5.942329e-01,1.821107e+00
2.050666e+00,2.277692e-01,1.755187e+00
2.442725e+00,5.443639e-01,5.111226e+00
7.826728e-01,1.855881e-01,3.625295e-01
2.357380e+00,1.312694e+00,2.467227e+00
1.745605e+00,5.941164e-01,2.735088e+00
6.207172e-01,1.929001e-01,2.353195e-01
2.035310e+00,3.116351e-01,2.479806e+00
8.583843e-01,2.208862e-01,3.843003e-01
9.353505e-01,1.035018e+00,9.530116e-01
8.571698e-01,7.184576e-01,6.604202e-01
2.006223e+00,1.265707e+00,2.451020e+00
1.718508e+00,8.387286e-01,2.785250e+00
1.491869e+00,1.179943e+00,1.829540e+00
2.577498e+00,1.212360e+00,4.495821e+00
2.513931e+00,9.705712e-01,6.234105e+00
8.078123e-01,6.584720e-01,6.164630e-01
2.044091e+00,7.143887e-01,4.279439e+00
1.242472e+00,1.402320e+00,7.998024e-01
1.819215e+00,9.224810e-01,2.932848e+00
2.527592e+00,6.486096e-01,6.310247e+00
2.116983e+00,1.010555e+00,4.134055e+00
1.386451e+00,9.940901e-01,1.705110e+00
1.487043e+00,3.844887e-01,1.227574e+00
9.393954e-01,4.526283e-01,8.077888e-01
9.718300e-01,9.395871e-01,1.168789e+00
8.992755e-01,9.244327e-01,6.944614e-01
2.526055e+00,5.780944e-01,5.635892e+00
1.308886e+00,3.382601e-01,1.265097e+00
1.248710e+00,7.978301e-01,1.658103e+00
1.913361e+00,3.155149e-01,2.494916e+00
2.683902e+00,1.711107e-01,2.915638e+00
2.546176e+00,8.181846e-01,6.503253e+00
2.970924e+00,1.337159e+00,4.081714e+00
2.753607e+00,2.148303e-01,3.295422e+00
1.302646e+00,1.688270e-01,5.310065e-01
1.148580e+00,5.343527e-01,7.531540e-01
1.870019e+00,1.248537e+00,1.629162e+00
2.567424e+00,7.957180e-01,6.605403e+00
1.100251e+00,8.410062e-01,1.439778e+00
2.827298e+00,1.961713e-01,2.978380e+00
9.051245e-01,1.003966e+00,1.178739e+00
2.216522e+00,9.068665e-01,4.640472e+00
2.990811e+00,1.180773e+00,6.331049e+00
1.388637e+00,1.314571e+00,6.410515e-01
6.007701e-01,5.285932e-01,2.328355e-01
1.435707e+00,5.922988e-01,2.122408e+00
8.355363e-01,7.208819e-01,4.598537e-01
1.980645e+00,5.252370e-01,3.346096e+00
2.294814e+00,8.547230e-01,5.204063e+00
1.117038e+00,1.219625e+00,6.528004e-01
2.379799e+00,6.409761e-01,5.465824e+00
5.883326e-01,1.932147e-01,1.096867e-01
2.564409e+00,4.633483e-01,5.073071e+00
1.212823e+00,1.287303e+00,8.440085e-01
6.222262e-01,7.073078e-01,5.032897e-01
2.699512e+00,1.449286e-01,1.951834e+00
5.326372e-01,9.888840e-01,-2.360412e-01
1.041514e+00,1.273312e+00,7.562054e-01
2.132139e+00,2.775310e-01,2.443992e+00
1.909903e+00,1.296108e-01,1.015775e+00
1.365411e+00,3.297168e-01,1.252451e+00
1.102731e+00,8.485810e-01,1.090083e+00
7.155219e-01,5.250329e-01,8.314862e-01
2.242923e+00,6.340688e-01,5.102594e+00
1.689791e+00,4.130138e-01,1.764963e+00
1.647598e+00,2.921799e-01,1.423223e+00
1.600504e+00,2.522312e-01,1.046294e+00
1.674215e+00,1.138229e+00,1.631946e+00
1.270724e+00,6.953923e-01,1.263329e+00
2.753182e+00,4.664186e-01,5.892435e+00
2.166741e+00,7.107513e-01,4.372186e+00
1.185567e+00,8.895768e-01,1.396108e+00
2.013403e+00,1.408440e+00,1.661416e+00
2.618681e+00,8.690947e-01,6.945593e+00
2.137504e+00,1.400666e+00,1.704622e+00
9.817312e-01,3.071084e-01,5.614602e-01
2.598155e+00,1.340135e+00,3.082143e+00
1.946509e+00,7.686793e-01,4.089509e+00
1.777113e+00,9.604483e-01,3.066222e+00
2.047911e+00,6.221926e-01,3.944270e+00
1.853863e+00,8.078007e-01,3.592427e+00
1.422764e+00,3.510512e-01,1.720378e+00
1.117454e+00,9.713158e-01,1.019700e+00
2.619046e+00,5.364743e-01,6.010961e+00
1.193339e+00,1.377285e+00,5.514817e-01
1.219032e+00,1.387874e+00,2.933748e-01
2.003458e+00,5.774576e-01,3.709760e+00
1.456928e+00,9.400420e-01,2.246133e+00
1.333670e+00,1.977013e-01,6.475667e-01
6.773176e-01,1.346248e+00,4.158537e-01
6.624609e-01,9.323887e-01,8.687060e-01
9.904181e-01,1.429364e+00,3.723078e-01
1.635163e+00,1.115380e+00,2.109361e+00
5.659296e-01,1.081648e+00,3.316915e-01
2.401071e+00,6.160869e-01,5.530241e+00
2.577111e+00,4.287064e-01,5.040076e+00
8.819505e-01,8.251930e-01,5.944759e-01
1.735698e+00,8.968939e-01,2.908147e+00
2.886280e+00,6.852238e-01,8.213166e+00
9.944530e-01,4.873582e-01,8.575421e-01
1.339481e+00,1.099500e+00,1.410952e+00
1.284911e+00,1.427609e+00,2.716656e-01
1.521230e+00,1.858442e-01,3.175399e-01
7.746166e-01,6.314597e-01,6.628893e-01
2.829928e+00,1.436447e+00,2.020512e+00
1.815868e+00,2.779567e-01,1.452836e+00
1.656149e+00,7.814533e-01,2.695746e+00
1.356903e+00,1.427035e+00,6.749227e-01
2.499424e+00,1.236548e+00,3.756933e+00
6.254872e-01,1.432722e+00,-2.016319e-02
1.936871e+00,2.789985e-01,2.252543e+00
1.766287e+00,5.342091e-01,2.494067e+00
2.355187e+00,6.372875e-01,5.376707e+00
2.259354e+00,4.380237e-01,4.093095e+00
2.325748e+00,2.946919e-01,2.839729e+00
8.807946e-01,1.285313e+00,3.297208e-01
2.816900e+00,1.086211e+00,6.680639e+00
1.935409e+00,1.404897e+00,1.217050e+00
2.648537e+00,4.260025e-01,5.377607e+00
2.625539e+00,6.584096e-01,6.635145e+00
2.965000e+00,7.758445e-01,9.022388e+00
5.044334e-01,1.205585e+00,2.865464e-01
1.826906e+00,3.025743e-01,1.939527e+00
1.861134e+00,2.886187e-01,1.394278e+00
1.664165e+00,2.409757e-01,1.186935e+00
1.642432e+00,5.794267e-01,2.388710e+00
1.062875e+00,8.599152e-01,1.247861e+00
1.913006e+00,8.311137e-01,3.464458e+00
1.842055e+00,1.140669e-01,1.059784e+00
2.819693e+00,1.297812e+00,4.422189e+00
1.136077e+00,4.220539e-01,4.736157e-01
1.619764e+00,6.595789e-01,2.741430e+00
2.837454e+00,1.336274e+00,3.624483e+00
1.249679e+00,1.282019e+00,7.747602e-01
1.416842e+00,8.283826e-01,2.297470e+00
2.653784e+00,1.000856e+00,6.396352e+00
9.370837e-01,2.845197e-01,6.696036e-02
8.358160e-01,1.385290e+00,4.444314e-01
1.424684e+00,2.199435e-01,8.846486e-01
2.113191e+00,1.437771e+00,1.276300e+00
1.674479e+00,1.400777e+00,8.489499e-01
1.581285e+00,1.419643e-01,7.794486e-01
9.896019e-01,1.023497e+00,1.302502e+00
1.559783e+00,1.396660e+00,5.739062e-01
2.978592e+00,1.836707e-01,3.217164e+00
7.471517e-01,1.412608e+00,-5.437724e-02
5.841074e-01,1.327377e+00,1.611515e-01
9.201753e-01,1.298564e+00,7.487363e-01
2.102067e+00,8.033430e-01,4.484636e+00
1.150972e+00,1.102722e+00,1.130466e+00
6.611046e-01,1.317342e-01,4.987609e-01
2.531367e+00,9.237881e-01,5.952413e+00
1.665101e+00,7.353983e-01,2.570704e+00
9.788163e-01,1.075559e+00,7.413963e-01
1.810146e+00,1.304905e+00,1.622635e+00
2.447427e+00,1.028263e+00,5.237111e+00
2.466038e+00,1.023488e+00,5.166987e+00
2.733685e+00,3.491118e-01,4.557522e+00
1.474787e+00,1.318528e+00,1.530646e+00
2.865928e+00,9.262089e-01,8.096391e+00
1.153759e+00,1.469780e+00,4.201746e-01
5.694008e-01,1.468138e+00,1.707641e-01
1.949567e+00,1.363221e-01,1.237851e+00
2.898236e+00,3.109101e-01,4.906195e+00
1.926822e+00,1.419752e+00,9.248041e-01
2.103844e+00,1.250687e+00,2.744075e+00
7.992915e-01,7.007036e-01,6.446989e-01
2.735942e+00,1.396965e+00,2.681583e+00
2.442202e+00,2.598738e-01,2.850180e+00
1.317975e+00,3.330569e-01,1.268406e+00
1.295187e+00,7.342360e-01,1.800346e+00
2.781009e+00,2.734193e-01,3.933216e+00
2.456608e+00,9.042059e-01,6.134149e+00
2.069810e+00,1.113969e+00,2.915199e+00
2.651999e+00,4.507133e-01,5.465934e+00
6.960011e-01,1.433370e+00,-1.591186e-01
2.964481e+00,1.117547e+00,7.322610e+00
1.954586e+00,1.045247e+00,3.077176e+00
6.943502e-01,1.429041e+00,1.343381e-01
9.108415e-01,1.016824e+00,9.950931e-01
2.193357e+00,5.109029e-01,4.297616e+00
2.238900e+00,9.822486e-01,4.448123e+00
6.785649e-01,7.976754e-01,3.433280e-01
1.651717e+00,8.726938e-01,2.579781e+00
2.427913e+00,3.745153e-01,3.654057e+00
2.511175e+00,2.545317e-01,2.770527e+00
2.052191e+00,7.684367e-01,4.230036e+00
2.873567e+00,1.006788e+00,7.652121e+00
2.929867e+00,2.446279e-01,4.105956e+00
1.561356e+00,2.952867e-01,1.470001e+00
2.510472e+00,6.230364e-01,5.387862e+00
1.941991e+00,5.969121e-01,3.613670e+00
1.462728e+00,1.331469e+00,1.082407e+00
8.392646e-01,9.743527e-01,7.463187e-01
1.179180e+00,8.203273e-01,1.647470e+00
1.159292e+00,5.407170e-01,9.597179e-01
6.547341e-01,1.146483e+00,1.488428e-01
2.666519e+00,1.635064e-01,2.176032e+00
6.505061e-01,2.652382e-01,-2.656250e-01
2.262094e+00,8.275507e-01,4.925807e+00
8.872528e-01,1.934468e-01,1.714562e-01
2.219713e+00,1.197846e+00,3.499208e+00
9.279070e-01,8.758749e-01,4.726007e-01
2.640675e+00,7.085690e-01,6.954825e+00
2.720808e+00,1.074603e+00,5.894449e+00
2.994911e+00,7.113269e-01,9.214759e+00
7.740710e-01,9.897980e-01,4.341843e-01
2.109597e+00,9.012125e-01,4.731513e+00
2.127469e+00,8.801805e-01,4.278539e+00
2.314238e+00,6.757168e-01,5.773519e+00
1.717521e+00,1.430181e+00,7.277981e-01
1.562148e+00,6.096825e-01,2.578889e+00
8.560027e-01,1.580896e-01,4.841519e-01
1.201789e+00,5.141839e-01,9.928648e-01
2.831224e+00,9.767727e-01,7.178133e+00
1.787840e+00,1.222314e+00,1.567525e+00
9.630173e-01,1.918045e-01,7.198971e-02
2.982389e+00,1.317231e+00,4.534668e+00
6.972563e-01,8.290199e-01,5.873756e-01
1.246669e+00,5.089836e-01,1.353736e+00
1.769897e+00,1.164855e+00,2.162253e+00
2.647214e+00,1.080827e+00,5.522430e+00
6.627366e-01,8.752693e-01,4.788607e-01
1.666439e+00,7.703064e-01,2.715850e+00
1.065939e+00,6.530620e-01,9.964992e-01
2.902155e+00,4.765075e-01,6.806835e+00
2.513548e+00,7.864041e-01,6.148739e+00
1.324744e+00,1.021124e+00,1.554915e+00
2.065096e+00,4.292680e-01,3.255963e+00
5.989499e-01,9.462476e-01,5.307055e-01
1.462275e+00,8.589257e-01,2.620751e+00
2.346842e+00,5.001901e-01,4.762795e+00
2.874064e+00,1.056488e+00,7.048776e+00
7.947247e-01,2.293062e-01,3.876853e-01
1.774003e+00,4.433499e-01,2.759618e+00
1.503809e+00,9.158614e-01,2.292242e+00
1.393255e+00,6.846509e-01,2.354935e+00
7.783411e-01,6.662362e-01,9.246175e-01
2.204609e+00,6.508410e-01,4.966524e+00
2.873335e+00,1.270029e+00,4.104661e+00
1.851149e+00,9.354656e-01,3.268757e+00
7.354298e-01,1.453088e+00,1.541880e-01
1.412889e+00,8.951568e-01,2.214474e+00
2.049290e+00,5.167156e-01,3.709875e+00
2.983344e+00,5.436394e-01,7.597764e+00
1.008933e+00,1.274355e+00,7.838257e-01
8.478394e-01,8.659102e-01,6.634795e-01
7.914960e-01,1.068780e+00,6.805249e-01
7.522517e-01,4.376356e-01,2.329087e-01
1.639827e+00,1.459395e+00,7.378001e-01
6.099284e-01,1.271898e+00,3.909053e-04
1.336950e+00,6.441553e-01,1.678546e+00
1.959977e+00,1.402060e+00,1.477700e+00
1.333424e+00,2.155514e-01,7.571937e-01
2.627611e+00,3.544441e-01,4.394953e+00
1.614866e+00,4.226637e-01,2.213387e+00
2.114233e+00,9.365413e-01,4.336154e+00
1.453453e+00,4.993286e-01,1.765995e+00
5.927059e-01,1.172978e+00,2.456898e-01
9.194927e-01,5.777126e-01,1.008638e+00
1.966977e+00,1.344337e+00,1.969270e+00
5.787527e-01,3.106800e-01,1.186883e-01
1.136443e+00,3.298679e-01,1.298387e+00
1.107661e+00,5.751085e-01,1.176536e+00
1.525393e+00,1.380477e+00,1.222943e+00
8.169566e-01,1.868012e-01,2.732737e-01
6.796751e-01,9.310644e-01,5.312365e-02
2.776856e+00,9.926882e-01,7.035209e+00
1.959530e+00,9.906756e-01,3.336290e+00
2.480728e+00,5.198669e-01,5.152967e+00
2.990756e+00,6.542581e-01,8.380815e+00
2.851256e+00,1.053250e+00,6.927044e+00
2.325884e+00,1.489255e-01,1.425807e+00
1.898160e+00,1.111294e+00,3.088432e+00
1.575285e+00,3.906267e-01,1.758993e+00
2.334654e+00,3.251583e-01,3.021342e+00
2.427068e+00,1.261242e+00,3.452551e+00
1.064446e+00,3.635418e-01,6.464800e-01
2.557773e+00,1.160533e+00,4.758809e+00
2.195546e+00,2.217431e-01,1.713916e+00
2.172206e+00,1.053907e+00,4.081355e+00
1.937387e+00,1.381500e+00,1.366388e+00
1.566971e+00,4.723329e-01,2.290749e+00
2.625232e+00,1.086134e+00,5.346260e+00
1.610817e+00,1.161835e+00,1.891495e+00
1.597704e+00,7.223071e-01,2.693344e+00
1.441345e+00,1.111155e+00,1.356927e+00
1.814539e+00,1.003255e+00,3.116922e+00
2.146247e+00,6.078236e-01,4.092533e+00
8.700643e-01,2.363312e-01,6.924835e-01
2.820648e+00,6.467555e-01,7.805475e+00
9.641484e-01,6.231932e-01,8.603012e-01
1.616711e+00,2.864735e-01,1.652034e+00
2.495640e+00,4.395614e-01,4.690462e+00
1.549608e+00,2.485141e-01,9.803893e-01
2.257141e+00,3.634835e-01,3.211285e+00
7.988809e-01,2.980513e-01,1.691856e-01
1.246733e+00,1.135642e+00,1.515506e+00
2.185033e+00,8.545186e-01,4.512233e+00
2.856863e+00,3.114976e-01,4.929708e+00
2.777482e+00,3.227659e-01,4.911281e+00
2.958077e+00,2.992586e-01,5.080610e+00
2.134219e+00,6.983240e-01,4.422993e+00
2.329369e+00,1.347761e+00,2.265960e+00
1.149350e+00,1.052256e+00,9.712151e-01
2.520280e+00,8.280016e-01,6.796522e+00
1.455029e+00,2.904356e-01,1.304497e+00
9.440015e-01,8.398843e-01,9.301786e-01
9.557659e-01,7.780774e-01,4.624747e-01
5.359468e-01,8.171212e-01,1.979147e-01
8.279840e-01,7.179655e-01,7.667119e-01
9.763505e-01,6.914217e-01,7.505280e-01
