x,F
3.935704e-01,-2.077095e-01
-1.308113e+00,1.392603e+00
1.255008e-01,3.825287e-02
-1.154830e+00,9.993752e-01
1.992464e-01,-2.309951e-01
3.102943e-01,-4.036523e-01
-6.889181e-01,7.760646e-01
1.916965e+00,-1.870061e+00
-1.012360e+00,9.159126e-01
-1.750955e+00,1.736286e+00
1.348758e+00,-1.383572e+00
1.971276e+00,-1.974116e+00
1.299033e+00,-1.557856e+00
1.346983e+00,-1.182814e+00
-1.807897e+00,2.028875e+00
-1.570937e-01,2.146469e-01
1.164746e+00,-1.322814e+00
-1.001798e+00,1.113375e+00
-5.935121e-01,4.659733e-01
-9.888807e-02,5.627959e-02
-2.908760e-01,2.765307e-01
-7.452502e-01,7.070453e-01
-1.834310e+00,1.600829e+00
-1.589673e+00,1.423893e+00
1.136584e+00,-1.241951e+00
8.694980e-01,-8.485559e-01
-4.612772e-01,6.128056e-01
-1.210206e+00,1.285673e+00
1.527974e+00,-1.432768e+00
9.674164e-01,-1.012358e+00
7.790534e-01,-7.861775e-01
-1.328391e+00,1.229930e+00
1.522549e+00,-1.441044e+00
-1.397651e+00,1.510215e+00
-1.298695e-01,2.057745e-01
1.928285e+00,-1.992707e+00
8.865400e-01,-7.821213e-01
9.292257e-01,-1.038194e+00
-4.326580e-01,3.827794e-01
-1.661492e+00,1.641470e+00
1.579834e+00,-1.664026e+00
3.983480e-01,-3.628942e-01
6.548886e-01,-5.016171e-01
2.672458e-02,-6.857422e-02
-1.011361e+00,1.058791e+00
1.303927e+00,-1.550370e+00
1.213891e+00,-1.037729e+00
5.580795e-01,-5.317108e-01
-1.859478e+00,1.773009e+00
3.863397e-02,2.404853e-02
2.120497e-01,-1.544109e-01
5.099856e-01,-5.988459e-01
-6.653481e-01,7.703082e-01
1.618276e+00,-1.778449e+00
1.906666e+00,-1.804755e+00
6.071062e-01,-7.626699e-01
7.345868e-02,-6.216693e-02
-7.585843e-01,6.477151e-01
-1.887693e+00,1.718876e+00
1.405821e+00,-1.520247e+00
7.647032e-01,-6.932961e-01
-1.810267e-01,1.924832e-01
-1.288583e+00,1.429631e+00
7.416679e-01,-6.873624e-01
4.413447e-01,-4.451068e-01
1.483120e+00,-1.416942e+00
-1.177750e+00,1.262956e+00
-7.700035e-01,7.642216e-01
-6.596905e-01,5.942809e-01
-1.852001e+00,1.825734e+00
-6.378596e-02,1.178995e-01
-5.816166e-01,6.319078e-01
3.502836e-01,-1.340508e-01
-1.728785e+00,1.888462e+00
3.478640e-02,-2.499796e-01
1.702357e+00,-1.703207e+00
-5.076424e-01,4.260808e-01
-1.000221e+00,9.737079e-01
-1.538387e+00,1.436812e+00
1.212509e+00,-1.262913e+00
8.072943e-01,-8.400426e-01
1.048380e+00,-7.054699e-01
3.567298e-02,-5.047023e-02
1.511275e+00,-1.442754e+00
-1.656507e+00,1.605756e+00
-1.368069e+00,1.349397e+00
1.733651e+00,-1.673052e+00
1.774601e+00,-1.782439e+00
1.474458e+00,-1.437505e+00
-1.070801e+00,1.156899e+00
2.287489e-02,-1.969256e-01
6.687466e-01,-7.867234e-01
1.777969e+00,-1.812709e+00
1.354790e+00,-1.397866e+00
1.730659e+00,-1.764580e+00
1.761515e+00,-2.083114e+00
-6.649993e-01,5.574386e-01
-5.315365e-01,4.472178e-01
-9.426271e-01,1.091357e+00
1.646506e+00,-1.801913e+00
1.329973e+00,-1.308382e+00
-1.826869e+00,1.676244e+00
-1.464880e+00,1.584704e+00
-7.496971e-01,7.097846e-01
-6.539390e-01,6.079347e-01
1.306035e+00,-1.140316e+00
-2.217733e-02,1.191727e-01
1.231530e+00,-1.330277e+00
-9.202390e-01,8.377997e-01
2.237629e-01,-2.950317e-01
-8.479646e-01,9.955085e-01
-2.877705e-02,-5.740750e-02
1.274375e+00,-1.240223e+00
1.311675e+00,-1.370283e+00
1.154155e+00,-1.055729e+00
-1.101195e+00,9.464540e-01
-1.331502e+00,1.500214e+00
-1.378261e+00,1.357670e+00
-6.470169e-01,3.921683e-01
9.033599e-01,-7.770474e-01
-5.782482e-01,5.833191e-01
1.059481e+00,-1.118532e+00
-6.400133e-03,-3.305611e-02
1.803571e+00,-1.801336e+00
-1.075535e+00,1.080209e+00
-1.203735e+00,1.113702e+00
1.288243e+00,-1.380600e+00
-1.800403e-01,7.855849e-02
-1.774841e+00,1.698238e+00
-3.834893e-02,-1.680105e-01
1.780831e-01,-1.867604e-01
2.751794e-01,-2.561750e-01
2.716146e-01,-4.348858e-01
-8.466321e-01,7.970474e-01
6.169443e-01,-7.572075e-01
5.921643e-01,-5.336200e-01
-4.143898e-01,2.017713e-01
-6.392657e-01,7.016182e-01
1.522118e+00,-1.666525e+00
1.564665e+00,-1.700474e+00
1.840642e+00,-1.910846e+00
-6.965015e-01,6.338432e-01
4.699057e-01,-6.526869e-01
-8.481955e-01,9.209058e-01
1.815130e+00,-1.886177e+00
1.497189e+00,-1.432464e+00
-1.424904e+00,1.425363e+00
-1.259554e+00,1.217821e+00
1.169852e+00,-1.146142e+00
1.638423e+00,-1.523214e+00
8.601639e-01,-7.687826e-01
-8.744005e-01,9.251373e-01
1.561864e+00,-1.356130e+00
-8.178849e-01,9.351787e-01
-7.147775e-01,5.518835e-01
-1.806982e+00,1.800133e+00
-1.880263e+00,1.892347e+00
1.985284e+00,-1.987273e+00
3.999171e-01,-2.321859e-01
-1.776090e+00,1.504381e+00
-1.345731e+00,1.265373e+00
-1.575982e+00,1.772480e+00
-6.274062e-01,5.670127e-01
1.519664e-01,-6.441742e-02
1.598738e+00,-1.506410e+00
-9.779337e-01,1.041778e+00
-1.903188e+00,1.833849e+00
1.584801e+00,-1.537912e+00
-1.066214e+00,1.057927e+00
2.185420e-01,-2.076618e-01
-7.572439e-01,8.326317e-01
-5.937606e-01,4.360003e-01
1.827218e+00,-1.708092e+00
1.412511e-01,-1.434447e-01
-1.397383e+00,1.323354e+00
-1.991603e+00,1.948197e+00
-1.102092e+00,1.113650e+00
-1.702889e+00,1.676882e+00
-7.250244e-01,6.344240e-01
-1.456234e+00,1.541896e+00
-1.046087e+00,1.182602e+00
9.309616e-01,-9.690521e-01
2.658773e-01,-1.925489e-01
5.673394e-02,-2.341686e-01
-1.586372e+00,1.571524e+00
1.080750e+00,-1.082762e+00
-7.672311e-01,5.741502e-01
1.646748e+00,-1.693414e+00
5.531488e-04,2.517138e-01
-1.929286e+00,1.890462e+00
1.369591e+00,-1.389833e+00
6.516826e-01,-5.450681e-01
7.960101e-02,-1.818740e-01
-1.178043e+00,1.194330e+00
-7.889723e-01,1.018712e+00
-4.036522e-01,6.033754e-01
-6.590737e-01,6.869702e-01
-2.778241e-01,1.950592e-01
-1.604536e+00,1.677461e+00
2.590830e-01,-3.101004e-01
5.279727e-01,-3.651954e-01
6.503009e-01,-7.457869e-01
1.684826e+00,-1.620575e+00
6.689783e-01,-4.592907e-01
1.607619e+00,-1.699558e+00
7.818250e-01,-5.667853e-01
6.241426e-01,-5.551663e-01
1.875024e+00,-1.920878e+00
9.122395e-01,-8.793627e-01
-1.573959e+00,1.712890e+00
1.672829e+00,-1.766916e+00
1.374980e+00,-1.432440e+00
2.038886e-01,-1.422606e-01
1.905071e+00,-1.838645e+00
2.159881e-01,-1.707300e-01
1.603659e+00,-1.711419e+00
-8.075512e-02,-7.205866e-02
6.751936e-01,-6.199975e-01
1.479436e+00,-1.468630e+00
1.102459e+00,-1.071929e+00
-3.339995e-01,4.414497e-01
-1.348865e+00,1.308289e+00
-1.048425e+00,9.284162e-01
-4.035181e-01,3.654580e-01
-1.742187e+00,1.503331e+00
1.109665e+00,-9.022973e-01
-1.538924e+00,1.480113e+00
-1.522501e+00,1.466103e+00
-1.804849e+00,1.619446e+00
6.210848e-01,-6.801313e-01
1.499024e+00,-1.571781e+00
-1.282789e+00,1.151299e+00
1.557371e+00,-1.436155e+00
-1.760061e+00,1.913708e+00
-1.421995e+00,1.364513e+00
-1.540701e+00,1.795483e+00
1.398141e+00,-1.478915e+00
2.513939e-01,-3.349732e-01
-1.793957e+00,2.000874e+00
6.909228e-01,-5.602955e-01
3.355448e-01,-2.567035e-01
-1.071723e+00,1.072356e+00
1.704271e+00,-1.617462e+00
1.332144e+00,-1.292089e+00
-3.579987e-01,2.812027e-01
1.620733e+00,-1.479935e+00
1.485405e+00,-1.618998e+00
1.383961e+00,-1.265838e+00
-1.999647e+00,1.992143e+00
1.550707e+00,-1.622365e+00
6.686642e-03,8.111698e-02
5.881327e-01,-2.149865e-01
-1.207639e-01,-4.365615e-03
1.494003e+00,-1.572541e+00
1.463670e+00,-1.506047e+00
-1.152685e+00,1.361300e+00
1.320919e+00,-1.212113e+00
6.292807e-01,-6.878751e-01
-1.476868e+00,1.516355e+00
5.371098e-02,-8.174576e-02
-1.160200e+00,1.291864e+00
8.625018e-01,-8.556324e-01
1.853166e+00,-1.644566e+00
-9.421257e-01,1.076657e+00
1.459472e+00,-1.493981e+00
6.825273e-01,-6.999195e-01
1.023283e+00,-1.124736e+00
-3.474870e-01,3.911462e-01
-1.208168e+00,1.132470e+00
-1.767389e+00,1.970719e+00
-8.234851e-01,1.100183e+00
-6.781999e-02,-4.507509e-02
8.239484e-01,-8.467270e-01
1.449612e+00,-1.369800e+00
1.572886e-01,-2.578833e-01
4.222847e-01,-4.332117e-01
-1.510018e+00,1.450172e+00
6.201302e-01,-5.027411e-01
-1.621876e+00,1.804258e+00
9.841471e-01,-9.655651e-01
-1.483388e-01,1.947760e-01
-2.636557e-01,4.318567e-01
-1.910634e+00,2.045215e+00
8.162161e-01,-8.889885e-01
1.082985e+00,-1.273963e+00
-1.587909e+00,1.675138e+00
-1.891263e+00,1.820469e+00
1.413650e+00,-1.442808e+00
-1.789957e+00,1.920462e+00
-3.337383e-01,3.396821e-01
-1.965330e+00,1.796660e+00
-1.663419e+00,1.504948e+00
-3.259133e-01,4.101638e-01
9.505681e-01,-8.907144e-01
7.072908e-01,-7.365117e-01
3.608682e-01,-4.385943e-01
-9.147315e-01,9.017433e-01
1.231825e-01,-5.509916e-02
6.639609e-01,-5.106561e-01
8.974770e-01,-1.007866e+00
-1.927983e+00,1.795696e+00
1.409813e+00,-1.471201e+00
-6.809430e-01,5.585281e-01
-1.104616e+00,1.041432e+00
3.190389e-02,-1.960737e-01
8.650593e-01,-9.176319e-01
8.837817e-01,-1.249411e+00
-9.783735e-01,9.042123e-01
-2.129468e-02,-1.066378e-01
-1.979765e+00,1.954631e+00
6.871581e-01,-7.892518e-01
-1.314265e+00,1.232483e+00
-2.960025e-01,9.232247e-02
7.529147e-01,-6.724992e-01
-1.148707e+00,1.433933e+00
8.750493e-01,-9.523229e-01
1.843825e+00,-1.863395e+00
-6.572884e-01,6.356354e-01
-1.784398e+00,1.719995e+00
-1.756716e+00,1.604891e+00
-1.091345e+00,9.306811e-01
-1.746984e+00,1.733330e+00
-7.253208e-01,6.050603e-01
-1.958114e+00,1.870348e+00
-8.452166e-01,9.554339e-01
6.173686e-01,-7.516669e-01
2.312578e-01,-3.939474e-01
-1.122915e+00,1.039296e+00
-1.349903e+00,1.395234e+00
-4.712583e-01,4.659375e-01
-1.975537e-01,1.602330e-01
5.820451e-01,-6.208961e-01
-1.402214e-01,1.432172e-01
-8.159748e-02,1.142612e-02
-1.003843e+00,1.079787e+00
1.185313e+00,-1.086181e+00
-1.161092e+00,9.528016e-01
-1.476556e+00,1.492320e+00
6.691623e-01,-7.412651e-01
-1.477019e-01,5.789942e-02
-1.546585e+00,1.439214e+00
-1.214878e-01,4.220323e-02
1.498581e-01,-8.020602e-02
3.031544e-01,-6.256007e-01
6.499792e-01,-7.503238e-01
8.222641e-01,-8.038360e-01
-3.639709e-01,1.252770e-01
1.598670e+00,-1.631163e+00
3.570545e-01,-4.980032e-01
9.601779e-01,-9.735654e-01
1.644686e+00,-1.371841e+00
5.455890e-01,-6.337183e-01
-1.978734e+00,2.084471e+00
-4.917370e-01,4.265240e-01
-1.405058e+00,1.387952e+00
1.222449e+00,-1.206791e+00
1.032744e+00,-9.044118e-01
3.584622e-01,-1.971360e-01
-3.670617e-01,4.516832e-01
6.614624e-01,-5.958334e-01
-9.058931e-01,8.953261e-01
1.539307e+00,-1.592082e+00
-1.512296e+00,1.287313e+00
-1.463658e+00,1.440648e+00
-7.018765e-01,9.086288e-01
3.301827e-01,-4.375923e-01
8.778440e-01,-1.004765e+00
1.162044e+00,-1.339864e+00
-1.619465e+00,1.456658e+00
-9.947126e-01,8.669845e-01
1.506691e-01,-1.196487e-01
1.012383e+00,-1.076896e+00
1.984262e+00,-1.893744e+00
1.368291e+00,-1.316171e+00
6.998207e-02,-1.087415e-01
-3.154080e-01,3.265305e-01
1.101669e+00,-1.120589e+00
-2.097865e-01,3.926942e-01
-5.571974e-01,5.382808e-01
1.760068e+00,-1.861571e+00
1.421874e+00,-1.447812e+00
-1.036680e+00,1.070507e+00
-8.125845e-03,1.784163e-02
-1.326186e+00,1.272383e+00
1.189322e+00,-1.366388e+00
1.659919e+00,-1.794620e+00
9.664631e-01,-8.811721e-01
-1.053206e+00,1.054024e+00
1.174167e-01,-1.425377e-01
5.323830e-02,-7.329838e-02
-1.772419e+00,1.659896e+00
-3.524768e-01,1.656324e-01
1.423982e+00,-1.336695e+00
8.690168e-01,-7.914362e-01
-9.519844e-02,2.736228e-01
6.494211e-01,-4.618983e-01
-1.153564e+00,1.156780e+00
1.107323e+00,-1.165672e+00
1.403579e+00,-1.402088e+00
1.934589e+00,-1.905168e+00
-7.498506e-01,8.658594e-01
4.959126e-02,-6.008121e-02
-1.416068e+00,1.367074e+00
1.003721e+00,-1.014476e+00
1.472164e+00,-1.441742e+00
-6.804769e-01,5.684939e-01
1.942497e+00,-1.949751e+00
-2.954074e-01,3.295255e-01
1.418813e+00,-1.467964e+00
-6.585895e-01,6.300337e-01
1.568542e+00,-1.626826e+00
3.614193e-01,-3.799880e-01
-1.480440e+00,1.436661e+00
-1.133787e+00,1.119380e+00
-1.758074e+00,1.718352e+00
-1.730254e+00,1.789688e+00
-1.749580e+00,1.826451e+00
3.923146e-01,-4.112926e-01
-1.805528e+00,1.726316e+00
1.773515e+00,-1.866622e+00
-1.860963e+00,1.646043e+00
3.579695e-01,-4.271477e-01
-1.705808e+00,1.553125e+00
1.089571e+00,-1.119408e+00
-1.331638e+00,1.367318e+00
-6.067741e-01,4.685607e-01
-2.515627e-01,3.352490e-01
1.302083e+00,-1.078133e+00
1.817018e+00,-1.770884e+00
-8.341969e-01,7.953739e-01
-1.426449e+00,1.271249e+00
-1.122339e+00,1.178595e+00
6.348596e-01,-6.067117e-01
-1.236940e+00,1.308247e+00
3.303466e-01,-4.382593e-01
1.029294e+00,-1.069140e+00
4.841661e-01,-4.584654e-01
-1.412887e+00,1.457362e+00
-1.863317e+00,1.976200e+00
-9.873684e-01,1.217750e+00
5.434091e-01,-5.722496e-01
6.145699e-01,-6.885638e-01
1.501669e+00,-1.319206e+00
1.484986e+00,-1.374198e+00
1.291218e-01,-2.003588e-01
-1.454592e+00,1.490367e+00
8.921651e-01,-9.236554e-01
-1.937115e+00,1.930985e+00
1.169205e+00,-8.186795e-01
-1.558532e+00,1.609267e+00
-1.757440e+00,1.938174e+00
-9.584016e-01,1.053483e+00
-1.593919e+00,2.012064e+00
1.997021e-01,-1.974304e-02
-9.323613e-01,1.067903e+00
1.285312e+00,-1.225338e+00
-1.039038e+00,1.039962e+00
5.336815e-01,-5.156942e-01
1.236814e+00,-1.141730e+00
-2.535143e-01,3.897779e-01
3.759484e-01,-4.478174e-01
1.201321e+00,-1.273474e+00
9.357648e-01,-7.666069e-01
8.601068e-01,-8.151325e-01
1.190840e+00,-1.232056e+00
9.343442e-01,-7.967791e-01
1.695019e+00,-1.690601e+00
1.118900e+00,-1.102701e+00
5.863814e-01,-7.953150e-01
1.268633e+00,-1.232874e+00
-1.751759e+00,1.910855e+00
-5.286319e-01,6.155697e-01
1.845815e+00,-1.585235e+00
1.967383e+00,-2.061319e+00
-9.392579e-01,9.248983e-01
5.768106e-01,-5.654372e-01
-1.819149e+00,1.744265e+00
3.300572e-01,-3.641777e-01
7.747100e-01,-7.631477e-01
-8.231025e-01,6.902489e-01
-1.346621e+00,1.452493e+00
1.311421e+00,-1.328001e+00
-1.555270e-01,-5.174066e-02
5.293390e-01,-2.635649e-01
-1.007417e+00,1.007415e+00
-9.460031e-01,8.456186e-01
1.737667e+00,-1.920371e+00
1.933460e+00,-2.004568e+00
9.897837e-01,-1.005697e+00
8.803161e-01,-7.566215e-01
-2.955534e-01,4.094193e-01
-1.320335e+00,1.236975e+00
1.960711e+00,-2.046136e+00
-1.021383e+00,9.565536e-01
1.284595e-01,-1.854204e-01
-1.266937e+00,1.353227e+00
-7.744572e-01,7.953256e-01
-1.756087e+00,1.620037e+00
1.097424e+00,-9.612292e-01
9.371503e-01,-9.359294e-01
1.091286e+00,-1.042139e+00
1.198871e+00,-1.419088e+00
-5.200054e-01,5.001983e-01
1.455557e-01,-3.038421e-02
1.171568e+00,-1.061558e+00
3.293336e-01,-4.072311e-01
2.174722e-01,-2.767548e-01
-1.407913e+00,1.325312e+00
1.593555e+00,-1.793351e+00
-1.122783e+00,1.134105e+00
-3.980063e-01,5.587947e-01
-1.795118e+00,2.123598e+00
-7.000687e-01,6.197400e-01
1.022353e+00,-9.834023e-01
1.119846e+00,-9.715827e-01
1.866790e-01,-5.234453e-02
-2.882320e-01,3.296195e-01
-5.926690e-01,4.367709e-01
-1.610375e+00,1.665139e+00
1.196820e-01,-4.245119e-02
-2.669803e-02,-2.191660e-02
1.379304e+00,-1.361769e+00
2.901920e-01,-2.614201e-01
-1.528291e-01,2.417168e-01
-3.581221e-01,4.118439e-01
1.447032e+00,-1.485138e+00
-1.817510e+00,1.648900e+00
1.559268e+00,-1.466639e+00
-2.771449e-01,4.428845e-01
-1.578857e+00,1.377141e+00
-1.656121e+00,1.642328e+00
1.755433e+00,-1.834489e+00
2.100907e-02,2.768172e-01
-1.260527e+00,1.188430e+00
-5.384479e-01,5.518927e-01
8.177497e-01,-8.825918e-01
4.480344e-01,-4.626536e-01
7.124143e-01,-7.108351e-01
-1.684141e+00,1.563139e+00
-1.189711e+00,1.231438e+00
-8.086294e-01,7.122987e-01
-1.839813e+00,1.949051e+00
7.759547e-01,-6.853317e-01
-1.557959e+00,1.625178e+00
1.181576e+00,-1.184881e+00
-1.349048e+00,1.299437e+00
-7.064707e-01,6.235653e-01
-2.808952e-01,1.494216e-01
-6.537089e-01,4.922494e-01
1.324299e+00,-1.350276e+00
6.913655e-01,-6.719542e-01
-8.957558e-01,8.332148e-01
2.423399e-01,-4.898785e-01
9.832229e-01,-1.026267e+00
1.223526e+00,-1.353436e+00
1.862120e+00,-2.006973e+00
-1.008573e+00,1.138138e+00
1.059974e+00,-9.998796e-01
-6.441346e-01,6.472293e-01
1.999562e+00,-1.926349e+00
-1.636840e+00,1.854081e+00
1.714916e+00,-1.805960e+00
3.830255e-01,-4.094941e-01
1.141672e+00,-9.094023e-01
-8.788311e-01,8.458575e-01
1.685130e+00,-1.718885e+00
1.496941e+00,-1.452589e+00
9.453311e-01,-1.061143e+00
-1.795917e+00,1.883750e+00
1.667601e+00,-1.614980e+00
1.755525e+00,-1.900560e+00
1.003707e+00,-9.209639e-01
1.738507e+00,-1.735860e+00
1.893228e+00,-2.026222e+00
6.434244e-01,-5.136654e-01
-8.830235e-01,1.083491e+00
-1.914982e+00,1.945557e+00
1.504343e+00,-1.457371e+00
-2.609991e-01,2.860253e-01
-1.863819e+00,1.739478e+00
-9.594253e-01,8.715413e-01
1.672517e+00,-1.659611e+00
-3.036722e-02,9.732016e-02
-1.387240e+00,1.359933e+00
4.471953e-01,-4.813716e-01
-1.811055e+00,1.869962e+00
1.897948e+00,-1.943342e+00
1.892215e+00,-1.925479e+00
-8.566678e-01,6.886744e-01
5.932156e-01,-4.592266e-01
1.980247e+00,-2.163118e+00
1.998856e+00,-1.893602e+00
-7.905113e-01,9.794283e-01
-2.174127e-02,1.667172e-01
4.799626e-01,-6.241776e-01
6.632211e-01,-7.551025e-01
-2.753258e-01,2.789140e-01
-1.121587e+00,1.268040e+00
-1.554880e+00,1.375892e+00
-4.125366e-01,2.277352e-01
-4.941431e-01,5.616239e-01
1.630865e+00,-1.713169e+00
-7.672533e-01,1.081527e+00
-1.842488e+00,1.997305e+00
1.709413e+00,-1.777141e+00
1.729910e-02,-2.111311e-03
-3.091715e-01,3.351794e-01
1.577838e+00,-1.640178e+00
1.601911e+00,-1.687454e+00
-6.407379e-01,6.171200e-01
8.028764e-01,-8.881583e-01
-3.657998e-01,2.197165e-01
1.764851e+00,-1.580521e+00
-1.389642e+00,1.423878e+00
1.316654e+00,-1.197854e+00
4.935823e-01,-4.656776e-01
3.048305e-01,-3.585065e-01
-7.989461e-01,7.176409e-01
-1.087122e+00,1.203547e+00
1.862618e+00,-1.908126e+00
6.891484e-01,-7.044494e-01
1.300725e+00,-1.213767e+00
1.898429e+00,-2.088501e+00
7.677128e-01,-8.206660e-01
-1.406120e+00,1.245233e+00
1.638467e+00,-1.616535e+00
-4.981092e-01,5.226005e-01
-9.992091e-01,9.213231e-01
1.848277e+00,-1.946928e+00
-1.333267e+00,1.287129e+00
1.249833e+00,-1.240568e+00
4.202108e-01,-3.808833e-01
1.976744e+00,-1.810713e+00
1.249422e+00,-1.221372e+00
1.164151e+00,-1.133350e+00
1.040257e+00,-9.174788e-01
9.989607e-01,-1.157340e+00
9.310553e-01,-8.076980e-01
-1.681819e+00,1.594101e+00
6.102202e-01,-7.588677e-01
1.838013e+00,-1.814918e+00
1.037975e+00,-6.870441e-01
5.734283e-01,-4.570507e-01
1.724889e+00,-1.797620e+00
-2.242651e-01,4.108120e-01
-9.919579e-01,8.565793e-01
1.921491e+00,-1.915072e+00
5.986560e-01,-7.440055e-01
-1.185838e+00,1.200673e+00
1.094019e+00,-7.617189e-01
1.204815e+00,-1.140578e+00
-1.188845e+00,1.223670e+00
-1.632792e+00,1.636663e+00
1.236073e+00,-1.227632e+00
-1.948909e+00,2.185943e+00
-1.790198e+00,1.701318e+00
-1.723053e+00,1.606614e+00
-1.718655e+00,1.620924e+00
-3.558438e-01,3.333158e-01
-8.385804e-01,7.544168e-01
6.455904e-01,-6.815112e-01
1.400964e+00,-1.440923e+00
6.644522e-01,-5.584830e-01
-1.755719e+00,1.858792e+00
-8.314420e-01,1.025382e+00
7.430872e-01,-7.464717e-01
1.698987e+00,-1.464982e+00
-1.587623e+00,1.539039e+00
7.200427e-03,1.544147e-01
-9.028676e-01,8.569346e-01
-7.874256e-01,8.842406e-01
-1.968757e+00,2.009453e+00
-1.561396e+00,1.737295e+00
-2.660207e-01,1.229402e-01
1.528921e+00,-1.489447e+00
7.619041e-01,-9.838859e-01
1.862015e+00,-2.097217e+00
7.723882e-01,-6.949693e-01
-1.949450e+00,2.062044e+00
-1.173061e+00,1.281106e+00
-1.015381e+00,1.056180e+00
1.521261e+00,-1.550836e+00
2.894088e-01,-2.280988e-01
-1.600126e+00,1.699626e+00
-1.670583e+00,1.550333e+00
-1.479804e+00,1.429617e+00
1.365078e-01,-1.975634e-01
-1.520870e+00,1.516950e+00
1.039025e+00,-1.007902e+00
-1.480111e+00,1.416676e+00
5.199362e-01,-3.975622e-01
-1.763922e+00,1.749239e+00
2.674485e-01,-3.710405e-01
2.829783e-01,-1.927059e-01
4.359823e-01,-3.387378e-01
1.266010e+00,-1.225799e+00
5.447048e-01,-5.357950e-01
-4.378168e-01,6.726686e-01
1.595994e+00,-1.682591e+00
-7.045740e-01,4.899360e-01
-1.630540e+00,1.648944e+00
1.882361e+00,-1.961089e+00
-6.556621e-01,6.118466e-01
-8.626902e-01,7.646603e-01
-1.883077e+00,1.703784e+00
1.912630e+00,-1.760956e+00
2.333714e-01,-3.741616e-01
7.624331e-01,-7.441939e-01
-7.291878e-03,-3.596998e-01
-2.730952e-01,2.494732e-01
1.313852e+00,-1.157407e+00
5.304049e-01,-4.052295e-01
2.795229e-01,-4.245719e-01
-8.228035e-01,9.468150e-01
1.759516e+00,-1.913888e+00
1.854846e+00,-1.599307e+00
8.978707e-01,-9.215060e-01
-1.725069e-01,3.031386e-01
2.824496e-01,-2.298882e-01
-1.726087e+00,1.742230e+00
-1.095691e+00,8.695153e-01
7.163007e-01,-7.842066e-01
-1.871717e+00,1.667475e+00
7.000080e-01,-5.609503e-01
1.264573e+00,-1.280590e+00
-8.786450e-01,8.852778e-01
9.777621e-01,-1.034498e+00
1.837288e+00,-1.597763e+00
1.892418e+00,-1.992719e+00
-1.606519e+00,1.535124e+00
-1.948536e+00,1.825483e+00
