omega,S
6.909279e+00,1.932865e+00
1.380162e+00,3.222011e-01
3.867039e+00,1.352489e+00
4.633301e+00,1.533270e+00
2.445436e+00,8.942233e-01
4.935301e+00,1.596414e+00
6.901543e+00,1.931745e+00
5.611353e+00,1.724792e+00
3.830553e+00,1.343009e+00
7.671041e+00,2.037452e+00
5.670770e+00,1.735325e+00
5.075584e+00,1.624442e+00
2.442788e+00,8.931399e-01
6.222485e+00,1.828169e+00
5.272943e+00,1.662589e+00
6.249287e+00,1.832467e+00
4.178030e+00,1.429840e+00
1.683697e+00,5.209919e-01
7.447283e+00,2.007849e+00
3.097267e+00,1.130520e+00
7.519200e+00,2.017460e+00
9.598288e+00,2.261585e+00
4.197608e+00,1.434515e+00
5.222985e+00,1.653069e+00
9.770188e+00,2.279336e+00
3.713875e+00,1.312076e+00
5.260858e+00,1.660294e+00
1.609601e+00,4.759864e-01
7.508748e+00,2.016069e+00
3.470403e+00,1.244271e+00
8.383106e+00,2.126219e+00
4.137814e+00,1.420168e+00
6.927160e+00,1.935450e+00
2.411862e+00,8.803989e-01
5.135403e+00,1.636158e+00
7.195311e+00,1.973429e+00
3.363201e+00,1.212893e+00
8.093557e+00,2.091068e+00
6.435416e+00,1.861816e+00
1.838581e+00,6.089943e-01
5.209131e+00,1.650413e+00
2.688818e+00,9.891019e-01
2.381990e+00,8.679363e-01
7.927027e+00,2.070278e+00
7.840623e+00,2.059318e+00
3.766409e+00,1.326122e+00
9.011558e+00,2.198508e+00
8.058564e+00,2.086735e+00
6.574238e+00,1.883159e+00
2.741302e+00,1.008433e+00
4.624950e+00,1.531466e+00
6.804751e+00,1.917621e+00
7.934744e+00,2.071251e+00
5.829843e+00,1.762990e+00
3.931149e+00,1.368932e+00
7.999860e+00,2.079424e+00
1.915974e+00,6.502261e-01
1.399602e+00,3.361882e-01
6.070988e+00,1.803521e+00
8.547052e+00,2.145586e+00
7.139818e+00,1.965687e+00
3.261437e+00,1.182168e+00
3.389758e+00,1.220758e+00
6.266529e+00,1.835223e+00
9.552520e+00,2.256805e+00
2.276569e+00,8.226696e-01
5.461834e+00,1.697785e+00
7.384225e+00,1.999346e+00
2.279913e+00,8.241372e-01
4.355740e+00,1.471495e+00
8.679509e+00,2.160965e+00
6.348445e+00,1.848210e+00
3.467737e+00,1.243502e+00
8.877817e+00,2.183556e+00
4.476802e+00,1.498909e+00
5.514133e+00,1.707314e+00
2.052328e+00,7.189746e-01
9.170118e+00,2.215950e+00
4.694427e+00,1.546376e+00
4.448449e+00,1.492555e+00
3.664036e+00,1.298565e+00
9.463682e+00,2.247462e+00
4.372354e+00,1.475302e+00
8.801019e+00,2.174867e+00
6.703971e+00,1.902700e+00
1.738140e+00,5.528157e-01
2.347062e+00,8.531645e-01
1.481170e+00,3.928321e-01
7.968259e+00,2.075466e+00
2.007937e+00,6.971080e-01
4.404573e+00,1.482643e+00
8.291652e+00,2.115249e+00
7.020732e+00,1.948868e+00
8.515214e+00,2.141854e+00
5.334987e+00,1.674286e+00
9.922958e+00,2.294851e+00
8.924054e+00,2.188750e+00
2.599814e+00,9.554398e-01
8.983837e+00,2.195427e+00
5.510958e+00,1.706739e+00
4.673591e+00,1.541928e+00
3.954434e+00,1.374838e+00
7.853126e+00,2.060912e+00
8.670590e+00,2.159937e+00
3.707167e+00,1.310268e+00
5.981877e+00,1.788734e+00
4.845119e+00,1.577972e+00
8.554125e+00,2.146414e+00
4.762643e+00,1.560803e+00
3.160097e+00,1.150603e+00
9.784156e+00,2.280764e+00
9.070466e+00,2.205024e+00
2.483216e+00,9.095546e-01
5.791445e+00,1.756382e+00
9.617262e+00,2.263560e+00
6.437168e+00,1.862089e+00
1.247545e+00,2.211778e-01
9.685783e+00,2.270659e+00
4.822755e+00,1.573345e+00
7.543114e+00,2.020635e+00
2.204348e+00,7.904318e-01
8.649332e+00,2.157482e+00
7.866925e+00,2.062667e+00
9.890501e+00,2.291575e+00
2.104751e+00,7.441974e-01
3.825187e+00,1.341607e+00
8.676376e+00,2.160604e+00
5.789228e+00,1.755999e+00
1.678500e+00,5.179002e-01
5.919615e+00,1.778271e+00
5.600484e+00,1.722853e+00
4.906299e+00,1.590520e+00
4.366076e+00,1.473865e+00
9.042717e+00,2.201960e+00
9.340508e+00,2.234361e+00
1.805475e+00,5.908236e-01
1.533661e+00,4.276580e-01
5.617301e+00,1.725851e+00
2.743097e+00,1.009088e+00
2.716968e+00,9.995167e-01
7.102508e+00,1.960448e+00
4.122958e+00,1.416571e+00
4.562201e+00,1.517805e+00
5.795494e+00,1.757081e+00
4.479599e+00,1.499533e+00
7.187058e+00,1.972282e+00
3.145981e+00,1.146126e+00
8.180059e+00,2.101699e+00
1.769934e+00,5.709425e-01
1.347385e+00,2.981657e-01
6.830036e+00,1.921330e+00
7.941581e+00,2.072112e+00
5.512922e+00,1.707095e+00
8.083795e+00,2.089861e+00
5.074922e+00,1.624311e+00
4.339030e+00,1.467651e+00
2.409268e+00,8.793229e-01
1.886018e+00,6.344680e-01
5.813867e+00,1.760246e+00
7.965919e+00,2.075172e+00
5.811916e+00,1.759910e+00
9.955805e+00,2.298156e+00
3.095597e+00,1.129981e+00
4.672726e+00,1.541743e+00
5.051486e+00,1.619682e+00
7.304110e+00,1.988437e+00
8.024957e+00,2.082556e+00
6.671858e+00,1.897898e+00
3.469124e+00,1.243902e+00
2.460619e+00,9.004130e-01
5.045051e+00,1.618408e+00
4.227204e+00,1.441541e+00
3.073512e+00,1.122821e+00
3.220592e+00,1.169565e+00
2.687443e+00,9.885903e-01
4.421331e+00,1.486441e+00
4.234288e+00,1.443215e+00
4.325080e+00,1.464431e+00
4.160813e+00,1.425710e+00
2.062611e+00,7.239727e-01
7.026730e+00,1.949721e+00
9.188815e+00,2.217987e+00
6.338332e+00,1.846616e+00
9.339108e+00,2.234211e+00
7.169722e+00,1.969867e+00
6.148288e+00,1.816174e+00
1.527586e+00,4.236889e-01
5.363074e+00,1.679537e+00
5.046710e+00,1.618736e+00
2.011954e+00,6.991063e-01
7.926368e+00,2.070195e+00
6.009521e+00,1.793345e+00
8.434271e+00,2.132303e+00
7.997252e+00,2.079098e+00
7.456075e+00,2.009029e+00
7.761660e+00,2.049196e+00
8.728573e+00,2.166602e+00
1.060786e+00,5.901024e-02
7.363997e+00,1.996603e+00
7.029408e+00,1.950103e+00
2.275813e+00,8.223372e-01
8.980530e+00,2.195059e+00
7.606372e+00,2.028986e+00
1.484155e+00,3.948453e-01
9.216244e+00,2.220968e+00
2.407840e+00,8.787300e-01
2.024949e+00,7.055446e-01
9.053420e+00,2.203143e+00
6.918062e+00,1.934136e+00
5.906600e+00,1.776070e+00
9.631953e+00,2.265086e+00
6.535844e+00,1.877302e+00
7.809437e+00,2.055333e+00
7.100535e+00,1.960170e+00
9.723708e+00,2.274567e+00
9.765441e+00,2.278850e+00
5.929287e+00,1.779904e+00
7.503614e+00,2.015385e+00
3.001664e+00,1.099167e+00
1.183192e+00,1.682162e-01
2.700194e+00,9.933236e-01
7.914227e+00,2.068662e+00
4.342848e+00,1.468530e+00
8.702669e+00,2.163630e+00
3.018429e+00,1.104736e+00
8.451125e+00,2.134300e+00
7.773472e+00,2.050717e+00
9.989011e+00,2.301486e+00
3.708517e+00,1.310632e+00
7.368540e+00,1.997220e+00
8.926079e+00,2.188977e+00
5.802922e+00,1.758362e+00
1.391666e+00,3.305019e-01
1.973809e+00,6.799649e-01
7.211973e+00,1.975743e+00
4.393687e+00,1.480169e+00
8.010284e+00,2.080726e+00
3.331851e+00,1.203528e+00
8.917961e+00,2.188067e+00
2.464009e+00,9.017896e-01
8.906672e+00,2.186801e+00
4.091669e+00,1.408953e+00
6.030535e+00,1.796836e+00
4.748672e+00,1.557865e+00
8.521970e+00,2.142648e+00
4.240608e+00,1.444707e+00
8.444339e+00,2.133496e+00
6.786566e+00,1.914945e+00
4.125258e+00,1.417128e+00
3.755901e+00,1.323328e+00
3.703030e+00,1.309151e+00
2.284608e+00,8.261944e-01
8.960924e+00,2.192873e+00
5.152917e+00,1.639563e+00
7.752051e+00,2.047958e+00
9.265094e+00,2.226254e+00
3.936919e+00,1.370398e+00
1.856610e+00,6.187521e-01
5.554495e+00,1.714607e+00
5.908991e+00,1.776475e+00
4.993379e+00,1.608113e+00
1.566215e+00,4.486622e-01
9.297521e+00,2.229748e+00
4.305421e+00,1.459875e+00
4.612512e+00,1.528773e+00
8.460440e+00,2.135401e+00
5.216888e+00,1.651901e+00
8.622838e+00,2.154414e+00
1.967187e+00,6.766047e-01
1.728195e+00,5.470777e-01
2.428397e+00,8.872314e-01
4.264331e+00,1.450285e+00
6.240290e+00,1.831027e+00
8.786056e+00,2.173166e+00
2.245692e+00,8.090138e-01
8.616522e+00,2.153682e+00
8.822138e+00,2.177264e+00
7.687699e+00,2.039621e+00
2.238256e+00,8.056971e-01
3.772089e+00,1.327629e+00
6.053181e+00,1.800584e+00
3.869350e+00,1.353086e+00
6.818306e+00,1.919611e+00
7.309157e+00,1.989128e+00
9.469200e+00,2.248044e+00
1.867241e+00,6.244620e-01
6.143979e+00,1.815473e+00
3.506754e+00,1.254691e+00
2.448090e+00,8.953080e-01
2.511607e+00,9.209229e-01
5.053441e+00,1.620069e+00
8.608613e+00,2.152763e+00
9.435861e+00,2.244517e+00
4.310672e+00,1.461094e+00
6.246010e+00,1.831943e+00
1.111414e+00,1.056334e-01
8.259280e+00,2.111337e+00
6.345172e+00,1.847694e+00
7.059228e+00,1.954336e+00
1.360237e+00,3.076586e-01
1.643325e+00,4.967218e-01
6.953970e+00,1.939313e+00
2.049122e+00,7.174115e-01
1.976132e+00,6.811413e-01
7.185521e+00,1.972068e+00
3.959955e+00,1.376233e+00
1.898245e+00,6.409298e-01
9.219042e+00,2.221271e+00
8.649237e+00,2.157471e+00
9.594168e+00,2.261155e+00
6.643673e+00,1.893665e+00
1.500858e+00,4.060368e-01
8.505314e+00,2.140691e+00
3.979114e+00,1.381059e+00
2.595115e+00,9.536308e-01
1.387541e+00,3.275329e-01
4.617002e+00,1.529746e+00
9.008381e+00,2.198155e+00
3.026501e+00,1.107407e+00
4.962790e+00,1.601968e+00
7.783861e+00,2.052052e+00
4.611420e+00,1.528536e+00
6.434070e+00,1.861607e+00
8.992017e+00,2.196337e+00
3.243893e+00,1.176774e+00
3.615362e+00,1.285192e+00
3.997694e+00,1.385718e+00
3.021647e+00,1.105802e+00
4.588145e+00,1.523476e+00
1.012682e+00,1.260252e-02
5.181864e+00,1.645165e+00
2.545014e+00,9.341360e-01
5.600714e+00,1.722894e+00
1.988379e+00,6.873197e-01
2.661281e+00,9.788077e-01
1.989594e+00,6.879308e-01
1.283129e+00,2.493016e-01
9.319248e+00,2.232082e+00
9.666965e+00,2.268714e+00
1.636149e+00,4.923452e-01
4.753351e+00,1.558850e+00
5.081063e+00,1.625520e+00
4.952122e+00,1.599816e+00
1.750524e+00,5.599154e-01
1.768697e+00,5.702433e-01
5.966601e+00,1.786177e+00
7.810178e+00,2.055428e+00
5.089768e+00,1.627232e+00
7.286478e+00,1.986020e+00
2.977256e+00,1.091002e+00
3.373465e+00,1.215940e+00
3.404914e+00,1.225220e+00
4.550791e+00,1.515301e+00
1.584540e+00,4.602944e-01
1.216113e+00,1.956597e-01
9.684703e+00,2.270548e+00
7.078443e+00,1.957054e+00
8.201133e+00,2.104272e+00
8.883378e+00,2.184182e+00
2.889007e+00,1.060913e+00
3.461740e+00,1.241771e+00
7.062980e+00,1.954867e+00
9.264126e+00,2.226150e+00
4.812999e+00,1.571320e+00
5.245381e+00,1.657348e+00
2.017440e+00,7.018294e-01
2.920169e+00,1.071641e+00
3.659061e+00,1.297207e+00
2.737644e+00,1.007098e+00
7.036673e+00,1.951135e+00
5.171977e+00,1.643255e+00
4.834545e+00,1.575787e+00
3.080050e+00,1.124946e+00
1.557879e+00,4.433255e-01
4.304045e+00,1.459555e+00
5.922922e+00,1.778830e+00
4.831045e+00,1.575063e+00
4.716125e+00,1.550987e+00
6.262483e+00,1.834577e+00
3.547699e+00,1.266299e+00
2.295055e+00,8.307569e-01
2.655891e+00,9.767803e-01
9.150297e+00,2.213786e+00
6.221807e+00,1.828060e+00
7.839526e+00,2.059178e+00
1.371416e+00,3.158440e-01
1.466560e+00,3.829192e-01
7.256961e+00,1.981961e+00
6.884252e+00,1.929236e+00
8.760661e+00,2.170271e+00
1.591036e+00,4.643854e-01
8.382179e+00,2.126108e+00
4.359417e+00,1.472338e+00
2.680798e+00,9.861145e-01
5.444746e+00,1.694651e+00
4.021760e+00,1.391720e+00
5.795652e+00,1.757108e+00
8.652813e+00,2.157884e+00
7.257623e+00,1.982052e+00
6.422382e+00,1.859789e+00
3.439118e+00,1.235215e+00
2.480212e+00,9.083441e-01
7.866762e+00,2.062647e+00
2.840055e+00,1.043823e+00
1.092469e+00,8.844065e-02
3.732583e+00,1.317100e+00
2.096315e+00,7.401812e-01
6.710890e+00,1.903732e+00
1.639608e+00,4.944573e-01
6.667933e+00,1.897310e+00
3.815688e+00,1.339121e+00
9.388926e+00,2.239531e+00
9.324906e+00,2.232689e+00
7.077051e+00,1.956857e+00
6.110814e+00,1.810060e+00
4.810188e+00,1.570736e+00
5.132467e+00,1.635586e+00
4.346247e+00,1.469313e+00
3.828108e+00,1.342371e+00
7.221011e+00,1.976995e+00
7.913568e+00,2.068579e+00
4.216717e+00,1.439057e+00
9.793026e+00,2.281671e+00
8.501271e+00,2.140216e+00
8.760004e+00,2.170196e+00
6.644327e+00,1.893763e+00
2.108537e+00,7.459943e-01
4.132227e+00,1.418817e+00
7.566261e+00,2.023699e+00
6.594156e+00,1.886184e+00
8.622691e+00,2.154397e+00
1.419610e+00,3.503822e-01
3.755663e+00,1.323265e+00
9.483647e+00,2.249569e+00
9.147151e+00,2.213442e+00
1.493709e+00,4.012623e-01
4.198269e+00,1.434672e+00
1.010108e+00,1.005741e-02
9.564310e+00,2.258038e+00
1.194253e+00,1.775206e-01
3.952284e+00,1.374294e+00
7.664736e+00,2.036630e+00
1.244119e+00,2.184279e-01
3.207879e+00,1.165610e+00
5.930513e+00,1.780111e+00
9.245911e+00,2.224181e+00
5.198182e+00,1.648309e+00
8.118166e+00,2.094104e+00
1.470217e+00,3.854103e-01
3.779239e+00,1.329523e+00
7.567370e+00,2.023846e+00
2.869675e+00,1.054199e+00
4.421419e+00,1.486461e+00
4.649151e+00,1.536685e+00
1.438349e+00,3.634957e-01
7.636410e+00,2.032928e+00
8.313961e+00,2.117936e+00
2.844434e+00,1.045364e+00
6.666197e+00,1.897050e+00
4.693701e+00,1.546221e+00
9.116303e+00,2.210064e+00
8.300874e+00,2.116361e+00
8.637201e+00,2.156079e+00
5.670974e+00,1.735361e+00
7.189930e+00,1.972681e+00
4.597491e+00,1.525511e+00
7.948347e+00,2.072964e+00
4.388316e+00,1.478946e+00
2.580234e+00,9.478799e-01
9.857779e+00,2.288261e+00
8.199668e+00,2.104094e+00
5.162981e+00,1.641514e+00
9.737140e+00,2.275947e+00
6.748236e+00,1.909281e+00
7.480127e+00,2.012250e+00
7.949495e+00,2.073108e+00
8.433433e+00,2.132204e+00
8.719605e+00,2.165574e+00
9.349515e+00,2.235324e+00
8.693865e+00,2.162618e+00
9.848659e+00,2.287335e+00
1.572907e+00,4.529258e-01
5.684457e+00,1.737736e+00
2.310737e+00,8.375664e-01
9.451494e+00,2.246173e+00
3.747419e+00,1.321067e+00
5.741892e+00,1.747789e+00
6.051054e+00,1.800232e+00
4.795569e+00,1.567692e+00
6.592994e+00,1.886008e+00
2.068465e+00,7.268066e-01
9.958097e+00,2.298386e+00
5.635542e+00,1.729093e+00
1.363668e+00,3.101783e-01
9.288621e+00,2.228790e+00
5.686868e+00,1.738160e+00
8.119503e+00,2.094269e+00
9.850444e+00,2.287517e+00
6.252034e+00,1.832907e+00
6.596156e+00,1.886487e+00
5.365672e+00,1.680022e+00
6.302887e+00,1.841008e+00
4.423234e+00,1.486871e+00
4.322047e+00,1.463729e+00
1.474025e+00,3.879970e-01
1.920433e+00,6.525504e-01
4.888913e+00,1.586970e+00
8.087578e+00,2.090329e+00
3.497025e+00,1.251913e+00
9.184404e+00,2.217507e+00
1.822382e+00,6.001446e-01
2.680645e+00,9.860574e-01
3.543048e+00,1.264987e+00
2.503472e+00,9.176784e-01
1.291566e+00,2.558556e-01
3.029775e+00,1.108488e+00
3.561958e+00,1.270310e+00
2.695292e+00,9.915065e-01
7.326899e+00,1.991552e+00
7.194513e+00,1.973319e+00
1.424113e+00,3.535492e-01
7.602415e+00,2.028466e+00
1.326466e+00,2.825184e-01
9.357197e+00,2.236146e+00
9.621953e+00,2.264047e+00
5.250992e+00,1.658417e+00
4.092385e+00,1.409128e+00
9.040044e+00,2.201664e+00
1.774964e+00,5.737799e-01
5.170265e+00,1.642924e+00
1.288739e+00,2.536642e-01
8.784075e+00,2.172940e+00
6.094843e+00,1.807443e+00
2.604746e+00,9.573350e-01
6.724713e+00,1.905789e+00
8.884303e+00,2.184286e+00
6.275584e+00,1.836667e+00
4.925469e+00,1.594419e+00
9.983236e+00,2.300907e+00
5.854724e+00,1.767249e+00
8.572825e+00,2.148597e+00
9.037965e+00,2.201434e+00
2.036016e+00,7.109948e-01
3.184984e+00,1.158447e+00
2.470387e+00,9.043747e-01
7.217954e+00,1.976572e+00
6.143619e+00,1.815414e+00
9.015824e+00,2.198981e+00
6.503280e+00,1.872307e+00
5.886779e+00,1.772709e+00
1.705757e+00,5.340091e-01
4.189872e+00,1.432670e+00
6.361105e+00,1.850202e+00
2.661452e+00,9.788720e-01
2.920380e+00,1.071714e+00
3.989896e+00,1.383765e+00
5.462483e+00,1.697904e+00
1.760266e+00,5.654652e-01
8.659072e+00,2.158608e+00
4.854327e+00,1.579870e+00
7.601803e+00,2.028386e+00
1.339754e+00,2.924861e-01
3.510182e+00,1.255668e+00
1.874938e+00,6.285755e-01
3.346276e+00,1.207848e+00
4.104164e+00,1.412002e+00
2.984354e+00,1.093383e+00
8.695367e+00,2.162790e+00
7.775597e+00,2.050990e+00
7.677608e+00,2.038308e+00
9.081970e+00,2.206291e+00
6.260331e+00,1.834233e+00
8.143804e+00,2.097257e+00
8.743087e+00,2.168263e+00
5.141288e+00,1.637304e+00
2.613512e+00,9.606950e-01
8.609409e+00,2.152856e+00
6.887383e+00,1.929691e+00
5.289750e+00,1.665771e+00
2.576948e+00,9.466059e-01
1.949419e+00,6.675312e-01
5.880175e+00,1.771587e+00
3.653474e+00,1.295679e+00
4.100990e+00,1.411228e+00
6.921741e+00,1.934667e+00
1.685293e+00,5.219393e-01
8.803245e+00,2.175120e+00
3.219805e+00,1.169321e+00
1.972769e+00,6.794379e-01
6.710282e+00,1.903641e+00
4.319727e+00,1.463192e+00
8.445978e+00,2.133690e+00
4.276806e+00,1.453207e+00
1.935178e+00,6.601991e-01
6.671565e+00,1.897854e+00
3.548326e+00,1.266476e+00
1.549500e+00,4.379324e-01
5.853070e+00,1.766966e+00
1.396536e+00,3.339949e-01
8.492726e+00,2.139210e+00
7.193376e+00,1.973161e+00
9.100060e+00,2.208281e+00
1.344784e+00,2.962333e-01
8.716842e+00,2.165257e+00
6.921862e+00,1.934685e+00
2.707633e+00,9.960750e-01
9.829933e+00,2.285432e+00
6.661669e+00,1.896370e+00
8.527155e+00,2.143256e+00
5.421400e+00,1.690354e+00
6.394906e+00,1.855502e+00
9.442647e+00,2.245236e+00
6.216484e+00,1.827204e+00
8.170196e+00,2.100493e+00
8.673315e+00,2.160251e+00
2.820076e+00,1.036764e+00
6.137609e+00,1.814435e+00
5.639908e+00,1.729868e+00
8.927789e+00,2.189169e+00
3.247645e+00,1.177930e+00
4.233249e+00,1.442970e+00
2.139717e+00,7.606737e-01
1.438845e+00,3.638407e-01
4.926909e+00,1.594712e+00
9.629562e+00,2.264838e+00
9.202155e+00,2.219438e+00
6.778624e+00,1.913774e+00
6.037673e+00,1.798019e+00
2.577899e+00,9.469749e-01
9.048005e+00,2.202544e+00
4.684740e+00,1.544311e+00
9.356748e+00,2.236098e+00
8.778549e+00,2.172311e+00
6.384548e+00,1.853881e+00
9.143121e+00,2.213002e+00
1.678669e+00,5.180014e-01
5.034068e+00,1.616228e+00
4.269325e+00,1.451456e+00
1.274244e+00,2.423531e-01
2.342773e+00,8.513354e-01
6.846787e+00,1.923779e+00
3.772067e+00,1.327623e+00
1.460503e+00,3.787810e-01
4.824908e+00,1.573792e+00
6.399086e+00,1.856155e+00
3.054338e+00,1.116563e+00
9.352443e+00,2.235638e+00
8.138835e+00,2.096647e+00
8.852714e+00,2.180724e+00
5.295382e+00,1.666835e+00
4.269582e+00,1.451516e+00
2.539684e+00,9.320397e-01
3.037605e+00,1.111070e+00
3.075358e+00,1.123421e+00
3.400177e+00,1.223827e+00
4.778767e+00,1.564183e+00
3.869419e+00,1.353104e+00
2.407190e+00,8.784603e-01
7.090587e+00,1.958768e+00
4.771633e+00,1.562689e+00
3.083215e+00,1.125973e+00
5.635570e+00,1.729098e+00
9.846219e+00,2.287087e+00
8.592288e+00,2.150865e+00
7.711323e+00,2.042690e+00
8.297633e+00,2.115970e+00
1.404210e+00,3.394745e-01
4.757656e+00,1.559755e+00
9.835409e+00,2.285989e+00
1.909613e+00,6.469006e-01
8.363190e+00,2.123840e+00
2.554479e+00,9.378483e-01
2.733016e+00,1.005406e+00
2.300634e+00,8.331847e-01
8.403415e+00,2.128638e+00
6.415566e+00,1.858727e+00
5.059888e+00,1.621344e+00
2.945978e+00,1.080441e+00
8.958594e+00,2.192613e+00
1.387767e+00,3.276960e-01
1.171450e+00,1.582420e-01
5.079170e+00,1.625148e+00
3.105702e+00,1.133240e+00
3.579681e+00,1.275274e+00
5.168916e+00,1.642663e+00
7.128699e+00,1.964129e+00
3.373437e+00,1.215932e+00
5.627911e+00,1.727738e+00
1.944487e+00,6.649984e-01
8.112133e+00,2.093361e+00
7.820673e+00,2.056771e+00
2.183618e+00,7.809829e-01
2.670213e+00,9.821584e-01
7.616429e+00,2.030308e+00
1.141686e+00,1.325061e-01
4.875740e+00,1.584272e+00
6.763558e+00,1.911549e+00
5.902367e+00,1.775354e+00
6.221889e+00,1.828073e+00
2.831142e+00,1.040680e+00
1.771342e+00,5.717374e-01
4.414219e+00,1.484831e+00
9.275772e+00,2.227406e+00
5.286321e+00,1.665122e+00
1.582604e+00,4.590717e-01
6.630341e+00,1.891656e+00
1.310598e+00,2.704836e-01
4.772541e+00,1.562879e+00
9.113477e+00,2.209754e+00
8.719871e+00,2.165604e+00
8.027223e+00,2.082839e+00
9.761695e+00,2.278466e+00
9.358606e+00,2.236296e+00
5.503562e+00,1.705396e+00
9.253233e+00,2.224973e+00
9.263355e+00,2.226066e+00
4.508693e+00,1.506007e+00
6.413508e+00,1.858406e+00
9.233174e+00,2.222803e+00
1.568726e+00,4.502638e-01
7.323367e+00,1.991070e+00
6.606990e+00,1.888128e+00
9.718753e+00,2.274057e+00
1.102483e+00,9.756468e-02
7.697004e+00,2.040831e+00
9.967914e+00,2.299371e+00
9.193276e+00,2.218472e+00
1.883982e+00,6.333876e-01
2.826018e+00,1.038869e+00
3.776718e+00,1.328855e+00
4.587616e+00,1.523360e+00
4.408579e+00,1.483552e+00
3.802013e+00,1.335531e+00
3.053225e+00,1.116198e+00
3.000103e+00,1.098646e+00
3.536195e+00,1.263051e+00
9.484169e+00,2.249624e+00
5.117035e+00,1.632575e+00
4.774976e+00,1.563389e+00
6.408222e+00,1.857582e+00
2.555020e+00,9.380600e-01
2.687329e+00,9.885476e-01
9.018681e+00,2.199298e+00
3.043729e+00,1.113083e+00
2.120792e+00,7.517894e-01
9.542606e+00,2.255767e+00
8.590960e+00,2.150711e+00
8.056287e+00,2.086453e+00
6.773256e+00,1.912982e+00
6.361946e+00,1.850334e+00
8.070406e+00,2.088204e+00
6.293364e+00,1.839496e+00
6.529798e+00,1.876376e+00
2.211604e+00,7.937180e-01
6.112574e+00,1.810348e+00
7.952522e+00,2.073489e+00
3.586759e+00,1.277249e+00
5.849202e+00,1.766305e+00
8.731407e+00,2.166927e+00
6.584779e+00,1.884761e+00
3.075850e+00,1.123581e+00
2.567110e+00,9.427809e-01
5.126388e+00,1.634401e+00
6.149421e+00,1.816358e+00
7.108835e+00,1.961338e+00
1.940231e+00,6.628068e-01
1.969621e+00,6.778412e-01
7.450932e+00,2.008339e+00
7.260913e+00,1.982506e+00
5.984957e+00,1.789249e+00
6.041501e+00,1.798652e+00
1.870026e+00,6.259521e-01
6.140326e+00,1.814878e+00
2.176094e+00,7.775315e-01
8.825550e+00,2.177651e+00
6.136232e+00,1.814211e+00
