# ===== no_noise =====
# q1 q2 r F
1.713536e-04 5.966736e-04 5.696770e-01 2.832256e+03
6.598654e-05 2.307788e-04 4.692932e-01 6.216166e+02
9.489367e-04 1.214463e-04 9.722853e-01 1.095958e+03
9.656664e-04 7.787625e-05 6.124420e-01 1.802445e+03
8.085890e-04 6.965925e-04 3.560113e-01 3.995202e+04
3.053092e-04 3.405351e-04 1.229548e-01 6.182587e+04
9.857444e-05 7.250420e-04 1.597344e-01 2.518202e+04
6.845488e-04 6.629098e-05 2.330638e-01 7.510504e+03
4.407123e-04 3.159750e-04 2.584570e-01 1.874093e+04
1.229162e-04 5.399518e-04 8.521099e-01 8.217365e+02
4.956817e-04 7.909324e-04 5.656106e-01 1.101709e+04
3.535413e-05 3.194338e-04 5.281570e-01 3.639608e+02
9.094111e-04 6.262655e-04 1.236212e-01 3.350369e+05
2.595212e-04 8.860918e-04 8.615383e-01 2.785236e+03
6.628598e-04 6.162473e-04 7.255862e-01 6.975228e+03
3.123994e-04 2.337265e-04 7.699168e-02 1.107364e+05
5.205480e-04 2.537638e-05 7.107567e-01 2.350759e+02
5.471636e-04 8.702288e-04 5.481028e-01 1.424906e+04
1.856696e-04 2.224814e-05 9.090809e-02 4.493546e+03
9.696150e-04 8.748270e-04 4.637176e-01 3.546288e+04
7.753577e-04 5.294082e-04 4.898493e-01 1.537898e+04
9.395594e-04 9.391286e-04 1.741168e-01 2.616542e+05
8.949325e-04 7.989845e-04 9.462412e-01 7.179342e+03
5.983021e-04 9.979362e-04 8.514756e-01 7.403525e+03
9.219524e-04 3.513611e-04 6.723321e-01 6.442496e+03
8.940401e-05 7.674211e-04 4.676726e-01 2.820113e+03
1.967869e-04 4.025290e-04 4.176479e-01 4.082558e+03
4.618206e-05 4.803957e-04 6.544637e-01 4.656515e+02
3.260050e-04 6.278780e-04 5.499776e-01 6.083721e+03
3.892886e-04 8.738034e-04 7.165037e-02 5.956734e+05
2.720777e-04 9.840994e-04 5.173776e-01 8.992414e+03
8.289088e-04 7.685051e-04 8.083396e-01 8.764467e+03
3.573966e-04 4.183490e-04 4.646475e-01 6.225893e+03
2.816536e-04 4.219356e-04 6.143701e-02 2.830486e+05
5.431534e-04 7.378447e-04 7.884154e-01 5.796114e+03
1.417833e-04 2.395384e-04 2.093501e-01 6.966479e+03
8.023948e-04 1.113636e-04 2.660346e-01 1.135050e+04
7.547609e-05 3.552675e-04 1.730593e-01 8.048868e+03
9.869000e-04 2.879518e-04 3.369129e-01 2.250698e+04
7.724725e-04 2.970118e-04 7.591840e-01 3.578676e+03
1.995170e-04 2.343741e-04 5.241920e-01 1.529919e+03
6.516595e-06 4.305110e-05 2.128325e-01 5.567868e+01
8.156460e-04 1.885606e-05 8.790518e-01 1.789301e+02
7.071505e-04 9.877347e-04 8.807860e-01 8.094145e+03
7.292782e-04 4.283454e-04 8.718726e-01 3.694374e+03
7.714991e-04 3.849423e-04 2.464082e-01 4.397241e+04
7.497061e-05 6.799676e-04 4.567270e-01 2.196978e+03
3.591073e-04 2.190356e-04 9.851398e-01 7.286231e+02
1.167532e-04 9.500112e-04 7.742924e-01 1.663211e+03
8.632403e-04 7.865587e-04 3.689575e-02 4.484045e+06
6.236748e-04 9.032159e-05 7.455255e-02 9.111388e+04
3.315671e-04 4.181632e-04 4.692921e-01 5.659663e+03
6.449479e-05 8.792392e-04 9.101280e-01 6.154410e+02
3.116713e-04 9.447873e-04 5.433148e-01 8.967834e+03
3.258581e-04 4.679341e-04 5.028344e-01 5.421545e+03
7.298766e-04 6.137980e-04 1.144190e-01 3.076370e+05
6.379199e-04 1.678669e-04 6.602123e-01 2.208634e+03
8.873255e-04 9.911775e-04 8.238821e-01 1.164834e+04
4.727427e-04 2.324400e-04 3.866158e-01 6.609007e+03
1.204747e-04 9.427890e-04 7.778557e-01 1.687609e+03
7.135315e-04 6.499970e-04 9.648319e-01 4.478999e+03
7.610243e-04 6.081291e-04 2.117288e-01 9.280986e+04
5.617159e-04 5.131758e-04 5.280963e-01 9.292152e+03
7.711962e-04 2.314391e-04 2.942666e-01 1.853017e+04
4.943018e-04 1.773515e-04 7.949259e-01 1.247193e+03
5.232101e-04 2.212657e-04 5.818174e-01 3.074514e+03
4.281135e-04 1.872518e-04 6.382366e-01 1.769218e+03
2.639371e-05 7.798049e-04 7.999350e-01 2.891589e+02
1.087835e-04 3.507751e-04 4.020108e-01 2.122640e+03
3.239776e-05 5.878483e-05 9.159392e-01 2.040829e+01
6.367740e-04 9.691335e-04 5.376986e-01 1.918893e+04
3.150416e-04 8.839021e-04 1.663753e-01 9.043868e+04
5.090621e-04 9.278245e-04 6.989401e-01 8.691933e+03
9.076589e-04 9.949129e-04 7.953287e-01 1.283436e+04
2.500429e-04 1.747214e-04 3.235941e-01 3.750759e+03
4.109725e-04 3.968458e-04 8.586075e-01 1.988863e+03
7.557956e-04 7.584802e-04 9.070818e-01 6.263476e+03
2.295694e-04 6.963246e-04 2.841354e-01 1.780060e+04
7.790293e-05 1.547420e-04 9.836863e-01 1.119975e+02
2.904617e-04 8.160173e-04 1.493044e-01 9.558784e+04
1.620601e-04 2.252161e-04 2.099955e-01 7.440724e+03
9.297680e-04 2.245938e-04 1.923826e-01 5.072248e+04
8.083123e-04 5.374374e-04 8.950498e-01 4.874975e+03
6.337704e-04 5.933470e-04 6.577496e-01 7.814103e+03
8.715891e-04 5.805061e-04 1.605832e-01 1.763916e+05
8.038684e-04 9.239535e-05 4.459202e-01 3.357999e+03
1.873835e-04 8.775834e-04 6.191450e-01 3.856511e+03
8.926664e-04 2.663344e-04 9.262944e-02 2.491025e+05
5.398029e-04 1.303854e-04 8.835922e-01 8.104386e+02
8.076327e-04 8.888593e-04 8.055675e-01 9.944954e+03
8.961952e-04 9.556958e-04 5.101547e-01 2.958545e+04
3.186855e-04 8.622655e-04 9.674553e-01 2.639375e+03
1.109419e-04 8.097066e-04 4.235834e-01 4.500959e+03
2.287072e-04 6.555867e-04 9.842692e-01 1.391368e+03
4.276807e-04 5.513065e-04 6.712408e-01 4.704525e+03
8.181968e-04 8.789977e-05 6.383246e-01 1.586800e+03
8.608699e-04 4.090448e-04 1.742953e-01 1.042069e+05
7.945178e-06 3.733158e-04 8.831085e-01 3.419099e+01
5.112366e-04 2.604940e-04 4.332148e-01 6.379297e+03
4.179936e-04 7.236967e-04 1.706111e-01 9.342680e+04
2.228857e-04 4.963799e-04 2.248144e-02 1.967921e+06
1.207455e-04 8.196517e-05 5.641581e-01 2.795492e+02
3.382776e-04 2.209630e-04 5.321256e-01 2.373144e+03
9.429668e-04 6.835755e-04 7.221601e-01 1.111157e+04
3.238797e-04 7.705473e-05 8.913555e-01 2.823845e+02
5.192718e-04 8.513557e-04 8.861252e-02 5.061455e+05
7.033159e-04 4.956514e-04 7.341815e-01 5.814061e+03
3.642660e-04 4.811060e-04 1.955378e-01 4.120572e+04
9.718103e-04 5.928154e-04 8.595953e-01 7.009267e+03
9.624848e-04 8.248563e-04 8.208729e-01 1.059205e+04
2.525305e-04 3.484614e-04 5.453858e-01 2.659626e+03
4.977513e-04 6.783381e-04 7.131404e-01 5.968542e+03
3.015774e-04 5.661662e-04 3.212066e-01 1.487762e+04
2.855557e-04 2.677612e-04 4.764562e-01 3.027974e+03
3.785006e-05 8.787514e-04 8.234205e-01 4.410105e+02
6.099548e-04 7.976286e-04 4.646725e-01 2.025648e+04
5.031763e-04 6.587934e-04 3.642203e-01 2.246471e+04
5.242727e-05 8.507311e-04 4.992703e-01 1.608562e+03
2.793678e-04 8.674269e-04 8.299668e-01 3.162624e+03
9.083576e-04 7.086546e-04 3.418560e-01 4.951820e+04
2.403223e-04 8.371763e-04 1.820240e-01 5.459006e+04
1.457500e-04 6.977740e-04 7.148939e-01 1.788957e+03
4.899633e-04 6.804606e-04 8.277184e-01 4.374828e+03
9.856648e-04 6.189928e-04 1.096311e-01 4.563593e+05
2.428132e-04 7.529639e-04 2.474754e-01 2.683751e+04
6.724634e-04 1.594465e-04 1.505523e-01 4.252739e+04
7.618580e-04 8.809899e-04 3.544620e-01 4.802477e+04
2.383999e-04 8.719717e-04 4.558475e-01 8.993507e+03
7.284881e-04 3.021804e-05 7.513381e-01 3.505723e+02
3.684153e-04 8.259909e-04 6.546361e-01 6.383704e+03
6.326735e-04 1.297410e-04 6.247193e-01 1.890805e+03
6.338962e-04 3.357837e-04 3.588512e-01 1.485965e+04
5.362389e-04 7.437647e-04 8.430331e-01 5.045037e+03
9.119948e-05 1.615991e-04 4.765743e-01 5.833509e+02
8.354672e-04 8.181491e-04 9.793139e-01 6.407339e+03
3.214593e-04 8.323020e-04 6.378007e-01 5.912847e+03
1.873320e-04 5.079603e-04 1.350021e-01 4.693755e+04
4.173437e-05 7.379486e-06 6.794158e-01 5.998026e+00
5.913021e-04 2.877511e-04 3.318530e-01 1.388976e+04
6.778868e-04 6.173100e-04 6.894639e-01 7.914019e+03
1.757124e-05 9.812050e-04 7.894474e-02 2.486998e+04
5.125810e-04 6.321817e-04 1.831326e-01 8.686257e+04
2.272693e-04 2.605438e-04 8.571799e-01 7.244980e+02
6.455276e-04 6.343717e-04 2.349078e-01 6.671501e+04
1.751921e-04 5.404454e-04 8.386707e-01 1.210161e+03
6.912468e-04 7.800655e-04 2.864833e-01 5.906432e+04
3.873486e-04 1.078737e-04 6.464531e-01 8.988828e+02
9.367933e-04 7.612669e-04 6.972091e-01 1.318907e+04
1.383834e-04 5.417253e-04 5.175282e-01 2.516256e+03
3.417253e-04 9.630290e-04 3.122576e-01 3.034242e+04
1.143600e-04 3.425303e-04 2.205179e-01 7.241778e+03
9.247689e-04 6.329893e-04 4.285746e-02 2.865078e+06
8.774620e-04 9.320961e-04 3.109069e-01 7.606553e+04
2.586837e-04 1.034072e-04 6.566312e-01 5.577462e+02
6.603241e-04 9.372913e-04 9.389218e-01 6.311500e+03
8.174050e-04 6.881978e-04 8.724924e-01 6.643347e+03
5.556456e-04 6.876922e-05 7.684041e-01 5.817981e+02
5.301209e-04 3.016626e-04 7.905629e-01 2.300294e+03
2.426104e-04 7.084639e-04 6.683351e-01 3.459381e+03
9.400967e-05 6.828325e-05 2.676840e-01 8.053814e+02
8.973185e-04 5.825883e-04 9.081231e-01 5.698738e+03
9.005176e-04 3.465372e-04 6.740250e-01 6.175182e+03
6.334684e-04 6.212946e-04 5.648362e-01 1.109014e+04
3.396908e-04 4.669629e-05 1.198796e-01 9.922827e+03
3.498604e-04 8.716653e-04 4.525850e-01 1.338455e+04
7.262297e-04 9.735155e-04 4.657547e-01 2.929963e+04
8.972131e-04 9.689090e-04 8.659180e-01 1.042281e+04
8.871993e-04 7.499022e-04 5.511817e-01 1.968774e+04
7.800957e-04 1.309562e-04 3.865965e-01 6.144938e+03
6.423896e-04 7.585049e-04 9.770323e-01 4.588796e+03
8.505583e-05 2.556233e-05 1.196134e-01 1.366170e+03
1.624671e-04 2.310143e-05 4.283229e-01 1.839167e+02
8.986556e-04 3.242866e-04 5.160443e-02 9.838028e+05
6.068226e-04 4.891545e-04 7.425051e-01 4.840260e+03
1.018785e-05 7.706370e-04 9.188958e-01 8.359105e+01
1.023701e-04 6.836121e-04 2.872370e-01 7.625385e+03
6.638383e-04 4.464568e-04 8.597583e-01 3.604531e+03
6.056522e-06 2.743530e-04 2.992960e-01 1.667596e+02
1.616472e-04 9.971274e-04 9.116625e-01 1.743454e+03
5.491851e-04 4.267551e-04 7.564223e-01 3.682379e+03
6.922033e-04 4.519356e-04 8.068577e-01 4.319923e+03
6.523093e-04 1.644602e-04 2.782649e-02 1.245539e+06
2.250450e-04 7.950147e-04 9.631823e-01 1.733754e+03
7.124670e-04 6.939885e-04 7.294043e-01 8.354879e+03
2.380118e-04 2.215488e-04 3.117036e-01 4.879150e+03
3.260743e-04 8.329866e-05 8.311007e-01 3.535143e+02
7.467449e-04 6.808188e-04 2.887060e-01 5.483425e+04
6.499833e-04 6.548567e-04 8.740263e-01 5.009094e+03
8.493742e-04 2.739863e-04 1.214546e-01 1.418273e+05
6.579553e-04 9.509127e-04 7.066491e-01 1.126391e+04
5.687403e-04 1.519068e-04 5.452915e-01 2.612123e+03
9.458109e-05 4.329025e-04 1.055691e-01 3.302784e+04
3.683481e-04 9.436723e-04 2.494749e-01 5.020947e+04
2.659372e-04 4.203076e-04 2.228000e-02 2.024304e+06
2.447457e-04 6.388874e-04 4.740803e-01 6.254538e+03
9.730375e-04 3.981968e-04 3.082526e-01 3.665840e+04
3.937046e-04 2.749410e-04 6.023739e-01 2.681868e+03
8.921545e-04 9.839937e-04 3.042654e-01 8.524852e+04
6.315075e-04 4.099247e-04 3.069199e-01 2.470541e+04
7.950165e-04 8.942051e-04 7.457613e-01 1.149141e+04
5.031345e-04 2.307247e-04 5.766141e-02 3.138826e+05
5.773270e-04 2.138916e-04 9.038660e-01 1.358836e+03
4.930252e-04 3.210295e-05 8.537412e-01 1.952186e+02
1.960477e-04 6.520152e-04 6.711266e-01 2.551351e+03
7.227297e-04 3.691578e-04 5.972894e-01 6.723232e+03
2.814916e-04 8.644939e-04 8.933795e-01 2.741038e+03
2.529165e-05 4.737367e-04 1.934769e-01 2.877503e+03
6.458268e-04 9.682252e-04 8.817947e-02 7.229649e+05
1.779336e-04 1.863400e-04 2.471151e-01 4.881184e+03
9.405181e-04 8.687545e-04 7.966325e-01 1.157465e+04
9.539746e-04 7.768203e-04 4.432356e-02 3.391156e+06
9.149495e-04 7.711509e-04 5.869788e-01 1.840990e+04
3.707885e-04 8.449384e-04 9.954831e-01 2.842125e+03
1.644116e-05 7.612630e-04 8.571391e-01 1.531525e+02
9.283902e-04 6.265941e-04 5.262312e-01 1.888528e+04
4.287560e-04 1.321136e-04 7.300450e-02 9.554726e+04
9.666882e-04 3.349365e-05 8.330598e-01 4.194269e+02
9.636564e-04 9.209270e-04 6.029887e-01 2.194263e+04
8.531564e-04 6.170337e-04 1.237837e-01 3.088663e+05
2.951544e-04 7.967408e-04 1.029187e-01 1.995894e+05
3.857126e-04 4.820408e-04 9.105306e-01 2.016129e+03
8.512855e-04 1.181909e-04 6.725083e-01 1.999971e+03
3.176051e-04 1.260606e-04 8.309939e-01 5.212317e+02
1.703233e-04 6.858797e-04 8.801891e-01 1.355594e+03
5.572445e-04 4.308756e-04 5.760546e-01 6.504741e+03
9.362186e-04 2.013242e-04 5.222719e-01 6.212117e+03
6.963338e-04 4.921030e-04 4.361231e-01 1.619626e+04
5.704911e-04 6.514473e-05 3.237771e-01 3.187099e+03
9.807932e-05 5.823894e-04 4.402500e-01 2.649427e+03
6.153922e-04 2.697244e-04 7.761409e-01 2.477142e+03
9.900638e-04 7.977615e-04 6.059042e-01 1.934141e+04
1.409439e-04 3.110516e-04 8.935981e-01 4.935760e+02
5.188113e-04 4.557649e-04 4.489462e-01 1.054682e+04
8.774957e-04 1.260892e-05 6.110187e-01 2.664241e+02
7.410278e-04 7.337444e-05 6.349945e-01 1.212269e+03
6.973187e-04 3.931011e-04 5.957802e-01 6.942616e+03
7.027816e-04 4.804589e-04 7.056074e-01 6.096913e+03
3.601317e-04 6.004205e-04 2.450591e-01 3.236941e+04
2.942983e-04 2.923709e-04 5.172401e-01 2.891326e+03
8.095518e-04 6.952869e-04 1.131826e-01 3.950112e+05
8.103033e-04 8.602623e-04 3.906662e-01 4.106071e+04
8.672052e-04 7.800711e-04 4.927904e-01 2.504329e+04
9.133273e-04 4.057921e-05 6.557020e-01 7.749553e+02
5.118311e-04 4.810264e-04 9.510257e-01 2.447207e+03
5.020148e-04 1.058252e-04 6.046446e-01 1.306367e+03
7.984969e-04 2.428030e-04 7.461580e-01 3.130584e+03
6.503140e-04 9.866759e-04 5.112034e-01 2.207343e+04
7.022649e-04 1.433530e-04 6.377630e-01 2.225097e+03
7.959969e-04 4.993893e-04 8.022289e-02 5.552820e+05
8.901153e-04 6.185376e-04 2.618477e-01 7.218960e+04
3.386572e-04 7.027625e-04 3.682346e-01 1.577900e+04
3.762074e-04 5.600890e-04 4.777684e-01 8.298683e+03
9.488796e-05 1.076108e-05 5.519226e-02 3.013493e+03
5.787019e-04 3.271348e-04 1.486239e-01 7.704852e+04
3.690633e-05 5.181939e-04 2.840462e-01 2.130959e+03
4.661324e-04 8.877863e-05 9.718174e-01 3.939201e+02
5.431020e-04 3.512763e-04 3.380335e-01 1.500964e+04
2.872547e-04 3.416991e-05 4.872206e-01 3.717229e+02
5.912424e-04 7.949992e-05 2.041367e-01 1.014027e+04
3.146975e-05 3.975264e-04 6.146723e-01 2.976677e+02
3.831084e-05 1.335830e-04 2.878764e-01 5.551631e+02
8.227780e-04 5.679733e-04 2.149227e-01 9.095067e+04
3.608305e-04 6.897755e-04 5.214069e-01 8.230327e+03
1.279335e-04 8.007861e-04 1.545074e-02 3.857995e+06
5.227210e-04 2.009501e-04 1.758739e-02 3.052917e+06
7.702236e-04 1.683151e-04 2.268781e-01 2.264198e+04
2.166052e-04 1.054633e-04 4.635415e-02 9.557683e+04
6.232676e-04 6.367938e-04 1.169455e-01 2.608952e+05
8.626212e-05 7.067693e-04 3.454720e-01 4.592315e+03
5.263004e-05 3.255456e-05 8.045598e-01 2.379515e+01
5.318233e-04 9.362760e-04 5.763282e-01 1.347694e+04
5.410945e-04 5.291931e-05 5.175410e-01 9.610752e+02
6.377925e-04 5.417550e-04 3.005539e-01 3.438723e+04
7.263652e-04 7.093515e-04 9.324362e-01 5.327678e+03
9.758762e-04 8.710982e-04 4.030449e-01 4.704513e+04
5.167840e-04 7.143728e-04 9.622184e-02 3.584647e+05
3.236335e-04 8.019264e-04 6.208959e-01 6.052157e+03
7.953910e-04 3.401107e-04 1.227000e-01 1.615368e+05
2.715614e-04 8.150103e-04 3.517709e-01 1.607944e+04
4.395324e-04 8.103473e-05 5.123378e-01 1.219857e+03
7.937792e-05 8.949218e-04 8.754803e-01 8.332048e+02
2.632539e-05 5.480448e-04 4.986111e-01 5.217070e+02
9.626858e-04 8.174805e-04 7.052362e-01 1.422501e+04
8.361441e-04 4.528660e-04 9.928887e-01 3.453102e+03
6.962782e-04 6.439341e-04 1.401742e-01 2.051387e+05
4.095440e-04 5.268763e-04 2.819842e-01 2.439604e+04
1.741210e-04 7.318579e-04 4.006303e-01 7.137565e+03
1.572806e-04 8.254835e-05 4.276099e-01 6.383337e+02
2.509927e-04 6.129173e-05 4.169109e-01 7.956758e+02
5.496774e-04 2.478561e-04 9.085349e-01 1.483830e+03
7.148813e-04 1.603851e-04 7.168923e-01 2.005626e+03
6.605372e-04 8.719118e-04 6.118262e-01 1.383163e+04
2.806540e-04 2.199948e-04 3.162790e-01 5.548844e+03
9.549104e-04 9.758894e-04 8.255525e-01 1.229231e+04
7.381590e-04 3.375589e-04 9.555099e-01 2.453515e+03
5.547997e-04 1.829358e-04 8.229863e-01 1.347130e+03
6.121090e-04 7.899088e-04 1.154945e-02 3.258686e+07
4.201805e-04 6.590491e-04 6.400374e-01 6.077188e+03
2.484833e-04 4.986975e-04 6.062403e-02 3.031129e+05
3.566167e-04 5.558082e-04 2.650311e-01 2.536837e+04
7.580883e-04 7.194826e-04 6.892945e-02 1.032025e+06
1.537910e-05 2.292263e-04 6.077575e-01 8.580137e+01
1.169566e-04 9.963376e-04 6.897240e-01 2.202116e+03
4.695664e-05 9.748184e-04 1.233428e-01 2.704912e+04
4.168807e-05 6.506754e-04 3.900005e-01 1.603266e+03
8.556051e-04 2.003429e-04 4.616741e-01 7.229961e+03
7.039542e-04 6.805480e-04 3.753625e-01 3.056758e+04
4.746997e-04 7.312621e-05 1.298148e-01 1.851841e+04
9.873633e-05 3.162185e-05 4.247583e-01 1.555751e+02
4.921243e-04 2.584252e-04 7.536663e-01 2.012849e+03
4.739983e-04 4.631603e-04 8.029759e-02 3.060997e+05
1.740287e-04 8.684042e-04 8.937821e-02 1.700745e+05
4.344178e-04 7.274419e-04 3.612236e-01 2.177276e+04
3.991062e-04 7.429638e-04 9.423085e-01 3.002131e+03
6.162342e-04 4.260678e-04 6.718869e-01 5.228678e+03
6.354586e-04 3.465891e-04 6.818833e-01 4.258354e+03
4.625871e-05 3.716677e-04 3.683008e-01 1.139470e+03
3.752380e-04 9.876619e-04 5.977242e-01 9.325522e+03
6.262341e-04 4.106908e-05 2.002987e-02 5.763085e+05
5.036331e-04 8.671645e-04 6.397351e-01 9.593456e+03
8.566334e-04 5.790967e-04 9.141541e-01 5.336629e+03
6.590349e-04 4.391768e-04 6.164477e-01 6.847231e+03
1.637715e-04 7.255324e-04 8.749616e-01 1.395330e+03
7.149818e-05 4.871823e-04 7.267333e-01 5.929199e+02
6.427769e-04 8.735498e-04 1.293528e-01 3.016864e+05
2.748480e-05 9.008012e-04 9.034288e-01 2.727052e+02
5.861898e-04 4.222992e-04 7.577941e-02 3.875394e+05
9.402900e-04 2.775510e-04 5.386278e-01 8.086987e+03
5.758987e-04 5.927580e-04 1.507158e-01 1.351033e+05
3.887818e-04 9.124510e-04 2.158954e-02 6.842080e+06
6.436449e-04 2.114515e-04 4.278139e-01 6.685087e+03
4.587946e-04 6.233436e-04 3.020903e-01 2.817293e+04
5.460712e-04 6.319287e-04 4.911405e-01 1.286073e+04
9.415233e-04 7.333799e-04 5.814279e-01 1.836234e+04
3.867165e-04 1.324361e-04 5.330168e-02 1.620605e+05
9.612294e-04 7.161091e-04 1.317733e-01 3.563784e+05
9.054453e-04 9.091235e-04 5.630560e-01 2.334219e+04
1.965953e-04 1.805034e-04 3.497357e-01 2.608186e+03
7.029194e-05 2.383058e-04 7.318818e-01 2.811370e+02
1.016772e-04 9.714237e-04 6.557687e-01 2.064860e+03
1.920360e-05 1.817960e-04 8.471483e-01 4.373285e+01
9.534852e-05 8.545307e-04 6.955679e-01 1.513987e+03
6.833238e-04 4.927856e-04 4.356318e-01 1.595163e+04
7.211746e-05 2.479838e-04 6.762370e-01 3.515812e+02
3.196567e-04 8.708792e-04 2.826274e-01 3.133090e+04
8.450304e-04 4.458599e-04 3.132504e-01 3.451814e+04
2.424866e-05 5.153025e-04 7.910953e-01 1.794949e+02
8.146540e-04 3.598741e-04 4.519553e-01 1.290305e+04
2.825729e-04 5.933579e-04 8.003965e-01 2.352863e+03
1.190467e-04 1.643603e-04 8.241981e-01 2.589469e+02
6.970404e-04 3.916905e-04 8.589867e-01 3.326502e+03
6.293139e-04 9.694429e-04 9.174689e-01 6.515782e+03
8.775945e-04 2.588753e-04 4.366754e-01 1.071092e+04
7.353360e-04 6.570799e-04 3.256782e-01 4.095307e+04
8.036774e-04 3.258649e-04 5.863768e-01 6.847397e+03
2.827525e-04 7.736997e-04 3.774607e-01 1.380369e+04
1.782621e-04 1.317428e-04 6.050634e-01 5.766918e+02
7.508641e-04 9.698512e-04 7.085300e-01 1.304096e+04
8.070279e-04 4.543358e-04 6.915210e-01 6.893098e+03
9.905146e-04 2.368144e-04 3.808074e-01 1.454180e+04
4.132051e-04 7.442325e-05 1.751916e-01 9.007565e+03
3.726461e-04 1.705881e-04 4.362240e-01 3.003211e+03
7.766365e-04 5.202542e-04 1.511682e-01 1.589543e+05
3.414627e-04 3.376662e-04 8.911961e-01 1.305101e+03
9.308266e-04 8.290545e-04 3.524187e-01 5.585907e+04
8.585543e-04 4.314566e-04 1.629151e-01 1.254705e+05
4.295650e-04 2.494656e-04 3.519328e-02 7.778210e+05
7.511202e-04 6.175278e-04 6.493642e-01 9.888924e+03
7.547883e-04 7.070704e-04 6.405333e-01 1.169403e+04
1.040207e-04 1.678749e-04 3.471981e-01 1.302299e+03
9.026504e-04 1.684516e-04 8.099477e-02 2.083725e+05
5.057471e-04 3.763476e-05 4.155326e-01 9.909962e+02
8.266310e-04 7.366656e-04 3.181053e-01 5.410033e+04
3.207296e-04 6.641407e-04 6.803494e-01 4.137088e+03
8.956277e-04 4.751562e-04 6.097215e-01 1.029107e+04
3.898125e-04 8.443263e-04 3.709478e-01 2.150305e+04
1.182681e-05 8.058645e-04 2.257136e-01 1.681798e+03
9.054766e-04 5.857690e-04 9.881556e-01 4.883291e+03
9.219539e-05 8.684030e-04 4.594616e-01 3.409508e+03
3.199943e-04 2.066354e-04 6.913915e-01 1.243537e+03
9.501119e-04 1.128077e-04 1.491474e-01 4.331533e+04
9.506565e-04 2.704799e-04 4.907338e-01 9.599007e+03
5.738645e-04 5.802977e-05 3.726135e-02 2.156267e+05
6.322054e-04 5.316384e-04 5.104006e-01 1.159877e+04
4.489971e-04 9.366691e-04 9.643772e-01 4.065327e+03
2.939176e-04 4.030420e-05 3.903646e-01 6.988670e+02
3.293359e-04 1.229878e-04 4.860605e-02 1.541275e+05
6.728459e-04 4.527468e-04 4.064623e-02 1.657640e+06
7.526222e-04 9.339411e-04 3.941069e-01 4.068442e+04
7.917875e-04 3.168399e-04 1.684247e-01 7.950542e+04
7.898285e-04 5.077276e-04 3.311858e-02 3.286851e+06
9.211490e-05 4.253129e-05 7.586515e-01 6.119465e+01
4.949259e-04 1.491949e-04 4.639378e-01 3.084141e+03
5.850120e-05 9.866435e-04 2.963523e-01 5.908375e+03
5.499794e-04 9.651536e-04 9.010824e-01 5.877241e+03
4.420890e-04 5.935041e-06 1.249776e-01 1.510181e+03
8.878165e-04 9.518600e-04 9.563596e-01 8.306412e+03
3.515641e-04 6.394808e-04 3.208271e-01 1.963585e+04
1.179499e-04 8.680504e-04 8.895196e-01 1.163299e+03
1.438487e-04 4.552851e-04 6.069134e-01 1.598437e+03
7.617491e-04 5.160804e-04 8.284403e-01 5.149519e+03
6.185998e-04 4.893577e-04 9.841730e-01 2.809655e+03
1.020216e-04 6.671974e-04 2.955214e-01 7.006936e+03
8.502270e-05 1.405116e-04 9.615241e-01 1.161680e+02
7.012682e-04 3.094362e-05 3.955871e-01 1.246610e+03
